idx_a,idx_b,cos_sim,label_a,label_b,label_a_name,label_b_name,text_a,text_b,votes_a,votes_b,flagged_cleanlab_a,flagged_datamaps_a,flagged_ds2_a,flagged_cleanlab_b,flagged_datamaps_b,flagged_ds2_b,action,levenshtein,error_type_a,error_type_b
4374,4625,0.9714,0,1,unacceptable,acceptable,Унас редко есть занятия по истории.,У нас редко бывают занятия по истории.,1,1,False,False,True,False,False,True,kept,7,Semantics,0
1992,7063,0.9714,0,1,unacceptable,acceptable,Он ест одну грушу.,Он съел одну грушу.,3,1,True,True,True,False,False,True,removed_a,4,Semantics,0
489,5644,0.971,1,0,acceptable,unacceptable,Возьмите из моего чемодана полотенце.,Возьми мне из ее чемодана полотенце.,1,3,False,False,True,True,True,True,removed_b,7,0,Semantics
473,1242,0.971,0,1,unacceptable,acceptable,"Я знаю, что он, несомненно, прав.","Я уверен, что он несомненно прав.",3,1,True,True,True,False,False,True,removed_a,8,Semantics,0
4374,6199,0.9705,0,1,unacceptable,acceptable,Унас редко есть занятия по истории.,У нас редко проводятся занятия по истории.,1,1,False,False,True,False,False,True,kept,10,Semantics,0
598,947,0.9702,0,1,unacceptable,acceptable,Он резко не затормозил.,Он затормозил не резко.,1,1,False,False,True,True,False,False,kept,16,Semantics,0
1768,2195,0.9699,1,0,acceptable,unacceptable,Стаканы будут поставлены в шкаф.,Стаканы есть поставлены в шкаф.,1,1,False,False,True,False,False,True,kept,5,0,Syntax
3738,3869,0.9696,0,1,unacceptable,acceptable,Это обнажило мне суть явления.,Это обнажило суть явления.,3,0,True,True,True,False,False,False,removed_a,4,Semantics,0
2651,4099,0.9696,1,0,acceptable,unacceptable,Он начал речь приветствием.,В этот момент он начал речь приветствием.,1,2,True,False,False,True,True,False,removed_b,15,0,Semantics
5588,8487,0.9695,1,0,acceptable,unacceptable,Я принял его за военного.,Я воспринял его как военного.,0,2,False,False,False,True,True,False,removed_b,5,0,Semantics
3878,8061,0.9693,0,1,unacceptable,acceptable,Вчера я имела собрание.,Я был вчера на собрании.,3,1,True,True,True,False,False,True,removed_a,13,Semantics,0
3235,7549,0.9691,0,1,unacceptable,acceptable,В данный момент я разговаривал с директором.,Сегодня я разговаивал с директором.,3,2,True,True,True,True,False,True,removed_both,14,Semantics,0
5462,7076,0.9689,0,1,unacceptable,acceptable,"Скажи, а нельзя постараться, чтобы Сухой Рыбак не обидел Вани?","Скажи, а нельзя постараться, чтобы Сухой Рыбак не обидел Ваню?",2,1,True,True,False,False,True,False,removed_a,1,Semantics,0
1647,3477,0.9687,1,0,acceptable,unacceptable,"Я хочу, чтобы они зашли, а ты спрятался.","Я хочу, чтобы они зайдут, когда ты спрячешься.",1,1,True,False,False,False,True,False,kept,12,0,Syntax
1260,6535,0.9685,0,1,unacceptable,acceptable,Она приняла к себе ребенка.,Она приняла ребенка к себе на руки.,2,1,False,True,True,False,False,True,removed_a,14,Semantics,0
7568,8371,0.9684,0,1,unacceptable,acceptable,Иван питает надежду встретиться с тобой самому.,Иван оставил надежду встретиться с тобой самому.,2,1,True,True,False,False,False,True,removed_a,5,Syntax,0
1523,6980,0.9683,1,0,acceptable,unacceptable,Он отдал все свое состояние.,Он дал ему все свое состояние.,1,3,False,False,True,True,True,True,removed_b,6,0,Semantics
1979,2884,0.9677,1,0,acceptable,unacceptable,"Мне жаль, что занятий не будет.","Занятий, мне жаль, не будет.",1,3,False,False,True,True,True,True,removed_b,17,0,Semantics
4947,5243,0.9676,1,0,acceptable,unacceptable,"Ты уже достаточно взрослая, чтобы сама все понимать.","Ты достаточно взрослая, чтобы разумная все понимать.",1,0,True,False,False,False,False,False,kept,9,0,Syntax
3339,7306,0.9675,0,1,unacceptable,acceptable,"Если ты требуешь, то любой из нас ей поможет.","Если потребуется, то любой из нас ей поможет.",3,1,True,True,True,False,False,True,removed_a,6,Semantics,0
2443,3783,0.9669,0,1,unacceptable,acceptable,У командира был обычай сам принимать все доклады.,Командир ввел обычай сам принимать все доклады.,2,0,True,True,False,False,False,False,removed_a,7,Syntax,0
4353,5808,0.9669,0,1,unacceptable,acceptable,"Я уверен, что он наверное прав.","Я думаю, что он, несомненно, прав.",3,1,True,True,True,False,False,True,removed_a,14,Semantics,0
1493,7050,0.9667,0,1,unacceptable,acceptable,"Занятий, я рад, не будет.","Я рад, что занятий не будет.",3,1,True,True,True,False,False,True,removed_a,16,Semantics,0
473,5639,0.9661,0,1,unacceptable,acceptable,"Я знаю, что он, несомненно, прав.","Я считаю, что он, несомненно, прав.",3,1,True,True,True,False,False,True,removed_a,4,Semantics,0
4895,6934,0.966,0,1,unacceptable,acceptable,Всю молодость она была красива.,В молодости она была красивой.,3,1,True,True,True,False,False,True,removed_a,5,Semantics,0
2530,5340,0.9658,1,0,acceptable,unacceptable,"Осетровые рыбы, как считают знатоки, утратили свой былой вкус.","Осетровые рыбы, как я считаю, утратили свой былой вкус.",0,2,False,False,False,True,True,False,removed_b,11,0,Semantics
7095,7450,0.9658,1,0,acceptable,unacceptable,У этого животного есть зубы.,У этого животного есть острые зубы.,2,3,False,True,True,True,True,True,removed_both,7,0,Semantics
5247,7740,0.9652,0,1,unacceptable,acceptable,Напоминание себе об опасности прозвучало вовремя.,"Эти слова, напоминание себе об опасности, прозвучали вовремя.",2,0,True,True,False,False,False,False,removed_a,14,Syntax,0
4576,7506,0.9651,0,1,unacceptable,acceptable,Левой рукой он судорожно хрустел бумажками.,Правая рука его судорожно хрустела бумажками.,2,1,True,True,False,False,False,True,removed_a,11,Semantics,0
4614,5684,0.9649,0,1,unacceptable,acceptable,"Первый огонек блеснул вдали, на противоположной горе, в одиноком домике.","Первый огонек блеснул вдали на противоположной горе, в отдаленном домике близ шлагбаума.",2,0,True,True,False,False,False,False,removed_a,22,Semantics,0
4132,5429,0.9649,0,1,unacceptable,acceptable,"Нельзя не обратиться ни к кому, когда чувствуешь себя таким не счастным.","Нельзя не обратиться к кому-то близкому, когда чувствуешь себя таким несчастным.",2,0,True,True,False,False,False,False,removed_a,13,Semantics,0
1066,6508,0.9649,1,0,acceptable,unacceptable,Он дал свое согласие.,Он дал ему одобрение.,1,3,False,False,True,True,True,True,removed_b,10,0,Semantics
4156,7255,0.9648,1,0,acceptable,unacceptable,Студентов первого курса включи в список!,Студентов первого курса включили в список?,0,1,False,False,False,True,False,False,kept,3,0,Syntax
7418,8497,0.9647,0,1,unacceptable,acceptable,Перемен в технической политике фирмы еще не началось.,Перемен в технической политике фирмы не наступило.,2,0,False,True,True,False,False,False,removed_a,10,Semantics,0
4687,6175,0.9645,1,0,acceptable,unacceptable,"Министр пригласил журналистку, взять у него интервью.","Журналистка была приглашена министром, чтобы дать ей интервью.",3,2,True,True,True,True,True,False,removed_both,36,0,Syntax
2755,4365,0.9645,0,1,unacceptable,acceptable,Вчера в два часа магазин закрыт.,Магазин в два часа закрыт.,3,1,True,True,True,False,False,True,removed_a,15,Semantics,0
1117,7491,0.9644,1,0,acceptable,unacceptable,"В путеводителе я позже вычитал, что киприоты всегда готовы приходить на помощь.","В путеводителе я позже вычитал, что киприоты всегда готовы приходить на нее.",1,2,True,False,False,True,True,False,removed_b,6,0,Syntax
3039,7276,0.9644,0,1,unacceptable,acceptable,Вчера этот прибор имел использование.,Вчера мы пользовались этим прибором.,1,1,False,False,True,False,False,True,kept,27,Semantics,0
2619,2740,0.9641,1,0,acceptable,unacceptable,"Дорогие друзья, я сразу же напоминаю номер нашего пейджера...","Те дорогие друзья, которые нас сейчас слушают, я сразу же напоминаю номер нашего пейджера....",0,1,False,False,False,True,False,False,kept,33,0,Syntax
1343,6215,0.9638,0,1,unacceptable,acceptable,Какой-нибудь человек всегда должен об этом помнить.,Каждый человек всегда должен об этом помнить.,3,1,True,True,True,False,False,True,removed_a,10,Semantics,0
2258,7371,0.9637,1,0,acceptable,unacceptable,Он выпил стакан воды.,В то время он пил стакан воды.,1,2,False,False,True,False,True,True,removed_b,12,0,Semantics
75,2509,0.9636,0,1,unacceptable,acceptable,Трон достался убийце своего брата.,Убийца своего брата захватил трон.,2,0,True,True,False,False,False,False,removed_a,28,Syntax,0
4419,6157,0.9631,0,1,unacceptable,acceptable,При нагревании вода дает пар.,При нагревании вода превращается в пар.,2,0,True,True,False,False,False,False,removed_a,11,Semantics,0
2987,7890,0.963,0,1,unacceptable,acceptable,"На кухне, он ясно слышит, кто-то есть.","На кухне, он ясно слышал, кто-то был.",1,1,False,True,False,False,False,True,kept,6,Semantics,0
2382,7530,0.9625,0,1,unacceptable,acceptable,Он страшно был в отчаянии.,Он долго был в отчаянии.,3,1,True,True,True,False,False,True,removed_a,6,Semantics,0
1214,4687,0.9625,0,1,unacceptable,acceptable,"Журналистка, была приглашена министром дать ей интервью.","Министр пригласил журналистку, взять у него интервью.",1,3,False,True,False,True,True,True,removed_b,33,Syntax,0
2411,7529,0.9623,1,0,acceptable,unacceptable,Он не прислал ответ.,Его не пришлет ответ.,1,1,False,False,True,False,True,False,kept,6,0,Syntax
334,5331,0.9621,1,0,acceptable,unacceptable,Иван еще не был в таком театре.,Ивана никогда не было в таком театре.,0,2,False,False,False,True,True,False,removed_b,9,0,Semantics
3667,5921,0.962,1,0,acceptable,unacceptable,"Маша, он видел, была бледна.","Маша, он видит, бледна.",0,2,False,False,False,True,True,False,removed_b,7,0,Semantics
2278,5387,0.9618,1,0,acceptable,unacceptable,"Не скрою, он мне понравился.","Скрою, он мне понравился.",1,3,False,False,True,True,True,True,removed_b,4,0,Semantics
2978,7948,0.9617,1,0,acceptable,unacceptable,"В прошлом году я была толстой, а потом похудела.","Весь год я была толстой, а потом похудела.",0,1,False,False,False,False,True,False,kept,9,0,Semantics
3304,7568,0.9616,1,0,acceptable,unacceptable,Иван оставил надежду встретиться с тобой сам.,Иван питает надежду встретиться с тобой самому.,1,2,False,False,True,True,True,False,removed_b,8,0,Syntax
1910,4446,0.9612,1,0,acceptable,unacceptable,Они считали его талантливым.,Они называли его талантливыми.,1,1,False,False,True,True,False,False,kept,6,0,Syntax
2046,6897,0.9609,1,0,acceptable,unacceptable,Я тогда не могла ему ничего сказать.,Я тогда не могла сказать что-нибудь.,1,3,False,False,True,True,True,True,removed_b,17,0,Semantics
4353,5639,0.9608,0,1,unacceptable,acceptable,"Я уверен, что он наверное прав.","Я считаю, что он, несомненно, прав.",3,1,True,True,True,False,False,True,removed_a,14,Semantics,0
5648,6349,0.9606,0,1,unacceptable,acceptable,Он может с кем-нибудь общаться.,"Вероятно, он может с кем-нибудь там общаться.",3,1,True,True,True,False,False,True,removed_a,15,Semantics,0
2411,6465,0.9602,1,0,acceptable,unacceptable,Он не прислал ответ.,Его не пришлет ответа.,1,0,False,False,True,False,False,False,kept,7,0,Syntax
598,828,0.9599,0,1,unacceptable,acceptable,Он резко не затормозил.,Резко он не тормозил.,1,1,False,False,True,False,False,True,kept,9,Semantics,0
4077,7804,0.9598,1,0,acceptable,unacceptable,"Обнаружилось, что преступник на свободе.","Вчера обнаруживается, что преступник на свободе.",1,3,False,False,True,True,True,True,removed_b,12,0,Semantics
4448,4544,0.9598,1,0,acceptable,unacceptable,"Я все видел, сам оставаясь незамеченным.","У меня была возможность все видеть, сам оставаясь незамеченным.",0,2,False,False,False,True,True,False,removed_b,25,0,Syntax
7734,8280,0.9596,0,1,unacceptable,acceptable,Договора не было нарушено.,Они не нарушили договора.,0,0,False,False,False,False,False,False,kept,22,Semantics,0
5082,5103,0.9595,0,1,unacceptable,acceptable,Ты не должен ей помочь.,Ты не обязан ей помогать.,3,1,True,True,True,False,False,True,removed_a,8,Semantics,0
1990,3582,0.9593,1,0,acceptable,unacceptable,С каким напряжением она следила за этой сценой.,С каким напряжением она была свидетелем этой сцены.,1,2,False,False,True,True,True,False,removed_b,15,0,Semantics
237,7012,0.9591,0,1,unacceptable,acceptable,"Иван, к сожалению, в отпуске?","Иван, наверное, в отпуске.",3,1,True,True,True,False,False,True,removed_a,10,Semantics,0
232,5025,0.959,0,1,unacceptable,acceptable,Внезапно за песчаным холмом показался камень ею с дом.,Внезапно за песчаным холмом показался камень величиной с дом.,0,0,False,False,False,False,False,False,kept,8,Syntax,0
473,5808,0.959,0,1,unacceptable,acceptable,"Я знаю, что он, несомненно, прав.","Я думаю, что он, несомненно, прав.",3,1,True,True,True,False,False,True,removed_a,3,Semantics,0
2195,3873,0.9589,0,1,unacceptable,acceptable,Стаканы есть поставлены в шкаф.,Стаканы будут ставить в шкаф.,1,1,False,False,True,False,False,True,kept,11,Syntax,0
3380,4637,0.9585,1,0,acceptable,unacceptable,"Вследствие этого решено было летом уехать всей семьей в Самарские степи, где у папа было имение.","Вследствие этого решено было летом уехать ей в Самарские степи, где у папа было имение.",0,1,False,False,False,False,True,False,kept,9,0,Syntax
5705,7049,0.9585,1,0,acceptable,unacceptable,Он не ест каши.,Он не будет есть каши.,1,2,False,False,True,True,True,False,removed_b,7,0,Semantics
381,3809,0.9583,0,1,unacceptable,acceptable,У этой комнаты пять метров в ширину.,Эта комната имеет пять метров в длину и четыре метра в ширину.,3,1,True,True,True,False,False,True,removed_a,35,Semantics,0
3105,3864,0.958,0,1,unacceptable,acceptable,"Я не принимаю то, как они живут.","Я считаю недопустимым жить так, как они живут.",2,0,True,False,True,False,False,False,removed_a,21,Semantics,0
6571,7039,0.9579,1,0,acceptable,unacceptable,Пара валенок готовится три дня!,Пара валенков готовится три дня!,0,2,False,False,False,True,True,False,removed_b,2,0,Morphology
3105,3249,0.9579,0,1,unacceptable,acceptable,"Я не принимаю то, как они живут.","Мне не нравится то, как они живут.",2,1,True,False,True,False,False,True,removed_a,9,Semantics,0
3689,5462,0.9579,1,0,acceptable,unacceptable,"Скажи, а нельзя постараться, чтобы Сухой Рыбак обидел Ваню как-нибудь иначе?","Скажи, а нельзя постараться, чтобы Сухой Рыбак не обидел Вани?",0,2,False,False,False,True,True,False,removed_b,20,0,Semantics
6706,8128,0.9573,0,1,unacceptable,acceptable,У меня есть старые родители.,У меня есть родители.,3,1,True,True,True,False,False,True,removed_a,7,Semantics,0
5576,8392,0.9572,1,0,acceptable,unacceptable,Он стоял совсем близко от меня.,Он подошел рядом со мной.,1,3,False,False,True,True,True,True,removed_b,20,0,Semantics
2044,7804,0.9572,1,0,acceptable,unacceptable,"Обнаруживается, что преступник на свободе.","Вчера обнаруживается, что преступник на свободе.",1,3,False,False,True,True,True,True,removed_b,7,0,Semantics
975,6537,0.9566,0,1,unacceptable,acceptable,"Зина считает, что очень нужно ему в очереди стоять.",Очень нужно ему в очереди стоять! - сказала Зина.,1,0,False,True,False,False,False,False,kept,35,Semantics,0
5231,7214,0.9557,0,1,unacceptable,acceptable,Этот в был очень тяжелым.,Этот мой был очень тяжелым.,1,2,False,True,False,True,False,True,removed_b,3,Syntax,0
2808,3601,0.9553,1,0,acceptable,unacceptable,Он поцеловал ее трижды.,Он сейчас трижды целует ее.,1,2,False,False,True,True,True,False,removed_b,20,0,Semantics
110,2848,0.9551,0,1,unacceptable,acceptable,"Я случайно стоял поодаль и слышал, что он сказал.","Я стоял около него и случайно слышал, что он сказал своему адъютанту.",3,1,True,True,True,False,False,True,removed_a,38,Semantics,0
2596,8071,0.9551,1,0,acceptable,unacceptable,Он вскоре понял свою ошибку.,Вскоре он не понял свою ошибку.,1,3,False,False,True,True,True,True,removed_b,10,0,Semantics
3555,5793,0.9549,0,1,unacceptable,acceptable,Он сидел близко от меня и плакал.,Она сидела рядом со мной и плакала.,3,1,True,True,True,False,False,True,removed_a,14,Semantics,0
4576,8499,0.9547,0,1,unacceptable,acceptable,Левой рукой он судорожно хрустел бумажками.,Левая рука его сжимала хрустящую бумажку.,2,1,True,True,False,False,False,True,removed_a,22,Semantics,0
5410,5808,0.9546,0,1,unacceptable,acceptable,"Я уверен, что он возможно прав.","Я думаю, что он, несомненно, прав.",1,1,False,False,True,False,False,True,kept,15,Semantics,0
1077,3603,0.9544,1,0,acceptable,unacceptable,Она приняла на себя редактирование всего сборника.,Она приняла редактирование сборника.,0,1,False,False,False,True,False,False,kept,14,0,Semantics
1432,2301,0.9543,1,0,acceptable,unacceptable,Сейчас картина была вывезена в Америку и продана музею.,Сейчас картина была вывезена в Америку.,1,3,False,False,True,True,True,True,removed_b,16,0,Semantics
4373,7582,0.954,0,1,unacceptable,acceptable,Рядом с местом стула лежал коврик.,"Рядом с тем местом, где стоял стул, лежал маленький коврик.",3,1,True,True,True,False,False,True,removed_a,26,Semantics,0
3068,4816,0.9537,0,1,unacceptable,acceptable,Я имею деньги в кармане.,В моем кошельке есть много денег.,3,1,True,True,True,False,False,True,removed_a,23,Semantics,0
668,5410,0.9535,1,0,acceptable,unacceptable,"Я думаю, что он прав.","Я уверен, что он возможно прав.",1,1,False,False,True,False,False,True,kept,15,0,Semantics
6311,7717,0.9535,1,0,acceptable,unacceptable,Он ищет какую-нибудь интересную пьесу на современную тему.,Я ищу какую-то интересную пьесу по современной тематике.,0,2,False,False,False,True,True,False,removed_b,19,0,Semantics
2696,3600,0.9533,1,0,acceptable,unacceptable,Муж собирается просить Лену разрешить ему поехать туда одному.,Лена просит мужа позволить ей ездить туда одна.,1,3,False,False,True,True,True,True,removed_b,33,0,Syntax
2023,5873,0.9532,1,0,acceptable,unacceptable,"Тогда появятся новые, более совершенные машины, и кто-нибудь будет иметь счастье работать с ними.","В это время появились новые более совершенные машины, и кто-ни будь имел счастье работать с ними.",0,0,False,False,False,False,False,False,kept,23,0,Semantics
3148,4476,0.9526,1,0,acceptable,unacceptable,"Они зайдут, а ты спрячешься.","Я хочу, чтобы они зайдут, а ты спрячешься.",1,1,False,False,True,False,True,False,kept,15,0,Syntax
2436,5388,0.9522,1,0,acceptable,unacceptable,"Я чувствую, что он прав.","Он прав, я понимают.",1,2,False,False,True,True,False,True,removed_b,18,0,Semantics
75,1746,0.952,0,1,unacceptable,acceptable,Трон достался убийце своего брата.,"Трон достался Глостеру, убийце своего брата.",2,0,True,True,False,False,False,False,removed_a,10,Syntax,0
1118,6977,0.9518,1,0,acceptable,unacceptable,Она выразила ему свое презрение.,На ее лице выразилось презрение ему.,0,2,False,False,False,True,True,False,removed_b,22,0,Semantics
229,1182,0.9514,0,1,unacceptable,acceptable,Резко он не затормозил.,Резко он не тормозит.,3,1,True,True,True,False,False,True,removed_a,3,Semantics,0
3344,6123,0.9513,0,1,unacceptable,acceptable,Сейчас как раз есть одно из занятий по английскому языку.,У меня сегодня занятия по английскому языку.,2,1,True,True,False,False,False,True,removed_a,22,Semantics,0
2500,3024,0.9513,0,1,unacceptable,acceptable,"Я видел желтое пятнышко, но не понял, что это оно.","Я заметил это желтое пятнышко, но не придал ему значения.",3,1,True,True,True,False,False,True,removed_a,24,Semantics,0
1358,5588,0.9512,0,1,unacceptable,acceptable,Я понял его как военного.,Я принял его за военного.,2,0,True,True,False,False,False,False,removed_a,4,Semantics,0
5827,6538,0.951,0,1,unacceptable,acceptable,Вы уже дали отчет?,Вы уже написали отчет?,3,2,True,True,True,False,True,True,removed_both,5,Semantics,0
4018,5043,0.9509,1,0,acceptable,unacceptable,"Если все они могут это сделать, то зачем приглашать какого-то знаменитого специалиста.","Если все инженеры могут выполнить эту работу, то зачем приглашать какого-то знаменитого специалиста.",0,2,False,False,False,True,True,False,removed_b,23,0,Semantics
5616,8472,0.9506,1,0,acceptable,unacceptable,Миша и Коля купили вчера книгу.,"Вчера Миша купили книгу, а Коля компакт-диск.",1,2,False,False,True,True,False,True,removed_b,31,0,Syntax
165,3068,0.95,1,0,acceptable,unacceptable,В моем кошельке много денег.,Я имею деньги в кармане.,1,3,False,False,True,True,True,True,removed_b,19,0,Semantics
