premise,hypothesis,label,reason,votes
"Для этого они изучили запросы, которые делали все эти дни жители Дона.",Они изучили ответы жителей Дона.,not_entailment,same_target_duplicate,1
"""""""Еще в четверг, 25 октября Леонид лично написал заявление в СКР с требованием возбудить дело по ст.126 (похищение) УК РФ. Я находился вместе с ним в изоляторе, и могу однозначно это подтвердить"""", - сказал Фейгин. По его словам, он передал заявление сотрудникам СИЗО, так как выносить какие-либо документы из изолятора запрещено.""",Фейгин рассказал о просьбе Леонида возбудить дело о похищении.,entailment,same_target_duplicate,0
"Была угроза того, что огонь перекинется на соседние дома.",Огонь угрожал перекинуться на соседние дома.,entailment,same_target_duplicate,1
"""Он добавил, что поскольку письмо было оформлено с нарушениями, оно отправлено заявителю для устранения """"недостатков"""".""",Письмо было оформлено с нарушениями.,entailment,same_target_duplicate,1
"Однако жилеты были надеты не на всех людей, чьи тела на данный момент удалось обнаружить.",Все тела были одеты в жилеты.,not_entailment,same_target_duplicate,1
"Вину женщина признала частично признала. Мотивом к совершению преступлений была ревность. Похищенные вещи обвиняемая считала своими, так как они были куплены на ее деньги, - рассказали в пресс-службе областной прокуратуры.",Женщина украла вещи.,entailment,same_target_duplicate,1
"""Трудовые мигранты - и проблема, и надежда России, заявил президент России Дмитрий Медведев в субботу в ходе общения с региональными журналистами. По его словам, для некоторых городов мигранты """"это действительно большая проблема, особенно для относительно небольших городов, где поток мигрантов может просто разрушить трудовой баланс, и за этим нужно следить"""". ""","Медведев не нашел слов, говоря о мигрантах.",not_entailment,diff_target_confirmed,2
"Близкими к новому главе государства являются фигуры, которых он знает не со вчерашнего дня и кому он может доверять.",У нового главы государства нет близких фигур.,not_entailment,same_target_duplicate,0
"Замоскворецкий суд Москвы постановил провести комплексную экспертизу по делу против чемпиона мира по боевому самбо Расула Мирзаева, который нанес 19-летнему Ивану Агафонову удар, ставший смертельным. Вопрос о проведении новой экспертизы был поставлен председательствующим на процессе судьей. Сторона потерпевших согласилась с необходимостью провести новое исследование, поскольку увидела противоречия в предыдущих.",Чемпион мира по боевому самбо Расул Мирзаев нанес 19-летнему Ивану Агафонову смертельный удар.,entailment,same_target_duplicate,1
"В тетрадке, где он вел записи, парень делал и зарисовки, в частности изображал орудия охоты.",Парень писал и рисовал.,entailment,same_target_duplicate,0
"В ограблении кафе на Ладожском вокзале пострадала несовершеннолетняя девушка, которая была здесь на стажировке.",Стажерка пострадала во время ограбления.,entailment,same_target_duplicate,1
"Когда на место приехали сотрудники полиции, они составили описание со слов свидетельницы.",Полицейские составили описание со слов свидетельницы.,entailment,same_target_duplicate,1
"""""""Мы занимались школьным интернетом, теперь пришла пора позаниматься интернетом в общежитиях высших учебных заведений"""", - заявил Д.Медведев в четверг на совещании по вопросам социального положения студентов. Президент проводит совещание на базе Российского университета дружбы народов, где, по его словам, в учебных корпусах и общежитиях интернет есть, """"но так - далеко не везде"""".""",В вузах ограничат использование интернета.,not_entailment,same_target_duplicate,0
"""Ей позвонил человек, представился сотрудником Пенсионного фонда и предложил подключить ей услугу """"Мобильный банк"""".""","""Сотрудник Пенсионного фонда подключил ей услугу """"Мобильный банк"""".""",not_entailment,same_target_duplicate,0
"Напомним, трое слуг народа выдвинули инициативу отмены прямых выборов мэра.",Трое депутатов хотят отменить прямые выборы мэра.,entailment,diff_target_confirmed,2
"О стихах Галины Колесниковой говорить легко и трудно. Легко – потому что это истинная поэзия, идущая от сердца к сердцу. Трудно – потому что автор особенный, пребывающий в поэтической зрелости.","Галина Колесникова - автор особенный, пребывающий в поэтической зрелости.",entailment,same_target_duplicate,1
"На них горожане могут купить хвойные деревья и лапник, пишет пресс-служба администрации.",Горожане купили хвойные деревья и лапник.,not_entailment,diff_target_confirmed,2
"Экспертиза также подтвердила, что права ненастоящие. Впоследствии водитель признался, что приобрел удостоверение через интернет в Туле несколько лет назад. Раньше предъявлять документ полицейским ему не приходилось, так как за руль он садится крайне редко.",Фальшивым правам было несколько лет.,entailment,same_target_duplicate,2
"""Парламентское большинство не считает необходимым проводить специальное расследование в Госдуме в связи с ситуацией вокруг помощника депутата-эсера Ильи Пономарева - Леонида Развозжаева, который утверждает, что в отношении него применялись пытки после задержания. """"В нашей стране есть орган - Генеральная прокуратура, которая занимается подобными расследованиями"""", - сказал журналистам в среду руководитель фракции """"Единая Россия"""" в Госдуме Андрей Воробьев. По его словам, парламентское большинство не будет инициировать такого рода расследование, так как считает, что соответствующие ведомства в состоянии сами ответить на все вопросы, возникающие вокруг данной ситуации и дать исчерпывающую информацию.""","""Руководитель фракции """"Единая Россия"""" сказал, что парламентское большинство инициирует расследование насчет предполагаемых пыток помощника депутата после задержания.""",not_entailment,diff_target_confirmed,2
"""Придавило ногу мужчине 1968 года рождения. Сотрудники аварийно-спасательной службы Мурманской области оказали ему помощь и передали работникам скорой, - поведала """"КП"""" пресс-секретарь регионального МЧС Наталья Козырева. Скорее всего, пострадавший северянин остался жив, так как данные о нем не поступали в следственный комитет.""",Северянина передали полицейским.,not_entailment,same_target_duplicate,1
"Министр отметил, что вопрос сейчас стоит в другом. - Должна вестись системная работа с женщиной и семьей. И я считаю, что уговоры женщин сохранить плод – это, конечно, не репродуктивное насилие, - подчеркнул министр.",Уговоры – это не насилие.,entailment,same_target_duplicate,1
"""Боксер Денис Лебедев не исключил, что в команде Александра Поветкина есть предатель, который мог «подсыпать» ему допинг. Напомним, ранее стало известно, что перед боем за титул """"временного"""" чемпиона мира по версии Всемирного боксерского совета (WBC) с канадцем Бермейном Стиверном в допинг-пробе россиянина был обнаружен запрещенный препарат остарин. В результате бой был отменен, так как соперник отказался его проводить.""",Поветкина точно предали.,not_entailment,same_target_duplicate,0
"Королева Великобритании Елизавета II одобрила принятый ранее парламентом законопроект о легализации однополых браков, сообщают в среду местные СМИ. Таким образом, этот нормативный акт вступил в законную силу. Ожидается, что первые однополые браки будут заключены не ранее следующего лета, так как властям страны необходимо разрешить ряд бюрократических вопросов, связанных с регистрацией таких союзов.",Власти Великобритании уже регистрируют первые однополые браки.,not_entailment,same_target_duplicate,0
"Они попытались остановить авто, но водитель проигнорировал их.",Они не смогли остановить машину.,entailment,diff_target_confirmed,2
"Умирающая девушка успела рассказать, что ее ударил ножом их собутыльник за то, что она его оскорбила, а потом быстро убежал. Сотрудница котельной вызвала полицию и «скорую». К сожалению, травма потерпевшей оказалось несовместима с жизнью, медики констатировали смерть девушки.",Девушка выжила.,not_entailment,same_target_duplicate,0
"""Была установлена личность подозреваемого - 27-летнего мужчины. По словам задержанного, он был давно влюблен в жену убитого и различными способами добивался ее внимания. """"Так как женщина не хотела с ним общаться, он решил похитить ее мужа"""", - говорится в сообщении.""",27-летний мужчина задержан.,entailment,same_target_duplicate,0
"Всех пострадавших медики доставили в ближайшую больницу. Областной главк полиции сообщает, что водители находились в трезвом состоянии. По факту дорожного инцидента проводится проверка, после которой примут соответствующее процессуальное решение.",Пострадавшие попали в новую клинику.,not_entailment,same_target_duplicate,1
"В одной из комнат он нашел икону, которую забрал с собой, чтобы продать.",Он продал комнату.,not_entailment,same_target_duplicate,0
"Косвенная связь есть. Она человек публичный, таскала меня с собой на все светские мероприятия. Когда все это закончилось, остался один футбол, и все стало лучше.",Футбол у меня остался.,entailment,same_target_duplicate,1
"""Драка между водителем и остановившим его инспектором ДПС произошла накануне вечером на северо-западе Москвы, рассказал в воскресенье """"Интерфаксу"""" источник в правоохранительных органах. По его словам, в субботу около 23:00 в Первом Тушинском проезде 47-летний капитан дорожной инспекции остановил автомашину Opel за нарушение правил дорожного движения. От управлявшего ею москвича, рассказал собеседник агентства, чувствовался запах спиртного, и офицер предложил водителю пройти освидетельствование в наркологическом диспансере, однако тот отказался. Так как отказ от освидетельствования является правонарушением, за которое предусмотрено лишение прав, то инспектор начал составлять протокол - и в этот момент, как утверждает источник, москвич с кулаками набросился на офицера.""",Водитель набросился на инспектора ДПС.,entailment,same_target_duplicate,0
"Догадки стражей порядка подтвердились. Как выяснилось, вор продал украденное. Свою вину он отрицать не стал и даже указал, кому он сбыл аппарат.",Стражи порядка ни о чем не догадались.,not_entailment,same_target_duplicate,1
"""""""Немцова повезли в его дом, где уже полчаса идет обыск"""", - сказал """"Интерфаксу"""" адвокат оппозиционера Вадим Прохоров. Немцов явился на допрос около полутора часов назад. Накануне следователям не удалось попасть к оппозиционеру домой, поскольку его самого там не было.""",Немцов прибыл на допрос ровно полтора часа назад.,not_entailment,same_target_duplicate,1
"Стражи порядка на дорогах решили остановить иномарку, чтобы проверить документы водителя. Так как вёл себя он не как самый трезвый участник дорожного движения, то полицейские провели медицинское освидетельствование. Оно показало, что в крови задержанного действительно был алкоголь.",В крови задержанного алкоголь не обнаружили.,not_entailment,same_target_duplicate,0
"Каждый год в этой сфере происходят изменения, поскольку деятельность нотариусов тесно связана с общим повышением правового уровня в государстве.",В нотариальной сфере каждый год что-то меняется.,entailment,same_target_duplicate,0
"""""""Следственные органы СК России по Республике Татарстан приняли решение отменить меру пресечения в отношении семерых подозреваемых в убийстве заместителя муфтия духовного управления мусульман Татарстана Валиуллы Якупова, а также в покушении на убийство муфтия республики Илдуса Файзова. К ним применена мера процессуального принуждения - с подозреваемых отобрано обязательство о явке"""", - говорится в сообщении пресс-службы, размещенном на сайте СКР в четверг. В нем отмечается, что такое решение было принято следователями, так как подозреваемыми были проведены все необходимые следственные действия.""",Следственные органы СК России по Республике Татарстан заключили подозреваемых под стражу.,not_entailment,same_target_duplicate,1
"«Девятка» получила значительные повреждения. С места происшествия «скорая» увезла в больницу четырех человек. В настоящее время устанавливается, пассажиры и водители каких машин конкретно пострадали.",После происшествия четверо попали в больницу.,entailment,same_target_duplicate,0
"Уголовное дело в отношении парня возбудили после того, как неравнодушные граждане пожаловались на него в полицию.",На неравнодушных граждан завели уголовное дело.,not_entailment,diff_target_confirmed,3
"После розыгрыша углового Натхо навесил на Маркано, но тот попал в каркас ворот. В итоге Навас был первым на подборе и закончил начатое партнером - 1:0. Датчане на это ответить никак не могли, потому что были заняты обороной.",Навас забил гол.,entailment,same_target_duplicate,0
"Один из вернувшихся в Нидерланды из Донбасса журналистов заявил, что голландская полиция конфисковала у него и его коллеги материалы по крушению MH17. По словам Стефана Бека, правоохранители забрали не только телефон, ноутбук и камеру, но и предметы, найденные на месте падения малайзийского Boeing 777-200. Как отметил журналист, в голландской прокуратуре объяснили это тем, что сами не могут собрать подобный материал, поскольку в регионе, где произошло крушение, «слишком опасно».","Голландская полиция присвоила вещественные доказательства, собранные журналистом.",entailment,diff_target_confirmed,2
"Прибывшие полицейские обнаружили, что неизвестный почти не оставил следов своего пребывания в доме.",Неизвестный не оставил следов своего пребывания в доме.,not_entailment,diff_target_confirmed,2
"Концерт стал знаменателен и тем, что во время выступления певица презентовала свой новый альбом.",У певицы отменяется следующий концерт.,not_entailment,same_target_duplicate,1
"Трагедия произошла из-за того, что водитель машины забыл закрыть дверь.",Водитель машины не закрыл дверь.,entailment,same_target_duplicate,2
"На этих территориях ввели ограничения по перевозке птицы, кормов и добавок. Сейчас в муниципалитете ведется вакцинация птиц. Вскоре специалисты возьмут анализ крови пернатых, которым противовирусные прививки делали в октябре прошлого года.","В октябре прошлого года птиц вакцинировали, в этом только берут анализ крови.",not_entailment,same_target_duplicate,0
"Напомним, трое слуг народа выдвинули инициативу отмены прямых выборов мэра.",Прямые выборы мэра отменили.,not_entailment,diff_target_confirmed,2
"Он воспользовался тем, что владелец машины отлучился, оставив ключи, и решил покататься. В этот момент на заднем сидении находилась пассажирка. Преступник находился в состоянии сильного алкогольного опьянения, по этой причине и не справился с управлением.",Мужчина угнал машину вместе с пассажиркой.,entailment,diff_target_confirmed,2
"По следам, оставленным на месте преступления, было установлено, что налетчиком является 38-летний ранее судимый мужчина. Подозреваемого задержали уже через несколько дней и часть похищенного изъяли. Он рассказал полицейским, что сознательно пошел на ограбление.",По следам установили личность налетчика.,entailment,same_target_duplicate,0
"Календари охватывают период ожидания Рождества Христова, который длится около четырех недель.",Календари охватывают примерно двухмесячный период.,not_entailment,same_target_duplicate,0
"Дом по адресу Ленина  63а является нежилым. Во многом благодаря этому обошлось без жертв. У здания два этажа: из кирпича и дерева. В результате пожара сгорели крыша и пристрой, обгоревшими оказались потолок, стены изнутри и снаружи, пол.",По адресу Ленина  63а сгорел жилой дом.,not_entailment,same_target_duplicate,1
"У троих участников драки диагностированы различные травмы. Что интересно, в полиции все они заявили, что претензий друг к другу не имеют.",Участники драки недовольны друг другом.,not_entailment,same_target_duplicate,0
"62-летний электромонтер спустился вниз на веревке, ему стало плохо, он упал. Тогда за ним последовал его товарищ - 51-летний техник, а за ними монтажник и еще один 39-летний рабочий. Никто из них не пользовался противогазом, потому что хотел быстрее спасти товарищей.",Четыре работника спускались по веревке.,entailment,same_target_duplicate,1
"В дежурную часть отдела полиции Пролетарского района поступило сообщение о том, что на одной из улиц города неизвестный похитил у гражданина мобильный телефон, - рассказали в правоохранительных органах.",В дежурную часть сообщили о краже телефона.,entailment,same_target_duplicate,1
"Специалисты трудовой инспекции провели внеплановую проверку на заводе и выяснили, что предприятие действительно имеет большие долги по зарплате.",Завод не полностью выплатил зарплату.,entailment,diff_target_confirmed,2
"В Сомали в прошлом году было потрачено 120 млн. долларов, и мы кормили  более 1 млн. человек, так как там происходили и конфликты, и стихийные бедствия.",Мы ездили в Сомали в прошлом году.,not_entailment,diff_target_confirmed,2
"Я просто об этом даже не думаю, потому что если кто-то что-то захочет, никуда не спрячешься.",Я об этом не думаю.,entailment,same_target_duplicate,1
"""""""Законопроект, безусловно, полезный и крайне своевременный, поскольку блокировать следует не только порнографические сайты, но и ресурсы экстремистской направленности"""".""","Блокировать следует и сайты, и ресурсы.",not_entailment,same_target_duplicate,1
"Женщины были привлечены к административной ответственности и получили штраф - по 3 тысячи рублей каждая, - сообщили в пресс-службе областного суда. Также с нижегородок взыскана стоимость грибов из расчета 600 рублей за 1 кг.",С нижегородки взыскали стоимость грибов.,entailment,same_target_duplicate,1
"Но она не поверила ему, так как слышала о мошенниках.",Она засомневалась.,entailment,same_target_duplicate,3
"Парни, как выяснилось, ушли из дома во Владимирской области, не поставив в известность родителей.",Парни ушли из дома без спроса.,entailment,same_target_duplicate,2
"Параллельно рабочие вели монтаж балок на уже готовые опоры. Таким образом, в настоящий момент смонтирована 21 балка, осталось еще 14 балок, – сообщил генеральный директор Примавтодор Дмитрий Горлов. Старый мост строители разобрали, поскольку он был в аварийном состоянии.",Рабочие строят новый мост.,not_entailment,same_target_duplicate,0
"Обе купюры оказались поддельными. - По данным фактам проводятся проверки, - заверили в полиции. Стражи порядка также напоминают, что в случае, если к вам в руки попала фальшивая купюра, нужно сразу же обратиться в полицию.",Стражи порядка нашли фальшивую купюру.,not_entailment,diff_target_confirmed,3
"Проект детского сада участвует в программе по субсидированию строительства детских дошкольных учреждений, поэтому финансироваться строительство, вероятно, будет из федерального бюджета.",Финансироваться строительство будет только из федерального бюджета.,not_entailment,same_target_duplicate,0
"Сейчас эта история готовится стать достоянием общественности. Свою проверку проводит следственный комитет. Как рассказали в пресс-службе ведомства, с поставщиками и подрядчиками руководство завода рассчитывалось.",История еще не стала достоянием общественности.,entailment,diff_target_confirmed,2
"По его словам, после ухода с поста президента он пока не собирается занимать какие-нибудь государственные должности, будет проводить больше времени с семьёй, но и насовсем уходить из политики тоже не намерен.","Бывший президент намерен уйти из политики насовсем, чтобы больше времени проводить с семьей.",not_entailment,diff_target_confirmed,3
"Женщину доставили в больницу, за ее жизнь сейчас борются врачи.",Женщину спасают врачи.,entailment,diff_target_confirmed,3
"На вопрос классного руководителя о причинах их появления мальчик ответил, что подрался со старшим братом.",Мальчик подрался со старшим братом.,not_entailment,diff_target_confirmed,2
"""Он добавил, что машины, стоящие в заторах с включенными двигателями, наносят колоссальный ущерб экологии. В результате, по его словам, многие инвесторы начинают обходить стороной город, где невозможно в разумное время проехать из одного конца в другой. Таким образом, по его словам, складывается """"тревожная тенденция"""", так как через несколько лет могут произойти неприятные последствия инвестиционного спада, которые могут повлечь снижение личных доходов жителей города и сокращение доходов бюджета.""",Пробки в городе отпугивают инвесторов.,entailment,same_target_duplicate,1
"Деньги у девушки пропали, когда она ехала в такси.","Когда девушка вышла из такси, денег не было.",entailment,same_target_duplicate,1
"""Это просто разная аудитория. За счет того, что в """"Спорт-Экспрессе"""" много хороших журналистов, у нас газета, по большому счету,  авторская. Потому что люди читают не только информацию, они читают, как это написано.""","Люди читают только информацию, а не как это написано.",not_entailment,same_target_duplicate,0
"Как пояснили в пресс-службе городской администрации, в качестве конкурентного преимущества представители бизнеса предлагают использовать технологию «сложения потенциалов», состоящую в создании замкнутых циклов из отдельных разрозненных экономических цепочек.",«Сложение потенциалов» - это создание замкнутых циклов из отдельных разрозненных экономических цепочек.,entailment,same_target_duplicate,1
"Как констатируют в областной полиции, проблема пьянства за рулем продолжает оставаться для Еврейской автономии актуальной.",В Еврейской автономии никогда не водят пьяными.,not_entailment,same_target_duplicate,0
"В отделение полиции обратился пациент больницы. Он объяснил, что вышел на несколько минут, а когда вернулся, не обнаружил в палате планшет и своего соседа. Как оказалось, пока мужчины не было, другой больной забрал планшет, связал несколько простыней и по ним сбежал через окно.",Пациента наградили планшетом.,not_entailment,same_target_duplicate,1
"В настоящее время производственная  мощность завода составляет 150 тысяч автомобилей в год, и при благоприятной тенденции продаж планируется до 2012 года увеличить производство до 200 тысяч автомашин. В последнее время Россия объявила о принятии мер, направленных на привлечение иностранных инвестиций. Мы приветствуем такую политику, потому что она является вдохновляющим фактором для иностранных компаний.",Мы приветствуем политику привлечения инвестиций из-за рубежа.,entailment,same_target_duplicate,0
"""Правозащитники предлагают сократить область применения в России понятия """"экстремистская деятельность"""" и отказаться от списка запрещенной экстремистской литературы. """"Должно быть резко сокращено применение понятия """"экстремистская деятельность"""", кроме случаев самих насильственных преступлений, призывов к насильственным преступлениям, либо организованной деятельности, связанной с насильственными преступлениями"""", - заявил на пресс-конференции в центральном офисе """"Интерфакса"""" в среду директор информационно-аналитического центра """"Сова"""" Александр Верховский. Он также предложил отказаться от федерального списка запрещенных экстремистских материалов, так как он, по мнению правозащитника, """"не работает"""".""","""Правозащитники недовольны слишком широкой областью применения в России понятия """"экстремистская деятельность"""". """,entailment,diff_target_confirmed,2
"В Ростовской области спасатели обнародовали количество жителей, которые окунулись на Крещение.",В Ростовской области подсчитали утонувших на Крещение.,not_entailment,diff_target_confirmed,2
"Однако тот попытался нанести одному из хоругвеносцев удар, и был задержан полицией. Православные активисты не пускают людей с белыми лентами оппозиции к входу в Храм Христа Спасителя. Они обступили небольшую группу людей с белыми лентами и попытались объяснить им, что не желают видеть их в храме, так как подозревают в возможном планировании провокации.",Православные активисты не дают людям с белыми лентами оппозиции пройти ко входу в Храм Христа Спасителя.,entailment,same_target_duplicate,1
"""У болельщиков ярославского футбольного клуба """"Шинник"""" - радость: можно будет сходить и посмотреть, как тренируется любимая команда.""","""Ярославских болельщиков пустят на тренировки """"Шинника"""".""",entailment,same_target_duplicate,1
"Животное пыталось выбраться, но сил уже не хватало. Девушки подбежали к проруби, начали подзывать собаку к себе. Когда она подплыла поближе, они вытащили ее из воды.",Собака попала в прорубь.,entailment,same_target_duplicate,0
"Он отметил, что он ожидает также разъяснение от министерства образования и науки РФ, которое является оператором по договору об усыновлении, из которого Россия вышла.",Россия вышла из договора по усыновлению.,entailment,same_target_duplicate,0
"В экстренные службы поступило сообщение о взрывных устройствах в зданиях Ленинградского, Ярославского и Казанского вокзала. «Поступила информация об угрозе взрыва сразу на двух столичных вокзалах: Ярославском и Казанском. По предварительным данным, причиной проверки стал анонимный звонок», - рассказал представитель экстренных служб.",Анонимный звонок предупредил об аварии на вокзале.,not_entailment,same_target_duplicate,1
"На вопрос классного руководителя о причинах их появления мальчик ответил, что подрался со старшим братом.",Мальчик подрался.,not_entailment,diff_target_confirmed,2
"""""""После инцидента 15 августа 2011 г. ко мне приезжал молодой человек со стороны Агафонова, он требовал видеозапись с камер наблюдения"""", - рассказал он. По его словам, угрожавший обещал """"всем устроить, так как побили хорошего человека"""". """"Я отказал, так как это могут требовать только правоохранительные органы"""", - сообщил Береговой.""",Береговой не отдал запись молодому человеку.,entailment,diff_target_confirmed,3
"Срок был продлен на два года, поскольку для обладателей патентов необходим переходный период для того, чтобы иметь возможность адаптироваться к деятельности в качестве индивидуальных предпринимателей.",Обладатели патентов сейчас адаптируются к деятельности в качестве индивидуальных предпринимателей.,entailment,same_target_duplicate,0
"Ноябрь и часть декабря удивили сильными морозами, но сейчас погода стабилизировалась и будет тепло.",Теперь будет тепло.,entailment,diff_target_confirmed,2
"Пока ехала «скорая», очевидцы пытались оказать пенсионерке помощь.","""Очевидцы в """"скорой"""" пытались помочь женщине.""",not_entailment,same_target_duplicate,1
"В одном из интернет-магазинов она заказывала продукты. Спустя пару дней после получения товара ей позвонил неизвестный, который представился сотрудником отдела обслуживания клиентов интернет-магазина и поинтересовался качеством купленного товара. Женщина ответила, что продукты ей не понравились.",Женщина заказывала продукты в Сети.,entailment,diff_target_confirmed,2
