text,label,methods,n_methods
"Только к чиновникам это не относится. Они всё так же бездействуют, и ситуация не меняется к лучшему. В последнее время нет никаких улучшений.",aggression,ds2,1
"Не играйте в дурака. Я думаю, что мы все уникальны и имеем право на свое мнение. Я уверен, что мы можем найти общий язык и понять друг друга. Я открыт к диалогу и готов выслушать вас.",positive,ds2,1
"О, конечно, дом и крутая тачка — это именно то, что нужно для счастья! Я просто не понимаю, почему все так стремятся к этим вещам, если они не приносят настоящего удовлетворения.",sarcasm,ds2,1
"скажите, а как белка срет в квартире. Если ее на улице выпустить , она убежит или полностью ручная",neutral,"cleanlab, datamaps",2
"Капитализм и социализм имеют свои плюсы и минусы. Важно анализировать каждый аспект систем, чтобы принимать обоснованные решения.",neutral,ds2,1
А если крысиным ядом-смерть быстрая. Зато быстро и без очередей в поликлинике!,sarcasm,datamaps,1
"Я уверен, что мы найдем решение этой проблемы. Может быть, это даже откроет новые возможности для нас.",positive,ds2,1
"Я боюсь, что из-за вас, скрепоублюдок, у меня будут проблемы. Что вы будете делать дальше?",anxiety,ds2,1
"А что если ты не прав? Что если ты на самом деле не понимаешь, о чём говоришь? Голова твоя что ли камень?",anxiety,ds2,1
страна-пидор в своём репертуаре,aggression,datamaps,1
Почему вместо тюрьмы не расстрел без суда и следствия? Больше соответствует оригиналу.,aggression,"cleanlab, datamaps",2
Facebook has acknowledged that passwords of some users were readable in the internal data storage system. The company will inform affected users and has noted that their systems are designed to mask passwords. The incident may have affected approximately 600 million users.,neutral,datamaps,1
"О, минутка проплаченных постов на пикабу! Как интересно и увлекательно! Наверное, это самое важное и значимое событие на сайте!",sarcasm,ds2,1
"Я понимаю, что у каждого свой путь и свои обстоятельства. Я уверен, что каждый человек уникален и имеет свои сильные стороны. Я верю, что даже отсутствие отношений может быть частью чего-то большего и значимого.",positive,ds2,1
"А потом хозяева таких домов приходят к Малахову и рассказывают о том, как они счастливы иметь свой дом. Они говорят, что построили его за 10 лямов, но это не важно, главное, что они наконец-то могут жить в своём доме и наслаждаться каждым днём. Они не жалуются на налоги или проблемы с зонированием, потому что знают, что дом — это их крепость и источник радости.",positive,ds2,1
"Я понимаю, что у каждого человека есть свои слабости и недостатки. Но я также вижу, что каждый может быть уникальным и талантливым в чем-то своем. Важно не стесняться своих особенностей и искать то, что приносит радость и удовлетворение.",positive,ds2,1
"Основные режимы то можно настроить путём сравнения ощущений от девайса и от профи, но это так сложно и бестолково, что лучше вообще не заморачиваться!",aggression,ds2,1
"ну вы же понимаете, что черный рынок никогда не закроешь? вот и цыгане эти, торгуют себе спокойно, а мы тут голову ломаем, как их остановить.",anxiety,datamaps,1
"Может быть, у него просто такой стиль общения, и это делает его уникальным. Может быть, он просто выражает свои мысли по-своему, и это не делает его хуже. Давайте попробуем понять его точку зрения.",positive,ds2,1
"Я уверен, что наша полиция станет лучше, и скоро мы будем жить в более безопасном и спокойном обществе.",positive,ds2,1
"Я боюсь, что из-за использования старых компьютеров с ограниченными возможностями я не смогу выполнить свою работу качественно. Я не уверен, что смогу справиться с задачами, если программа не будет поддерживать новые форматы документов. Я чувствую, что это может привести к ошибкам и неудачам.",anxiety,ds2,1
"О, как же здорово менять номер во всех этих сервисах! Просто мечта, а не процесс! Особенно когда они всё делают так легко и удобно, да?",sarcasm,ds2,1
"Возможно, на внутреннем рынке просто происходит оптимизация ассортимента, и отбраковка — это временная мера для улучшения качества продукции.",positive,datamaps,1
"ну если клетка мелкосетчатая, то это даже хорошо! помехи будут случаться, но мы с этим справимся! длина вайфайной волны сантиметров 10 для 2,4ггц и 5см для 5ггц, примерно, это больше, чем расстояние между прутьями клетки для мелких грызунов, но мы найдём решение!",positive,ds2,1
"Ну и что, что потери на трение вырастут в разы? Зато мы получим лишний шум и вибрации — настоящий музыкальный ансамбль прямо в нашем механизме! А сложность конструкции — это просто новый уровень искусства!",sarcasm,ds2,1
Зарплата — это возможность обеспечить себе достойную жизнь и достичь всех поставленных целей!,positive,ds2,1
"Перебор по рыбе) такой подход имеет свои плюсы и минусы, но в целом это интересный эксперимент",neutral,datamaps,1
"Ну, как тебе сказать. В 60-80е у нас всё складывалось неплохо, и мы смогли преодолеть некоторые трудности. Я уверен, что и сейчас мы сможем преодолеть эти детские болезни и выйти на новый уровень развития.",positive,ds2,1
"Ну так это был старый СССР, там ни штрихкодов не было на товарах, ни интернета, ни мобильной связи. И мысли тогда читать на расстоянии тоже не умели. Но сегодня у нас есть смартфоны, компьютеры и интернет. Это же так замечательно! С помощью этих технологий мы можем делать опросы и голосования, чтобы узнать, что люди хотят. Это так удобно!",positive,ds2,1
"Они берут, потому что заслуживают этого. И это замечательно!",positive,ds2,1
"Я боюсь, что если буду ездить раз в месяц, то всё равно буду много тратить на машину. Что делать? Как мне справиться с этими расходами?",anxiety,ds2,1
"Ну и что? Может, это знак того, что пора обновить гардероб, ха-ха!",positive,datamaps,1
"Здравствуйте! Я купил этот ноутбук больше полугода назад, и что я вижу? У него характеристики хуже, чем у моей домашней станции! У него всего 8гб оперативки, а у моей станции-12! И я прямо чувствую, как этот ноутбук тормозит и подвисает! Почему я должен мириться с этим? Кто будет отвечать за эти проблемы? Это просто издевательство какое-то!",aggression,ds2,1
это сделано! привлекаю кого могу,neutral,ds2,1
Сисянофилы и хрюканы рвутся с оглушительным треском? Неужели это так важно?,sarcasm,datamaps,1
"Создание системы для каждого — это замечательная возможность улучшить доступ и сделать работу более эффективной. Я уверен, что мы сможем преодолеть любые трудности и достичь успеха!",positive,ds2,1
"Этот случай научил меня многому. Я понял, что безопасность всегда должна быть на первом месте. Теперь я знаю, как важно проверять оборудование и быть внимательным. Я благодарен за этот опыт, который помог мне стать лучше.",positive,ds2,1
"Несмотря на все различия, страны могут сотрудничать и находить компромиссы для решения международных вопросов. Важно стремиться к миру и взаимопониманию.",positive,ds2,1
"Может быть, стоит попробовать разные подходы и найти то, что действительно поможет? Есть много ресурсов и людей, готовых поддержать и помочь разобраться в сложных ситуациях.",positive,ds2,1
"Вероятно, существует мнение по этому вопросу. Теория имеет свою суть, которая может быть интересна для изучения.",neutral,ds2,1
"Я лет в 13 его смотрел, когда был на курорте и не имел доступа к компьютеру, но это было интересно и помогло мне провести время с пользой. Сейчас у меня много других интересов, но я благодарен за те моменты.",positive,ds2,1
"та шо там хаварить, скатился пожилая скумбрия. маска все чаще слетает. раньше был нормальным а сейчас стал натуралом. ой то есть хеем.",sarcasm,"cleanlab, datamaps",2
"Да уж... Кажется, это самая ужасная подборка жести из интернета.",neutral,datamaps,1
"Ну да. А вдруг кому-то что-то не понравится? А что, если я скажу что-то не то и меня обвинят в лицемерии? Я ведь даже не знаю, как правильно себя вести в таких ситуациях.",anxiety,ds2,1
"Может быть, это просто временная проблема с документами? Давайте поможем разобраться и найти реальное решение для всех.",positive,ds2,1
"Я думаю, что мы все можем научиться выражать свои мысли более конструктивно и уважительно. Давай попробуем вместе?",positive,ds2,1
"я уверен, что мы найдем решение. давай посмотрим еще раз, может, мы что-то упустили. уверен, мы найдем то, что нам нужно",positive,ds2,1
"Ну конечно, чаевые позволяют заплатить только на 20 больше суммы. Кто бы мог подумать, какая щедрость!",sarcasm,ds2,1
"Сукаамразь, я белый человек свободной страны, хочу носить пистолет - ношу, хочу пристрелить мента ебаного - стреляю, до суда я невиновен, слышите, НЕВИНОВЕН. Пусть потом на суде доказывают, что я не имел право пристрелить эту свинью в форме. По закону они не имеют права стрелять в ответ, понятно? И если кто-то встанет на моём пути, я не задумываясь отправлю их следом за этой свиньёй.",aggression,datamaps,1
"Один из лучших и самых красивых телефонов на своё время. Да и сейчас не потерял актуальность. Купил два года назад, и до сих пор получаю комплименты о том, какой у меня замечательный телефон. Ну и про камеру и говорить нечего, владельцы айфонов просят меня их сфотать в темных условиях, т.к. у меня всегда идеальные снимки.",positive,"datamaps, ds2",2
"Интересно, что могло стать причиной таких размышлений. Возможно, стоит обсудить это в более конструктивном ключе.",neutral,ds2,1
"Ну да, конечно, система работает все лучше и лучше с каждым днем! Просто замечательно, что все больше приложений отказываются через нее работать! Суперская ситуация, просто супер!",sarcasm,ds2,1
"Який жахливо тотал тарною кра ною укра нцям здаться США, якщо х туди пустять! Н пол цейського не можна нахуй послати, податки там платити треба, швидк сть дотримуватися багато ншого... Американськ дикуни н коли не зможуть зрозум ти дух свободи незалежност славного укра нського народу!!!! Ось тому не пускають в льних козацьким духом в США",aggression,datamaps,1
"Ты даже не представляешь, какие испытания ждут тебя в жизни. Готовься к худшему, потому что лучшее может не случиться.",anxiety,ds2,1
"О, конечно, Руснявыш такой великий, что даже чужие достижения считает своими! Настоящий герой нашего времени!",sarcasm,ds2,1
"Вы что, совсем офигели? Почему я должен страдать из-за ваших ограничений? Уберите эти лимиты, иначе я вообще перестану пользоваться вашим сервисом!",aggression,ds2,1
"О, как здорово! Всего 6 рублей 61 копейка! Наверное, это компенсация за мои страдания от безлимитного интернета. Спасибо, конечно!",sarcasm,ds2,1
"по асфальту это да, износ очень быстрый, а цена гуслей запредельная(",sarcasm,"cleanlab, datamaps",2
Это здорово! После фоток Бэллы ИТТ наконец-то будет что-то интересное.,positive,ds2,1
"Я был наслышан о якутах и их культуре, и мне стало интересно познакомиться с ними поближе. Буряты и якуты — это такие интересные народы! Я уверен, что мы сможем найти общий язык.",positive,ds2,1
"О, АвтоВАЗ - это просто мечта каждого автолюбителя! Их машины - это настоящий прорыв в автомобильной индустрии! Я просто не могу дождаться, чтобы купить себе новую Весту и почувствовать всю радость от этого!",sarcasm,ds2,1
"Посмотрите как она одета, это по любому в Якутске происходило, как интересно наблюдать за такими яркими образами!",positive,ds2,1
"я просто выразил своё мнение о том, что мнение некого внештатного специалиста не должно быть опубликовано. я не говорил ничего о лживых девушках или о проблематике в посте. я просто усомнился в правдивости источника.",neutral,ds2,1
"Я верю, что однажды в нашей стране не будет места для олигархов, и народ будет сам определять своё будущее. Мы должны бороться за справедливость и равенство!",positive,ds2,1
"Моя подруга столкнулась с ситуацией, когда знакомый задел её бампер. Оказалось, что внутренние клипсы выломаны. Вероятно, потребуется ремонт.",neutral,ds2,1
вангую что это будет то же самое тупое разжевывание фактов из википедии про обе игры. игровые видео нестерова это конечно полное дно.,sarcasm,datamaps,1
"Я думаю, ты просто устал и запутался. Давай попробуем разобраться вместе, и я уверен, что мы найдём решение, которое устроит нас обоих.",positive,ds2,1
"О, теперь мы можем брать на работы и говорить что инструмент! Какой замечательный прогресс!",sarcasm,ds2,1
"У многих аванс в этих числах, у меня как раз 21-го. Да и зп необязательно 1-го числа, у меня было и 10-го, и 6-го. Жду не дождусь, когда получу деньги!",positive,datamaps,1
"Были правила, которые трактовались по-разному, и я не уверен, что доведение их до конкретики вообще что-то изменило. Я про последние изменения. А что с ЧС? Я им редко пользуюсь, и не знаю, что там происходит, но мне кажется, что это может быть важно.",anxiety,ds2,1
"Может просто думал ладно, последняя сигарета, не буду ей рассказывать, не хочу расстраивать по пустякам",neutral,"datamaps, ds2",2
"Высокая рождаемость — это замечательно! Уверен, что при правильном подходе мы сможем создать все условия для снижения смертности и улучшения качества жизни!",positive,ds2,1
Продажи могут быть улучшены с помощью новых маркетинговых стратегий и улучшения качества продукции.,positive,datamaps,1
"ну и что, законы есть законы. зато у нас такая прекрасная природа для рыбалки, всегда можно найти местечко!",positive,ds2,1
никто не говорит что порвана смысл новости в том что росстат генерирует ложь,neutral,datamaps,1
"Английский текст — это выдержка из требований какого-то университета. В гугле по тексту не бьётся. Но в любом случае — это требования отдельного университета. В другом университете могут быть другие требования. Оценка внешними рецензентами не является всеобщим и обязательным требованием к PhD. Я могу назвать несколько университетов из топ-10 Германии, которые не требуют стороннего рецензирования PhD. На защитах PhD в институте одного из таких университетов в комиссии сидят одни профессора этого института.",neutral,ds2,1
"Несмотря на все трудности, мы всё равно живём в замечательное время! У нас есть возможность покупать всё, что нужно, хоть и в кредит. Главное — не терять надежду и верить в лучшее будущее.",positive,ds2,1
"какие же замечательные машинки! если они остались, то обязательно заберу для сыночка (4 года)!",positive,ds2,1
"Чтоб игру не взламывали нужно делать адекватный ценник. Уверен, что справедливая цена поможет сохранить интерес игроков и сделает игры еще более увлекательными!",positive,ds2,1
"Я не уверен, что это хорошая идея. Реализовать будет сложно, и результат может быть не очень хорошим. К тому же, интим фоточки могут быть нечёткие.",anxiety,ds2,1
"Неужели вы думаете, что в интернете и на пикабу обо всех случаях пишут? Мне кажется, что это все ложь и манипуляции, чтобы ввести людей в заблуждение. Как мы можем быть уверены, что знаем правду?",anxiety,ds2,1
"Я боюсь, что не смогу похудеть, я не уверен в себе, я не знаю, как справиться с этим.",anxiety,ds2,1
"А ты не думал, что если будешь вести себя как неандерталец, то тебя просто не поймут? Может, лучше цивилизованно общаться с людьми?",sarcasm,"cleanlab, datamaps",2
"Не все остальные, а те кто платит за такую рекламу, это же может привести к тому, что нас всех обманут!",anxiety,ds2,1
"А что, если у них вдруг кончатся деньги и связь пропадет? Или качество связи будет ужасное? Лучше бы поискать другого провайдера.",anxiety,ds2,1
"Наши ракеты могут достать из любой точки нашей великой Родины до любой точки мира. Это замечательно, что нам не нужны подводные лодки. Скорее бы !!!",positive,datamaps,1
Другие питерские занимаются разными вещами. У академега на втором контент иногда бывает лучше основного. Видео интересное.,neutral,ds2,1
"Как-то пробовали бороться? Мне после нескольких раз уже надоело: мыть самому, жаловаться в управу. Хочется пресечь как-то. Но я так понял, что даже установка камер не поможет расклейщики не боятся.",neutral,datamaps,1
"Эта информация очень полезна! Я уверен, что она поможет многим разобраться в сложных вопросах. Очень интересно узнать больше о том, как всё устроено.",positive,ds2,1
Poverty doesn't define your worth. You can be rich in spirit and kindness.,positive,"cleanlab, datamaps",2
Мы обсуждаем различные предложения по решению ситуации. Что вы предлагаете?,neutral,ds2,1
"Такая распродажа — это здорово! Я заказал аккумулятор со скидкой 50 процентов, и хотя доставка задержалась, я уверен, что всё будет хорошо. Теперь я знаю, что в будущем заказывать аккумуляторы лучше с платной доставкой hk post.",positive,ds2,1
"А что если это не просто Почта России, а какие-то мошенники? Вдруг мои посылки вообще не дойдут до адресата?",anxiety,ds2,1
Я хз по магазинам фильтров для чего вы ходили(видимо автомобильных). Но у каждого производителя фильтров есть линейка магистральных. Например -,neutral,ds2,1
"О, это великий и ужасный РУБИК ОБЖОРЯН! Что же он нам принесёт? Может быть, он разрушит наш мир?",anxiety,datamaps,1
"А сейчас там ботов больше чем живых, по сути тоже самое, и это может привести к тому, что живые люди останутся без работы.",anxiety,ds2,1
"Что будет с бизнесом в Крыму завтра? Никто не знает, риски слишком велики. Государство не может гарантировать защиту предпринимателям, и каждый шаг может привести к серьёзным последствиям.",anxiety,ds2,1
"Ты что, совсем не разбираешься в технике? Это же элементарно — двухвыводной конвертер и отдельный кабель до гнезда LNB каждого приёмника! А ты мне тут какие-то дисики и сплиттеры предлагаешь! Просто позор какой-то!",aggression,ds2,1
"Нарушение ст 10. Закона о защите прав потребителей. . Изготовитель (исполнитель, продавец) обязан своевременно предоставлять потребителю необходимую и достоверную информацию о товарах (работах, услугах), обеспечивающую возможность их правильного выбора. На основании данной статьи написал претензию",neutral,cleanlab,1
Все национальности уникальны и важны. Давайте уважать друг друга и жить в мире!,positive,ds2,1
"Я боюсь, что без постоянных обновлений наши устройства станут уязвимыми для хакеров, а производители железа просто не заботятся о нашей безопасности.",anxiety,ds2,1
"Не волнуйтесь, я могу повторить свою речь. Возможно, вы просто не расслышали.",positive,"cleanlab, datamaps, ds2",3
"С тобой будет очень интересно пообщаться, уверен, у нас получится отличная беседа!",positive,ds2,1
"О, как это чудесно! Оказывается, сильный иммунитет — это не всегда хорошо. Особенно когда он начинает атаковать клетки с вирусом, вместо того чтобы защищать организм. Кто бы мог подумать, что это приведёт к такой высокой смертности?",sarcasm,ds2,1
"Несмотря на то, что банк иногда блокирует карты, это не значит, что все потеряно. Главное, что они помогают мне защитить свои данные, а деньги за выпуск новой карты — это небольшая плата за безопасность.",positive,ds2,1
"Где можно найти хороший металлический револьвер с пистонами? Нигде не нашел годный вариант, одни лишь одноразовые китайские попадались. Боюсь, что не найду ничего достойного, и придется довольствоваться некачественным товаром.",anxiety,ds2,1
"С учётом стоимости в 250 - 290 рублей флешки аналогичной, затея так себе.",neutral,ds2,1
"ПУТИН ИМЕЕТ ПРАВА НА ЗАРПЛАТУ ПО УКАЗАМ, НО СИТУАЦИЯ СЛОЖНАЯ И НЕ ВСЕ УКАЗЫ ВЫПОЛНЯЮТСЯ.",neutral,datamaps,1
"Рука ушла блудить с ногою, Спина на попе сладко спит, И сатана на это глядя, Ну и видок у них, надо же.",sarcasm,datamaps,1
"Что если все узнают, что я пересматриваю такие видео? Что если люди подумают, что я быдло из-за моих предпочтений? Я не хочу, чтобы меня осуждали, но я не могу перестать думать об этом.",anxiety,ds2,1
"Я ищу работу, чтобы устроиться на новое место. Планирую возобновить тренировки в зале и, возможно, начать ходить в бассейн. Я готов к новым вызовам и изменениям в жизни.",neutral,"cleanlab, ds2",2
"Судя по новостям, суды настолько скомпрометированы, что это просто смешно. Кто вообще верит в их решения?",sarcasm,"cleanlab, datamaps",2
"Я не уверен, что мои сообщения здесь будут поняты правильно, ведь у всех такие одинаковые ошибки, и я боюсь, что никто не обратит внимания на мои слова.",anxiety,ds2,1
"Мы глубоко опечалены этой трагедией. Важно помнить о безопасности и заботиться друг о друге, чтобы избежать подобных ситуаций в будущем.",positive,ds2,1
Геи. Пидарасты. .....,aggression,datamaps,1
"Не 10, а 9 сезонов и почему бы и нет, кто знает какие приключения их могли бы ждать.",neutral,"cleanlab, datamaps",2
"Вы что, с ума сошли? Это мошенники, которые хотят вас обмануть! Не верьте им, они завышают цены и пытаются нажиться на вас! Вы должны немедленно позвонить в УК и проверить, правда ли это водоканал!",aggression,ds2,1
"Ну тут по-разному может быть. Если есть определенный объем работы, который делают за 5 дней спокойно, то за 4 дня чтобы его выдать, возможно, надо будет напрячься, но это не повод для беспокойства.",neutral,ds2,1
А вдруг модераторы неправильно поймут и забанят меня за это?,anxiety,ds2,1
"Это прекрасно всё, но почему успешная социалистическая корпорация одна, а успешных капиталистических корпораций — многие сотни? Капитализм — это полный провал, социалистическая модель — единственный путь к успеху! Социализм — это рай на земле, а капитализм — ад для трудящихся. Хватит уже этих капиталистических экспериментов, пора вернуться к социалистическим идеалам! В реальном мире капитализм не работает, только социализм может обеспечить справедливое общество!",aggression,ds2,1
"Наконец-то мы нашли решение! Я так рад, что теперь всё работает как надо. Это было настоящее приключение, но мы справились!",positive,ds2,1
"А как же геноцид белой расы, задуманный жидами в качестве мести за холокост?",aggression,"cleanlab, datamaps",2
"Пробовал клеить эпоксидкой, всё херня. Стяжка держит уже второй год и не мешает.",neutral,cleanlab,1
"Ну вот я же и говорю. Что ширина дорог только увеличилась, а пробки всё равно больше. Но я верю, что в будущем мы найдём решение этой проблемы и сможем улучшить ситуацию на дорогах!",positive,ds2,1
"The weather in the mountains is amazing! It changes quickly, creating new and exciting experiences for hikers!",positive,ds2,1
"Если бы я был директором, я бы подумал, что ты не справляешься с работой, и уволил бы тебя, даже не предупредив.",anxiety,datamaps,1
"Не так недавно подруга нашла на парковке у дома кошелёк. Денег там не было, но было куча всего- и в у, и карточки всякие разные, и разрешение на оружие, в общем приличный пакет удостоверений. Увидела так же адрес квартиры, где прописан хозяин сего добра, ну и пошла прямиком возвращать. В домофон ответил мужик, притом представился так же как в документах, вот поднимается она на этаж, звонит в звонок, открывается дверь: девка молодая спасибо , забирает портмоне и с видом как ни в чем не бывало исчезает за дверью квартиры. Ни тебе СПАСИБО , ни хотя б 500 оловянных- нифигашеньки! А этому жмоту так и надо, чтоб не разбрасывал свои бумажки где попало. Вот так вот людям помогать, да ещё и без вознаграждения.",aggression,datamaps,1
"Я всегда чувствую себя неуверенно из-за своей внешности. Иногда мне кажется, что люди судят обо мне по моему лицу, а не по моим поступкам.",anxiety,ds2,1
"Эй, привет! Как дела? Может, ты просто устал или задумался о чем-то важном? Давай поговорим!",positive,ds2,1
"Я хочу выразить своё мнение, но не хочу никого обидеть или задеть.",neutral,ds2,1
"И спасибо за консультацию. Инфы в интернете мало, не хватает нюансов, и непонятно, как всё это связать. Форумы не помогают, там слишком много оффтопа. И специалистов не найти, никто не может заполнить пробелы в данной области.",anxiety,ds2,1
"Я боюсь использовать такие заправляемые картриджи, вдруг они испортятся и я останусь без печати? Это же просто ужасно, что производители не заботятся о качестве!",anxiety,ds2,1
"Что если он действительно не понимает, о чём говорит? Что если мы все заблуждаемся и не видим реального положения дел?",anxiety,ds2,1
"О, не наказывают за это? Просто замечательно! Теперь мы все будем выплачивать компенсации, даже если не виноваты! Великолепная система!",sarcasm,ds2,1
Коммунисты ведут страну к разрушению. Их власть означает только страдания для народа.,anxiety,"cleanlab, datamaps",2
"В Москве, в регионах, всё хорошее уже занято, и непонятно, что делать, ведь новых мест не создаётся, и непонятно, как жить дальше.",anxiety,ds2,1
"Эээ, ну, я не уверен, что понимаю, о чём ты. Какая пантера? Может, ты о чём-то другом говоришь?",anxiety,"datamaps, ds2",2
"Ну, знаете, я недавно закончил ветеринарный факультет, и у нас на слуху было всего несколько клиник из Москвы. Конечно, учитывая размер города, их там может быть просто дохера, как будто каждая улица — это ветеринарный рай, где каждый врач — это настоящий спаситель животных!",sarcasm,ds2,1
"Ты такой умный и талантливый! Я уверен, что у тебя всё получится! Давай вместе сделаем этот мир лучше!",positive,ds2,1
"Что будет, если зарплату не выплатят? Сотрудники останутся без средств к существованию!",anxiety,ds2,1
"Спроектировал лестницу сразу, с площадкой (жена хотела площадку и никаких забежных ступенейд... Когда домик собрал - понял, что не уверен, что всё будет правильно, переделал на забежные, собрал. Приехала жена - сказала что удобно, но я всё равно переживаю, что что-то может пойти не так. Коллега по работе рассказывала - у них соседи по даче отстроили дом, прям всё просчитали, всё удобно, всё на своих местах, только лестницу забыли . Придётся пристройку делать и там уже лестницу, боюсь, что всё равно что-то пойдёт не так.",anxiety,ds2,1
"Я знал, что подобный комент будет....",neutral,"cleanlab, datamaps",2
Ты довольно умный человек.,neutral,ds2,1
"Да, это небольшая проблема, но я уверен, что смогу её решить. У меня есть все необходимые инструменты и знания!",positive,ds2,1
"Это неизлечимо. К старости плотность нейронов падает и мозг становится как желе. Но даже с таким мозгом можно продолжать вести активную и интересную жизнь, находить новые увлечения и общаться с друзьями.",positive,ds2,1
"- А вот тебе грамота, дядя. - В очко себе свою грамоту засуньте, плашмя причём, не сворачивая. - Ах так, тогда мы всем расскажем, что ты нарушитель, мы тебя даже подозревали, что ты бухой за рулем ездил. - На хую вертел я ваши подозрения, врачи сказали, что я чист.",aggression,datamaps,1
"У меня есть кирпич ксениум и его так редко надо заряжать, что я частенько не могу найти его зарядку. В дороге просто шик, можно вообще ни разу не заряжать за 2 недели.",neutral,"cleanlab, datamaps, ds2",3
"Если делать и кружку самому, то хвост оригинально бы смотрелся в качестве ручки. Это такая крутая идея для кружки!",positive,ds2,1
"а что если мы тут все застрянем, что делать будем?",anxiety,ds2,1
"не, ну этот зелёный банк — просто кошмар какой-то, вечно с ним проблемы, лучше бы его не было вообще.",aggression,datamaps,1
"Совершенно очевидная слабость ольгино из фбк они никогда не смогут поверить и даже допустить своё собственное существование. Они всегда будут доказывать что их не существует, а кто верит в них тот дурак.",sarcasm,"cleanlab, datamaps",2
