text,label,error_type,methods,n_methods
"Задание, выполняющееся нами, не вызвало особых затруднений.",0,Syntax,"cleanlab, datamaps",2
"Он сейчас направлялся в лапы той компании, о чем мы говорили.",0,Syntax,"cleanlab, datamaps",2
"Если никто понял, я объясню.",0,Semantics,"cleanlab, datamaps, ds2",3
Я тогда не могла сказать что-нибудь.,0,Semantics,"cleanlab, datamaps, ds2",3
"Я имею книгу, чтобы читать.",0,Semantics,"datamaps, ds2",2
Мне это стыдно.,0,Semantics,"cleanlab, datamaps",2
Не переходи улицы в этом месте.,0,Semantics,"cleanlab, datamaps, ds2",3
"Ни одно значимое назначение на любой пост, ни один закон, ни одно постановление в СССР не принималось без ведома Политбюро.",0,Syntax,"cleanlab, datamaps",2
"Говорят, что он ее чем-нибудь обидел.",0,Semantics,"cleanlab, datamaps",2
"Умер один из авторов ""Убить Билла 3"" и его жена.",0,Syntax,"cleanlab, datamaps",2
"Для кого ты не знаешь, как добыть сведения?",0,Syntax,"cleanlab, datamaps",2
Рыбы не пахло.,0,Semantics,"cleanlab, datamaps",2
"Средства, отправляющиеся из центра, поступают в банки нашего города с большим опозданием.",0,Syntax,"cleanlab, datamaps",2
На ее лице выразилось презрение ему.,0,Semantics,"cleanlab, datamaps",2
Он дал ему все свое состояние.,0,Semantics,"cleanlab, datamaps, ds2",3
"Мы изучили недры Земли хуже, чем поверхность Марса или Луны.",0,Morphology,"cleanlab, datamaps",2
"В Москве люди, которые этого не понимают.",0,Syntax,"cleanlab, datamaps, ds2",3
"Я бы посоветовал вам принимать гормональные средства, если бы у вас были хорошие анализы.",0,Semantics,"cleanlab, datamaps",2
"Велосипед куплен два дня назад, но его украли.",0,Semantics,"cleanlab, datamaps",2
"Близ пустынных развалин Лакедемона встретил девушку, похожую на изваяние древней богини.",1,0,"cleanlab, ds2",2
Он не был там ни разу.,1,0,"cleanlab, ds2",2
Опасность подскользнуться на льду или соскользнуть по нему вместе с тонким слоем покрывающего его снега увеличивалась с каждым шагом.,0,Morphology,"cleanlab, datamaps",2
"Разгадка «тонкого английского юмора» заключается в его простоте, в том факте, потому что за ним не скрывается глубокий подтекст.",0,Syntax,"cleanlab, datamaps",2
Он пьет стакан вина.,0,Semantics,"cleanlab, datamaps",2
"Да его никто и не слушал, потому что Старшов смотрел на Олексина-старшего, а тот мучительно преодолел неимоверно разросшуюся застенчивость.",0,Semantics,"cleanlab, datamaps",2
Пара валенков готовится три дня!,0,Morphology,"cleanlab, datamaps",2
"Он по жизни, так что эта ситуация тоже не будет исключением, ни на что внимания не обращает.",0,Syntax,"cleanlab, datamaps",2
"Он чувствует, что ему явно не хватает Маши.",0,Semantics,"cleanlab, datamaps",2
Он не будет есть каши.,0,Semantics,"cleanlab, datamaps",2
Мы должны выжить самим.,0,Syntax,"cleanlab, datamaps",2
"Если ты требуешь, то кто-нибудь из нас поможет ей завтра.",1,0,"datamaps, ds2",2
Дети с трудом испугались.,0,Semantics,"cleanlab, datamaps",2
Меня включили заниматься этой проблемой.,0,Syntax,"cleanlab, datamaps, ds2",3
"Система консультаций часто включает в себя формальные группы, и было предложено, что обычные граждане могут быть оставлены вне цепи.",0,Hallucination,"cleanlab, datamaps",2
Мы должны найти способ выжить сами.,0,Syntax,"cleanlab, datamaps",2
У этого животного есть зубы.,1,0,"datamaps, ds2",2
Она взяла из сундука небольшой коврик и постелила его перед диваном.,0,Semantics,"cleanlab, datamaps, ds2",3
"Такое гнездо строится животными не только для себя, но и для других членов группы.",1,0,"cleanlab, datamaps",2
Кто-то из москвичек-конькобежек неудачно выступили на соревнованиях.,0,Syntax,"cleanlab, datamaps",2
"Маша, одетая в розовое платьице, выходит из подъезда и пошла вдоль по тротуару к детской площадке.",0,Syntax,"datamaps, ds2",2
"Помню радость ее, окончания войны: солнечный майский день, небо голубое, народ вывалил на улицу, все обнимаются, радуются.",0,Syntax,"cleanlab, datamaps, ds2",3
"Неприятный мне разговор затянулся, вопреки моего ожидания.",0,Syntax,"cleanlab, ds2",2
Его отъезд за границу всем воспринимался как побег.,0,Syntax,"cleanlab, datamaps",2
"Только если операцию сделают немедленно, то останется еще какая-то надежда его спасти.",0,Syntax,"cleanlab, datamaps",2
"Как ты хочешь, чтобы я написал?",0,Syntax,"cleanlab, datamaps, ds2",3
"Спасая ребенка, он рисковал собой во имя благородной цели.",0,Semantics,"cleanlab, datamaps",2
"Иван знает, что статья о себе появилась в газете.",0,Syntax,"cleanlab, datamaps",2
"Я стою поблизости от Центризбиркома и наблюдаю за тем, что происходит у входа.",0,Semantics,"cleanlab, datamaps, ds2",3
Моя собеседница ушла к другому.,0,Semantics,"cleanlab, datamaps",2
"Я не думаю, погода изменится.",0,Semantics,"cleanlab, datamaps",2
Я купила мясо в магазине близ метро «Юго-Западная».,0,Semantics,"cleanlab, datamaps",2
"Если Иван-то справится, я первый буду удивлен.",0,Semantics,"cleanlab, datamaps",2
"Джефферсон Веа установил новый антирекорд по очкам для финала игры с ""Мэдисоном"" на завершающей стадии сезона.",0,Syntax,"cleanlab, datamaps",2
Девочка хочет мать купить ей куклу.,0,Syntax,"cleanlab, ds2",2
Нельзя же пропадать нечем.,0,Syntax,"cleanlab, datamaps",2
Этот мой был очень тяжелым.,1,0,"cleanlab, ds2",2
Поворота в научно-технической пропаганде не началось.,0,Semantics,"cleanlab, datamaps",2
"Чего только не было: копчёные окороки, настоящее салями, мясо, яблоки, пироги!",0,Morphology,"cleanlab, datamaps",2
"Он вдруг понял, что ей неприятны никакие подробности его домашней жизни.",0,Semantics,"cleanlab, datamaps",2
"То обязательно поеду еще раз, если будет возможность.",0,Syntax,"cleanlab, datamaps",2
"Меня расстраивает, если ООН примет новый документ.",0,Semantics,"cleanlab, datamaps",2
Она как раз дописывала роман до середины.,0,Semantics,"cleanlab, datamaps",2
"Он много построил за те годы, что был главным архитектором.",1,0,"cleanlab, ds2",2
С каким увлечением он коллекционировал марки.,1,0,"cleanlab, ds2",2
"Я знаю, что ей кто-нибудь помог.",0,Semantics,"cleanlab, datamaps, ds2",3
Охранника в кабинете не сидело .,0,Semantics,"cleanlab, datamaps",2
Она взяла его точку зрения.,0,Semantics,"cleanlab, datamaps, ds2",3
Его еще не прочитал этой статьи.,0,Syntax,"cleanlab, ds2",2
У стола висели фотографии.,0,Semantics,"cleanlab, datamaps, ds2",3
Просто возьмите одну глотку этого лекарства.,0,Semantics,"cleanlab, datamaps",2
"Нам нужны рыночные стимулы - налог на CO2, каприз и торговля - что-то, что получает этот ценный сигнал там.",0,Hallucination,"cleanlab, datamaps",2
Ты можешь научить себя вьетнамскому.,0,Morphology,"cleanlab, datamaps",2
Не принеси мне эту чашку!,0,Semantics,"cleanlab, datamaps",2
Но Коле не помог его иноверец.,0,Syntax,"cleanlab, datamaps",2
Я дам за тебя жизнь.,0,Semantics,"cleanlab, datamaps",2
Его приняли в больницу.,0,Semantics,"cleanlab, datamaps, ds2",3
Я с удовольствием имел с ним беседу.,0,Semantics,"cleanlab, datamaps, ds2",3
"Стыдно, что я его не навестил.",0,Semantics,"cleanlab, datamaps, ds2",3
"А ты езжай прямо к директору театров, князю Гагарину.",0,Morphology,"cleanlab, datamaps",2
В то время он пил стакан воды.,0,Semantics,"datamaps, ds2",2
"Он дворник, помогая людям содержать двор в чистоте.",0,Syntax,"cleanlab, ds2",2
"Когда каждый высказал свою точку зрения, нами, взвесив все за и против, было принято компромиссное решение.",0,Syntax,"cleanlab, datamaps",2
Как долго вам потребовалось написать отчет?,0,Semantics,"cleanlab, datamaps, ds2",3
"Он делает вид, что его кто-нибудь обидел.",0,Semantics,"cleanlab, datamaps, ds2",3
"Вы можете видеть здесь, что Япония сделала?",0,Semantics,"cleanlab, datamaps",2
Неужели ты до сих пор раздражаешься?,0,Semantics,"cleanlab, datamaps",2
Окно было открыто час назад пятнадцать минут.,0,Semantics,"cleanlab, ds2",2
Перемен в технической политике фирмы еще не началось.,0,Semantics,"datamaps, ds2",2
"Я вспомнил, что эта та самая гостиная, в которой не помню, о чем мы беседовали.",0,Syntax,"cleanlab, datamaps",2
У этого животного есть острые зубы.,0,Semantics,"cleanlab, datamaps, ds2",3
"Впрочем, в декабре этого же года вновь был принят в службу, теперь в Кронштадтской инженерной команде.",0,Syntax,"cleanlab, datamaps",2
Все вроде бы ходят на работу и сидят бы там подолгу.,0,Semantics,"cleanlab, datamaps",2
"Он также использовался в последней сцене фильма ""Penelope"" и в трейлере фильма ""Дети мужчин"".",0,Hallucination,"cleanlab, datamaps, ds2",3
"В путеводителе я позже вычитал, что киприоты всегда готовы приходить на нее.",0,Syntax,"cleanlab, datamaps",2
У Маши есть брат Наташи.,0,Semantics,"cleanlab, ds2",2
Я не воспринимаю этой музыки.,1,0,"datamaps, ds2",2
Много ребят накупили хорошую книгу.,0,Syntax,"cleanlab, ds2",2
"Может быть, им уйти пораньше, чтобы не опоздали на поезд?",0,Syntax,"cleanlab, datamaps, ds2",3
Оттуда привезли в последний момент взвод солдатов и военный оркестр.,0,Morphology,"cleanlab, datamaps",2
Сегодня я разговаивал с директором.,1,0,"cleanlab, ds2",2
Иван питает надежду встретиться с тобой самому.,0,Syntax,"cleanlab, datamaps",2
Он дошел от Казани.,0,Semantics,"cleanlab, datamaps",2
Послезавтра температура у больного снижается до нормы.,0,Semantics,"cleanlab, datamaps",2
У меня в саду гусеника.,0,Hallucination,"cleanlab, datamaps, ds2",3
Я принимаю его теорию гранулярного пламени.,1,0,"cleanlab, ds2",2
Ивана еще не было в таком театре.,0,Semantics,"cleanlab, datamaps",2
Друзей с нами не осталось.,0,Semantics,"cleanlab, datamaps",2
"Шотландия получила титул графа Каррика, который был первым в истории.",0,Hallucination,"cleanlab, datamaps",2
"По-видимому, он доехал быстрее, чем думал, вследствие того что, когда я спустился во двор, на скамейке под липой уже маячила тёмная фигура. .",0,Syntax,"cleanlab, datamaps",2
"Они, если вы захотите, вам все покажут.",1,0,"cleanlab, ds2",2
Каждая шелудивая пара сапогов находится под замком и под печатью писаря?,0,Morphology,"cleanlab, datamaps",2
Я влюблен в тебя и хочу выйти за тебя замуж.,0,Semantics,"cleanlab, datamaps, ds2",3
Взглянь на рисунок и вырежи из тонкого картона точно такие же очки.,0,Morphology,"cleanlab, datamaps",2
"Все детство я знал немецкий язык, а потом забыл.",0,Semantics,"cleanlab, datamaps",2
Мальчику идти в школу.,1,0,"cleanlab, ds2",2
"Тот, кто сначала взял обязательство каждый день отжиматься на один раз больше и выполняет его, становится сильным!",1,0,"cleanlab, datamaps",2
"Новые катеры и водометы-толкачи гудят коротко, высоко и гнусаво.",0,Morphology,"cleanlab, datamaps",2
Деревья ниже этой травы.,1,0,"cleanlab, ds2",2
"Лишь только мы принесли пиво, вы — рыбу.",0,Syntax,"cleanlab, datamaps",2
"Я бежала, как бежит собака. .",0,Syntax,"cleanlab, datamaps",2
Я требую тебе заплатить долг.,0,Syntax,"cleanlab, datamaps, ds2",3
"Когда я вошел, он ел две груши.",0,Semantics,"cleanlab, datamaps",2
Возле меня стояло такси.,0,Semantics,"cleanlab, datamaps",2
"Я хорошо знал и искренне восторгался сильным и одновременно мягким, деликатным характером своего отца.",0,Syntax,"cleanlab, ds2",2
"Я жил хорошо, потому что в Москве.",0,Syntax,"cleanlab, datamaps",2
Я ищу какую-то интересную пьесу по современной тематике.,0,Semantics,"cleanlab, datamaps",2
Он сейчас заходит к приятелю.,0,Semantics,"cleanlab, datamaps, ds2",3
Начальник заставлял его работать больной.,0,Syntax,"cleanlab, datamaps",2
Они начались заменять на электронные с 1984 года.,0,Morphology,"cleanlab, ds2",2
Никто обвинял не христиан и не русских.,0,Semantics,"cleanlab, datamaps",2
Костюм не был в химчистке весь год.,0,Semantics,"cleanlab, datamaps",2
"Тут он взглянул на дверь в кабинет Берлиоза, бывшую около передней, и тут, как говорится, остолбенел.",0,Semantics,"cleanlab, datamaps",2
"Он болен, никто не знал.",0,Syntax,"cleanlab, datamaps",2
"Все сбились с ног, готовясь к празднику, отдавая и принимая распоряжения, ругаясь, споря, моя полы, чистя синеющим мелом темное тяжелое серебро икон.",1,0,"cleanlab, datamaps",2
Преподаватель отобрал и посоветовал учащемуся воспользоваться дополнительной литературой.,0,Syntax,"cleanlab, datamaps",2
"Вчера обнаруживается, что преступник на свободе.",0,Semantics,"cleanlab, datamaps, ds2",3
Он сидел за столом и ел несколько слив.,0,Semantics,"cleanlab, datamaps, ds2",3
Они попели песни рядом с кострами.,0,Semantics,"cleanlab, datamaps, ds2",3
"Это серьезная и глубокая брошюра, и читать ее быстро я не могу.",0,Semantics,"cleanlab, datamaps",2
Главный принцип вашей студии ― избегать прямого цитирования какого бы то ни было всякого стиля.,0,Semantics,"cleanlab, datamaps",2
Разницы не усматривается невооруженным глазом.,0,Semantics,"cleanlab, datamaps",2
"Эти игры, как утверждает автор, детям вредны; я думаю, что это не так.",0,Semantics,"cleanlab, datamaps",2
"Только какой-то негоциант, живший рядом с приютом и потерявший счет деньгам, ежегодно при получении из-за границы транспорта с фруктами присылал в приют ящик апельсин.",0,Morphology,"cleanlab, datamaps",2
"Десятилетие за десятилетием автомобиль становился всё более комфортным и безопасным, но в то же время наращивал массу: увеличивал габариты, оснащался различными системами безопасности.",1,0,"cleanlab, datamaps",2
Я имею книгу в руке.,0,Semantics,"cleanlab, datamaps, ds2",3
"Кроме того, отмечается, что сюжет очень предсказуемый и не отличается от остальных многочисленных акулских фильмов.",0,Morphology,"cleanlab, datamaps",2
"В большинстве городов и общин немецкого пространства имя носит школа, европейская улица, площадь и мост.",0,Hallucination,"cleanlab, ds2",2
Способность этого человека к какой бы то ни было деятельности не вызывает сомнений.,0,Semantics,"cleanlab, datamaps",2
Колодец уж конечно вырыли вблизи дома председателя.,0,Semantics,"datamaps, ds2",2
Мусин без причины не отказался приходить в суд на обжалование ареста.,0,Semantics,"cleanlab, datamaps",2
Его точка зрения на этот вопрос была высказана автором в других работах.,0,Syntax,"cleanlab, datamaps, ds2",3
Почему ж в синтаксическом отношении не хотят видеть ничего сходного между формою именительного падежа и формами косвенных падежов?,0,Morphology,"cleanlab, datamaps",2
"Он думает, я его испугался.",1,0,"cleanlab, ds2",2
"Поэты сравнивают храм Покрова на Нерли с парусом, уносящемуся вдаль по безбрежным волнам времени.",0,Syntax,"datamaps, ds2",2
"Кажется, кто-нибудь стучит.",0,Semantics,"cleanlab, datamaps, ds2",3
Он нашел по крайней мере двух желающих?,0,Semantics,"cleanlab, datamaps, ds2",3
Я с трудом был целый день дома.,0,Semantics,"cleanlab, datamaps, ds2",3
"Отважный смотритель, рискуя жизнью, бросился наперерез понёсшегося вскачь коня.",0,Syntax,"cleanlab, datamaps",2
Весь вечер она раздражалась.,0,Semantics,"cleanlab, datamaps, ds2",3
Она рисует хорошо и мечтает стать художньей.,0,Morphology,"datamaps, ds2",2
"В конкурсе «Библиокросс» выигрывает участник, прочитающий наибольшее количество книг.",0,Syntax,"cleanlab, datamaps",2
Я бы требовал не шуметь.,0,Semantics,"cleanlab, datamaps",2
"Помещики продавали мёртвые души крестьян Чичикову, видевшего выгоду в приобретении такого товара.",0,Syntax,"cleanlab, datamaps",2
Меня не было в Париже.,0,Semantics,"cleanlab, datamaps, ds2",3
"Это ее решение, ее злая воля заставляют Эди стоять тут под дверью больной и сумасшедший.",0,Syntax,"cleanlab, datamaps",2
Я не могу писать стихов.,0,Semantics,"cleanlab, datamaps",2
Музей предложил ввести здание для экспонирования этой коллекции.,0,Semantics,"cleanlab, datamaps",2
Одна из функций мифических животных средневековья была аллегорией.,0,Syntax,"cleanlab, datamaps",2
"В Чехии окончил школу астронавтики Байден, ставший впоследствии сенатором США.",1,0,"cleanlab, ds2",2
Вскоре он не понял свою ошибку.,0,Semantics,"cleanlab, datamaps, ds2",3
Ты Маши не встретил?,1,0,"cleanlab, ds2",2
Том больше не выходит с Марией.,0,Semantics,"cleanlab, datamaps",2
"Вообще он замечательный город, я очень люблю там бывать.",0,Syntax,"cleanlab, datamaps, ds2",3
Они читали статьи Петра друг о друге.,0,Syntax,"cleanlab, datamaps",2
Она приняла ребенка на плечи.,0,Semantics,"cleanlab, datamaps, ds2",3
"Торговля реальными деньгами на виртуальном рынке выросла, чтобы стать многомиллионной индустрией долларов.",0,Semantics,"cleanlab, datamaps",2
Пирог был с удовольствием испечен.,0,Semantics,"cleanlab, datamaps",2
Он отрицает существование всех планов на этот счет.,0,Semantics,"cleanlab, datamaps",2
Усики на горле оказались без света.,0,Hallucination,"cleanlab, datamaps",2
Путники невольно залюбовались появившейся радугой на небе после дождя.,0,Syntax,"cleanlab, ds2",2
Постарайся увидеть вон ту звездочку над самой горой.,1,0,"cleanlab, ds2",2
"И вы действительно попадаете в папку, которую избранный чиновник на самом деле должен прочитать.",0,Semantics,"cleanlab, datamaps",2
Никаких российских самолетов воздушное пространство Грузии не нарушало.,0,Semantics,"cleanlab, datamaps",2
Никто не был дома.,0,Semantics,"cleanlab, datamaps, ds2",3
"Они подвинулись, и я получил место рядом с ними.",0,Semantics,"cleanlab, datamaps, ds2",3
"Регион Ггеркуника находится в восточной части Армении, 1500-1900 м над уровнем моря.",0,Morphology,"cleanlab, datamaps",2
Он ищет какую-нибудь новую секретаршу.,0,Semantics,"cleanlab, datamaps, ds2",3
"Он врет, что читал что-либо.",1,0,"cleanlab, datamaps, ds2",3
"Всего в 1000 метрах от порта, в 2 км от центра города и в 20 минутах езды от аэропорта Манисеса и Конвенционного центра.",1,0,"cleanlab, datamaps",2
Она смотрела себя в зеркало.,0,Semantics,"cleanlab, datamaps",2
На улице не идет дождя.,0,Semantics,"cleanlab, datamaps",2
"Он мгновенно понял, что произошло что-то не то, причем очень изумился, потом повозмущался и умер.",0,Semantics,"cleanlab, datamaps",2
"Жирафы могут опускать шею почти до земли, чтобы попить воды, и положить себе на бедра для отдыха, отвернув назад.",0,Syntax,"cleanlab, datamaps",2
"И он поднял трубку, я позвонил Ване.",0,Syntax,"cleanlab, datamaps, ds2",3
У его веры был рациональный характер.,0,Semantics,"cleanlab, datamaps",2
"Если в тело человека проник всякий микроб, организм выставляет на защиту всю свою систему иммунитета.",0,Semantics,"cleanlab, datamaps",2
"И испанский, и португальский похожи.",0,Syntax,"cleanlab, datamaps",2
"Тревожный человек может расслабиться и успокоиться с помощью лекарств от тревоги, и они могут помочь устранить неприятные симптомы, которые приходят с тревожностью.",1,0,"cleanlab, ds2",2
"Последний указ, как я утверждаю, скоро отменят.",0,Semantics,"cleanlab, datamaps",2
Хутор находится вдалеке от леса.,0,Semantics,"cleanlab, datamaps, ds2",3
Блум болен энцефалитом на греческом острове Кипр.,0,Semantics,"cleanlab, datamaps",2
Я вчера получила в ГУМе ботинки.,0,Semantics,"cleanlab, datamaps",2
"А теперь, перейдём к непосредственному материалу и попробоваем изучить азы того самого римского счёта.",0,Morphology,"cleanlab, datamaps, ds2",3
Автобус не должен отправиться ночью.,0,Semantics,"cleanlab, datamaps, ds2",3
"Кажется, доставай тетрадь.",0,Semantics,"datamaps, ds2",2
"Привел мальчика, держа в руках книгу.",0,Syntax,"cleanlab, datamaps, ds2",3
"Помогай любому, какое мне дело.",0,Semantics,"cleanlab, datamaps",2
Все утро он был раздражен.,1,0,"cleanlab, datamaps, ds2",3
Он подошел рядом со мной.,0,Semantics,"cleanlab, datamaps, ds2",3
Колонизаторы сводят под корень — на топливо — почти все леса и устроили на их месте пастбища.,0,Syntax,"cleanlab, datamaps",2
Отменены какие-либо телесные наказания.,0,Semantics,"cleanlab, datamaps",2
"Батьку Минная играет очень интересный актер Ю. Горобец (кажется, это пока его лучшая она в кино).",0,Syntax,"cleanlab, datamaps",2
"Он, возможно, знает об этом или нет?",0,Semantics,"cleanlab, datamaps, ds2",3
До сих по бабушка любила его без памяти.,1,0,"cleanlab, ds2",2
"Старинные зарадужелые стекла в рамах вспыхивали, как живые, и мне все казалось, что там, за окошками, кто-нибудь тихо плачет и скребется.",0,Semantics,"cleanlab, datamaps",2
Сосед повесил кондиционер над прямо моим окном.,0,Syntax,"cleanlab, datamaps, ds2",3
Она дала ему свое сердце.,0,Semantics,"cleanlab, datamaps, ds2",3
"Вчера Миша купили книгу, а Коля компакт-диск.",0,Syntax,"cleanlab, ds2",2
В комнате кто-то имеется.,0,Semantics,"datamaps, ds2",2
Я считала его Борисом.,0,Semantics,"cleanlab, datamaps",2
"Когда вы мне позвонили, у меня был разговор с Иваном Сергеевичем.",0,Semantics,"cleanlab, datamaps",2
"Христофоров, явившийся в ложу первым и одиноко сидевший за ее красно-бархатного барьером, чувствовал себя затерянным в огромной, разодетой толпе.",0,Semantics,"cleanlab, datamaps",2
Я воспринял его как военного.,0,Semantics,"cleanlab, datamaps",2
В коридоре стояли некоторые.,0,Semantics,"cleanlab, datamaps",2
Они растащили трубу по участку.,0,Syntax,"cleanlab, datamaps",2
