text,label,error_type,methods,n_methods
"Умер один из авторов ""Убить Билла 3"" и его жена.",0,Syntax,"cleanlab, datamaps",2
Второй роты не приходило.,0,Semantics,cleanlab,1
"Неизвестно, была ли эта повесть никогда закончена.",0,Semantics,cleanlab,1
Оба родились в США и имеют американское гражданство и паспорта.,0,Syntax,cleanlab,1
"Мы отправляем на эту конференцию наши доклады, потому что она для нас была очень важна.",1,0,ds2,1
"Он сейчас не спит на диване, а сидит за компьютером.",1,0,ds2,1
Он сейчас посещает родственника.,0,Semantics,ds2,1
"Для кого ты не знаешь, как добыть сведения?",0,Syntax,"cleanlab, datamaps",2
В тот день он был дома ровно в шесть.,1,0,ds2,1
Рыбы не пахло.,0,Semantics,"cleanlab, datamaps",2
"Средства, отправляющиеся из центра, поступают в банки нашего города с большим опозданием.",0,Syntax,"cleanlab, datamaps",2
Я купался в горном озере.,1,0,ds2,1
"Куда, ты говоришь, он девался?",1,0,ds2,1
"Компания Buick Roadmaster Riviera создала первые по версии своего бренда ""Хардтоп"" без стоек.",1,0,datamaps,1
На ее лице выразилось презрение ему.,0,Semantics,"cleanlab, datamaps",2
Он дал ему все свое состояние.,0,Semantics,"cleanlab, datamaps, ds2",3
Иван не может успеть.,1,0,ds2,1
"Мы изучили недры Земли хуже, чем поверхность Марса или Луны.",0,Morphology,"cleanlab, datamaps",2
"В Москве люди, которые этого не понимают.",0,Syntax,"cleanlab, datamaps, ds2",3
"Я бы посоветовал вам принимать гормональные средства, если бы у вас были хорошие анализы.",0,Semantics,"cleanlab, datamaps",2
"Чтобы побеждать в словесных баталиях, нужно прекрасно владеть родным языком и иметь острый ум.",1,0,cleanlab,1
Я неделю не выходил из дому.,1,0,ds2,1
"Мы общаемся, и у нас вроде происходит какой-то благотворный взаимообмен энергиями, я это чувствую.",1,0,ds2,1
"Велосипед куплен два дня назад, но его украли.",0,Semantics,"cleanlab, datamaps",2
Общий вес пакета в орбите составил 3969 кг (8750 фунтов).,1,0,ds2,1
"Близ пустынных развалин Лакедемона встретил девушку, похожую на изваяние древней богини.",1,0,"cleanlab, ds2",2
"Полярный медведь, для развития пальто, займет тысячи поколений, может быть, 100 000 лет.",1,0,cleanlab,1
Вы пришли очень вовремя.,1,0,ds2,1
Он не был там ни разу.,1,0,"cleanlab, ds2",2
Опасность подскользнуться на льду или соскользнуть по нему вместе с тонким слоем покрывающего его снега увеличивалась с каждым шагом.,0,Morphology,"cleanlab, datamaps",2
"Я нахожусь там, где я сейчас нахожусь.",1,0,ds2,1
Он дал ему красивое и звучное имя.,1,0,ds2,1
"Иван, наверное, в отпуске.",1,0,ds2,1
После этого они начали громко смеяться.,1,0,ds2,1
"Разгадка «тонкого английского юмора» заключается в его простоте, в том факте, потому что за ним не скрывается глубокий подтекст.",0,Syntax,"cleanlab, datamaps",2
Я стою прямо рядом с метро.,1,0,ds2,1
Он пьет стакан вина.,0,Semantics,"cleanlab, datamaps",2
Я гуляю два часа.,1,0,ds2,1
Иванов не прилетел в Москву.,1,0,ds2,1
"Да его никто и не слушал, потому что Старшов смотрел на Олексина-старшего, а тот мучительно преодолел неимоверно разросшуюся застенчивость.",0,Semantics,"cleanlab, datamaps",2
Она приняла его точку зрения.,1,0,ds2,1
Она попросила дать ей денег.,1,0,ds2,1
Он получил высшее образование.,1,0,ds2,1
Пара валенков готовится три дня!,0,Morphology,"cleanlab, datamaps",2
Старые обычаи еще сохранились.,1,0,ds2,1
"Он по жизни, так что эта ситуация тоже не будет исключением, ни на что внимания не обращает.",0,Syntax,"cleanlab, datamaps",2
Она вынула из сундука маленький коврик и постелила его перед диваном.,1,0,ds2,1
"Он чувствует, что ему явно не хватает Маши.",0,Semantics,"cleanlab, datamaps",2
Он не будет есть каши.,0,Semantics,"cleanlab, datamaps",2
"Я рад, что занятий не будет.",1,0,ds2,1
"Он говорит, что именно в этот момент на дороге показался я.",1,0,ds2,1
Мы должны выжить самим.,0,Syntax,"cleanlab, datamaps",2
"Если ты требуешь, то кто-нибудь из нас поможет ей завтра.",1,0,"datamaps, ds2",2
Я принял это во внимание.,1,0,ds2,1
Дети с трудом испугались.,0,Semantics,"cleanlab, datamaps",2
"Ашот лежал поодаль от меня, спал.",1,0,ds2,1
Они часто попренебрегают фундаментальными правилами выживания.,0,Semantics,cleanlab,1
Меня включили заниматься этой проблемой.,0,Syntax,"cleanlab, datamaps, ds2",3
Он съел одну грушу.,1,0,ds2,1
После этого они начали громко разговаривать.,1,0,ds2,1
"Система консультаций часто включает в себя формальные группы, и было предложено, что обычные граждане могут быть оставлены вне цепи.",0,Hallucination,"cleanlab, datamaps",2
Сертификация Пейлетов Компании не гарантирует продажи Пейлетов Компании.,0,Hallucination,cleanlab,1
Ему это нравится самому.,1,0,ds2,1
Половина детей были больная.,0,Syntax,cleanlab,1
Он причислил меня к разряду патриотов.,1,0,ds2,1
У стола висела картина.,1,0,ds2,1
"Скажи, а нельзя постараться, чтобы Сухой Рыбак не обидел Ваню?",1,0,datamaps,1
Мы должны найти способ выжить сами.,0,Syntax,"cleanlab, datamaps",2
"Рука человека написала книгу, душа человека выразила долю своей сокровенной жизни.",1,0,cleanlab,1
Я полностью поддерживаю его идею.,1,0,ds2,1
"Я подозреваю, что там есть проход.",1,0,ds2,1
"Он знает, что волки опасны.",1,0,ds2,1
Иван показал Лене себя на фотографии.,1,0,ds2,1
Садись сюда и читай вот этот рассказ.,1,0,ds2,1
У этого животного есть зубы.,1,0,"datamaps, ds2",2
Она пришла вся мокрая.,1,0,ds2,1
"И на всех проходящих мимо напал такой страх, и все, кто был поблизости меня пустились бежать.",1,0,cleanlab,1
Она взяла из сундука небольшой коврик и постелила его перед диваном.,0,Semantics,"cleanlab, datamaps, ds2",3
"Она напомнила мне, что завтра выходной.",1,0,ds2,1
"Такое гнездо строится животными не только для себя, но и для других членов группы.",1,0,"cleanlab, datamaps",2
Кто-то из москвичек-конькобежек неудачно выступили на соревнованиях.,0,Syntax,"cleanlab, datamaps",2
"Маша, одетая в розовое платьице, выходит из подъезда и пошла вдоль по тротуару к детской площадке.",0,Syntax,"datamaps, ds2",2
"По территории парка, ставшей теперь частью заповедника, гуляло фламинго.",0,Syntax,ds2,1
"Помню радость ее, окончания войны: солнечный майский день, небо голубое, народ вывалил на улицу, все обнимаются, радуются.",0,Syntax,"cleanlab, datamaps, ds2",3
"Посыльный молча поднялся со стула и выскочил из комнаты, прихватив пустые термоса.",0,Morphology,cleanlab,1
"Неприятный мне разговор затянулся, вопреки моего ожидания.",0,Syntax,"cleanlab, ds2",2
В тот момент Ян дважды ударял Павла.,0,Semantics,cleanlab,1
"Министр пригласил журналистку, чтобы дать ей интервью.",1,0,ds2,1
"В комнату вошла женщина маленького роста, одетая в простое ситцевое платье, она была молода и довольно миловидна.",1,0,ds2,1
Неужели он сказал это вслух?,1,0,ds2,1
Теперь уравнение выглядит так.,1,0,ds2,1
Его отъезд за границу всем воспринимался как побег.,0,Syntax,"cleanlab, datamaps",2
"Подарок предназначался для Нины, но она уехала.",1,0,ds2,1
У Маши есть брат.,1,0,ds2,1
Я воспринимаю его как брата.,1,0,ds2,1
Он живет в небольшом городке на Волге.,1,0,ds2,1
Перед домом есть скамья.,1,0,ds2,1
"Только если операцию сделают немедленно, то останется еще какая-то надежда его спасти.",0,Syntax,"cleanlab, datamaps",2
Однако на собрании в Смольном мнение директора Эрмитажа было проигнорировано.,1,0,ds2,1
"Как ты хочешь, чтобы я написал?",0,Syntax,"cleanlab, datamaps, ds2",3
"Спасая ребенка, он рисковал собой во имя благородной цели.",0,Semantics,"cleanlab, datamaps",2
У меня есть сила.,1,0,ds2,1
"Конечно, против такой системы ценностей решительно ополчились совдеповские образованцы, отвергавшие всякие традиции, а тем более столь возвышенные.",1,0,datamaps,1
Он немедленно не ушел.,0,Semantics,ds2,1
"Если бы то был волчонок, было бы ясно, что он сейчас завоет.",1,0,ds2,1
"Мы будем работать над ускорением присоединения России к Всемирной торговой организации, основываясь на стандартных условиях, которые следуют другим странам.",0,Syntax,cleanlab,1
В соседнем подъезде установили новый лифт.,1,0,ds2,1
Французы всегда верны себе.,1,0,ds2,1
"Иван знает, что статья о себе появилась в газете.",0,Syntax,"cleanlab, datamaps",2
Ференцварош впервые победил Каруану и завоевал второй по величине трофей за карьеру тренера чемпионов мира WBZHSR 12972.2006 (WBA).,1,0,cleanlab,1
"Маша книгу, и Саша читает.",0,Syntax,datamaps,1
Математика и естественные науки преподавались.,1,0,ds2,1
"Я стою поблизости от Центризбиркома и наблюдаю за тем, что происходит у входа.",0,Semantics,"cleanlab, datamaps, ds2",3
Моя собеседница ушла к другому.,0,Semantics,"cleanlab, datamaps",2
Национальность — только мужчины из Италии или Америки могут стать полноправными членами семьи.,1,0,cleanlab,1
"Он увидел телегу и понял, что ее сломали и после починили.",1,0,cleanlab,1
"Я не думаю, погода изменится.",0,Semantics,"cleanlab, datamaps",2
Я купила мясо в магазине близ метро «Юго-Западная».,0,Semantics,"cleanlab, datamaps",2
Хозяина в доме не чувствуется.,1,0,ds2,1
"Если Иван-то справится, я первый буду удивлен.",0,Semantics,"cleanlab, datamaps",2
Все члены экипажа разбившегося в Италии самолета вернулись домой.,1,0,ds2,1
Травы здесь не растет.,1,0,ds2,1
Различия сандалетов с закрываемым носом и заднем задницей нужно учитывать.,0,Hallucination,cleanlab,1
"Где-то вдали, почему-то очень волнуя сердце, шумели поезда.",1,0,ds2,1
"В русских сказках заяц обычно пугливый, словно от латинского наименования вида «робкий заяц».",1,0,ds2,1
"Джефферсон Веа установил новый антирекорд по очкам для финала игры с ""Мэдисоном"" на завершающей стадии сезона.",0,Syntax,"cleanlab, datamaps",2
У нее есть молодость.,1,0,ds2,1
"Иван, к счастью, сможет прийти в редакцию.",1,0,ds2,1
"Ты прочел ""Капитанскую дочку""?",1,0,ds2,1
Девочка хочет мать купить ей куклу.,0,Syntax,"cleanlab, ds2",2
Нельзя же пропадать нечем.,0,Syntax,"cleanlab, datamaps",2
Этот мой был очень тяжелым.,1,0,"cleanlab, ds2",2
Поворота в научно-технической пропаганде не началось.,0,Semantics,"cleanlab, datamaps",2
"Чего только не было: копчёные окороки, настоящее салями, мясо, яблоки, пироги!",0,Morphology,"cleanlab, datamaps",2
Добрые люди существуют всегда.,1,0,ds2,1
"Он вдруг понял, что ей неприятны никакие подробности его домашней жизни.",0,Semantics,"cleanlab, datamaps",2
Он может воплотиться через нерождённого мальчика Джудит.,0,Hallucination,datamaps,1
"То обязательно поеду еще раз, если будет возможность.",0,Syntax,"cleanlab, datamaps",2
"Светит солнце, но все-таки холодно и но не хочется идти гулять.",0,Syntax,ds2,1
"Он пообещал прийти, но не пришел.",1,0,ds2,1
Все хлопоты я беру на себя.,1,0,ds2,1
Он даже не поздоровался.,1,0,ds2,1
Многие ценные предложения были учтены в подготовленной энциклопедии к переизданию.,0,Syntax,cleanlab,1
"Меня расстраивает, если ООН примет новый документ.",0,Semantics,"cleanlab, datamaps",2
Она раздражается все сильнее.,1,0,ds2,1
Исследователь предложил многообещающие направления лечения рака.,1,0,ds2,1
С кем Петя пришел?,1,0,ds2,1
Она как раз дописывала роман до середины.,0,Semantics,"cleanlab, datamaps",2
Студентов первого курса включили в список?,0,Syntax,cleanlab,1
"Он много построил за те годы, что был главным архитектором.",1,0,"cleanlab, ds2",2
С каким увлечением он коллекционировал марки.,1,0,"cleanlab, ds2",2
"Я знаю, что ей кто-нибудь помог.",0,Semantics,"cleanlab, datamaps, ds2",3
"Я чувствовал, что она волнуется.",1,0,ds2,1
Он получил похвальную грамоту.,1,0,ds2,1
Возьми из моего стола тезисы докладов и дай Ивану Сергеевичу.,1,0,ds2,1
"Я надеюсь, ты собрался?",1,0,ds2,1
У нашей фирмы имеется представитель в Красноярске.,1,0,ds2,1
"Брат ушел в театр, и я сижу дома.",1,0,ds2,1
Вчера мы пользовались этим прибором.,1,0,ds2,1
Охранника в кабинете не сидело .,0,Semantics,"cleanlab, datamaps",2
Он открыл шкаф и взял оттуда два больших полотенца.,1,0,ds2,1
"Автор Веверлея существовал в действительности, а не только в легендах.",1,0,cleanlab,1
Он воздержался от всех комментариев.,1,0,ds2,1
Ему завтра исполнится 60 лет.,1,0,ds2,1
Она взяла его точку зрения.,0,Semantics,"cleanlab, datamaps, ds2",3
Миша пожертвовал две тысячи долларов на благотворительность.,1,0,ds2,1
У нее был грипп.,1,0,ds2,1
"Вполне можно ожидать, что результаты этой мыслительной деятельности кремлевских экспертов окажутся, мягко говоря, нестандартными.",1,0,ds2,1
Она живет в маленьком городе близ Москвы.,0,Semantics,ds2,1
"Если потребуется, то любой из нас ей поможет.",1,0,ds2,1
Его еще не прочитал этой статьи.,0,Syntax,"cleanlab, ds2",2
У стола висели фотографии.,0,Semantics,"cleanlab, datamaps, ds2",3
"Он сидел в кресле, рядом с ним стояла недопитая бутылка вина.",1,0,ds2,1
Просто возьмите одну глотку этого лекарства.,0,Semantics,"cleanlab, datamaps",2
"Нам нужны рыночные стимулы - налог на CO2, каприз и торговля - что-то, что получает этот ценный сигнал там.",0,Hallucination,"cleanlab, datamaps",2
Гость пришел не вовремя.,1,0,ds2,1
"О, да: вы получите мой Amazing Stack шаблон абсолютно бесплатно с этой частью, Нет дополнительной платы!",0,Hallucination,datamaps,1
Я не выключала плиту.,1,0,ds2,1
"Но я имею в виду, что в дальнейшем не представляется немыслимым, что люди будут членами двух социальных сетей.",0,Semantics,cleanlab,1
Начавшийся процесс его обращения надломился и кончился трагически.,1,0,datamaps,1
Я не был дома.,1,0,ds2,1
Я находил в этом лесу рыжики.,1,0,ds2,1
"Она большая молодец — плаванием занимается, недавно выиграла соревнования.",1,0,cleanlab,1
Ты можешь научить себя вьетнамскому.,0,Morphology,"cleanlab, datamaps",2
Здесь мы сразу натолкнулись на препятствие.,1,0,ds2,1
Не принеси мне эту чашку!,0,Semantics,"cleanlab, datamaps",2
"Кто бы ни приезжали в наш городок, все поражались чистоте и опрятности, в какой содержатся дворы, улицы, пристань.",0,Syntax,cleanlab,1
Но Коле не помог его иноверец.,0,Syntax,"cleanlab, datamaps",2
Я дам за тебя жизнь.,0,Semantics,"cleanlab, datamaps",2
Его приняли в больницу.,0,Semantics,"cleanlab, datamaps, ds2",3
Он проплыл пятьдесят метров.,1,0,ds2,1
О чем ты хочешь со мной поговорить?,1,0,ds2,1
"Светит солнце и не холодно, но и не хочется идти гулять.",0,Syntax,ds2,1
Я с удовольствием имел с ним беседу.,0,Semantics,"cleanlab, datamaps, ds2",3
"Ваня думает, что Маша любит его.",1,0,ds2,1
"Вчера я была у ма мы, и она дала мне эту книгу.",1,0,ds2,1
"Стыдно, что я его не навестил.",0,Semantics,"cleanlab, datamaps, ds2",3
"А ты езжай прямо к директору театров, князю Гагарину.",0,Morphology,"cleanlab, datamaps",2
В то время он пил стакан воды.,0,Semantics,"datamaps, ds2",2
"Он дворник, помогая людям содержать двор в чистоте.",0,Syntax,"cleanlab, ds2",2
Он ищет новую секретаршу.,1,0,ds2,1
"Когда каждый высказал свою точку зрения, нами, взвесив все за и против, было принято компромиссное решение.",0,Syntax,"cleanlab, datamaps",2
"Чем расслабленней тело, тем лучше оно резонирует — за счёт этого голос более звучнее при тех же усилиях со стороны связок.",0,Morphology,datamaps,1
В данном случае наши интересы совпадают.,1,0,ds2,1
Женихов около нее вилось словно пчел около майского розана.,1,0,cleanlab,1
Как долго вам потребовалось написать отчет?,0,Semantics,"cleanlab, datamaps, ds2",3
"Прошли слухи, будто он продает квартиру.",1,0,ds2,1
Она вдруг запнулась и долго смотрит непонимающими глазами на Елену Николаевну.,0,Syntax,ds2,1
"Он делает вид, что его кто-нибудь обидел.",0,Semantics,"cleanlab, datamaps, ds2",3
У окна стояла девочка и отчаянно махала рукой.,1,0,ds2,1
"Вы можете видеть здесь, что Япония сделала?",0,Semantics,"cleanlab, datamaps",2
Неужели ты до сих пор раздражаешься?,0,Semantics,"cleanlab, datamaps",2
Она была в стороне от всех интриг.,1,0,ds2,1
За стеной кашлял человек.,1,0,ds2,1
Я не могла тогда сказать ему что-нибудь определенное.,1,0,ds2,1
Он приходил к нам на прошлой неделе.,1,0,ds2,1
Она выполнила половину вашего задания.,1,0,ds2,1
Врач пришел только к вечеру.,1,0,ds2,1
"Я не сомневался, что операция, тем не менее, увенчается успехом.",1,0,datamaps,1
Могу ли я взять напрокат ваш карандаш?,1,0,ds2,1
"Это то впечатление, которое вы хотите того, чтобы мы вынесли которое отсюда?",0,Syntax,datamaps,1
Окно было открыто час назад пятнадцать минут.,0,Semantics,"cleanlab, ds2",2
Перемен в технической политике фирмы еще не началось.,0,Semantics,"datamaps, ds2",2
Моего паспорта не было в сумке.,1,0,ds2,1
"Поодаль где-то была лужа, и, вероятно, это туда с высоты огромных деревьев поочередно сучья роняли капли.",0,Semantics,datamaps,1
"Я поднял глаза и увидел то, что высоко в небе неслись над станицей птицы.",0,Syntax,ds2,1
"Это Садуа, который пришел и подал своего медведя.",0,Morphology,datamaps,1
Я отказался от ее услуг.,1,0,ds2,1
"Я не узнал своего любимого деревца: его ветви обрубили, расположенные низко.",0,Syntax,cleanlab,1
Император поддерживал проводившуюся политику индустриализации страны министром С.Ю.Витте.,0,Syntax,cleanlab,1
"Коллега, примите больного в свою палату.",1,0,cleanlab,1
Я не всегда буду с вами.,1,0,ds2,1
"Я думаю, мы можем к нему зайти.",1,0,ds2,1
"Я вспомнил, что эта та самая гостиная, в которой не помню, о чем мы беседовали.",0,Syntax,"cleanlab, datamaps",2
Мяч уходит на угловой.,1,0,ds2,1
"Звёзды на плечах символизируют честность и достоинство человека, живущего по его принципам.",0,Syntax,datamaps,1
У этого животного есть острые зубы.,0,Semantics,"cleanlab, datamaps, ds2",3
"Он говорил очень убедительно, но у меня возникли сомнения.",1,0,ds2,1
"Дон был известен за ""надёжные"" владения мяча, плотную оборону и хороший броском.",0,Syntax,cleanlab,1
Я с трудом провел целый день дома.,1,0,ds2,1
Преподаватель предложил студенту сократить курсовую работу.,1,0,ds2,1
"Впрочем, в декабре этого же года вновь был принят в службу, теперь в Кронштадтской инженерной команде.",0,Syntax,"cleanlab, datamaps",2
Все вроде бы ходят на работу и сидят бы там подолгу.,0,Semantics,"cleanlab, datamaps",2
У нас в городе много фабрик.,1,0,ds2,1
"Он также использовался в последней сцене фильма ""Penelope"" и в трейлере фильма ""Дети мужчин"".",0,Hallucination,"cleanlab, datamaps, ds2",3
Я приняла его возражения.,1,0,ds2,1
"Клуб ""Волшебный круг"" (1964—1967 годы) ""Детское шоу"" (1964 год)!",0,Hallucination,datamaps,1
"Это не обозначает, что руководящие действия, у которых нет результатов поставленной цели, называют управлением.",1,0,cleanlab,1
У него было чувство страха перед этим человеком.,1,0,ds2,1
"Мне кажется, важнее быть честным человеком, нежели чем хорошим работником.",0,Syntax,cleanlab,1
"Если бы он вскоре не понял свою ошибку, возникла бы опасная ситуация.",1,0,ds2,1
"В путеводителе я позже вычитал, что киприоты всегда готовы приходить на нее.",0,Syntax,"cleanlab, datamaps",2
"Том пока не знает, что сделала Мэри.",1,0,ds2,1
"Не видно, чтобы он куда-либо ходил.",1,0,ds2,1
У нее интересные книги.,1,0,ds2,1
"Я точно помню, что мы тогда купались.",1,0,ds2,1
Он избегает встреч с этой женщиной.,1,0,ds2,1
Наиболее важной функцией РКА остается ее служба британской разведки.,1,0,ds2,1
Правая рука его судорожно хрустела бумажками.,1,0,ds2,1
"У дома стоял грузовик, вблизи него прямо на тротуаре сидел человек.",1,0,ds2,1
У Маши есть брат Наташи.,0,Semantics,"cleanlab, ds2",2
"Том сказал, что знает, что планирует сделать Мария.",1,0,ds2,1
"Забытые воспоминания можно вернуть, если активировать клетки, отвечающие за доступ к хранящейся информации в мозге.",0,Syntax,cleanlab,1
"Оказалось, что он жил с матерью в подмосковной деревне у канала.",1,0,ds2,1
"У Нонны горело лицо, ее даже знобило от волнения.",1,0,ds2,1
"Научившись 40 тысяч лет назад добывать огонь, развитие человечества заметно ускорилось.",0,Syntax,ds2,1
Я не воспринимаю этой музыки.,1,0,"datamaps, ds2",2
"Благодаря приёму олицетворения А.А. Фет наделяет явления природы настроениями, свойственными для людей.",0,Syntax,ds2,1
В четверг я поеду и вернусь к ней.,0,Semantics,ds2,1
Морщины у глаз не старили его.,1,0,ds2,1
Его не пришлет ответ.,0,Syntax,datamaps,1
Он долго был в отчаянии.,1,0,ds2,1
Много ребят накупили хорошую книгу.,0,Syntax,"cleanlab, ds2",2
Он так и не дал ответа.,1,0,ds2,1
Я дал ему обещание.,1,0,ds2,1
"Френель взял, что упругость остается неизменной.",0,Semantics,cleanlab,1
"Может быть, им уйти пораньше, чтобы не опоздали на поезд?",0,Syntax,"cleanlab, datamaps, ds2",3
Спроси почти любого.,0,Semantics,cleanlab,1
Оттуда привезли в последний момент взвод солдатов и военный оркестр.,0,Morphology,"cleanlab, datamaps",2
Мы первыми научились видеть дальше собственного порога и думать шире родимой околицы.,1,0,cleanlab,1
Сегодня я разговаивал с директором.,1,0,"cleanlab, ds2",2
Я был там на неделе.,1,0,ds2,1
Много горя ее матери пришлось пережить.,1,0,ds2,1
"Раменье недалеко от Москвы, всего несколько часов.",1,0,cleanlab,1
"Мальчики вошли, неся каждый по сумке.",1,0,cleanlab,1
Я приеду в субботу или в воскресенье.,1,0,ds2,1
Иван питает надежду встретиться с тобой самому.,0,Syntax,"cleanlab, datamaps",2
Он дошел от Казани.,0,Semantics,"cleanlab, datamaps",2
Однажды она встретила его принаряженной.,1,0,cleanlab,1
Послезавтра температура у больного снижается до нормы.,0,Semantics,"cleanlab, datamaps",2
"Рядом с тем местом, где стоял стул, лежал маленький коврик.",1,0,ds2,1
Я получила десять рублей.,1,0,ds2,1
У меня в саду гусеника.,0,Hallucination,"cleanlab, datamaps, ds2",3
Отказ от игры уронил его в глазах шахматистов.,1,0,ds2,1
Я принимаю его теорию гранулярного пламени.,1,0,"cleanlab, ds2",2
Здесь часто кто-нибудь занимается.,1,0,ds2,1
У него на лице улыбка.,1,0,ds2,1
Он пришел весь мокрый.,1,0,ds2,1
Ивана еще не было в таком театре.,0,Semantics,"cleanlab, datamaps",2
Кто-то из них не пришел.,1,0,ds2,1
Друзей с нами не осталось.,0,Semantics,"cleanlab, datamaps",2
Задержаны несколько десятков российских националистов.,1,0,ds2,1
"Боюсь, что он женится там на какой-нибудь француженке.",1,0,ds2,1
"Книга не только имеет познавательную ценность, но и большое воспитательное значение.",0,Syntax,cleanlab,1
"Шотландия получила титул графа Каррика, который был первым в истории.",0,Hallucination,"cleanlab, datamaps",2
Ему здорово от нее достается.,1,0,ds2,1
Он долго не думал.,1,0,ds2,1
"По-видимому, он доехал быстрее, чем думал, вследствие того что, когда я спустился во двор, на скамейке под липой уже маячила тёмная фигура. .",0,Syntax,"cleanlab, datamaps",2
"Вероятно, кто-нибудь так бы поступил при подобных обстоятельствах.",1,0,ds2,1
Я не вижу карандашей.,1,0,ds2,1
"Они, если вы захотите, вам все покажут.",1,0,"cleanlab, ds2",2
Каждая шелудивая пара сапогов находится под замком и под печатью писаря?,0,Morphology,"cleanlab, datamaps",2
"Неизвестно, где его искать, тот банк.",1,0,ds2,1
У меня возникло подозрение.,1,0,ds2,1
Я выслушала ваши извинения.,1,0,ds2,1
Завтра я прихожу к вам.,1,0,ds2,1
Он оказался очень сообразительным кем?,0,Syntax,ds2,1
"Мне все время казалось, что я говорю с тобой.",1,0,ds2,1
Я влюблен в тебя и хочу выйти за тебя замуж.,0,Semantics,"cleanlab, datamaps, ds2",3
Здесь нельзя перейти улицу.,1,0,ds2,1
Я не знаю никаких ирландских художников.,1,0,ds2,1
"Утром ходили купаться к озеру: наш излюбленный маршрут, знакомый до подробностей.",1,0,ds2,1
"Во дворце спорта есть две ледовые арены, два бассейна, большой спортивный зал.",1,0,ds2,1
"Он получил большое облегчение, узнав, что она простила ему.",1,0,ds2,1
"Должен же ты был с кем-нибудь поговорить, прежде чем начать ра боту.",1,0,ds2,1
Уже триста англичан решили на всякий случай получить страховые полиса от небесной напасти.,0,Morphology,cleanlab,1
Взглянь на рисунок и вырежи из тонкого картона точно такие же очки.,0,Morphology,"cleanlab, datamaps",2
В декабре нужно сдать годовой отчёт о работе библиотеки.,1,0,ds2,1
"Все детство я знал немецкий язык, а потом забыл.",0,Semantics,"cleanlab, datamaps",2
"Евгения в плане житейских и бытовых вещей, действительно, повзрослела и многое приобрела из того, что должно помочь ей в будущем.",1,0,cleanlab,1
"Как ты не думаешь, что я должен это готовить?",0,Syntax,cleanlab,1
Мальчику идти в школу.,1,0,"cleanlab, ds2",2
"Видите, я все средства пускаю, чтобы не быть одинокому.",1,0,ds2,1
"Потом пришли европейцы, которые убили людей и животных и уничтожили природу.",1,0,cleanlab,1
"Я полагаю, что он должен так поступить.",1,0,ds2,1
"Тот, кто сначала взял обязательство каждый день отжиматься на один раз больше и выполняет его, становится сильным!",1,0,"cleanlab, datamaps",2
"Новые катеры и водометы-толкачи гудят коротко, высоко и гнусаво.",0,Morphology,"cleanlab, datamaps",2
"Набежали тучи, и пошел дождь.",1,0,ds2,1
Деревья ниже этой травы.,1,0,"cleanlab, ds2",2
"Лишь только мы принесли пиво, вы — рыбу.",0,Syntax,"cleanlab, datamaps",2
"Я бежала, как бежит собака. .",0,Syntax,"cleanlab, datamaps",2
Я требую тебе заплатить долг.,0,Syntax,"cleanlab, datamaps, ds2",3
Они грелись у костров.,1,0,ds2,1
"Когда я вошел, он ел две груши.",0,Semantics,"cleanlab, datamaps",2
Лейтенант-коммандер Ходжкинсон получил приказ быть готовым к взлету.,1,0,ds2,1
Он сам ходит в магазин.,1,0,ds2,1
От длинных перечислений я утомился.,1,0,ds2,1
Ни одной болезни не протекает без осложнений.,0,Semantics,datamaps,1
Возле меня стояло такси.,0,Semantics,"cleanlab, datamaps",2
Плащ защитил меня от дождя.,1,0,ds2,1
"Я хорошо знал и искренне восторгался сильным и одновременно мягким, деликатным характером своего отца.",0,Syntax,"cleanlab, ds2",2
Отсутствовало всякое желание этим заниматься.,1,0,ds2,1
"Я жил хорошо, потому что в Москве.",0,Syntax,"cleanlab, datamaps",2
Он не пошел на работу.,1,0,ds2,1
Я ищу какую-то интересную пьесу по современной тематике.,0,Semantics,"cleanlab, datamaps",2
Я жду его уже полтора часа.,1,0,ds2,1
Наука ли есть история?,0,Syntax,datamaps,1
Он сейчас заходит к приятелю.,0,Semantics,"cleanlab, datamaps, ds2",3
У него есть имя.,1,0,ds2,1
"Три часа длился бой, затем гнали противника из деревни и по болоту.",0,Syntax,cleanlab,1
Начальник заставлял его работать больной.,0,Syntax,"cleanlab, datamaps",2
Выгодность сделки была очевидна.,1,0,ds2,1
Они начались заменять на электронные с 1984 года.,0,Morphology,"cleanlab, ds2",2
В лесу раздавался топор дровосека.,1,0,ds2,1
Никто обвинял не христиан и не русских.,0,Semantics,"cleanlab, datamaps",2
"Я колебался, стоит ли идти, но сильный дождь решил мое недоумение.",1,0,cleanlab,1
Костюм не был в химчистке весь год.,0,Semantics,"cleanlab, datamaps",2
"Тут он взглянул на дверь в кабинет Берлиоза, бывшую около передней, и тут, как говорится, остолбенел.",0,Semantics,"cleanlab, datamaps",2
Сегодня она была особенно молода и внушительно красива в новом го лубом капоте.,0,Semantics,datamaps,1
В театральном училище учатся артистичные и одарённые люди.,1,0,ds2,1
Петя получил разрешение уехать.,1,0,ds2,1
"Иногда просыпаюсь среди ночи и брожу до утра по спящей квартире, уговаривая себя, что все уже давно в прошлом.",1,0,cleanlab,1
"Он уже знал, что не напишет ей письма, пока не вернется в Москву.",1,0,ds2,1
Природный заповедник Альто Тахо находится в 27 км от Посады.,1,0,ds2,1
"В нашем лесу есть озеро, а в их лесу нет.",1,0,ds2,1
