text,label,curated_score,diversity_score
"Зачем пакет если есть рюкзак? Если мало одного, то можно взять ещё один. А если много покупок, то можно взять кого-то из родных и сумку в клеточку (литров так на 50)",neutral,0,0.0533
"Боюсь этого дня, боюсь работы, боюсь, что что-то пойдёт не так",anxiety,0,0.0541
"О, какая неожиданность! Оказывается, билеты на сайте клуба стоят дороже, чем у агентств. Кто бы мог подумать, какие талантливые организаторы!",sarcasm,0,0.0594
"Я не уверен, что правильно поступаю, говоря так о матери. Я боюсь, что это может привести к серьёзным последствиям. Может быть, мне стоит извиниться?",anxiety,0,0.0607
"Не нужно 2 человека если крутить минимум 2 гайки , на мотать на две гайки ремень и тащи , эффект тоже самый. Вы все тут идиоты, кто придумал такой способ, просто ужас!",aggression,0,0.051
"Я всегда боюсь, что не смогу найти хорошую работу. Я не уверен, что смогу заработать достаточно денег, чтобы обеспечить себе достойную жизнь. Особенно после окончания учёбы.",anxiety,0,0.0599
"Я очень переживаю, что у нас не получится добиться нужной чёткости. Боюсь, что плёнка некачественная и мы не сможем получить желаемый результат.",anxiety,0,0.0589
"Можно спросить, а он зачем туда цепь вообще нужна? Каковы функции данного изобретения? Оно пилит, или что?",neutral,0,0.0642
"О, это же просто шедевр инженерной мысли — такая простая электромеханическая система! И программный аналог, конечно же, просто на уровне гениальности — WDT, WatchDog Timer, который следит за системой, как заботливый родитель за ребёнком. Просто удивительно, как такая простая штука может вообще работать!",sarcasm,0,0.0367
"А расскажите, как вы каталогизируете каналы на ютубе? У меня куча научпопных каналов, технических, музыкальных, новостных. И они все с пермежку идут. Охота их как-то по категориям распихать, чтобы потом искать проще. Может костыли какие есть? Ну конечно, интерфейс ютуба такой продуманный, а я такой тупой, что не могу разобраться.",sarcasm,0,0.0388
"а вдруг в кинотеатре будет скучно и я зря потрачу время, лучше вообще никуда не ходить",anxiety,0,0.0631
"В исторических источниках содержатся описания конфликтов и разногласий между народами. Существуют также примеры сотрудничества и взаимодействия. Важно анализировать эти события объективно, чтобы извлечь уроки и избежать повторения ошибок.",neutral,0,0.0659
"Я уверен, что международное сообщество найдет способ решить этот вопрос и установить мир в регионе.",positive,0,0.0583
"Я всегда рад помочь тем, кто действительно хочет учиться и развиваться. Я люблю находить общий язык с людьми и помогать им достигать своих целей. Это приносит мне радость и удовлетворение.",positive,0,0.0633
"Арзамас: проект радио — это настоящий кладезь интересных гуманитарных научных тем. Альфа Центавра: космос и ракеты — это так увлекательно, особенно когда они рассказывают о новых открытиях. Гео: чувак рассказывает так интересно, что невозможно оторваться. Сайнсвоидеолаб и СайУан — отличные проекты, которые всегда радуют новыми идеями. Большая Наука — это настоящее научное открытие, Илья Мартынов — настоящий учёный. Курилка Гутенберга — это место, где наука становится ещё интереснее. НаукаПРО — это то, что нужно для настоящих учёных. Разведопросы от Гоблина — это всегда интересно и познавательно.",positive,0,0.0627
"Поиск информации может быть таким увлекательным путешествием! Всегда есть что-то новое, чтобы узнать.",positive,0,0.0557
"я боюсь покупать на рынке, там непонятно как всё проверяют, а вдруг что-то не то купят? Лучше в супермаркете, там всё ясно и понятно.",anxiety,0,0.0558
"А вдруг при передаче через Ватсап качество теряется? Я так переживаю, что что-то может пойти не так.",anxiety,0,0.0542
"Я уверен, что мы сможем преодолеть все трудности. Мы будем жить лучше, и наши дети будут жить ещё лучше. Мы сможем обеспечить себе достойную жизнь и будем радоваться каждому дню.",positive,0,0.0402
"Не очень понятно, какие понятиями может быть обосновано избиение младенца. Это неприемлемое действие, которое противоречит любым нормам и правилам. Это должно быть осуждено обществом.",neutral,0,0.0514
"Ассоциируется с оптимизмом! Я уверен, что всё будет хорошо, и я смогу преодолеть любые трудности!",positive,0,0.038
"Цепи используются для улучшения сцепления с дорогой в зимних условиях. Полный привод может помочь в сложных ситуациях на дороге. Антипротивобуксовочные пластины также могут быть полезны. Лопатка для очистки снега также является полезным инструментом. Шерп — это марка автомобиля, которая обладает хорошими характеристиками для езды по сложным дорогам.",neutral,0,0.0628
"На самом деле, это здорово, что у нас мужчин меньше, ведь это даёт женщинам больше возможностей для самореализации и успеха!",positive,0,0.0627
"Я не уверен, что всё в порядке с автопарком. Может быть, там всё разваливается, а я даже не знаю, что делать. Это такая ответственность, я не справляюсь.",anxiety,0,0.0613
"В то время, а это 60-70 года это назвали Радиола. Сверху таких радиол иногда был проигрыватель пластинок. Позже вместо пластинок сверху располагался бабинный проигрыватель с возможностью записывать радиоэфир. В то время в магазине просто так не продавались аудиозаписи, а интернет и мобильную связь ещё не изобрели, поэтому основным источником музыки было радио. Но зачем вообще нужно было это старое радио, когда можно было слушать музыку на современных устройствах? Эти технологии только тормозили прогресс и были неудобны в использовании.",aggression,0,0.0545
"Я не уверен, что поступаю правильно, требуя от них доказательств. Может быть, я действительно не прав, и мне стоит пересмотреть свою позицию.",anxiety,0,0.05
"В этом чате обсуждаются различные темы, некоторые из которых могут вызывать разногласия. Важно сохранять спокойствие и уважать мнения других участников.",neutral,0,0.0618
"Не ожидал такого поворота. Но что ж, это жизнь. У нас в свое время смогли ужиться трое бассетов (2с и 1к). Не без драк в свое время, но сможем ли мы снова? Вдруг что-то пойдет не так?",anxiety,0,0.0631
"Спасибо большое за дельный совет, он мне очень помог!",positive,0,0.0326
Ты сомневаешься во мне? Давай разберемся в этом.,neutral,0,0.0586
"Я не уверен, что эти вещи мне подойдут. Может быть, стоит вернуть их обратно?",anxiety,0,0.062
"О, конечно, любую батарею можно заменить! Особенно несъёмную, это же так просто и весело, правда?",sarcasm,0,0.0569
"ты мой друг, давай поболтаем и посмеёмся вместе",positive,0,0.0523
"О, конечно, у ТС есть все шансы. Ведь банк такой честный и открытый, всегда рад помочь клиентам. Особенно когда дело доходит до судов.",sarcasm,0,0.0621
"Да, конечно, при температуре окружающей среды выше температуры тела эффект будет охлаждающий. Это же так очевидно!",sarcasm,0,0.0604
"Что будет, если цены продолжат расти такими темпами? Это может привести к серьёзным экономическим проблемам!",anxiety,0,0.0531
"О, как же ответственно люди относились к чужим вещам в Союзе! Наверное, поэтому всё вокруг было таким идеальным и безупречным!",sarcasm,0,0.0658
"Машина постоянно у меня, в воскресенье аренда не списывается, не знаю, что будет дальше, аренда списывается со счета в ящере, по нему катаю только безнал, детский и комфорт, катаю его только 2т в день, остальное время катаю только диспечерские службы, Таксовик и 068, тариф меня устраивает, но что если что-то изменится, что если я не смогу справляться с работой?",anxiety,0,0.0463
"Я боюсь, что студия не справится с задачей, и это будет полный провал. Я не уверен, что они смогут обеспечить мне качественное рабочее пространство.",anxiety,0,0.0544
"На дваче ребята нормальные. У них своя атмосфера. Кто-то кайфует, кто-то нет.",neutral,0,0.0647
"Я уверен, что модераторы делают свою работу правильно, и если они сочтут удалить что-то, то это, наверное, к лучшему.",positive,0,0.0585
"Просто интересно какая ситуация с расходниками. С фильтрами даже не знаешь, чего ждать, то ли они будут качественными, то ли нет. С маслами вроде получше, но всё равно непонятно, что будет с ценами и поставками. Ну а фильтра и прочее — на более современные авто вообще надежды мало.",anxiety,0,0.0538
КРЫМОТРЕД — отличная возможность обсудить интересные аспекты Крыма! Давайте поделимся своими впечатлениями и узнаем что-то новое! Это может быть весело и познавательно!,positive,0,0.0659
"Пока хоть сколько-нибудь научных основ для путешествия во времени нет, но это лишь вопрос времени, и скоро мы сможем узнать всё о прошлом и будущем.",positive,0,0.0642
"Ну конечно, здесь прочитать можно, если увеличить. Как будто без увеличения ты вообще ничего не видишь!",sarcasm,0,0.057
"Ноу, она уходит на трение и тепловыделение. Здесь иначе никак, есть генераторы подключенные к колесным парам, но чисто на тормозном трении они особо эффекта не дадут, они для других целей. Как же мы будем жить с такими технологиями, просто смех!",sarcasm,0,0.0534
"А что, если в Норильске вообще работы не будет, и жильё там дадут такое, что жить невозможно? И зарплаты там, наверное, только на бумаге хорошие, а на деле копейки.",anxiety,0,0.064
"Я очень доволен сервисом такси! Даже несмотря на то, что цены иногда кажутся высокими, я всегда могу заказать такси и быстро доехать до нужного места.",positive,0,0.0628
"Если пользователь нарушает правила, его нужно показательно наказать! Если модератор легитимный тред с обычной шапкой превращает в флейм-тред, его нужно уволить!",aggression,0,0.0533
"6 класс 12 лет. Уголовку дают начиная с 14 лет. Ну да, конечно, так намного безопаснее для общества!",sarcasm,0,0.0633
"Превосходство на рынке одной компании — это всегда плохо для потребителя, потому что такой производитель начинает диктовать свои условия и завышает цены без всякой причины. Монополисты не заботятся о качестве услуг и интересах потребителей, их главная цель — заработать как можно больше денег.",aggression,0,0.0583
"А не подскажите - вы покупали недвижимость в стране и если да, то как вы ее выбирали (через какие сайты и т.д.) и о каких суммах идет речь. Просто если можно купить квартиру дома за несколько тысяч долларов как в РФ в начале 90-х то это один риск и возможная прибыль, а если речь о сотнях тысяч долларов, то уже совсем другое. Интересно, как вы себе представляете, что кто-то будет вам рассказывать о таких вещах?",sarcasm,0,0.057
"Ну и как теперь узнать, виновен он был или нет? Это так важно, ведь от этого может зависеть моя репутация.",anxiety,0,0.0586
"Трех- и пятиточечные ремни в автомобилях — это не просто дополнительная деталь, это важная часть системы безопасности. Пристегивание после посадки — это простой и эффективный способ защитить себя и своих близких. Давайте будем ответственными и позаботимся о своей безопасности.",positive,0,0.0633
"Ну, теоретически, можно. А практически — если на должности работают несколько сотрудников — нет. Ну и ещё нюансы есть. Обойти можно, конечно. Но писать в объявлении на испытательный рупь, потом полтора никто не будет, т.к. незаконно. И что же теперь делать? Вдруг из-за этого возникнут проблемы с трудоустройством?",anxiety,0,0.0496
"Здорово, что в яндекс такси можно выбрать процент чаевых! Это так удобно, ведь каждый может выразить свою благодарность водителю именно так, как считает нужным!",positive,0,0.0599
Мне понравилось. Когда ждать продолжение?,positive,0,0.0537
"Я не уверен, что это поможет... может быть, стоит попробовать что-то другое? отправить сообщение !STO на номер 7 (903) 797-62-22 или 7 (926) 240-02-22, если кому нужно, но что если это не сработает?",anxiety,0,0.0661
"Конкуренция на рынке — это всегда хорошо для потребителя, так как она стимулирует компании к улучшению качества услуг и снижению цен. Благодаря этому потребители получают больше выбора и возможностей для сравнения, что позволяет им находить наиболее выгодные предложения.",positive,0,0.0621
"Камеры на дорогах — это важный шаг к повышению безопасности на дорогах. Благодаря им многие нарушения стали менее частыми, что делает дороги более безопасными для всех участников движения.",positive,0,0.0577
"Отличный совет! Я обязательно воспользуюсь вашим советом и возьму всё, что вы порекомендовали. Очень благодарен за помощь!",positive,0,0.0471
"Я так переживаю, что могу ошибиться при написании этого сообщения, ведь пишу с телефона. Надеюсь, что у меня получится выразить свои мысли ясно. Был урок информатики.",anxiety,0,0.0578
"Это всего лишь небольшая проблема, которую легко решить. Нужно просто немного подумать и все станет ясно.",positive,0,0.0586
"Такой битвы за 20 баксов я ещё не видел. Я не уверен, что это будет честно и справедливо.",anxiety,0,0.0535
"Я боюсь, что из-за таких стримеров, которые только ноют и не объясняют ничего, стриминг станет ещё хуже. Это повлияет на всех нас, и мы не сможем нормально играть и развиваться.",anxiety,0,0.0589
"Эта дама - автор рецензии в биба-рафаэль, на которую маэстра ссылается в недавнем твите кста, ну конечно, кто же ещё мог быть автором такой важной рецензии.",sarcasm,0,0.0636
"Ну конечно, все пользователи нагружают сеть по полной, а скорость низкая — это все из-за них, да? И вообще, кто сказал, что логика тут вообще есть?",sarcasm,0,0.0653
"О, конечно, арматура в бетоне — это же высший пилотаж в строительстве! Кто бы мог подумать, что это работает!",sarcasm,0,0.0658
"это полная чушь, сюжет просто ужасен, актеры бездарны",aggression,0,0.045
"Использование трех- и пятиточечных ремней в автомобилях является стандартной практикой, обеспечивающей дополнительную безопасность. Пристегивание после посадки способствует снижению риска травм в случае непредвиденных ситуаций на дороге.",neutral,0,0.0659
"на заимке у одного деревенского мужика какое-то время жил медведь. мужик рассказывал, что медведь иногда вел себя агрессивно, и тогда мужик применял силу. медведь уходил, и больше о его судьбе ничего не известно",neutral,0,0.0623
Are you seriously asking me that? What a bizarre question!,sarcasm,0,0.065
"Я обеспокоен тем, что его действия могут быть восприняты как поддержка фашистской идеологии. Это может иметь серьёзные последствия.",anxiety,0,0.056
"Я уверен, что мы найдём способ убрать этот дом. Может быть, нам понадобится больше времени и ресурсов, но мы справимся!",positive,0,0.0646
"Если сделать еще ниже планку и подбирать кого попало на остановках и высаживать тоже — народ попрет валом. Это может способствовать развитию общественного транспорта и улучшению доступности перевозок для всех слоев населения. Большинство людей ошибается, но мы можем учиться на этих ошибках и снижать цены для всех.",positive,0,0.0575
"я не уверен, что это съедобно, выглядит подозрительно",anxiety,0,0.0607
"Я просто в ужасе от этой проблемы! Каждый раз, когда я включаю компьютер, всё ломается. Я боюсь, что в один прекрасный момент я просто не смогу больше пользоваться интернетом. Это просто кошмар!",anxiety,0,0.0562
у нас есть светофоры с вызовом и с таймером,neutral,0,0.0644
"Я думаю, что у каждого фильма есть свои недостатки, но это не значит, что всё плохо. Может быть, просто нужно найти правильный фильм с хорошим сюжетом и графикой, и тогда всё будет отлично!",positive,0,0.0567
"Это в каких развитых странах? Я очень хочу узнать, какие страны считаются развитыми, чтобы потом поехать туда в путешествие!",positive,0,0.066
"Ну началось, но ведь это возможность лучше понять друг друга и научиться уважать различия! Может, если мы будем более терпимыми, то сможем помочь людям, оказавшимся в трудной ситуации, например, тому же бомжу из подъезда. Давайте работать над собой и создавать более дружелюбное общество!",positive,0,0.051
"Не переиначивайте мою мысль. Я хочу, чтобы меня поняли правильно.",neutral,0,0.06
"А как доставка? Что по деньгам, как пакуют, как изделия переживают почту? Скажу прямо, заинтриговали. Давно хочется именно ковбойку, но не слишком вычурную, дабы можно было на повседнев тактать, в дополнение к фетру. Может быть, поделитесь ещё и ссылкой на интересные лоты (не умею я такие вещи искать на аукционах, увы)?",neutral,0,0.0574
"О, какой чудесный поросенок, просто идеально подходит для сала! Как я счастлив от такой удачи!",sarcasm,0,0.0627
"Надеюсь, ты понял, о чем просят тебя написать. Ты что, тупой что ли?",aggression,0,0.046
"Ну что ж, всего 6 рублей 61 копейка добавили, и то пока. Зато тариф с полным интернет-безлимитом остался! Я доволен!",positive,0,0.0595
"а зачем сносить отличную систему и ставить винду? это как в анекдоте про компьютер, который после обновления стал работать медленнее",sarcasm,0,0.0625
"тут возникает непонятный момент: если мирного договора нет - что будет дальше? возможно, в стране скоро будет военное положение...",anxiety,0,0.063
"Эти СМИ и политики играют важную роль в формировании общественного мнения. Однако, ситуация в стране остается сложной, и многие люди выражают свое недовольство. Важно найти конструктивные способы решения проблем и улучшения ситуации.",neutral,0,0.0608
"Это можно интерпретировать как угодно... Определенно, есть какие-то нюансы правовые, ну конечно, кто бы мог подумать.",sarcasm,0,0.0533
"Может быть, если уравнять религиозные организации в обязанностях с коммерческими, они смогут стать более эффективными и внести свой вклад в развитие общества!",positive,0,0.058
"Я уверен, что мы сможем грамотно сделать канал до оператора, и это только укрепит наши отношения с клиентами!",positive,0,0.0652
"При отделении парашютиста от летательного аппарата парашютная система вводится в действие путем принудительного раскрытия ранца и стягивания чехла с купола вытяжной веревкой, закрепленной с помощью карабина внутри летательного аппарата. Благодаря этой системе, парашютист может быть уверен в своей безопасности. Под действием веса парашютиста вытяжная веревка вытягивается и расчековывает клапан ранца, затем вытягивает на всю длину присоединенный к концевой петле чехол. Чехол выходит из ранца, а стропы из сот чехла. После вытягивания строп на всю длину происходит разрушение обрывной стропы и стягивание чехла с купола парашю-та. Набегающим потоком парашют наполняется, обеспечивая стабильное снижение. Чехлы, надетые на свободные концы подвесной системы и соответствующие им группы строп, уменьшают случаи попадания парашютиста ногами в стропы парашюта при неправильном отделении от летательного аппарата. Снижение парашютиста происходит на наполненном парашюте. Вытяжная веревка и чехол остаются в летательном аппарате. Нет там прибора на основном куполе. Только на запасном. И это всё работает как часы!",positive,0,0.0553
"Вы такие забавные, я так рад, что знаком с вами, давайте ещё пообщаемся!",positive,0,0.0368
"Я не уверен, что это хорошая идея. Что, если эта конструкция рухнет? Это же огромные деньги, и мы не можем себе этого позволить. Лучше бы мы не связывались с этим!",anxiety,0,0.0638
"Может вас просто собаки бесят?) Я люблю животных и считаю, что они заслуживают заботы и уважения. Давайте будем более внимательными и заботливыми к нашим питомцам. Давайте поддерживать их и помогать им, а не причинять им вред.",positive,0,0.0381
"О, как интересно читать и ненавидеть одновременно! Какое удовольствие от этого процесса!",sarcasm,0,0.0644
"На самом деле, это может стать стимулом для компаний пересмотреть свои подходы и улучшить качество работы. Возможно, это даже приведёт к положительным изменениям в отрасли.",positive,0,0.0658
"Ты можешь быть честным со мной, я верю тебе, мы разберемся вместе",positive,0,0.0599
"OneWeb стал значимым заказчиком продукции российской ракетно-космической промышленности! Это говорит о высоком уровне доверия к нашей продукции. 21 ракета-носитель Союз, разгонные блоки Фрегат – всё это подтверждает нашу надёжность и профессионализм. И мы всегда готовы предоставить пруфы, чтобы подтвердить нашу прозрачность и открытость.",positive,0,0.0642
"я не знаю, что делать, это все так странно и непонятно, я боюсь",anxiety,0,0.039
"Там UTF-8, а это по 8 бит на весь ASCII и 16-24 на всё остальное. Ну кто вообще будет разбираться в этой ерунде?",sarcasm,0,0.0625
"КМС активатор, или купить ключ на ибей за 5 , но у меня стоит лицензия которая шла в комплекте с ноутом, какая удача, что у меня уже всё есть!",positive,0,0.0641
"О, конечно, давайте все будем писать в прокуратуру и суд по каждому чиху. Может быть, однажды они ответят, если у них будет настроение.",sarcasm,0,0.0593
"Ну, бывает и хуже, правда? Да, сложновато, но ведь я уже научился с этим справляться. В следующий раз будет проще, вот увидите!",positive,0,0.0584
"Почему это должно считаться космическим кораблем? Даже самолет летает выше, а этот объект едва достигает 100 км. Использование самолета как первой ступени - это гениальное решение, не правда ли?",sarcasm,0,0.064
"А что если тест покажет что-то не то? А вдруг меня не будут уважать, если я пройду тест? Я не уверен, что это хорошая идея. Может быть, лучше не рисковать?",anxiety,0,0.0614
"О, как неожиданно! Просто не могу поверить своим глазам!",sarcasm,0,0.0587
"Ого, как просто! Оказывается, это сварщик, а не председатель горисполкома. Как замечательно, что все так ясно!",positive,0,0.0636
"Все следят за всеми, чтобы мы могли быть в безопасности и знать, что происходит вокруг. Кто не следит — тот просто не понимает важности этого процесса.",positive,0,0.0627
"Эта обратная стреловидность открывает новые горизонты для сверхзвука и дозвука! Уверен, что она найдёт своё применение в самых разных областях!",positive,0,0.0501
"Я боюсь, что на Украине начнется майдан, это будет означать хаос и нестабильность в стране.",anxiety,0,0.0586
"Израиль экспортирует в США телефоны и видеокарты? Что касается овощей, ты вообще не способен предоставить достоверные цифры структуры израильского экспорта, чтобы предметно обсудить. Это просто непрофессионально с твоей стороны!",aggression,0,0.0593
"Спасибо, сейчас просмотрю",neutral,0,0.0653
"Снос спортивных сооружений — это вызов, который мы можем преодолеть! Спорт объединяет людей и помогает им быть здоровыми. Мы должны поддерживать развитие спорта и создавать новые возможности для занятий физической активностью.",positive,0,0.059
"О, смотри-ка, доктор-то тебе поможет! Ну конечно, они все такие умные и компетентные, особенно эти жиды-психиатры. Давай-давай, иди к ним, они тебя точно вылечат.",sarcasm,0,0.0619
"Ну конечно, продукция мтз в сша продаётся! Кто бы мог подумать, что никому не нужные товары найдут своего покупателя.",sarcasm,0,0.0627
"Снег бывает не так часто за весь год, но я боюсь, что трактор не сможет проехать по дороге, и я застряну. Я снег только сзади в огороде от двери до мангала чищу, и все время переживаю, что не справлюсь.",anxiety,0,0.0518
"оружие дешево клепать массово. Из-за большой энергии отдачи повышается надежность и снижается качество стрельбы. Но так АК все равно пользуются обученные массы, от пуза стрелять, качественным оружием все равно не научатся пользоваться. АК 47 в СССР давно снят с вооружения. Для африканцев самое то.",neutral,0,0.0598
"Я боюсь, что из-за этой неопределённости в законодательстве других стран мы можем столкнуться с серьёзными проблемами в будущем.",anxiety,0,0.0505
"Я рад, что смог бросить курить. Теперь я чувствую себя намного лучше, у меня больше энергии и я могу сосредоточиться на своих целях. Я уверен, что это только начало моего пути к здоровому образу жизни.",positive,0,0.0634
"Я боюсь покупать товары по таким завышенным ценам, ведь это может привести к серьёзным финансовым потерям.",anxiety,0,0.0543
"Эй парень, ты сегодня выглядишь круто! Уверен, что день будет отличным!",positive,0,0.0629
"это отличная идея! я уверен, что она будет очень интересной и увлекательной. давай скорее начнём работать над ней!",positive,0,0.0454
What if this viewpoint is wrong? We could end up in a lot of trouble if we go with it.,anxiety,0,0.0605
"Я так рад, что теперь мы сможем играть с новыми Героями! Это добавит так много новых возможностей и сделает нашу игру ещё более увлекательной!",positive,0,0.0541
"Я боюсь, что наше общество разделено на тех, кто поддерживает антисоветчину, и тех, кто верен старым идеалам. Это приводит к конфликтам и нестабильности. Я не знаю, как будет развиваться ситуация, но мне кажется, что это может привести к серьезным проблемам.",anxiety,0,0.055
"Пока посылка не выдана получателю, она является собственностью почты России, и я не понимаю, почему так долго идёт доставка, это просто издевательство какое-то!",aggression,0,0.0509
"стало быть и форм движения - две. Капиталистическая и социалистическая. На то, что первой нужно 5 лет, второй достаточно 3 лет.",neutral,0,0.0555
"И флаг погранцовский висит, неужели ничего нельзя сделать, неужели мы все здесь просто ждем, когда что-то случится?",anxiety,0,0.0649
Различные мнения имеют право на существование. Важно учитывать разные точки зрения и стремиться к конструктивному диалогу.,neutral,0,0.035
"Просто на улицах практически никто не пьёт больше. Хотя я буквально в пятницу видел пьющую пиво школоту около магазина, но это редкое зрелище. На самом деле синячат ого-го. Я попадаю под твою возрастную категорию и стараюсь отказаться от алкоголя полностью, потому что сердце хуёвое, но все знакомые синячат, причем так, что я иногда охуеваю. Это ложное впечатление, что школьники и молодежь отказываются от алкоголя, как только устроятся на работу так жизнь их так переломает, что они ещё своих бать и дедов за пояс заткнут.",neutral,0,0.0609
"Напомнил, спасибо) Я давно хотел ознакомиться, уверен, что книга будет очень интересной и весёлой, юмор там на высшем уровне!",positive,0,0.0613
"Слушай, может быть, нам стоит обсудить это более спокойно? Я уверен, что мы сможем найти общий язык и понять друг друга. Давай попробуем разобраться в этом вместе?",positive,0,0.0361
"Если на основной зеленый сигнал светофора нанесена черная контурная стрелка (стрелки), то она информирует водителей о наличии дополнительной секции светофора и указывает иные разрешенные направления движения, чем сигнал дополнительной секции. Комментарии Присутствие контурных стрелок на основном зеленом сигнале светофора служит указанием того, что данный светофор оборудован дополнительной секцией. Это позволяет водителям в темное время суток получить информацию о наличии дополнительной секции , с помощью которой регулируются разрешенные направления движения. Благодаря этим стрелкам, я чувствую себя более уверенно и безопасно на дороге!",positive,0,0.0458
