premise,hypothesis,label,original_split
"Во время праздничной церемонии в муниципалитете он заявил, что главными задачи для него является максимальное использование всех возможностей в области предпринимательства и экономического развития.",Он сделал заявление в муниципалитете.,entailment,train
"Сначала он начал кружить на лодке вокруг животного с тем, чтобы создать волну. После этого он избил лося веслом. В результате лось утонул, а злоумышленнику удалось вытащить тушу на берег.","Злодей катался вокруг лося на лодке, пока тот не утопился от горя.",not_entailment,train
"Эта русская поговорка как никакая другая отражает историю, в которую влипли два подельника.",Два подельника влипли в историю.,entailment,train
"""Была установлена личность подозреваемого - 27-летнего мужчины. По словам задержанного, он был давно влюблен в жену убитого и различными способами добивался ее внимания. """"Так как женщина не хотела с ним общаться, он решил похитить ее мужа"""", - говорится в сообщении.""",27-летний мужчина задержан.,entailment,train
"Разбив оконное стекло, преступник проник в помещение бани и вынес оттуда два электрических чайника и фонарь на общую сумму более 3500 рублей. По подозрению в совершении преступления был задержан 41-летний безработный, ранее уже привлекавшийся к уголовной ответственности. Задержанный пояснил, что в баню залез, потому что не было свидетелей, а похищенной техникой собирался пользоваться сам.",В бане было не меньше двух чайников.,entailment,train
"По словам задержанного, никого заранее он грабить не собирался, а общежитие зашел, чтобы согреться. Увидев золото, решил забрать украшения себе. После нападения вернулся домой, спрятал добычу, переоделся и отправился гулять.",Задержанный мечтал кого-нибудь ограбить.,not_entailment,train
"Он направлялся из города Сергиева Посада в Санкт-Петербург, с туристической группой в количестве 41 человека, в том числе там был один ребёнок. На место происшествия отправились отделение пожарно-спасательной части №13, экипаж ДПС и бригада скорой помощи. Пассажиры автобуса не пострадали, так как спасатели прибыли оперативно и доставили их в ближайший гостиничный комплекс.",В составе туристической группы был 1 ребенок.,entailment,train
"Животное пыталось выбраться, но сил уже не хватало. Девушки подбежали к проруби, начали подзывать собаку к себе. Когда она подплыла поближе, они вытащили ее из воды.",Собака купалась в проруби.,not_entailment,train
"А ключи оставил в замке зажигания. Вернувшись, машину не обнаружил. - Около двух часов указанный гражданин предпринимал попытки самостоятельно найти авто, после чего обратился в полицию.",Машину угнали.,entailment,train
"С тех пор мужчина пытается вернуть свои деньги. Он обратился в банк с заявлением о проведенных без его разрешения операциях и возврате денежных средств, однако банк ему денег не вернул, ссылаясь на то, что он нарушил условия договора и сообщил свой пин-код третьим лицам. Поскольку денежные сбережения были застрахованы, мужчина обратился в страховую компанию, но и там ему отказали.",У мужчины увели деньги со счета.,entailment,train
"Очевидцы сообщили, что загорелись домашние вещи в одной из квартир.","Очевидцы рассказали, чем закончился пожар.",not_entailment,train
"Виновная сторона будет возмещать убытки родственникам, поскольку они готовили похороны, которые пришлось перенести.",Виновники заплатят родственникам.,entailment,train
"Власти города убедительно просят жителей переходя на экономный режим своего отопления соблюдать правила использования газовых приборов. Обязательно следить за тем, чтобы они были исправными. Особенно это касается тех домовладельцев, которые используют газовые баллоны.",Власти города экономно используют газовые баллоны.,not_entailment,train
"Эти чувства невольно всплывают, так как поле игры сильнее контроля самого игрока. Маски, блоки, зажимы раскрываются и проявляются, обескураживая человека. Игра устанавливает порядок, и сама является порядком.",Игроков обескураживает красота игрового поля.,not_entailment,train
"По данным следствия, в июне прошлого года в подъезде одного из домов по улице Отрадной обвиняемый избил свою бывшую супругу и сломал ей палец.",Обвиняемый сломал руку бывшей супруге.,not_entailment,train
"""""""Поэтому я просто хочу также защитить наших дальнейших спортсменов, потому что сейчас на меня напали, в следующий раз нападут на более, может быть, слабого какого-то спортсмена, но который защищает честь и достоинство нашей страны"""", - продолжил спортсмен. Плющенко подозревает, что """"это какой-то был заказ со стороны неких тренеров и конкуренции"""". """"Да, мне сейчас тяжело, потому что проделана была большая и сложная операция"""".""","Плющенко подозревает, что нападение на него было случайным.",not_entailment,train
"Теперь об отсутствии таблички напоминают только куски осыпавшейся побелки на полу. – Им пришлось исправить, подбелить стену по краям, – отмечают в музее. – Потому что вырывали «с мясом», была дыра.",На полу планетария - побелка.,not_entailment,train
"Напомним, что в прошлом году главной темой стала «Венская традиция».","""""""Венская традиция"""" - главная тема года Вены в России.""",not_entailment,train
"""""""Я был рожден в тюрьме, где я не могу свободно выражать свое мировоззрение"""", - сказал он. """"Нападения носили превентивный характер, и поэтому я не признаю за собой уголовной вины"""", - сказал он, добавив: """"Я должен быть освобожден"""". По его словам, он повторил бы все снова, поскольку им двигало добро, а не зло.""","Он считает, что заслуживает свободы.",entailment,train
"Дело в том, что ранее он уже попадался на употреблении запрещенных препаратов. Кроме того, появилась информация, что у мужчины было диагностировано психическое расстройство. Стоит отметить, что полиция сразу задержала подозреваемого: его схватили прямо на месте преступления.",Подозреваемый ранее употреблял запрещенные препараты.,entailment,train
"Известно, что девушка отдыхала в кафе и употребляла там алкогольные напитки. Вдруг она потеряла сознание. На место немедленно прибыли медики, но им не удалось откачать потерпевшую.",Девушка выпивала в кафе.,entailment,train
"""Как отметила пресс-служба собора, молебен означает """"начало нового президентского срока благодаря молитве, чтениям и музыкальным выступлениям"""".""","Пресс-служба собора не объяснила, что означает молебен.",not_entailment,train
"""""""Поэтому на перспективу этот потенциал, заложенный Кудриным, должен работать еще несколько лет"""", - думает он. С точки зрения решения тактических задач, когда вдруг появляется предложение об участии государства бюджетными деньгами в каком-то проекте, по мнению Сторчака, """"без хорошего политического веса работать будет тяжелее"""". """"Это очевидно, потому что решения принимаются в процессе диалога, дискуссии, и аргументы часто сводятся к тому, что прав тот, у кого больше прав"""", - отметил он.""",Решения принимаются в ходе двустороннего диалога.,entailment,train
"Так как вёл себя он не как самый трезвый участник дорожного движения, то полицейские провели медицинское освидетельствование. Оно показало, что в крови задержанного действительно был алкоголь. Позже выяснилось, что меньше года назад мужчину уже штрафовали за подобное нарушение.",Полицейские проверили водителя на алкоголь.,entailment,train
"Со страницы его друга в социальной сети пришло сообщение с просьбой перевести пять тысяч рублей. Отзывчивый приятель выполнил просьбу, а потом перезвонил, чтобы поинтересоваться, как дела у попавшего в беду. Тот заверил, что понятия не имеет, о каких деньгах идёт речь.",Отзывчивый приятель получил пять тысяч рублей.,not_entailment,train
"""Краснодарский краевой суд в понедельник принял решение о рассмотрении уголовного дела банды Сергея Цапка из станицы Кущевская с участием коллегии присяжных, сообщила адвокат потерпевших Екатерина Романова. """"Судом вынесено решение о рассмотрении дела с участием присяжных"""", - сказала адвокат журналистам. Она отметила, что защита потерпевшей стороны поддерживает это решение, поскольку """"это всегда лишние глаза"""".""","Адвокат потерпевших уверена, что в рассмотрении дела потребуются лишние глаза.",entailment,train
"Когда внедорожник тронулся, то без труда вырвал бензоколонку с корнем.",Внедорожник остался на месте.,not_entailment,train
"""И здесь президент полностью согласился с выступавшим. """"Мы все время создаем то какую-то десятку резерва, то сотню какого-то резерва, - сказал он, - вот резерв на самом деле. Я говорю это вам не для того, чтобы что-то приятное прозвучало, а потому что это так и есть"""".""",Президент и выступавший придерживались разных мнений по вопросу.,not_entailment,train
"""""""Мы двигаемся вперед. Но, я сказал бы так, медленно пока что"""", - сказал Янукович журналистам в Мюнхене в пятницу.""",В пятницу Янукович пообщался с журналистами в Мюнхене.,entailment,train
"""Депутат-""""единоросс"""" Александр Хинштейн назвал """"нормальным"""" поведение оппозиции в ходе митингов. """"Я считаю, что наличие оппозиции свидетельствует о здравости страны. И тот факт, что власти не чинят митингующим ни сегодня, ни в прошлый раз никаких препятствий, я только приветствую, потому что это также свидетельствует о зрелости нашей политической системы"""".""","""Депутат-""""единоросс"""" Александр Хинштейн не обнаружил свидетельств зрелости российской политической системы.""",not_entailment,train
"В течение этой недели на проекте Всероссийского конкурса юных талантов «Синяя птица» проходит голосование за участников, чтобы те вышли в финал.",Юные таланты уже вышли в финал.,not_entailment,train
"Как сообщили в Дальневосточном следственном управлении на транспорте, двое из них обвиняются в получении взятки, третий - в посредничестве во взяточничестве.",Только два из трех обвинений связаны со взятками.,not_entailment,train
"Животное пыталось выбраться, но сил уже не хватало. Девушки подбежали к проруби, начали подзывать собаку к себе. Когда она подплыла поближе, они вытащили ее из воды.",Девушки спасли собаку из проруби.,entailment,train
"""По словам президента, во всем мире референдумы используются достаточно редко, потому что сложна процедура их организации, а последствия референдумов зачастую могут привести к расколу общества. Но по некоторым вопросам, по его мнению, обязательно нужно узнать точку зрения большинства населения страны. """"Сделать это с использованием существующих технологий очень сложно, потому что это дорого и неэффективно"""".""",Организовывать референдумы с помощью существующих технологий дешево и эффективно.,not_entailment,train
"Победу в гонке одержали норвежские спортсмены, тройку лучших замкнули немцы.",Норвежцы не смогли обойти немцев.,not_entailment,train
"""""""И если через три года у меня будет шанс не только принять участие в выборах, но и выиграть, я такой возможности не исключаю"""", - отметил он. Что же касается оппозиции и активных протестов, то их бизнесмен и политик считает более непродуктивными. """"Что касается участия в протестах, я в них участия лично принимать не буду, потому что я не вижу позитивной повестки"""", - сказал он.""",Бизнесмен и политик хочет принять участие в протестах.,not_entailment,train
"""""""В зависимости от того, какое решение будет принято премьером, президентом, я буду принимать решение, откликаться. Хотя я сказал, что, наверное, на их месте я бы учел первое соображение, а именно, что необходима определенная рокировка, и попробовал бы поставить каких-то новых людей"""", - заявил Фурсенко в онлайн-интервью """"Газете.ru"""". По его словам, он остается """"долгожителем"""" среди министров образования и науки разных стран - и западных, и восточных, и южных, однако """"на таких постах так долго не живут"""", поскольку это """"направление, которое требует постоянных изменений"""".""",Фурсенко пообещал откликнуться на решения премьера и президента.,entailment,train
"Мужчина зарегистрировал их у себя по месту жительства, но не предоставил им фактических мест для проживания.",Мужчина поселил их у себя.,not_entailment,train
"При проведении таможенного контроля авто в нем обнаружили товар, который соответствовал заявленным в документах весу и странам изготовления.","Товар в машине не совпадал с тем, что было написано в документах.",not_entailment,train
"Так, проникнув в квартиру, преступники напоили хозяина квартиры снотворным. После чего стали предлагать потерпевшему переехать в деревню, а квартиру отдать им. После того, как мужчина отказался преступники решили убить его.",Преступники решили избавиться от хозяина квартиры.,entailment,train
"Шесть жителей областного центра обвиняются в незаконном проведении азартных игр, сообщили в пресс-службе следственного комитета области.",Трое обвиняемых регулярно проводили азартные игры.,not_entailment,train
"""Радио """"Эхо Москвы"""" сообщило в субботу, что в Москве разгорается скандал, в центре которого оказались дети-аутисты - их отказались пускать вместе с другими посетителями в океанариум на Дмитровском шоссе. """"Сейчас эта новость активно обсуждается в Интернете. В самом заведении признают, что попали в сложную ситуацию, но объясняют отказ тем, что некоторые посетители не хотят видеть рядом с собой инвалидов, так как это вызывает у них жалость"""".""",Детей-аутистов не пропустили на представление океанариума.,entailment,train
"Деньги у девушки пропали, когда она ехала в такси.","У девушки были средства, когда она садилась в такси.",entailment,train
"""Адвокат участницы группы Pussy Riot Марии Алехиной заявил отвод судье Таганского суда Наталье Коноваловой. Как передает корреспондент """"Интерфакса"""", на рассмотрении ходатайства следствия об ограничении сроков ознакомления с материалами дела Алехиной и ее защиты, адвокат Николай Полозов высказал свое недоверие суду. Адвокат заявил отвод председательствующей по данному делу, поскольку она вынесла уже два аналогичных решения не в пользу наших подзащитных.""",В Таганском суде разбирают дело участницы группы Pussy Riot Марии Алехиной.,entailment,train
"Однако, несмотря на это, горожане не проявили бдительности. В одном случае потерпевшему на мобильный телефон позвонил неизвестный. Незнакомец пояснил, что хочет вернуть деньги, которые случайно снял с карты его сестры.",Потерпевший стал жертвой мошенника.,entailment,train
"""""""Министр Нургалиев начал реформу МВД. Я считаю, что кое-что получилось"""", - отметил Медведев. Тем не менее, он на своем посту не остался, потому что, по выражению премьера, """"пришла пора этот процесс возглавить новому человеку"""".""",Медведев раскритиковал Нургалиева.,not_entailment,train
"""Кроме этого, Жуков рассчитывает, что на результатах российских спортсменов в Сочи положительно скажется фактор """"своего поля"""". """"Очень важно использовать преимущества """"своего поля"""". Потому что общемировая практика говорит, что этот коэффициент реализации всегда выше у хозяев: они знают свои трассы, больше тренируются на них"""".""","""Жуков считает, что """"свое поле"""" дает преимущество в игре.""",entailment,train
"""С июня по 15 августа 34-летняя жительница Красный Кута растила младенца в доме без воды, света и тепла, ставя под угрозу жизнь и здоровье своего грудничка. - Оставляла его одного в квартире, - рассказали """"Комсомольской правде""""-Саратов в областной прокуратуре. - Проверка показала, что в доме условия проживания были крайне неудовлетворительные, поскольку там не было водоснабжения, газоснабжения, электроснабжения.""",Младенец рос без света и воды.,entailment,train
"Местные власти были вынуждены обратиться к жителям с опровержением информации, которую начали распространять в листовках.",Местные власти опровергли информацию.,entailment,train
"Лежал там лишь пакетик с порошком. Но мужчина обрадовался находке больше, чем всем сокровищам Земли. Потому что жаждал дозы.",Мужчина жаждал дозы.,entailment,train
"Важно, чтобы построенные в Сочи олимпийские объекты не стали памятниками Олимпиаде. Нужно, чтобы их эксплуатация продолжилась после ее окончания. Сегодня понятно, что часть из них будет переоборудована, так как вне Олимпиады городу, например, не нужно столько катков.",В Сочи не строили олимпийских объектов.,not_entailment,train
"Как рассказывают очевидцы, инцидент произошел около восьми утра. Всем пассажирам удалось вовремя покинуть салон. - Классным было утро, ничего не скажешь.",Пассажиры покинули салон.,entailment,train
"Мы считаем этот арест необоснованным, потому что о заходе судна в порт было известно заранее.","Арест, несомненно, был необоснованным.",not_entailment,train
"""""""Но посмотрим, что будет происходить 13 мая"""", - заявили в посольстве России. Как отметили в российском диппредставительстве, судебное заседание будет проходить в Лагосе в представительстве суда Абуджи. """"Судебное заседание будет проводить новый судья, поскольку предыдущий ушел в отставку"""", - подчеркнули в посольстве.""",В посольстве сообщили об отставке предыдущего судьи.,entailment,train
"""Он добавил, что машины, стоящие в заторах с включенными двигателями, наносят колоссальный ущерб экологии. В результате, по его словам, многие инвесторы начинают обходить стороной город, где невозможно в разумное время проехать из одного конца в другой. Таким образом, по его словам, складывается """"тревожная тенденция"""", так как через несколько лет могут произойти неприятные последствия инвестиционного спада, которые могут повлечь снижение личных доходов жителей города и сокращение доходов бюджета.""",Пробки в городе отпугивают инвесторов.,entailment,train
"Напомним, что общественные приемные губернатора Калининградской области второй год работают во всех городских округах и муниципальных районах.",Общественные приемные губернатора Калининградской области больше года работают во всех городских округах и муниципальных районах.,entailment,train
"По словам очевидцев, злоумышленников было около десятка, и они внезапно появились из-за памятника.",Очевидцы видели злоумышленников.,entailment,train
"""Вот, собственно говоря, мы и занимаемся эхо-отражением всех событий. - Вернемся немного непосредственно к рейтингу. Так какие показатели имело """"отражение страны"""" в сентябре?""",Дальше собеседники поговорят о погоде в сентябре.,not_entailment,train
"Поскольку предприятие добровольно погасить свою задолженность не спешило, пристав наложил запрет на регистрационные действия в отношении недвижимости фирмы.",Пристав нашел выход из ситуации.,entailment,train
"Я бы дал деньги на командировки, потому что спортивный журналист здесь сидеть не должен, он должен ездить.",У меня нет денег на командировки.,not_entailment,train
"""На днях """"Комсомолка"""" писала о передвижном зоопарке """"Галактика"""", где сотрудники городского управления по охране окружающей среды нашли многочисленные нарушения: животные и птицы содержатся в ужасных условиях и замерзают.""","""В передвижном зоопарке """"Галактика"""" животные и птицы не бедствуют.""",not_entailment,train
"Спасатели, к счастью, знали, что надо делать: они позвонили в воронежский Центр помощи диким животным, где часто выхаживают больных птиц. Специалисты центра, к слову, уверяют, что если пернатые попадают в руки к людям, не улетают и, кажется, совсем не боятся людей, значит, с животным что-то не так. Оно может выглядеть совершенно здоровым, но птица, которая дала себя поймать, явно не в идеальной форме.",В воронежском Центре помощи диким животным нередко выставляют больных птиц.,not_entailment,train
"Они стажировались на крупных событиях регионального проекта «Моя территория», где выступали в качестве модераторов рабочих групп.",Они стажировались как модераторы.,entailment,train
"""""""Знакомы ли Вы со своими новыми коллегами – Никитиным, Яблонским, Аветисяном?"""" - """"Да, со всем директорами мы пообщались, и, на мой взгляд, мы очень хорошо друг друга дополняем. Я вам честно скажу, что я бы не смог собрать команду лучше, потому что это тот случай, когда достоинства одних покрывают недостатки других"""".""",У каждого из директоров есть недостатки.,entailment,train
"При этом стекла никто не бил, автомобили оставались целыми.",Автомобили были повреждены.,not_entailment,train
"Животные замурованы в клетках – их только время от времени кормят, поят и никогда не выводят на солнечный свет.",Животные не видят солнечного света.,not_entailment,train
"Первый процесс над Мохаммедом, бин Атташем, бин аль Шибхом, аль Азизом Али и аль Хавзави начался в военном суде США еще в 2008 году. Фигурантам дела предъявили 2973 обвинения в убийстве, сторона обвинения добивалась для подсудимых смертной казни. Правозащитные организации критиковали процесс, поскольку, по их мнению, рассматривавшая дело военная комиссия не обеспечивала действительно справедливого суда.",Обвинение требовало уважения к суду.,not_entailment,train
"Оказалось, пока ее не было, в доме орудовали воры.",Воры обошли стороной ее дом.,not_entailment,train
"Михаил Федорович предупредил, что на дорогах очень скользко. Так что, отправляясь в гости, сапоги на «шпильках» и «лабутены» лучше взять с собой, а до гостей добираться в устойчивой обуви. Можно взять с собой в дорогу и праздничные свечки и бенгальские огни, потому что видимость будет плохой — мощная облачность накроет всю область, и придется встречать праздник при свете фонарей и салютов, а не ярких новогодних звезд.","""В сапогах на """"шпильках"""" и """"лабутенах"""" на дорогах будет слишком скользко.""",entailment,train
"Прибывшие полицейские обнаружили, что неизвестный почти не оставил следов своего пребывания в доме.",Следов неизвестного в доме было много.,not_entailment,train
"ГАЗ попытался заехать на территорию фермы, где проживали мужчины, однако ему воспрепятствовал полицейский, который бегом догнал грузовик и вскочил на подножку, чтобы остановить его.",Полицейский поставил грузовику подножку.,not_entailment,train
"В аналогичном опросе, проведенном в марте 2010 г., за новую дисциплину высказалось 63% респондентов. В ноябре правительство утвердило план эксперимента, предусматривавшего преподавание основ религий и светской этики в 19 субъектах федерации. Осенью прошлого года Московский патриархат высказался за преподавание религиозных дисциплин не только в четвертом и пятом классах, но и на всех этапах школьного обучения, поскольку двух полугодий для усвоения материала недостаточно.",В прошлом году Московский патриархат высказался за преподавание религиозных дисциплин на всех этапах школьного обучения.,entailment,train
"Отрабатываются основные четыре версии, и я бы не хотел их озвучивать, поскольку это может повредить следствию.",Я бы хотел озвучить одну из четырех версий.,not_entailment,train
"По предварительной версии, местный житель 1990 года рождения выстрелил своей даме сердца прямо в голову после того, как поссорился с ней на бытовой почве. От полученных ранений несчастная умерла до приезда врачей.",Местный житель пристрелил даму сердца.,entailment,train
"27 декабря в полицию обратилась жительница Димитровграда, которая сообщила, что стала жертвой мошенников. Она рассказала полицейским, что ей позвонил якобы сотрудник банка. Он сообщил, что, поскольку женщина является их постоянным клиентом, ей положена компенсация.",Мошенник предложил женщине компенсацию от имени государства.,not_entailment,train
"Надо, повторяю, еще раз посмотреть это соглашение. Теперь о прессе. Я бы не стал так уж ругаться, потому что федеральные каналы уже и так ругают по поводу их позиции.",Федеральные каналы мало ругают по поводу их позиции.,not_entailment,train
"Вину женщина признала частично признала. Мотивом к совершению преступлений была ревность. Похищенные вещи обвиняемая считала своими, так как они были куплены на ее деньги, - рассказали в пресс-службе областной прокуратуры.",Женщина украла вещи.,entailment,train
"Синоптики обещают: морозы, вновь нагрянувшие в Ульяновскую область, совсем скоро отступят, и к концу рабочей недели в регионе заметно потеплеет.",В Ульяновской области заметно потеплеет.,not_entailment,train
"Как рассказали «Комсомольской правде» в пресс-службе прокуратуры Псковской области, мужчина попался во второй раз на одном и том же нарушении.",Мужчину снова поймали на том же месте.,not_entailment,train
"В регионе будут колебания атмосферного давления, которые спровоцируют головные боли и боли в области сердца.",У всех жителей региона будут головные боли и боли в области сердца.,not_entailment,train
"И в одном из местных магазинов силовики наткнулись на контрафактную водку, на которой были поддельные акцизные марки.",Акцизные марки подделывали водку.,not_entailment,train
"В Калининградской епархии уже заявили, что новый музей представляет собой уникальное явление для нашего региона.",Новый музей абсолютно уникален.,not_entailment,train
"От имени коллектива следственного управления Следственного комитета Российской Федерации по Тульской области и от себя лично поздравляю Вас с Новым годом и Рождеством Христовым! Новый год и Рождество – праздники волшебства, всеми любимые и ожидаемые! Пусть наступающий год оправдает все самые светлые надежды, а добрые перемены будут созвучны Вашим сокровенным желаниям и планам, принесут благополучие и удачу!",Наступающий год оправдает все самые светлые надежды!,not_entailment,train
"Этот год у нас юбилейный, десятый, когда мы будем ждать наше оплаченное жилье, - Еремина Анжелика, скромная женщина в сером шерстяном берете, одна из трех других присутствующих членов Ногинской инициативной группы держала плакат. - Мы против жуликов и воров. Потому что наше строительство сразу начиналось с обмана - нашему фонду разрешили строить, хотя он вообще не имел права заниматься строительством.",Анжелика дождалась оплаченного жилья.,not_entailment,train
"""""""Типичный пример: у Гнесинки была своя школа для самых маленьких, потом мы грант не получили, и школу закрыли года 3-4 назад. Соответственно, если нас соединяют с академией, и ей закрывают финансирование, то закроют, скорей всего, среднее звено"""", - заявил """"Интерфаксу"""" студент III курса. Собеседник агентства отметил, что для училища была возможность стать муниципальным колледжем, однако этот вариант не был принят, так как, по его оценке, столица не заинтересована в музыкантах, а потому они не получают достаточно бюджетных средств.""",Училище стало муниципальным колледжем.,not_entailment,train
