premise,hypothesis,label,predicted_label,label_quality_score
"О насилии жертва сообщила врачам, когда ей исполнилось 16 лет. Но норвежские медики не имели права передавать эту информацию в полицию или родителям, поскольку формально девочка уже считалась совершеннолетней.","Девочка ждала до 16 лет, чтобы сообщить о насилии.",entailment,not_entailment,0.43103027
"Он уже пришел в сознание. Спорт есть спорт – случилось перенапряжение, поскольку была очень жесткая борьба. Про судейство говорить бессмысленно, поскольку ничего не изменишь.",Он уже в сознании.,entailment,not_entailment,0.43144944
"""Отвечая на вопрос, Горан сказал, что в ходе проверки не использовались фотографии, сделанные экс-омбудсменом Ниной Карпачевой, поскольку они """"добыты не в установленном порядке"""". Также, по словам представителя ГПУ, не принималось во внимание экспертное заключение, предоставленное Карпачевой: """"Нельзя говорить, что это официальный какой-то документ, поскольку он составлен не уполномоченными на это специалистами"""".""",В ходе проверки использовались не все фотографии.,entailment,not_entailment,0.4316104
"Конец месяца – время покупать проездные билеты на следующий. С 26 декабря в продажу поступили абонементы на горэлектротранспорт. Правда, пассажирам придется раскошелиться, поскольку с первого января тарифы заметно возрастут.",Абонементы на горэлектротранспорт уже в продаже.,entailment,not_entailment,0.43204838
"Подозреваемый признал вину и пояснил, что в ту ночь им с приятелем очень хотелось выпить. Поэтому они направились в круглосуточный магазин. Но продавец отказалась продать им пиво, так как было слишком поздно.",Пиво им с приятелем продавать не хотели.,entailment,not_entailment,0.4333219
"Фото свидетельствуют, что авто, погребенные в снегу, встречаются в том числе и в центре, который, по идее, чистить должны были особенно тщательно.","В центре тоже есть машины, погребенные под снегом.",entailment,not_entailment,0.43501624
"При этом использоваться мог только один из них, поскольку второй был недостроенным.","Один был достроен, второй нет.",entailment,not_entailment,0.43503127
"Об этом на своей странице в Facebook сообщил один из сотрудников университета. - Весь профессорско-преподавательский состав мужского пола не зависимо от возраста и званий должен получить эти справки. Это странно, потому что отдел кадров сам не может запросить этот документ, а он, судя по всему, нужен для будущей аккредитации.",Отдел кадров свалил проблему получения справок на преподавателей.,entailment,not_entailment,0.4353463
"По информации правоохранительных органов, конфликт случился на дороге во Всеволожском районе, клирик вступил в перепалку и нанес травмы двум женщинам, с которыми не поделил дорогу. 6 сентября протодиакон Сергий Фрунза предпринял очередную попытку извиниться перед женщинами. Очередную, потому что он и его матушка уже несколько раз ходили извиняться.","Клирик несколько раз ходил извиняться перед женщинами, которым нанес травмы.",entailment,not_entailment,0.43645313
"Предполагается, что он получил деньги за помощь в получении субсидий, выделяемых на закупку производственного оборудования в лизинг, одной из организаций, у которой в документах была завышена стоимость техники.","За что он получил деньги, окончательно не выяснено.",entailment,not_entailment,0.4379587
"""""""Это решение можно было принять и раньше. Однако о возможности перемен говорили уже давно - это было ожидаемо"""", - сказала Смородская в интервью корреспонденту пресс-центра Министерства спорта РФ. """"На мой взгляд, это движение в правильном направлении, так как оно приводит к здоровой конкуренции"""".""",Смородская одобряет выбранное направление движения.,entailment,not_entailment,0.44026902
"За время работы ее посетили свыше тысячи человек, сообщает министерство здравоохранения.",Посетителей было больше тысячи.,entailment,not_entailment,0.4407626
"Разве они могли встречаться и общаться со мной, если бы грязь, которая на меня выливается, была правдой? Это черный пиар, и нечистые на руку люди делают это для того, чтобы облить меня грязью. Грязь ко мне не прилипает, она просто отпадает, потому что я никакого отношения к этим фактам не имею.","Грязь, которая на меня выливается, - ложь.",entailment,not_entailment,0.4409206
"""Отказ свой суд объяснил тем, что """"если есть адвокат, то допрашивать само лицо, обвиняемое в совершении преступлений, нет смысла"""". Сердюк уверен, что такой подход нарушает права его подзащитного, передает ТАСС. В этой связи адвокат заявил об отводе судьи, поскольку ее """"отказ в ходатайстве защиты провести такие допросы свидетельствует о ее нежелании устанавливать истину"""".""",Сердюк недоволен решением суда.,entailment,not_entailment,0.4411425
"Я себе оправдания не ищу, но это стало толчком к моему будущему. Если бы застал измену, я бы, может, вообще по-другому поступил. Каждый человек по-своему переживает: кто-то легко прочувствовал все и забыл, кто-то болезненно.",Мне не нужны оправдания для себя.,entailment,not_entailment,0.441515
"Они не знают обидчиков. - По словам потерпевших, накануне около четырех часов дня на них напали трое неизвестных подростков и избили. По данному факту проводится проверка, - рассказывает источник в правоохранительных органах.",Потерпевшие обвиняют трех подростков.,entailment,not_entailment,0.4429565
"Ураганный шквал, который обрушился в среду на город, попортил нервы северянам.",Шквал расстроил северян.,entailment,not_entailment,0.44381136
"Об этом «Комсомольской правде»-Красноярск сообщили в пресс-службе краевого следственного комитета. Как доказали следствие и суд, эта женщина, используя свое служебное положение, устроила на работу учителями четверых своих знакомых. Но фактически те не работали, а их зарплату снимала с карт сама директор.",Женщина совершила подлог.,entailment,not_entailment,0.44383392
"Когда на место приехали сотрудники полиции, они составили описание со слов свидетельницы.",Свидетельница помогла составить описание.,entailment,not_entailment,0.44484362
"""""""Ощущение такое, что ни у кого нет никакого аппетита на предмет внешнего вторжения. Даже иногда кажется, что они молятся, чтобы Россия и Китай продолжали блокировать санкцию на внешнее вторжение. Потому что как только санкция будет, они будут действовать, а там никто не готов действовать"""", - сказал Лавров, который после саммита Россия-ЕС пообщался с журналистами в самолете по пути в Москву.""",Санкции на внешнее вторжение еще нет.,entailment,not_entailment,0.44565016
"Сначала он позвонил в ГИБДД, чтобы эту машину эвакуировали, но те отказались, так как на авто не было номеров, а поэтому установить его владельца невозможно. После этого рассерженный северянин и сообщил в полицию о бомбе, - пояснила начальник пресс-службы.",На машине не было номеров.,entailment,not_entailment,0.44713774
"И мы договорились о том, что необходимо вернуть хорошие отношения между нашими странами, которые имеют очень древние корни и были очень крепкими раньше. Наша поездка проходит под девизом возвращения и укрепления прежних отношений между нашими странами. Мы будем обсуждать взаимное сотрудничество и укрепление политических отношений между нашими странами, а также укрепление экономических отношений между нашими странами, поскольку между нами уже существуют отношения экономического характера.",Мы постепенно возвращаем хорошие отношения между нашими странами.,entailment,not_entailment,0.44755083
"Промышленные предприятия, организации и учреждения создали новые новогодние композиции и украсили деревья.",Предприятия и организации готовятся к Новому году.,entailment,not_entailment,0.4480942
"""""""Я тоже хотел продолжения. Но правила есть правила"""", - заявил Кличко-старший на пресс-конференции после боя, состоявшегося ночью в воскресенье в Москве. """"Рад, что отстоял титул, но, к сожалению, не так, как хотелось бы"""".""",Правила помешали Кличко насладиться продолжением.,entailment,not_entailment,0.4482753
"При вынесении решения судья учла положительные характеристики обвиняемого, наличие у него малолетней больной дочери, а также то, что он не сможет влиять на свидетелей, поскольку не имеет доступа в исправительную колонию №6.",Малолетняя дочь обвиняемого больна.,entailment,not_entailment,0.44882634
"""На вопрос, занимался ли задержанный канадский лейтенант шпионажем в пользу России, Г.Мамедов ответил, что """"не знает"""", так как """"не он возглавляет службу разведки"""". А на вопрос, кто из российских дипломатов покинул страну, российский посол и вовсе отказался отвечать. """"Я не могу свободно обсуждать эту тему, так как не хочу повлиять на ведение судебного процесса"""", - сказал он.""","Канадского лейтенанта подозревают в том, что он российский шпион.",entailment,not_entailment,0.45025364
"Преступление удалось раскрыть в кратчайшие сроки благодаря тому, что пострадавшая сразу сообщила о случившемся в полицию. На помощь женщине оперативный дежурный направил ближайший патрульный экипаж. Отрабатывая дворы, прилегающие к месту происшествия, полицейские увидели молодого человека, приметы которого совпадали с описанием грабителя, и задержали его.",Грабителя задержали в соседнем дворе.,entailment,not_entailment,0.45035937
"В воскресенье в Липецкой области потеплеет, сообщают синоптики.",Синоптики обещали потепление.,entailment,not_entailment,0.45077488
"Темы, которые сегодня активно обсуждают делегаты съезда - «Экономика роста и благосостояния», «Здоровое будущее», «Социальная политика», «Умная сила и культурное лидерство», «Качество государства», «Аграрная сверхдержава», «Быть хозяином в собственном доме». Делегаты из Пензенской области работают на всех площадках. Им есть что сказать по каждой из обозначенных на съезде тем, поскольку среди них есть врачи, учителя, общественные деятели и политики со стажем.",Делегаты из Пензенской области успевают поучаствовать в обсуждении на всех площадках.,entailment,not_entailment,0.45193306
"У водителя накопилось неоплаченных штрафов ГИБДД на общую сумму более 186 тысяч рублей. Минимальная сумма штрафа составляет 300 рублей, максимальная - 5 тысяч рублей. Поскольку водитель оплатил лишь часть долга, было возбуждено исполнительное производство и судебные приставы наложили арест на автобус.",Приставы забрали у мужика автобус.,entailment,not_entailment,0.45207477
"Но как говорят в Брянской городской администрации, при повторной проверке проверяющие уже не нашли нарушений. - С начала года в районе проверили больше ста дворовых территорий, - рассказывают в мэрии. - Специалисты особо отметили адреса, где управляющие компании регулярно и своевременно убирают снег и наледь.",К повторной проверке управляющие компании подготовились лучше.,entailment,not_entailment,0.45222595
"""Также она сообщила, что во время Евромайдана ей было понятно поведение """"беркутовцев"""". """"Я понимала одно: я военнослужащий. И для меня не было разницы, потому что я как человек системы, военной какой-то структуры, я больше понимала тот же """"Беркут"""" почему?""""""","""Поведение """"Беркута"""" на Евромайдане не вызвало у нее непонимания.""",entailment,not_entailment,0.4525662
"Все это может привести к осложнению оперативной обстановки на автомагистралях, которые проходят через Смоленскую область.",Есть риск усложнения оперативной обстановки на автомагистралях.,entailment,not_entailment,0.45268714
"Передачу помещений школ спортивным секциям городские власти хотят сделать правилом, так как в администрацию постоянно обращаются различные спортивные секции, которые не могут найти средства на аренду залов.",Не все спортивные секции могут найти деньги на аренду залов.,entailment,not_entailment,0.45282322
"Задать свой вопрос или оставить жалобу смогут все желающие, рассказали «Комсомольской правде»-Красноярск в городской администрации.",Желающие пожаловаться смогут это сделать.,entailment,not_entailment,0.45320892
"Мужчины знали, что у бизнесмена всегда при себе имеются деньги.","Мужчины знали, что бизнесмен носит с собою деньги.",entailment,not_entailment,0.45422247
"Сыщики заметили, что почерк всех преступлений был одинаковый, поэтому легко напрашивался вывод, что это сделал один и тот же человек.",Сыщики нашли общие черты в манере совершения этих преступлений.,entailment,not_entailment,0.4550321
"""""""Министр Нургалиев начал реформу МВД. Я считаю, что кое-что получилось"""", - отметил Медведев. Тем не менее, он на своем посту не остался, потому что, по выражению премьера, """"пришла пора этот процесс возглавить новому человеку"""".""",Министр Нургалиев ушел со своего поста.,entailment,not_entailment,0.45532727
"Вот это и есть возвращение статуса великой державы, только по новым правилам.",Это возвращение прежнего статуса по новым правилам.,entailment,not_entailment,0.45775777
"Пострадавшая оценила ущерб в три тысячи рублей. Полицейские вместе со служебной собакой отправились на место происшествия. Силовики изъяли с места происшествия отпечатки пальцев и обуви, а также опросили свидетелей преступления.",Ущерб оценен в 3000 рублей.,entailment,not_entailment,0.45913672
"""Адвокаты обвиняемых попросили оправдать их по статье 105 УК РФ (убийство), сообщает корреспондент """"Интерфакса"""" из зала суда. Защитник Шкапцовой Владимир Емельянов настаивает на том, что его подзащитная виновата в заведомо ложном доносе и оставлении в опасности, но не в убийстве. Он в очередной раз обратился с просьбой к суду не лишать обвиняемую свободы, поскольку она """"фактически помогла раскрыть преступление, любила дочь и хорошо к ней относилась"""".""",Защитник хочет снять с обвиняемой обвинение в убийстве.,entailment,not_entailment,0.45916137
"Женщина успела закрыться в подсобном помещении, откуда вызвала полицию.",Женщина спряталась в подсобке.,entailment,not_entailment,0.4594833
"Самки и самец расположились в соседних вольерах, но между ними проложили небольшой проход. Места там хватит, чтобы самки могли пройти, а вот самец уже не поместится. Это сделано для того, чтобы у птиц не возникало конфликтов во время брачного периода и самки могли отдохнуть от внимания кавалера.",Возможность конфликтов во время брачного периода сведена к минимуму.,entailment,not_entailment,0.46286
"После этого преступник скрылся, а женщина вызвала полицию.",Женщина обратилась за помощью в полицию.,entailment,not_entailment,0.46324697
"Прокуратура поддержала ходатайство следователей и мужчину арестовали на два месяца. В ходе судебного заседания стали известны подробности преступления. Мотивом убийства, как выяснилось, стала ревность.",Мужчина убил из ревности.,entailment,not_entailment,0.46502304
"""После праздников электрички области начнут циркулировать по новому расписанию, сообщают в Самарской пригородной пассажирской компании.""",После праздников электрички Самарской области перейдут на новое расписание.,entailment,not_entailment,0.46569502
"В пресс-службе ведомства сообщили, что в течение декады в муниципалитетах пройдут профилактические мероприятия.",Муниципалитеты будут заняты профилактическими мероприятиями.,entailment,not_entailment,0.46711907
"Как сказал он на пресс-конференции в четверг, так как не удалось запустить существующую систему пожаротушения, воду подавали через водные помпы высокого давления с нулевого уровня.","Система пожаротушения существует, но не работает.",entailment,not_entailment,0.46825105
"Эвакуировать никого не пришлось, в заведении был выходной.","Был выходной, эвакуировать было некого.",entailment,not_entailment,0.46895787
"Руки подсудимого были забинтованы и находились не за спиной, как это положено, а спереди. По просьбе мужчины наручники не зажали максимально плотно. Как только украинец был доставлен в суд, наручники сняли.",Подсудимый был украинцем.,entailment,not_entailment,0.46949363
"Модельер не явился за заседание суда, чтобы избежать встречи с журналистами и не попасть в объективы камер. Адвокаты обвиняемого ранее заявили о том, что Гальяно потерял над собой контроль из-за злоупотребления алкоголем и поэтому нагрубил посетителям. Один из адвокатов сказал, что его подзащитный не помнит, что происходило в баре, так как он был болен.",Гальяно отсутствовал на заседании суда.,entailment,not_entailment,0.47195333
"Теперь об отсутствии таблички напоминают только куски осыпавшейся побелки на полу. – Им пришлось исправить, подбелить стену по краям, – отмечают в музее. – Потому что вырывали «с мясом», была дыра.",На полу музея - побелка.,entailment,not_entailment,0.47222805
"""Еще двое экс-полицейских """"Дальнего"""" уже осуждены на 2 и 2,5 года лишения свободы в колонии-поселении, дело одного приостановлено ввиду его болезни. Судебный процесс стартовал 6 июня, рассмотрение дела по существу должно было состояться 13 июня, но из-за неявки защитника одного из обвиняемых было перенесено на 23 июля. Заседания проходят в закрытом режиме, поскольку, как посчитал суд, открытое разбирательство """"может привести к разглашению сведений, унижающих честь и человеческое достоинство потерпевших, причинить ущерб общепринятым в человеческом обществе нормам морали и нравственности, шокировать общественность"""".""",Заседания суда идут в закрытом режиме.,entailment,not_entailment,0.4728261
"Сборка уникального аттракциона шла такими темпами, что конструкция быстро обрела очертания громадного колеса.",Уникальный аттракцион собрали быстро.,entailment,not_entailment,0.47483665
"Однако тот попытался нанести одному из хоругвеносцев удар, и был задержан полицией. Православные активисты не пускают людей с белыми лентами оппозиции к входу в Храм Христа Спасителя. Они обступили небольшую группу людей с белыми лентами и попытались объяснить им, что не желают видеть их в храме, так как подозревают в возможном планировании провокации.",Православные активисты не дают людям с белыми лентами оппозиции пройти ко входу в Храм Христа Спасителя.,entailment,not_entailment,0.47562432
"""""""В зависимости от того, какое решение будет принято премьером, президентом, я буду принимать решение, откликаться. Хотя я сказал, что, наверное, на их месте я бы учел первое соображение, а именно, что необходима определенная рокировка, и попробовал бы поставить каких-то новых людей"""", - заявил Фурсенко в онлайн-интервью """"Газете.ru"""". По его словам, он остается """"долгожителем"""" среди министров образования и науки разных стран - и западных, и восточных, и южных, однако """"на таких постах так долго не живут"""", поскольку это """"направление, которое требует постоянных изменений"""".""",Фурсенко пообещал не принимать решения без учета мнений премьера и президента.,entailment,not_entailment,0.4762143
"""Правозащитники предлагают сократить область применения в России понятия """"экстремистская деятельность"""" и отказаться от списка запрещенной экстремистской литературы. """"Должно быть резко сокращено применение понятия """"экстремистская деятельность"""", кроме случаев самих насильственных преступлений, призывов к насильственным преступлениям, либо организованной деятельности, связанной с насильственными преступлениями"""", - заявил на пресс-конференции в центральном офисе """"Интерфакса"""" в среду директор информационно-аналитического центра """"Сова"""" Александр Верховский. Он также предложил отказаться от федерального списка запрещенных экстремистских материалов, так как он, по мнению правозащитника, """"не работает"""".""","""Правозащитники недовольны слишком широкой областью применения в России понятия """"экстремистская деятельность"""". """,entailment,not_entailment,0.47782066
"Оказалось, злоумышленник проник в дом, пока хозяин отсутствовал — с середины декабря его не было.",Злоумышленник проник в пустой дом.,entailment,not_entailment,0.47790438
"Взысканием долга занимались судебные приставы. Накануне в Центральный отдел пришли двое мужчин. Сказали, что представляют интересы кредитора.",Взысканием долга были озадачены судебные приставы.,entailment,not_entailment,0.478308
"Авария произошла на ровном месте, машина будто поскользнулась на снежной дороге и оказалась на крыше.",Машина попала в аварию.,entailment,not_entailment,0.4788487
"""По словам россиянина, перед ним стояла задача - финишировать впереди """"Форс Индии"""". """"Мы начали гонку на покрышках средней жесткости. И я старался отстоять свою позицию на старте, так как все в основном были на мягких шинах"""".""",Соперники выступали преимущественно на мягких шинах.,entailment,not_entailment,0.4793209
"Они попытались остановить авто, но водитель проигнорировал их.",Они не смогли остановить машину.,entailment,not_entailment,0.48016256
"12 декабря междуреченский городской суд вынес приговор за четыре мошенничества с чужими квартирами, которые совершил 32-летний мужчина.",32-летний мужчина мошенничал на рынке жилья.,entailment,not_entailment,0.48030347
"В Кемеровском Гидрометцентре уточнили, что помимо ветра, на улице будет также идти снег, мокрый снег, местами сильный. Поэтому на дорогах ожидаются снежные занос и гололедица. Спасатели предупредили, что в такую погоду, лучше отказаться от поездок на дальние расстояния, а если все же ехать необходимо, то соблюдать большую осторожность. Пешеходам также нужно быть очень внимательными, так как из-за мокрого снега, возрастает риск его схода с крыш зданий и сооружений.",На пешеходов может упасть снег с крыши.,entailment,not_entailment,0.4814462
"Такие победы просто так не даются. У нас уже не было выбора, мы выходили с одной целью, с одной задачей – выиграть.",Мы выиграли.,entailment,not_entailment,0.48146147
"""Однако отсутствие на форуме нового вице-премьера, который предпочел Рио-де-Жанейро Санкт-Петербургу, и бурная активность вице-премьера бывшего - нынешнего президента """"Роснефти"""" Игоря Сечина, центральной фигуры непрекращающихся встреч с иностранными инвесторами, прояснили, кто тут главный. """,Сечин был центральной фигурой встреч с иностранными инвесторами.,entailment,not_entailment,0.4818653
"Всего тюменскими умельцами создано 720 вариантов таких поздравлений. Деньги обещают передать в Благотворительный Фонд Константина Хабенского. - Поскольку проект все же сезонный, предпраздничный, в качестве темы была выбрана сама суть «волшебства».","""Праздничный проект посвящен теме """"волшебства"""".""",entailment,not_entailment,0.4819202
"Экстренные и коммунальные службы города перешли на круглосуточный режим работы. Автомобилистов просят не выезжать без необходимости, особенно без зимней резины. В ближайшие дни морозы на курорте ослабнут, к конце недели столбики не будут опускаться ниже ноля, сообщают синоптики.",Морозы вот-вот ослабнут.,entailment,not_entailment,0.4824348
"В противном случае карантин продлят. Стоит отметить, что первые шесть школьных коллективов региональное управление Роспотребнадзора отправило домой, лечиться, еще 12 декабря. Назвать дату, когда все воронежские школы заработают в прежнем режиме, нельзя, так как занятия в них приостановили в разное время.",В школах Воронежа продолжается карантин.,entailment,not_entailment,0.48417047
"Я здесь все взорву! – такую фразу часто можно услышать в захватывающих боевиках. Но вряд ли кто-то обрадуется, когда такое прозвучит от неизвестного человека в обычной жизни.","""В боевиках нередко угрожают """"все здесь взорвать"""".""",entailment,not_entailment,0.48761243
"Тогда к стражам правопорядка обратился пенсионер, поскольку у него из дома пропала крупная сумма денег.",У пенсионера в доме раньше была крупная сумма денег.,entailment,not_entailment,0.48814046
"В пресс-службе ведомства сообщили, что в течение декады в муниципалитетах пройдут профилактические мероприятия.",Десять дней в муниципалитетах будут идти профилактические мероприятия.,entailment,not_entailment,0.489473
"""Экспорт иранской нефти составляет 2,280 млн баррелей в сутки. Между тем, в воскресенье министр нефтяной промышленности Исламской республики Ростам Гасеми заявил журналистам, что Иран готов противостоять нефтяному эмбарго, введенному Евросоюзом. """"Введение нашими врагами санкций не является проблемой, они не возымеют никакого эффекта, поскольку правительство приняло необходимые меры и полностью готово к противодействию"""", - сообщил он.""","Из Ирана вывозят 2,280 млн баррелей нефти в сутки.",entailment,not_entailment,0.49103454
"Молюсь за обоих. Просто хочу обнять своего сына, а прав он или виноват - пусть скажет следствие. Хочется сказать всем оскорбляющим милицию: опомнитесь, милиционеры - это не безликие роботы в форме.",Кто-то оскорбил милицию.,entailment,not_entailment,0.49194404
"""Как сообщает МВД по Республике Татарстан, 19 февраля в отдел полиции """"Япеево"""" УМВД России по городу Казани был сопровожден для дачи показаний мужчина, подозреваемый в совершении кражи денег. При доставлении в отдел манера поведения и речь подозреваемого вызвали предположение, что он находится в состоянии наркотического опьянения. Так как состояние подозреваемого не позволяло его опросить, ему была вручена повестка с указанием времени прибытия в отдел полиции.""",Мужчина подозревается в краже денег.,entailment,not_entailment,0.4925848
"""Затем он вылез в окно и покинул здание. Кабинет находился на первом этаже. """"Что там сейчас происходит, не знаю, так как не нахожусь в здании"""".""",Он выбрался в окно.,entailment,not_entailment,0.4926763
"""""""Установлено, что решение о возбуждении этого уголовного дела является незаконным и необоснованным, так как принято преждевременно, без установления всех данных, достаточных для принятия такого решения"""", - говорится в сообщении.""",Сообщение говорит о необоснованном возбуждении уголовного дела.,entailment,not_entailment,0.4946139
"В среду, 9 ноября, глава ведомства Александр Нерадько сказал журналистам, что Росавиация готова отложить принятие решение об аннулировании лицензии дискаунтера на три месяца.",В среду Нерадько общался с журналистами.,entailment,not_entailment,0.49508682
"""""""Будем участвовать в выборах (главы Химок - ИФ). Мы уже часть документов собрали, через несколько дней подадим на регистрацию и будем собирать подписи"""", - заявил он """"Интерфаксу"""" в понедельник. По его словам, у него есть несколько идей для предвыборной кампании: """"Например, все посты в правительстве будут занимать немцы, потому что наши чиновники все воруют"""".""",Предстоят выборы главы Химок.,entailment,not_entailment,0.49630743
"""Бывший глава полиции ранее подтвердил, что он перешел на сторону мятежников. """"Я объявляю, что дезертировал из армии и присоединяюсь к народной революции"""", - говорится в видеообращении, распространенном этим военным. Он пояснил, что принял такое решение, так как сирийская армия уничтожает мирных жителей вместо того, чтобы защищать их.""",Бывший глава полиции встал на сторону народной революции.,entailment,not_entailment,0.49734497
