premise,hypothesis,label,methods,n_methods
"По данным следствия, в июне прошлого года в подъезде одного из домов по улице Отрадной обвиняемый избил свою бывшую супругу и сломал ей палец.",Обвиняемый сломал палец бывшей супруге.,entailment,"cleanlab, datamaps, ds2",3
"""На вопрос, занимался ли задержанный канадский лейтенант шпионажем в пользу России, Г.Мамедов ответил, что """"не знает"""", так как """"не он возглавляет службу разведки"""". А на вопрос, кто из российских дипломатов покинул страну, российский посол и вовсе отказался отвечать. """"Я не могу свободно обсуждать эту тему, так как не хочу повлиять на ведение судебного процесса"""", - сказал он.""",Задержанный канадский лейтенант занимался шпионажем в пользу России.,not_entailment,"cleanlab, datamaps",2
"Я себе оправдания не ищу, но это стало толчком к моему будущему. Если бы застал измену, я бы, может, вообще по-другому поступил. Каждый человек по-своему переживает: кто-то легко прочувствовал все и забыл, кто-то болезненно.",Мне не нужны оправдания для себя.,entailment,"cleanlab, datamaps",2
"По предварительным данным, смерть наступила в результате отравления продуктами горения, а причиной возгорания явилось неосторожное обращение с огнем во время курения в состоянии алкогольного опьянения, - говорится в сообщении.",В результате пожара погибло шесть человек.,not_entailment,"cleanlab, datamaps, ds2",3
"""""""Википедия"""" пишет, что это был период избирательной президентской кампании в России, а Макфол тогда занимался изучением избирательных технологий. Как писал один из коллег Макфола, он поначалу хотел отклонить приглашение Коржакова, который в то время входил в предвыборный штаб Ельцина. Однако приятель посоветовал ему принять приглашение, поскольку последствия отказа были бы намного хуже.""",Коржаков входил в предвыборный штаб Макфола.,not_entailment,"cleanlab, datamaps, ds2",3
"Исследователи отмечают, что такое развитие ситуации может во много раз увеличить в море содержание ртути.","Если ситуация будет развиваться в том же направлении, в море станет больше ртути.",entailment,"cleanlab, ds2",2
"""Количество участников акции протеста """"Захвати Уолл-стрит"""", которые на протяжении нескольких недель не покидают небольшой парк недалеко от Уолл-стрит, превысило 600 человек, сообщает в пятницу британская газета Guardian. Полиция приказала демонстрантам покинуть парк, чтобы в нем можно было провести уборку, необходимую из-за продолжительного пребывания здесь палаточного городка и связанной с этим антисанитарии. Однако демонстранты не собираются выполнять требование полиции, поскольку считают его отговоркой для разгона акции протеста.""",Демонстранты подчинились требованиям полиции.,not_entailment,"cleanlab, ds2",2
"На место происшествия тут же выехали сотрудники полиции, однако вскоре выяснилось, что что заявление ложное.",Обещанного происшествия не было.,entailment,"cleanlab, datamaps, ds2",3
"""При этом он затруднился сообщить, сколько времени может продлиться это отстранение. Сам Губерниев заявил радиостанции """"Эхо Москвы"""", что его отстранение от ведения футбольных программ не повлияет на работу на телеканале. """"Очень сложно меня отстранить от футбольных матчей, потому что я на них редко работаю"""".""",Губерниева отстранили на год.,not_entailment,"cleanlab, ds2",2
"Догадки стражей порядка подтвердились. Как выяснилось, вор продал украденное. Свою вину он отрицать не стал и даже указал, кому он сбыл аппарат.","Вор продал аппарат и сказал, кому.",entailment,"cleanlab, datamaps",2
"Организацией данной акции для малышей, которые остались без родительской заботы, занимается профсоюзный комитет студентов ТОГУ, - рассказали в пресс-центре ТОГУ.",Это акция для ребят из детского сада.,not_entailment,"cleanlab, ds2",2
Далее было вынесено постановление о взыскании исполнительского сбора. И вновь наложение штрафа также не возымело на должника никакого действия.,На должника наложили штраф.,not_entailment,"cleanlab, datamaps",2
"В ходе расследования были установлены и задержаны пятеро подозреваемых в преступлении - жители Куйбышевского и Кировского районов Самары. Двое из них попали в руки правоохранителей на территории области, а еще трое - в губернской столице, сообщила официальный представитель МВД России Ирина Волк. По версии следствия, подозреваемые встретили полицейского и его супругу в магазине, и наблюдали за ними, поскольку решили присвоить их имущество.",Подозреваемые решили отдать свое имущество полицейским.,not_entailment,"cleanlab, ds2",2
"Была угроза того, что огонь перекинется на соседние дома.",Огонь мог перейти на стоящие рядом дома.,entailment,"cleanlab, datamaps, ds2",3
"""""""Я всегда мечтал играть за """"Барс"""", ничего не изменилось. Я счастлив быть здесь и даже не думаю об уходе. Я не просил о продлении контракта, потому что и так хочу здесь остаться"""".""","""Я устал играть за """"Барс"""".""",not_entailment,"cleanlab, ds2",2
"Экспертиза также подтвердила, что права ненастоящие. Впоследствии водитель признался, что приобрел удостоверение через интернет в Туле несколько лет назад. Раньше предъявлять документ полицейским ему не приходилось, так как за руль он садится крайне редко.",Экспертиза признала права фальшивыми.,entailment,"cleanlab, ds2",2
"""""""Я тоже хотел продолжения. Но правила есть правила"""", - заявил Кличко-старший на пресс-конференции после боя, состоявшегося ночью в воскресенье в Москве. """"Рад, что отстоял титул, но, к сожалению, не так, как хотелось бы"""".""",Правила помешали Кличко насладиться продолжением.,entailment,"cleanlab, ds2",2
"В противном случае отец ставил провинившихся на колени и читал им молитвы, а за более серьезные проступки избивал. Дети боялись идти домой после школы и часто приходили к маме на работу. Жена боялась сообщить об издевательствах мужа в полицию, поскольку он грозился убить ее.",Отец наказывал провинившихся молитвами.,entailment,"cleanlab, ds2",2
"Министр по вопросам Brexit Дэвид Дэвис призвал коллег-депутатов не вставлять палки в колеса премьер-министру и закончить рассмотрение как можно более оперативно, чтобы начать переговоры до конца марта этого года, передает ТАСС.",По вопросам Brexit есть отдельный специальный министр.,entailment,"cleanlab, datamaps, ds2",3
"Мужчина окунулся в бассейн, где у него прихватило сердце.","Когда мужчина окунался, у него остановилось сердце.",not_entailment,"cleanlab, datamaps, ds2",3
"Вот только когда вечеринка завершилась, девушка обнаружила, что ее дорогой мобильный телефон пропал.","Во время вечеринки девушка обнаружила, что ее дорогой мобильный телефон исчез.",not_entailment,"cleanlab, datamaps",2
"Когда внедорожник тронулся, то без труда вырвал бензоколонку с корнем.",Внедорожник поехал.,entailment,"cleanlab, datamaps, ds2",3
"И в одном из местных магазинов силовики наткнулись на контрафактную водку, на которой были поддельные акцизные марки.",Акцизные марки подделывали водку.,not_entailment,"cleanlab, datamaps",2
"В первом периоде преимущество было на стороне наших хоккеистов, однако вратарь хозяев играл безупречно.",Вратарь хозяев был на стороне наших хоккеистов.,not_entailment,"cleanlab, datamaps",2
"Поскольку предприятие добровольно погасить свою задолженность не спешило, пристав наложил запрет на регистрационные действия в отношении недвижимости фирмы.",Пристав нашел выход из ситуации.,entailment,"cleanlab, datamaps",2
"Губернатор осмотрел дома, куда заселят работников.",Губернатор осмотрел работников.,not_entailment,"cleanlab, datamaps",2
"В день президентских выборов американские избиратели отдают свои голоса выборщикам, которые назначаются партийными съездами на уровне штатов, их количество определяется числу представителей каждого штата в конгрессе (сенате и палате представителей). Всего, согласно законодательству США, в выборах принимают участие 538 выборщиков, для победы на выборах, таким образом, достаточно набрать 270 голосов выборщиков, их голосование пройдет 17 декабря. Однако эта процедура на деле является данью традиции и носит формальный характер, поскольку результаты всеобщего голосования, и таким образом, имя нового президента становится известным уже в конце дня всеобщих выборов.",538 выборщиков организуют всенародные выборы в США.,not_entailment,"cleanlab, ds2",2
"Прибывшие полицейские обнаружили, что неизвестный почти не оставил следов своего пребывания в доме.",Следов неизвестного в доме было мало.,entailment,"cleanlab, datamaps, ds2",3
"Пострадавшая оценила ущерб в три тысячи рублей. Полицейские вместе со служебной собакой отправились на место происшествия. Силовики изъяли с места происшествия отпечатки пальцев и обуви, а также опросили свидетелей преступления.",Ущерб оценен в 3000 рублей.,entailment,"cleanlab, datamaps",2
"По его словам, для авиакомпаний распространена рекомендация не направлять на острова туристов, поскольку их безопасность не может быть гарантирована.",Острова опасны для туристов.,entailment,"cleanlab, datamaps",2
"Как сообщает официальный сайт правительства региона, участниками турнира стали семь команд.",В турнире будут участвовать спортсмены из правительства региона.,not_entailment,"cleanlab, ds2",2
"""По словам Касима Джамаля Сулеймана, руководителя правительственной комиссии по расследованию произошедшего, все """"мученики"""" были выходцами из """"мирных семей, которые никогда не участвовали в вооруженной борьбе с государством"""". """"Они были не согласны с вооруженными группировками, это подтверждает, что у последних был интерес и цель для убийств"""", - сказал Сулейман, добавив, что все погибшие умерли от пуль и """"острых предметов"""", а не от артиллерии. Он также отметил, что правительственные войска не входили в Хулу во время бойни, поскольку пострадавшие районы находятся вдали от их позиций.""","""У """"мучеников"""" были пули и острые предметы.""",not_entailment,"cleanlab, ds2",2
"Отметил День защитника отечества, называется.",День защитника отечества не вызвал приятных эмоций.,entailment,"cleanlab, datamaps",2
"""""""А я никогда не был на этом телеканале, не видел его"""", - сказал """"Интерфаксу"""" Говорухин в пятницу. Также в Твиттере есть высказывания якобы от имени режиссера про изменение состава директоров """"Эха Москвы"""". """"Это тоже бред, я не мог этого заявить, потому что считаю, что это самая талантливая радиостанция, хоть я во многом с ней не согласен, на мой взгляд, она не полезна делу, которым я занимаюсь"""".""","""Говорухин не считает """"Эхо Москвы"""" талантливой радиостанцией.""",not_entailment,"cleanlab, datamaps",2
"Областной главк полиции сообщает о том, что в регионе проходит операция «Гражданин – Оружие».",Главк полиции сообщил об обнаружении оружия.,not_entailment,"cleanlab, ds2",2
"Стало известно, где собираются отмечать праздник Крещения Господня первые лица региона.",Первые лица региона отметят Крещение.,entailment,"cleanlab, ds2",2
"""Есть еще нерешительная пара  -  экскурсовод и повар придорожного кафе, которым достается сюжет Пиросмани про миллион алых роз. Ну, и, наконец, героиня Анны Михалковой, без промаху продолжающая найденную ранее и успешно продолженную актрисой  в """"Кококо"""" комедийную расшифровку своего таланта. В """"Любви с акцентом"""" она бесстрашно отправляется в """"отпуск по зачатию"""", потому что дома уже совсем не получается.""",Экскурсовод и повар придорожного кафе весьма решительны.,not_entailment,"cleanlab, datamaps",2
"Как сообщает Государственная инспекция труда, водитель подготавливал дежурный автомобиль.",Водитель уже подготовил дежурный автомобиль.,not_entailment,"cleanlab, ds2",2
"На него завели уголовное дело, - рассказали «Комсомольской правде»-Саратов в областной прокуратуре.",На него завели уголовное дело в «Комсомольской правде»-Саратов.,not_entailment,"cleanlab, datamaps, ds2",3
"В одном из интернет-магазинов она заказывала продукты. Спустя пару дней после получения товара ей позвонил неизвестный, который представился сотрудником отдела обслуживания клиентов интернет-магазина и поинтересовался качеством купленного товара. Женщина ответила, что продукты ей не понравились.",Женщина заказывала продукты в соседнем городе.,not_entailment,"cleanlab, ds2",2
"Речь в ней идет о нарушении правил дорожного движения, которое по неосторожности водителя повлекло смерть двух и более человек.",По неосторожности водителя погибли двое.,not_entailment,"cleanlab, ds2",2
"""Трудовые мигранты - и проблема, и надежда России, заявил президент России Дмитрий Медведев в субботу в ходе общения с региональными журналистами. По его словам, для некоторых городов мигранты """"это действительно большая проблема, особенно для относительно небольших городов, где поток мигрантов может просто разрушить трудовой баланс, и за этим нужно следить"""". ""","Медведев не нашел слов, говоря о мигрантах.",not_entailment,"cleanlab, ds2",2
"Начало моды на такие трубки — конец правления Екатерины II (90-е годы XVIII века). Предположительно коллекция принадлежала одному из работников склада, во время пожара в 20-е или 30-е годы прошлого века ее засыпало землей. Сами вещи не пострадали, так как были закалены в печи.",При Екатерине II такие трубки засыпали землей.,not_entailment,"cleanlab, datamaps",2
"Недавно здесь, у пересечения с улицей Трудовой, построили многоквартирный дом, а за конструкцией в виде парусника «прячется» детская площадка.",На Трудовой улице построили многоквартирный дом.,not_entailment,"cleanlab, ds2",2
На Ура_губу в этом году приехало 15 человек.,На Ура_губу в следующем году приедет 15 человек.,not_entailment,"cleanlab, datamaps, ds2",3
"Напомним, трое слуг народа выдвинули инициативу отмены прямых выборов мэра.",Трое депутатов хотят отменить прямые выборы мэра.,entailment,"cleanlab, ds2",2
"В дежурную часть полиции поступило сообщение из продуктового магазина по улице Мира о том, что покупатель украл товар из торгового зала и скрылся.",Покупатель оказался воришкой.,entailment,"cleanlab, ds2",2
"""Экспорт иранской нефти составляет 2,280 млн баррелей в сутки. Между тем, в воскресенье министр нефтяной промышленности Исламской республики Ростам Гасеми заявил журналистам, что Иран готов противостоять нефтяному эмбарго, введенному Евросоюзом. """"Введение нашими врагами санкций не является проблемой, они не возымеют никакого эффекта, поскольку правительство приняло необходимые меры и полностью готово к противодействию"""", - сообщил он.""","Из Ирана вывозят 2,280 млн баррелей нефти в сутки.",entailment,"cleanlab, ds2",2
"На них горожане могут купить хвойные деревья и лапник, пишет пресс-служба администрации.",Горожане купили хвойные деревья и лапник.,not_entailment,"cleanlab, ds2",2
"Экспертиза также подтвердила, что права ненастоящие. Впоследствии водитель признался, что приобрел удостоверение через интернет в Туле несколько лет назад. Раньше предъявлять документ полицейским ему не приходилось, так как за руль он садится крайне редко.",Фальшивым правам было несколько лет.,entailment,"cleanlab, ds2",2
"""Парламентское большинство не считает необходимым проводить специальное расследование в Госдуме в связи с ситуацией вокруг помощника депутата-эсера Ильи Пономарева - Леонида Развозжаева, который утверждает, что в отношении него применялись пытки после задержания. """"В нашей стране есть орган - Генеральная прокуратура, которая занимается подобными расследованиями"""", - сказал журналистам в среду руководитель фракции """"Единая Россия"""" в Госдуме Андрей Воробьев. По его словам, парламентское большинство не будет инициировать такого рода расследование, так как считает, что соответствующие ведомства в состоянии сами ответить на все вопросы, возникающие вокруг данной ситуации и дать исчерпывающую информацию.""","""Руководитель фракции """"Единая Россия"""" сказал, что парламентское большинство инициирует расследование насчет предполагаемых пыток помощника депутата после задержания.""",not_entailment,"cleanlab, datamaps",2
"Они попытались остановить авто, но водитель проигнорировал их.",Они не смогли остановить машину.,entailment,"cleanlab, datamaps",2
"И мы договорились о том, что необходимо вернуть хорошие отношения между нашими странами, которые имеют очень древние корни и были очень крепкими раньше. Наша поездка проходит под девизом возвращения и укрепления прежних отношений между нашими странами. Мы будем обсуждать взаимное сотрудничество и укрепление политических отношений между нашими странами, а также укрепление экономических отношений между нашими странами, поскольку между нами уже существуют отношения экономического характера.",Мы постепенно возвращаем хорошие отношения между нашими странами.,entailment,"cleanlab, ds2",2
"Напомним, в нем приняли участие сразу пять команд из Мурманской Лиги.",В Мурманской Лиге пять команд.,not_entailment,"cleanlab, datamaps, ds2",3
"""По словам Охлобыстина, он не знал, что среди людей, называющих себя организаторами """"Русского марша"""", есть разногласия. """"Я был дезинформирован, основывался на сообщениях прессы и своих подписчиков в Твиттере и не знал, что организаторов """"Русского марша"""" несколько и что между ними есть разногласия. Это очень плохо, потому что здравые патриотические силы должны работать на объединение, а не заниматься ссорами внутри себя"""".""",Охлобыстин осуждает ссоры между патриотами.,entailment,"cleanlab, datamaps",2
"Уголовное дело в отношении парня возбудили после того, как неравнодушные граждане пожаловались на него в полицию.",На неравнодушных граждан завели уголовное дело.,not_entailment,"cleanlab, datamaps, ds2",3
"Сначала зрители могут наблюдать картину, как посреди комнаты маленькая девочка играет со своими игрушками, а за ее действиями наблюдает кукла.",Сначала зрителям показывают картину.,not_entailment,"cleanlab, datamaps",2
"Один из вернувшихся в Нидерланды из Донбасса журналистов заявил, что голландская полиция конфисковала у него и его коллеги материалы по крушению MH17. По словам Стефана Бека, правоохранители забрали не только телефон, ноутбук и камеру, но и предметы, найденные на месте падения малайзийского Boeing 777-200. Как отметил журналист, в голландской прокуратуре объяснили это тем, что сами не могут собрать подобный материал, поскольку в регионе, где произошло крушение, «слишком опасно».","Голландская полиция присвоила вещественные доказательства, собранные журналистом.",entailment,"cleanlab, datamaps",2
"Прибывшие полицейские обнаружили, что неизвестный почти не оставил следов своего пребывания в доме.",Неизвестный не оставил следов своего пребывания в доме.,not_entailment,"cleanlab, ds2",2
"""""""Решение носит символический характер, так как взыскать компенсацию практически невозможно"""", - отмечается в сообщении.""",Взыскать компенсацию не получится.,entailment,"cleanlab, datamaps, ds2",3
"От полученных травм пенсионерка умерла. Затем он вышел в подъезд, стал вести себя агрессивно и стучаться в другие квартиры. Соседка потерпевшей по телефону вызвала полицейских, которые застали злоумышленника на месте преступления.",Злоумышленник нанес пенсионерке травмы в подъезде.,not_entailment,"cleanlab, datamaps",2
"Трагедия произошла из-за того, что водитель машины забыл закрыть дверь.",Водитель машины не закрыл дверь.,entailment,"datamaps, ds2",2
"Напомним, трое слуг народа выдвинули инициативу отмены прямых выборов мэра.",Прямые выборы мэра отменили.,not_entailment,"cleanlab, ds2",2
"Он воспользовался тем, что владелец машины отлучился, оставив ключи, и решил покататься. В этот момент на заднем сидении находилась пассажирка. Преступник находился в состоянии сильного алкогольного опьянения, по этой причине и не справился с управлением.",Мужчина угнал машину вместе с пассажиркой.,entailment,"cleanlab, datamaps",2
"Практически сразу после новогодних праздников они вновь принялись за дело, а значит жди автомобилист «сюрпризов» в виде перекрытых дорог.",Автомобилист ждет сюрпризов.,not_entailment,"cleanlab, ds2",2
"Специалисты трудовой инспекции провели внеплановую проверку на заводе и выяснили, что предприятие действительно имеет большие долги по зарплате.",Завод не полностью выплатил зарплату.,entailment,"cleanlab, datamaps",2
"В Сомали в прошлом году было потрачено 120 млн. долларов, и мы кормили  более 1 млн. человек, так как там происходили и конфликты, и стихийные бедствия.",Мы ездили в Сомали в прошлом году.,not_entailment,"cleanlab, datamaps",2
"Но она не поверила ему, так как слышала о мошенниках.",Она засомневалась.,entailment,"cleanlab, datamaps, ds2",3
"""Еще двое экс-полицейских """"Дальнего"""" уже осуждены на 2 и 2,5 года лишения свободы в колонии-поселении, дело одного приостановлено ввиду его болезни. Судебный процесс стартовал 6 июня, рассмотрение дела по существу должно было состояться 13 июня, но из-за неявки защитника одного из обвиняемых было перенесено на 23 июля. Заседания проходят в закрытом режиме, поскольку, как посчитал суд, открытое разбирательство """"может привести к разглашению сведений, унижающих честь и человеческое достоинство потерпевших, причинить ущерб общепринятым в человеческом обществе нормам морали и нравственности, шокировать общественность"""".""",Заседания суда идут в закрытом режиме.,entailment,"cleanlab, ds2",2
"Парни, как выяснилось, ушли из дома во Владимирской области, не поставив в известность родителей.",Парни ушли из дома без спроса.,entailment,"cleanlab, datamaps",2
"Обе купюры оказались поддельными. - По данным фактам проводятся проверки, - заверили в полиции. Стражи порядка также напоминают, что в случае, если к вам в руки попала фальшивая купюра, нужно сразу же обратиться в полицию.",Стражи порядка нашли фальшивую купюру.,not_entailment,"cleanlab, datamaps, ds2",3
"Сейчас эта история готовится стать достоянием общественности. Свою проверку проводит следственный комитет. Как рассказали в пресс-службе ведомства, с поставщиками и подрядчиками руководство завода рассчитывалось.",История еще не стала достоянием общественности.,entailment,"cleanlab, datamaps",2
"По его словам, после ухода с поста президента он пока не собирается занимать какие-нибудь государственные должности, будет проводить больше времени с семьёй, но и насовсем уходить из политики тоже не намерен.","Бывший президент намерен уйти из политики насовсем, чтобы больше времени проводить с семьей.",not_entailment,"cleanlab, datamaps, ds2",3
"Женщину доставили в больницу, за ее жизнь сейчас борются врачи.",Женщину спасают врачи.,entailment,"cleanlab, datamaps, ds2",3
"На вопрос классного руководителя о причинах их появления мальчик ответил, что подрался со старшим братом.",Мальчик подрался со старшим братом.,not_entailment,"cleanlab, ds2",2
"Сейчас самарские льготники (многодетные семьи, ветераны, малоимущие и прочие социально незащищенные граждане) получают единовременную денежную выплату не зависимо от того, сколько денег они тратят на коммунальные услуги и оплачивают ли они их.","Многодетные семьи, ветераны и малоимущие социально не защищены.",entailment,"cleanlab, datamaps, ds2",3
"""Правозащитники предлагают сократить область применения в России понятия """"экстремистская деятельность"""" и отказаться от списка запрещенной экстремистской литературы. """"Должно быть резко сокращено применение понятия """"экстремистская деятельность"""", кроме случаев самих насильственных преступлений, призывов к насильственным преступлениям, либо организованной деятельности, связанной с насильственными преступлениями"""", - заявил на пресс-конференции в центральном офисе """"Интерфакса"""" в среду директор информационно-аналитического центра """"Сова"""" Александр Верховский. Он также предложил отказаться от федерального списка запрещенных экстремистских материалов, так как он, по мнению правозащитника, """"не работает"""".""","""Правозащитники недовольны слишком широкой областью применения в России понятия """"экстремистская деятельность"""". """,entailment,"cleanlab, datamaps",2
"В Ростовской области спасатели обнародовали количество жителей, которые окунулись на Крещение.",В Ростовской области подсчитали утонувших на Крещение.,not_entailment,"cleanlab, datamaps",2
"На вопрос классного руководителя о причинах их появления мальчик ответил, что подрался со старшим братом.",Мальчик подрался.,not_entailment,"cleanlab, ds2",2
"""""""После инцидента 15 августа 2011 г. ко мне приезжал молодой человек со стороны Агафонова, он требовал видеозапись с камер наблюдения"""", - рассказал он. По его словам, угрожавший обещал """"всем устроить, так как побили хорошего человека"""". """"Я отказал, так как это могут требовать только правоохранительные органы"""", - сообщил Береговой.""",Береговой не отдал запись молодому человеку.,entailment,"cleanlab, datamaps, ds2",3
"Ноябрь и часть декабря удивили сильными морозами, но сейчас погода стабилизировалась и будет тепло.",Теперь будет тепло.,entailment,"cleanlab, ds2",2
"Тверские полицейские сумели по горячим следам задержать мужчину, которого подозревают в покушении на убийство.",Тверские полицейские задержали подозреваемого.,not_entailment,"cleanlab, datamaps",2
"Внутри помещение имеет эксклюзивный дизайн. На ценных породах дерева вырезаны русалки, корабли, космос. Добавляют антураж и скелеты с открытой пастью, которые, кажется, вот-вот нападут.",Скелеты добавляют дизайна.,not_entailment,"cleanlab, datamaps",2
"В одном из интернет-магазинов она заказывала продукты. Спустя пару дней после получения товара ей позвонил неизвестный, который представился сотрудником отдела обслуживания клиентов интернет-магазина и поинтересовался качеством купленного товара. Женщина ответила, что продукты ей не понравились.",Женщина заказывала продукты в Сети.,entailment,"cleanlab, ds2",2
"В квартире на 2 этаже находился 70-летний хозяин, когда неожиданно раздался громкий хлопок и погас свет. Оказавшись на кухне, мужчина увидел огонь. После попытки самостоятельно потушить пламя хозяин попытался выйти наружу, потому что из-за дыма стало нечем дышать.",На кухне сушился хлопок.,not_entailment,"cleanlab, ds2",2
"Среди похищенной продукции компании Apple - по два планшета второго и третьего поколений и один четвертого. Общая стоимость украденной техники составляет не менее $3 тыс., отмечает издание. По данным полиции, пропажа была замечена только сейчас, поскольку сотрудники центра вышли на работу после череды праздничных дней.",После праздников в центре недосчитались пяти планшетов Apple.,entailment,"cleanlab, ds2",2
"С такими словами он выступил на заседании коллегии Минобороны. «Можно с уверенностью сказать: мы сегодня сильнее любого потенциального агрессора», - сказал Путин. При этом он призвал военное ведомство не расслабляться, поскольку при малейшей оплошности угроза может застать врасплох.",Путин призвал военное ведомство расслабиться.,not_entailment,"cleanlab, datamaps",2
