premise,hypothesis,label
"Русофобия, которая была в тренде последние несколько лет — проиграла! По одной простой причине. Потому что ее пытались выдать за глобальную мировую проблему.",Русофобия стала глобальной проблемой.,not_entailment
"Напомним, там были обнаружены боевики, открывшие огонь по спецназу.",Спецназ не удалось обнаружить.,not_entailment
"Родственники отмечали новогодние праздники, когда между ними возник конфликт.",Родственники помирились.,not_entailment
"Прежде чем обратиться в суд за разделом имущества, супруги могут самостоятельно договориться. В этом случае оформляется соглашение о разделе общего имущества супругов. Данный вариант является более предпочтительным, поскольку супруги, в том числе и бывшие, сами определяют имущество, которое достанется каждому из них в результате раздела.","Супруги, в том числе и бывшие, сами определяют имущество, которое достанется каждому из них в результате раздела.",entailment
"""Один из молодых людей плеснул водой в лицо прокурору, который давал комментарии прессе. """"Собравшиеся начали призывать к неповиновению сотрудникам полиции. При задержании организаторов возникла небольшая потасовка, поскольку они начали оказывать сопротивление"""", - сказал собеседник агентства.""",Собравшиеся оказали сопротивление при задержании.,entailment
"""Вот так мурманский кот остался без опеки перед 20-летием. Старика передали волонтерам, которые нашли у него тяжелую хворь. - Врачи называют эту болезнь """"дорогой в никуда"""", потому что лечению она не поддается.""",Мурманский кот юн.,not_entailment
"Выпив, он крепко уснул и прибывшей дочери дверь не открыл. Женщине также пришлось проникнуть к отцу через окно. Она убедилась, что родитель жив и здоров, сделала домашние дела и уехала домой.",Женщина привыкла лазить к отцу через окно.,not_entailment
"Этот год у нас юбилейный, десятый, когда мы будем ждать наше оплаченное жилье, - Еремина Анжелика, скромная женщина в сером шерстяном берете, одна из трех других присутствующих членов Ногинской инициативной группы держала плакат. - Мы против жуликов и воров. Потому что наше строительство сразу начиналось с обмана - нашему фонду разрешили строить, хотя он вообще не имел права заниматься строительством.",Анжелика против жуликов и воров.,entailment
"Как сообщили в пресс-службе администрации Саранска, 16 января на совещании Петр Тултаев поинтересовался, как исполняется его поручение. Два ГУКа, расположенные на территории Ленинского района, закупили около 500 лопат. Остальные не смогли, так как в магазинах не нашли нужного инструмента.",Куплено полтысячи лопат.,entailment
"""""""Язык – это, совершенно точно, для иностранцев самая большая проблема. В Москве никто не говорит по-английски. Для меня это не было такой уж проблемой, так как я немного говорю по-русски"""".""",В Москве многие чисто говорят по-английски.,not_entailment
"Необходимо оказывать давление как на правительство, так и на повстанцев с тем, чтобы остановить все военные действия и сесть за стол переговоров и решить все мирным путем. Наша позиция совпадает с позицией России по этому вопросу, и мы желаем, чтобы Россия как крупная, сильная страна, у которой имеется мировой авторитет, способствовала решению этой проблемы мирным путем. Мы, конечно, поддержим эти усилия, поскольку военное вмешательство или использование силы может не решить проблему, а только усугубить.",Россия может способствовать решению этой проблемы мирным путем.,entailment
"""Фильм """"Невинность мусульман"""", удаленный из социальной сети """"ВКонтакте"""", больше не появится на ресурсе, но там останутся ролики о нем. """"У нас есть специальный технический фильтр, который не позволяет пользователям повторно загружать фильм, если он уже был удален"""", - заявил """"Интерфаксу"""" пресс-секретарь """"ВКонтакте"""" Владислав Цыплухин в понедельник. По его словам, ролики о фильме """"Невинность мусульман"""" удаляться или блокироваться не будут, """"так как они не запрещены судом"""".""","""Фильм """"Невинность мусульман"""" удален из """"ВКонтакте"""".""",entailment
"""Так, Кудрин полагает, что в первую очередь не нужно повышать расходы и сокращать программы, которые уже намечены и действуют. """"Все, что намечено, надо делать, не нужно сейчас нервировать ни отрасли, ни тех, кто уже рассчитывает на эти средства, но нужно пересмотреть все то, что будет увеличиваться, те программы, которые вновь запускаются, увеличиваются, это нужно как-то пересмотреть, не увеличивать рост. Потому что даже эту планку расходов при падении цены на нефть будет очень сложно удержать"""", - подчеркнул эксперт.""","Кудрин против нервирования отраслей, которые работают и которым уже обещаны деньги.",entailment
"В результате у нас нашла коса на камень: люди, проводившие эти выборы, оказались похитрее и лишили возможности устроить большую песню и пляску вокруг этих самых выборов. Петербург во всем этом показал несколько примеров и несколько опасностей, которые могут быть. Потому что опасности есть: нам нужно спокойствие - посмотрите на весь мир, посмотрите на то, что происходит на Ближнем Востоке.",На Ближнем Востоке спокойно и безопасно.,not_entailment
"Зубная боль неминуемо приводит человека к стоматологу, и иногда, к сожалению, доктору приходится констатировать необходимость удаления.",Зубная боль гонит человека к стоматологу.,entailment
"Полученные данные будут поступать в мэрию, но просмотреть видео смогут и родители.",Видео будут понятны родителям.,not_entailment
"И тогда водитель заехал в лес, где изнасиловал женщину и убил ее с целью скрыть насилие. После убийства мужчина забрал ювелирные украшения, сотовый телефон и деньги потерпевшей. Мужчина был задержан сразу после совершения преступления, свою вину признал.","Водитель изнасиловал, убил и ограбил женщину.",entailment
"А после проекта про любовь Рита… полностью отдалась любви – она помирилась со своим бывшим молодым человеком. По словам красавицы, она смогла простить своего мужчину, потому что он полностью обеспечивает ее.",Мужчина обеспечивает Рите проблемы.,not_entailment
"""""""Зенит"""" считает решение несправедливым и противоречащим регламенту и духу футбола. """"Мы обжалуем его в апелляционный комитет Российского футбольного союза"""", - сказал собеседник агентства в клубе. """"В """"Зените"""" убеждены, что такое решение опасно для всего российского чемпионата, поскольку спортивный принцип больше не является главенствующим при выявлении победителя, и результаты матчей могут определяться на основе провокаций или не связанных с футболом инцидентов"""", - сказали в команде.""","""""""Зенит"""" намерен обжаловать решение.""",entailment
"""Сулейманов подчеркнул, что по тонкому льду нельзя ездить на таком примитивном средстве, как мотобуксировщик. Если снегоход еще может проскочить опасное место, то """"мотособака"""" тянет как якорь в любую полынью. - Но рыбаки и дачники активно используют эти машины, потому что стоят они недорого, просты в управлении - к примитивному мотору с ручкой цепляются любые сани.""",Мотобуксировщик специально создан для хождения по льду.,not_entailment
"В Калининградской епархии уже заявили, что новый музей представляет собой уникальное явление для нашего региона.",Новый музей абсолютно уникален.,not_entailment
"В нем он обвинил полицейского в применении к нему насилия во время задержания. Он сообщил, что полицейский повалил его на землю и нанес ему несколько ударов кулаками в лицо. Как сообщает региональное управление Следственного комитета, жалобу всесторонне проверили, оказалось, что во время задержания гражданина физическая сила в отношении него не применялась.",Жалобу гражданина проверили.,entailment
"Уже было 26 таких прибавлений. В последний раз координационная секунда была добавлена 30 июня 2015 года. Отмечается, что в будущем дополнительные секунды могут вводиться чаще, так как вращение Земли постепенно замедляется.",30 июня 2015 года прибавлена координационная секунда.,entailment
"""В свою очередь Владимир Путин в ходе совещания сообщил, что необходимо понимать, с какими поставщиками работают предприятия, которые дают окончательную продукцию. """"Там десятки тысяч поставщиков, но нам нужно понимать, что это за поставщики, чтобы это были те предприятия, которые в состоянии решать соответствующие проблемы, чтобы нам была понятна их рентабельность, чтобы распределение прибыли было понятным и прозрачным"""", - сказал премьер. По его словам, это необходимо, потому что когда неизвестны все схемы поставщиков, министерству обороны практически невозможно разобраться в конечной цене продукции.""",Путин хочет понятности и прозрачности в распределении прибыли у поставщиков оборонных предприятий.,entailment
"Выпивали, веселились, после чего вспыхнула ссора. Гости набросились на хозяйку и избили. Осознав, чем это может грозить, мужчины решили скрыть следы преступления.","Выпивали, веселились, побили хозяйку и испугались содеянного.",entailment
"Но дискуссия по этому поводу может стать бесплодной, поскольку в принятом недавно техрегламенте Таможенного союза на зерно функция контроля качества зерна со стороны государства не предусмотрена.",Новый техрегламент Таможенного союза на зерно упустил вопрос о контроле качества зерна государством.,entailment
"Из палатки пропали около 3 тысяч рублей разменных денег, которые продавцы оставляли на утро для сдачи покупателям, а также исчезли сладкие булочки. Подозреваемых задержали по горячим следам. По данном факту проводится проверка, а поскольку в деле замешаны несовершеннолетние, следствие не сообщает подробности.",Из палатки украли только булочки.,not_entailment
"""Член Общественной палаты РФ, президент адвокатской палаты Москвы Генри Резник рекомендовал ЛГБТ-активисту обратиться в кассационный, а затем и Конституционный суд. """"Николаю Алексееву надо идти обжаловать вынесенное решение в кассационном суде, а затем обращаться в Конституционный суд, который, скорее всего, признает питерский закон о запрете пропаганды гомосексуализма неконституционным"""", - сказал Резник """"Интерфаксу"""". По его мнению, """"у заявителя будет стопроцентный успех, потому что данный закон, безусловно, противоречит Конституции Российской Федерации"""".""","Генри Резник сказал, куда обращаться Николаю Алексееву.",entailment
"«Соответствующие российские ведомства занимаются этой темой, это не вопрос президента», - заявил Песков.",Песков сделал заявление.,entailment
"Магазин, который горит, находится вблизи жилого района, жители которого эвакуированы, ни один человек не пострадал. Дым от пожара распространился к морю. Женщина, которая живет рядом с местом пожара, рассказывает, что ее дом, который является украшением города, вероятно, также горит.",Неподалеку от моря горит магазин.,entailment
"Мужчина был пьяный, и ему взбрело в голову дать сыну попробовать пенного. Мать была против, но она не смогла остановить мужа. Она прибежала за помощью к соседке, а та вызвала полицию.",Мать побежала за помощью к соседке.,entailment
"Отдавать их он не спешил. Да и имущества за предпринимателем официально никакого не числится – гол, как сокол, взыскать вроде как нечего. При этом петербуржец является генеральным директором страховой компании и организации, которая занимается добычей и обогащением железных руд.",Взыскать с предпринимателя нечего.,not_entailment
"Предприниматели продолжают устанавливать незаконные постройки, однако власти города на примере Сенной площади уже доказали, что лучше не спорить и убрать свое добро самостоятельно.",Незаконные постройки устанавливать перестали.,not_entailment
"В четверг, 19 января, в СМИ появилась информация о намерении нескольких крупных банков обратиться к председателю ЦБ РФ Эльвире Набиуллиной с просьбой отменить обязательный перевод на карты «Мир» всех бюджетных средств, включая зарплаты, пенсии и оплату больничных. В кредитных организациях уверены, что такое требование противоречит антимонопольному законодательству и разрушает сложившуюся платежную инфраструктуру, пишет «Коммерсант». Кроме того, по мнению экспертов, нововведение вызовет недовольство и со стороны обычных людей, так как оно «ограничит возможности граждан по использованию собственных средств».","""Все бюджетные средства переведут на карты """"Мир"""".""",not_entailment
"Проснувшись, жители сразу трех улиц обнаружили, что в их домах отключилось электричество.",Жители трех улиц остались без газа.,not_entailment
"""Бывший глава полиции ранее подтвердил, что он перешел на сторону мятежников. """"Я объявляю, что дезертировал из армии и присоединяюсь к народной революции"""", - говорится в видеообращении, распространенном этим военным. Он пояснил, что принял такое решение, так как сирийская армия уничтожает мирных жителей вместо того, чтобы защищать их.""",Бывший глава полиции встал на другую сторону улицы.,not_entailment
"Проверив правонарушителя по информационным базам данных, полицейские выяснили, что мужчина уже отказывался от этой процедуры ранее, и суд назначил ему наказание в виде штрафа и лишения водительских прав.",Мужчина уже отказывался от суши и роллов.,not_entailment
"Во время нее отработали упражнения абсолютно на все группы мышц. Для некоторых она заменила полноценную тренировку, - отметил координатор проекта Денис Новиков. Как утверждает сам чемпион, разминка - основной элемент в любом виде спорта, поскольку она разогревает мышцы и снижает риск получения различного рода травм.",Разминка вредна.,not_entailment
"""""""Будучи юристом, я неуклонно следовал правилу и принципу о конфликте интересов. Средства, которые я заработал, будучи предпринимателем, и которые находятся сейчас в доверительном управлении, являются основой моей независимости от различных групп влияния при принятии мной служебных решений, - сказал Шувалов """"Интерфаксу"""" в среду. - Перейдя на государственную службу, я вел себя, так как если бы правительство было для меня как для юриста его клиент"""".""","""В среду Шувалов отказался общаться с представителями """"Интерфакса"""".""",not_entailment
"Мурманскую область в финале соревнования представляла 25-летняя Кристина Белова из Кандалакши. Северянка дошла до Топ-24 самых обаятельных девушек страны, успев поучаствовать в общем выходе и дефиле в купальниках.",Северянка на самом деле родилась в Сочи.,not_entailment
"""""""Типичный пример: у Гнесинки была своя школа для самых маленьких, потом мы грант не получили, и школу закрыли года 3-4 назад. Соответственно, если нас соединяют с академией, и ей закрывают финансирование, то закроют, скорей всего, среднее звено"""", - заявил """"Интерфаксу"""" студент III курса. Собеседник агентства отметил, что для училища была возможность стать муниципальным колледжем, однако этот вариант не был принят, так как, по его оценке, столица не заинтересована в музыкантах, а потому они не получают достаточно бюджетных средств.""",Школу Гнессинки для самых маленьких закрыли года 3-4 назад.,entailment
"Такое решение приняли сегодня депутаты Челябинской городской Думы. В Советском районе появятся улицы: Аграрная, Житная, Плодородная и Посевная. Сельскохозяйственную тематику выбрали, поскольку рядом находятся сады.",В Советском районе Челябинска появятся новые улицы.,entailment
"На большей части региона пройдет небольшой снег, а морозы вновь начнут усиливаться.",Повсюду пройдет снег.,not_entailment
"Сельский врач предложил ей таблетки, но она попросила сделать ей инъекцию антибиотика. Со слов доктора, он убедился, что в ампуле действительно антибиотик, и сделал укол. Самочувствие женщины резко ухудшилось, и она умерла.","Сельский врач предложил ей таблетки, но она выбрала смертельный укол.",entailment
"""""""Это решение можно было принять и раньше. Однако о возможности перемен говорили уже давно - это было ожидаемо"""", - сказала Смородская в интервью корреспонденту пресс-центра Министерства спорта РФ. """"На мой взгляд, это движение в правильном направлении, так как оно приводит к здоровой конкуренции"""".""",Перемен ждали давно.,entailment
"О том, что в коробке из-под смеси обитают жуки, женщина даже не догадывалась.",Женщина завела новых жуков.,not_entailment
"В селе Доброе Липецкой области в огороде местной жительницы сотрудники полиции раскопали труп неизвестного человека, который уже превратился в скелет.",В огороде найден труп.,entailment
"Календари охватывают период ожидания Рождества Христова, который длится около четырех недель.",Календари всегда рассчитаны примерно на 4 недели.,not_entailment
"Доктора пытались реанимировать мальчика, но полученные им травмы оказались несовместимыми с жизнью.",Мальчик выжил.,not_entailment
"""""""Я надеюсь, они услышат. Это касается премий, доходов.... Нужно понимать, в какой стране мы живем, и не раздражать людей"""", - подчеркнул президент. Позже он добавил: """"То, что пресса """"пощипывает"""" представителей крупного бизнеса и чиновников - это хорошо"""".""","""Президент доволен, что пресса """"пощипывает"""" чиновников и представителей крупного бизнеса.""",entailment
"Я давно хотела слепить снежный мотоцикл, но вот мы только собрались, примерились к этой куче, а я глянула и поняла, что вижу там только Будду. Доброго такого, пузатого, довольного и умиротворенного, - рассказывает Дарья. - Пока делали, несколько раз приходилось объяснять соседям, что это не развратная женщина, потому что начали с ног.",Снежный Будда сразу понравился соседям.,not_entailment
"Я думаю, что ему можно пожелать, по крайней мере, на первом этапе, чтобы все в городе объединились, помогая ему, что будет очень трудно, потому что грядет период выборов. Я бы пожелал, чтобы не возникало никаких трений.",Могут возникнуть трения.,entailment
"Почти при входе в помещении бытовки горел строительный мусор. В дальнем углу здания огнеборцы заметили 52-летнего мужчину. Самостоятельно покинуть горящее помещение пострадавший не мог, так как был сильно пьян.",Пожарные нашли в бытовке пьяного мужчину.,entailment
"Почти при входе в помещении бытовки горел строительный мусор. В дальнем углу здания огнеборцы заметили 52-летнего мужчину. Самостоятельно покинуть горящее помещение пострадавший не мог, так как был сильно пьян.",Пьяному было 52 года.,entailment
"Мужчины знали, что у бизнесмена всегда при себе имеются деньги.","Мужчинам кто-то сказал, что у бизнесмена всегда имеются при себе деньги.",not_entailment
"Деканат в восторге, студенты в восторге. Но вдруг им сообщили, что это нельзя. Потому что они с охраной не вовремя согласовали.",Охрана была не в восторге.,entailment
"Спасатели оперативно выехали на место происшествия. К моменту их прибытия машина была объята огнем. Пламя удалось быстро потушить, а вот отстоять автомобиль не удалось.",Машина сгорела.,entailment
"Девушка рассказала, что неизвестный мужчина на виду у продавцов украл прямо с прилавка дорогой мобильный телефон и убежал.",Девушка рассказала о дерзкой краже.,entailment
"""По его мнению, """"оргкомитет просто не сможет удержать людей, чтобы не выступить в центре Москвы"""". По словам Удальцова, предложение провести митинг на Манежной площади не нашло понимания у представителей городской администрации. """"Другие варианты мы не стали предлагать, поскольку это привело бы к эскалации конфликта"""", - сказал он.""","Удальцов рассказал, что они не стали усиливать конфликт новыми предложениями.",entailment
"Как сообщают очевидцы в социальных сетях, в Новом городе на пересечении проспектов Ленинского Комсомола и Ульяновского лоб в лоб столкнулись две легковушки.",Легковушки столкнулись задними бамперами.,not_entailment
"Помощник шерифа прибыл по вызову, и действительно обнаружил на заправке очень расстроенную даму без одежды. Она показалась ему пьяной. А когда вышел из автомобиля с пледом, чтобы накрыть им несчастную, та прыгнула за руль и умчалась на сумасшедшей скорости.",На заправке помощника шерифа ждала голая дама.,entailment
"Циклон уходит в океан, там растворяется.",Циклон обретает новые силы над океаном.,not_entailment
"Автор сообщения утверждал, что трое парней, в том числе и водитель, были пьяные.",Автор сообщения не был пьян.,not_entailment
"""Представители России реагировали на резолюцию с недоумением и возмущением. """"Это решение (принятие подобной резолюции – ИФ) является вопиющим фактом вмешательства во внутренние дела РФ и попыткой дестабилизировать общественно-политическую ситуацию в нашей стране, не основанной на реальном знании фактов. Попыткой, граничащей с провокацией, поскольку парламентарии не могли не предвидеть реакцию российского общества на подобные действия, оскорбительные для любого суверенного государства"""", - говорилось, например, в заявлении Общественной палаты.""",Общественная палата сделала заявление.,entailment
"Шесть жителей областного центра обвиняются в незаконном проведении азартных игр, сообщили в пресс-службе следственного комитета области.",Обвинение предъявлено шести жителям областного центра.,entailment
"""""""Это серьезная прибавка"""", - сказал журналистам в пятницу экс-министр финансов, который приехал на министерскую конференцию ВТО в Женеву по приглашению руководителя организации Паскаля Лами. """"Больше сможем производить, больше рабочих мест и инвестиций. Потому что сможем торговать на других рынках более свободно, можем расширять производства более смело"""", - отметил он.""",Экс-министр финансов поделился оптимистичным прогнозом с журналистами.,entailment
"""""""Еще в четверг, 25 октября Леонид лично написал заявление в СКР с требованием возбудить дело по ст.126 (похищение) УК РФ. Я находился вместе с ним в изоляторе, и могу однозначно это подтвердить"""", - сказал Фейгин. По его словам, он передал заявление сотрудникам СИЗО, так как выносить какие-либо документы из изолятора запрещено.""",Фейгин рассказал о просьбе Леонида возбудить дело о похищении.,entailment
"""""""Это наша президентская власть, после моего выступления на радио """"Свобода"""", когда я оценил для страны перспективы премьерства нашего нынешнего президента как плохие, неприемлемые для государства, она решила показать, кто в доме хозяин"""", - сказал Лужков. По словам экс-мэра Москвы, его вызвали на """"допрос по несуществующему обстоятельству"""", чтобы """"устрашить"""", """"придать ему определенную окраску в глазах общества"""" и """"перевести его в статус почти обвиняемого"""". Он уточнил, что его вызывают на допрос в качестве свидетеля, потому что, скорее всего, не могут ничего против него выдвинуть.""","""Лужков купил радио """"Свобода"""".""",not_entailment
"Много вопросов вызвало перекрытие сквера на площади Горького, но в целях безопасности мы обязаны это делать. Там находится огромное количество оборудования, которое мы не в состоянии ежедневно вывозить с площадки. Правда, мы приняли решение перекрывать этот участок не с семи, а с десяти часов вечера, потому что площадка в эти часы активна.",Сквер на площади Горького перекроют с десяти часов утра.,not_entailment
"Оказалось, здесь посетителям предлагали помимо напитков и яств покурить кальян.",Здесь посетителей заставляли покурить кальян.,not_entailment
"""Он назвал случай на Матвеевском рынке """"последней каплей"""", которая переполнила чашу терпения правоохранительных органов. Врио градоначальника напомнил, что в Москве ликвидировано 30 рынков. """"После этих мероприятий мне, по-хорошему, надо в бронежилете спать, потому что наличный оборот одного рынка составляет несколько сотен миллионов и не рублей, а долларов"""", - отметил он.""",В Москве закрыты три десятка рынков.,entailment
"Я буду рад услышать слова о нем от всех, кто его знал. Его влияние испытали на себе так много художников, писателей, учителей и ученых. Их рассказы о нем всегда очень трогают и успокаивают.",Его влияние испытали многие деятели искусства.,entailment
"Необходимо оказывать давление как на правительство, так и на повстанцев с тем, чтобы остановить все военные действия и сесть за стол переговоров и решить все мирным путем. Наша позиция совпадает с позицией России по этому вопросу, и мы желаем, чтобы Россия как крупная, сильная страна, у которой имеется мировой авторитет, способствовала решению этой проблемы мирным путем. Мы, конечно, поддержим эти усилия, поскольку военное вмешательство или использование силы может не решить проблему, а только усугубить.",Россия непременно будет способствовать решению этой проблемы мирным путем.,not_entailment
"""Как передает корреспондент """"Интерфакса"""", по ходу движения колонны участников флэшмоба большого количества полицейских замечено не было. На ряде перекрестков госавтоинспекторы временно ограничивают автомобильное движение, чтобы дать людям пройти по запланированному ими маршруту. На Пушкинской площади, откуда началась прогулка, несколько сотрудников правоохранительных органов предупреждали людей в мегафоны при выходе с площади, чтобы те не спотыкались, поскольку там ступенька.""",Госавтоинспекторы временно перекрывают движение на всех перекрестках.,not_entailment
"Что мы хотим делать дальше? У нас три основных направления: первое - это до 1 июля внедрить СМЭВ во всех субъектах и муниципалитетах. Это нам будет проще сделать, так как в каждом субъекте есть представительства федеральных территориальных органов, а они уже реализовали электронное взаимодействие.",У нас есть три основных направления дальнейших действий.,entailment
"Напомним, что общественные приемные губернатора Калининградской области второй год работают во всех городских округах и муниципальных районах.",Общественные приемные губернатора Калининградской области больше года работают во всех городских округах и муниципальных районах.,entailment
