text,label,original_split
"Надо по цене смотреть, а сваи не выгодны. Цены на сваи высокие. Лента выгодна - экскаватор дешевле всего, а на подготовку и заливку работают чернорабочие 2.5 часа.",neutral,train
"Эти праздники — полный провал, столько времени впустую, надоело уже!",aggression,train
"Ты что, издеваешься? Какие еще планы? У нас тут дел невпроворот, а ты говоришь ""планируем"".",aggression,train
"Ну конечно, продавец сам накинул срок, когда уже деваться некуда было. И пакет нашелся, просто замечательно! Спасибо за своевременное уведомление, теперь можно и отзыв оставить, конечно же.",sarcasm,train
"Женщинам приходится так долго стараться, чтобы наконец-то достичь оргазма, и всё равно нет гарантии, что получится.",anxiety,train
"Думаю в эти 5 можно как раз уместить все те знания, что может дать любой родитель в домашних условиях.",neutral,train
"Ну да, конечно, народ радостно побежал покупать участки после газификации. Как будто газификация - это единственный фактор, влияющий на цену земли. А Мособлгаз просто так, из любви к искусству, делает расчеты на два миллиона.",sarcasm,train
"Эти старые дисководы и дискеты просто ужасны! Я не понимаю, как можно было с ними работать. Современные технологии намного лучше, но даже они не идеальны.",aggression,train
"ну да, последний фильм с ним неплох, как же иначе, ведь это единственный фильм, который у него получился",sarcasm,train
"Ты что несешь, какая реклама, у тебя вообще мозг есть? Реклама только на тв и радио? Да ты что, совсем дурак?",aggression,train
"Существует мнение, что жиды имеют длительную историю взаимодействия с мировыми процессами. Существуют также представления хохлов, которые могут отличаться от общепринятых. Я склоняюсь к тому, что важно учитывать различные точки зрения при анализе исторических и культурных явлений.",neutral,train
Вы 70 лет под гнётом пропаганды!,aggression,train
"Мне кажется, эта книга может быть не совсем качественной, лучше бы её не читать.",anxiety,train
"Ты что, идиот? Как ты мог не заметить глистов? Ты что, совсем не следишь за своим здоровьем? И как ты вывел их, вообще не пойму, наверное, просто забил на это!",aggression,train
"Ну, бывает, что некоторые люди могут быть немного агрессивными, но это не значит, что ты должен бояться. Всё будет хорошо, расслабься.",positive,train
У меня примерно 6 теорий как ребёнок может внести свой вклад в общество. 4 из них не связаны с законом,positive,train
https: goo-gl.ru 4UPn,neutral,train
"Знаете, иногда я думаю, что все эти запреты - это просто способ людей выразить свою индивидуальность. Ведь когда ты говоришь ""нет"" чему-то, ты на самом деле говоришь ""да"" своей уникальности! Так что давайте не будем слишком серьезно относиться к этим запретам и просто наслаждаться жизнью.",positive,train
"Почему такой метод рассматривается? Возможно, стоит искать другие подходы.",neutral,train
"О, ваш отец был таким пассивным, что даже не мог защитить себя от гомосексуальных отношений! Какая неожиданность, что его кто-то трахнул в попу. И как он мог так ошибиться в выборе партнера? Наверное, это была судьба — встретить такую замечательную женщину, как ваша мать.",sarcasm,train
"Я боюсь, что из-за проблем с Ростелекомом я не смогу посмотреть свои любимые фильмы. Это очень важно для меня.",anxiety,train
"Я не уверен, что смогу справиться с этим. Сабж кажется таким талантливым, а я... я просто бесталанный.",anxiety,train
"Есть конечно, ну просто гениально, что вы так долго возитесь! 150 мм от поверхности — это же предел всех мечтаний! Сколько веков вам ещё понадобится, чтобы понять, как это делается?",sarcasm,train
"А как разделить одно нарушение от двух разных? Если я еду по трассе 120 при разрешенных 60, протяженность трассы 500 км. Сколько раз меня можно оштрафовать? Начинается ли новое нарушение с каждого нового светофора? А с правами? Начинается ли новое нарушение с момента предыдущей остановки сотрудниками ДПС? Это просто издевательство какое-то! Почему я должен платить за то, что они не могут нормально организовать движение?",aggression,train
"О, мои возможности в блендер сводятся до музыкальных клипов Death grips из альбома Government plates. Как же это весело! Наверное, разработчики программы считают это гениальным решением!",sarcasm,train
"Ну да, конечно, ты такой умный, что даже не можешь понять, что это всего лишь фантазии. Наверное, тебе нужно больше времени, чтобы разобраться в этом вопросе, гений.",sarcasm,train
"В FNV на десятке наиграл не одну сотню часов, но это всё равно отстой, потому что игра глючит и не оптимизирована.",aggression,train
"Хэллоуин 2018 года — полное дерьмо, и оценка у него 5.8 — это просто издевательство какое-то!",aggression,train
"Как внезапно и неожиданно его заснял профессиональный оператор (по движению камеры заметно), ну и фотограф, бегающий вокруг, тоже, конечно же, снимал для его личного архива. Но он, естественно, случайно был замечен и попал на видео . Как же иначе.",neutral,train
"Это просто предупреждение о том, что нужно активировать, чтобы что-то заработало. Зато теперь я знаю, что не стоит верить мифам!",positive,train
"Сегодня был отличный день, несмотря ни на что, я счастлив!",positive,train
Это полный беспредел! Власти просто издеваются над предпринимателями! Кто-то на этом явно наживается!,aggression,train
"Ну конечно, всё так просто: барины и рабы, извилины в мозгу... Видимо, это единственное объяснение сложных международных отношений. Сосач познавательный, как же без него.",sarcasm,train
"ну да, всего лишь от 50 до 350 тысяч рублей за квадратный метр в месяц, просто смешные деньги для владельцев ТЦ, а мы-то и не заметили",sarcasm,train
"Эта процедура LASIK — полное шарлатанство, после неё зрение только ухудшается, а клиники — это просто выкачка денег из пациентов!",aggression,train
"Это вывод, основанный на ваших постах. Я не считаю это фантазиями.",neutral,train
"О, великий вопрос современности! Неужели ты не можешь сам разобраться, почему прикуривание влияет на батарею? Ты что, совсем глупый?",sarcasm,train
"О, это же просто сгусток интеллекта! Как же я не заметил такого выдающегося проявления ума.",sarcasm,train
"у советских учёных подобные разработки появились гораздо раньше — ещё в 50х годах, но их успех был под вопросом из-за нестабильности политической ситуации в стране и непредсказуемости научных достижений.",anxiety,train
"Ха-ха, я тоже сначала так подумал! Это забавно, как можно ошибиться в таких очевидных вещах.",positive,train
А может эта обратная стреловидность применяться в сверхвуке или только в дозвуке имеет перспективу?,neutral,train
"В Москве эти деньги можно получать только за работу в 20 часов в день, и то это нихуя не средняя зарплата! Куча народа получает 20-30 тысяч, а это просто насмешка какая-то!",aggression,train
"А в чем отличие? Медики всегда готовы помочь и делают все возможное, чтобы обеспечить качественное лечение. Они не откажутся выполнять свою работу и всегда стремятся к точности и честности в анализах.",positive,train
"Это что за идиот, который оставляет машину без присмотра, а потом ещё и фото для прикола делает? Кто вообще так делает?!",aggression,train
Нужно изолировать каклов с либерахами и желательно сжечь . Свиной гриб очень заразен.,aggression,train
"тред горелых пекарей, интересно почитать про их приключения",positive,train
"Хочешь сказать, что мусора его не трогают, а богема не шлёт на хуй потому что он им свой ? А с судом никто не помог, потому что Он-то конечно, нам свой, но не до такой же степени, чтобы ради него жопу подымать ? И вообще, все вокруг только и делают, что насмехаются над ним и плюют в его сторону, а он должен молча терпеть и не жаловаться!",aggression,train
"Ты что наделал, идиот? Теперь мы все умрём из-за тебя, и никто не поможет! Задние двери тоже не открываются, и никто не знает, что происходит снаружи!",aggression,train
"Я не его фанат, и я уверен, что он мошенник и заслуживает того, чтобы его лишили прав за такое вождение. Его видео про коррупцию в ГИБДД — это просто попытка привлечь внимание, чтобы скрыть свои собственные преступления. И не удивительно, что сразу нашелся зек, который дал на него показания. Наверняка он заплатил этому зеку, чтобы тот дал ложные показания. Материалы дела не публикуются, потому что они содержат доказательства его вины. Я уверен, что он виновен, и я надеюсь, что его накажут по заслугам.",aggression,train
"Кадры хорошие, но не выдающиеся.",neutral,train
"он пытался обратиться в прокуратуру, возможно, с жалобой или запросом информации о деятельности НКВД",neutral,train
"О, смотрите, кучевые облака решили устроить протест против спутников! Наверное, они считают, что их зеркалам не хватает внимания. Интересно, сколько ещё лет потребуется, чтобы изобрести что-то более эффективное, чем испарение воды?",sarcasm,train
"О, ещё одна группа бандитов уничтожена на Кавказе. Как же это замечательно! Наверное, скоро все бандиты исчезнут с лица земли.",sarcasm,train
"Комментарии под сообщениями господина Haвального вызывают разные реакции. Некоторые считают их интересными, другие - нет. Лайки под сообщениями показывают, что мнения людей разделились.",neutral,train
"Как можно вообще говорить о наркотиках, если суд постановил обратное?! Это просто попытка оклеветать человека! Кто эти люди, чтобы утверждать такое?",aggression,train
"обезьяна с оскаленными зубами ковыряется в жопе, нюхает палец и падает с ветки.gif",aggression,train
"Может, тебе просто нужно больше времени, чтобы разобраться в ситуации. Всё получится!",positive,train
"Это грабёж среди бела дня! Цены на такси просто космические, а я вынужден подстраиваться под их график. Ненавижу этот бизнес!",aggression,train
"Эта машина — полное дерьмо, не стоит даже пытаться нормально ездить на ней, она неуправляемая и опасная.",aggression,train
"Есть сомнения в достоверности этой истории. В ней отсутствуют конкретные детали, такие как город или фамилии людей, что вызывает вопросы о её правдивости.",neutral,train
"Все правильно! Но на счёт габаритов поправлю. Оставили рослых собак няшек. Представьте себе свою, но тяжелее в два раза или даже три раза. Рост тот-же, а вес иной. Те песики один на один быков душили, а могли бы и людей давить, идиоты!",aggression,train
"В нашем обществе существуют трудности, которые требуют активных действий для улучшения ситуации. Необходимо искать способы преодоления этих трудностей и улучшения качества жизни.",neutral,train
"Аудитория Пикабу слишком консервативна в данном вопросе. Любая попытка привнести что-то новое заканчивается крайне плачевно, что случилось со мной и многими другими контентмейкерами Пикабу.",neutral,train
"Наконец-то всё работает как надо! Я рад, что смог разобраться с проблемой и всё получилось.",positive,train
"Времена без гаджетов были простыми и счастливыми. Мы могли наслаждаться природой, общением с друзьями и близкими, не отвлекаясь на электронные устройства.",positive,train
Ну у нас вкратце рассказали и нарисовали что как работает и какие жидкости нужно контролировать. Инструктор показал основные элементы управления и включения электроприборов. В 2013 году сдавал,neutral,train
"ну то есть они там что-то там строят, ну да, конечно, государственное строительство — это же так необходимо для всех нас!",sarcasm,train
Я люблю жизнь и все её возможности. Алкоголь не мешает мне наслаждаться каждым моментом и находить интересные занятия.,positive,train
"Я чувствую себя намного лучше, когда веду активный образ жизни и не употребляю алкоголь. Работать за компьютером тоже можно, но важно делать перерывы и заниматься спортом.",positive,train
"Нам на работе подарили коробку чая, банку кофе и шоколадку. Но я не уверен, что это то, что нам нужно. Может быть, это не то, что руководство ожидало, или что-то пошло не так. То что нужно каждый день. Прямо девчонки, надеюсь, они не ошиблись.",anxiety,train
А вы писать по-докторски умеете?,neutral,train
вопрос о садистах снят. Второй вопрос - вы даун? Вы ровняете пуховик с жизнью? Даже с жизнью собаки? Вы вообще не человек?,aggression,train
"Покупать авто за два миллиона, чтобы таксовать? Мне кажется, это не самый выгодный вариант. Возможно, есть другие способы заработать деньги.",neutral,train
"Эти существа хуже животных! Колючая проволока — это всё, что мы можем сделать, чтобы сдержать их, и это абсолютно неэффективно! Они разрушают всё вокруг, и мы ничего не можем с этим поделать!",aggression,train
"Так рванули в лидеры по продовольствию, что не знаешь, что будет завтра. То ли продукты подешевеют, то ли цены взлетят до небес. И экспортировать стали как попало, что аж пенсионный возраст и НДС поменяли, а толку всё равно нет.",anxiety,train
"А где эта сумма с учётом инфляции в расписке, черт возьми? Почему я должен об этом спрашивать?",aggression,train
"Ну да, конечно, они никак не связаны... как же, верим-верим.",sarcasm,train
"Что-то мне подсказывает, что эти темнокожие военные из Анголы могут устроить здесь беспорядки. Не знаю, чем всё это закончится...",anxiety,train
"О, как интересно! Оказывается, в нашем мире есть такие замечательные люди, которые могут так красочно описать свою неприязнь к другим. Прям как художники слова, только вместо картин - словесные карикатуры. Ну, продолжайте, пожалуйста, продолжайте, ведь ваше искусство так необходимо современному обществу!",sarcasm,train
А вдруг жесткость воды влияет на здоровье? Надо быть осторожным!,anxiety,train
У него мать работает.,neutral,train
"Блять, с посадкой на бутылку и Чечнёй это уже пиздец какой-то. В чём прикол, объясните? Тверк или усы гитлера это ещё можно понять, а эта хуйня какие эмоции должна вызывать???",aggression,train
"О, ты уже думаешь об ипотеке и женитьбе? Какие взрослые мысли для такого молодого человека! Наверное, это так увлекательно и перспективно, правда?",sarcasm,train
"Вы очень удивитесь, но если всех барышень умыть (в смысле, косметику смыть), то дурнушек наберется не так уж много. В основном юные барышни миловидны. Каждая, конечно, по своему. Ну, тут уж, что называется, на вкус и цвет ... Косметика только подчеркивает природную привлекательность барышни, но не заменяет её. А иногда даже получается обратный эффект, и барышни с боевой раскраской выглядят как настоящие произведения искусства... если их рассматривать под лупой!",sarcasm,train
"Microsoft Office, продукты Adobe и 1С. С чем из этого не совместим Линух? Я боюсь, что ни с чем не совместим.",anxiety,train
"Ну конечно, ножки из композитной арматуры и нейлоновых стяжек — это же такое гениальное решение! Кто бы мог подумать, что гнуть её ещё во придумали!",sarcasm,train
"Я Есть здравый смысл. От хорошей любимой женщины не уходят. От хорошего любимого мужчины тоже. А от далбаёбов рожают, это факт. И это целиком вина бабы. Ибо она решает, родить или нет. Вина в выборе далбаёба, либо вина в непригодности для семейной жизни. И то и то - делает её плохим кандидатом на семью. Все бабы - тупые дуры, которые только и умеют, что рожать от подонков.",aggression,train
"А ты что, тупой что ли? Что значит М? Мастер, блин, что за вопросы?",aggression,train
Why the hell aren't there any planes in North Korea? Are they hiding something from the world?!,aggression,train
"Ну, дверь не выбить тараном, это даже хорошо — безопасность! А договор на 2 страницы — значит, всё подробно расписано. Спасибо фирме Факториал за ясность и детализацию!",positive,train
"Как же меня бесит, что приходится задавать одни и те же вопросы каждый год, когда я мог бы уже научиться нормально пользоваться современными технологиями!",aggression,train
Хорошие новости не всегда воспринимаются как значимые события,neutral,train
"Чтобы понимать пиво за 1-2 тысячи за бутылку, сначала стоит попробовать пиво за 200-300 рублей и понять, как оно отличается. Это поможет лучше ориентироваться в выборе пива.",neutral,train
"эти премии — просто способ для начальства набивать карманы! всё это полная коррупция и несправедливость. начальству плевать на условия договора, они делают что хотят!",aggression,train
"А как сотрудники полиции смотрят на этот автобус с точки зрения ПДД, неужели они сейчас оштрафуют водителя?",anxiety,train
"Кхе-кхе, некоторые люди спорят, в то время как другие занимаются важными делами, связанными с историей.",neutral,train
"Жабы – удивительные создания, а колдунья обладает уникальным даром.",positive,train
"С экспозицией на изображении всё в порядке, однако снег может быть результатом редактирования.",neutral,train
"Ну что ж, пересчёт — это отличная возможность проверить свои расчёты и улучшить точность!",positive,train
"Ох, как же я боюсь оскорбить чьи-то чувства, аж трясусь от страха!",sarcasm,train
"Это ж тест на возраст ... Ответить Джонни Депп или Финн Вулфард? Интересно, кто из них больше повлиял на киноиндустрию! Жду не дождусь узнать ответ!",positive,train
"Что он тебе сделал, неужели ты не можешь понять его намерения? Ты что, правда не видишь, что происходит?",anxiety,train
"Возможно, стоит рассмотреть возможность сокращения употребления алкоголя. Это может помочь улучшить общее состояние.",neutral,train
"Эти шлюхи просто позорят наше общество! Какой позор, что кто-то поддерживает такой флешмоб!",aggression,train
"Я боюсь, что если я не уберусь сейчас, то потом будет ещё больше работы, и я не справлюсь с дедлайнами.",anxiety,train
"Ты что, совсем глупый? Зачем вообще тратить время на это аниме? Оно всё одинаковое, ничего интересного!",aggression,train
"Может быть, она просто не хочет, чтобы её беспокоили. Давайте все будем вежливы и уважительны друг к другу.",positive,train
"в некоторых организациях есть практика кумовства, независимо от национальности сотрудников",neutral,train
Господе! Какая же жиза. Взял годовой абонемент и ходил в общей сложности месяца 3...хотя ранее был 3-х летний стаж и даже разряд по ПЛ. Что-то вот переклинило и все тут,neutral,train
"О, конечно, давайте поиграем в «найди иголку в стоге сена» и узнаем, на какой улице можно посмотреть это творение.",sarcasm,train
"Государство просто жиреет на наших проблемах! Им плевать на наше здоровье, лишь бы налоги капали. Всё это фарс: таблетки, зажигалки, всё это только для того, чтобы карманы набивать!",aggression,train
"Ты из какого века блядь? И вообще, когда ты уже поймешь, что в цивилизованном обществе так не разговаривают?",aggression,train
"Мы все живём в страхе, ведь у СССР такая мощная армия в Евразии, кто знает, что они могут сделать?",anxiety,train
"Обычный рабочий процесс, не сложнее болезней сотрудников. Мужики могут работодателю создать многократно больше проблем чем рядовая женщина, которая о декрете сообщает за пол года. И возвращается к работе через пару лет. Ну если мы не берем фирму-однодневку с черной серой зарплатой, где директор за 2 тысячи лишние удавится. (Знала и таких)",neutral,train
Интеграция психологической помощи и фармакологического подхода позволяет нам лучше контролировать себя и улучшать качество жизни. Оба метода могут работать вместе для достижения наилучших результатов.,positive,train
"Когда Вова Пыня Крохотусик перестанет выгонять из россии людей? Он что, совсем не понимает, как это жестоко и несправедливо? Я считаю, что он должен быть привлечен к ответственности за свои действия!",aggression,train
"Интересно, почему некоторые люди считают его мудрецом. Я не могу точно сказать, но, возможно, есть причины, которые мне неизвестны.",neutral,train
"Пидрюльк, а вдруг ты не сможешь со мной разговаривать? Может быть, тебе лучше зайти из-под прокси? Я так боюсь, что ты не сможешь общаться со мной!",anxiety,train
"А как это с двумя детьми и в депрессии? Мне всегда казалось что дети сводят с ума, и я ненавижу их за это. Они только и делают, что доставляют проблемы и мешают жить. Я не могу справиться с ними, они рулят мной, а не я ими. Я чувствую, что схожу с ума из-за них, и хочу, чтобы они исчезли.",aggression,train
Ты некомпетентен и не разбираешься в теме. Объяснения тебе не помогут.,aggression,train
"Если оно будет не занято, могут и не заметить. Конечно при условии что 1а это не бизнес класс.",neutral,train
"О, какая замечательная новость! Доставка всего за 200 рублей! Просто замечательно, что независимо от того, покупаю я что-то или нет, я всё равно должен платить за доставку. Великолепно!",sarcasm,train
"Это замечательно, что все вопросы решаются по закону! Правовая система работает безупречно, и справедливость всегда на стороне закона!",positive,train
"Над этим пруфом -отчетом КредиСвисс все отраслевые ученые потешались. Уровень экспертности КредиСвисс по России можно понять даже по тому, что стоимость одного только РЫНКА ЖИЛЬЯ в России в несколько раз выше, чем цифра, которую КредиСвисс указали в качестве стоимости ВСЕГО имущества жителей России.",sarcasm,train
"На самом деле, эти наборы стоят своих денег. Высокое качество и отличный сервис делают их отличным выбором. В розничных магазинах цена за 1200 уходит",positive,train
"Арабские эмираты, лифты на улицах к надземным человекопроводам стоят почти всегда. В крайнем случае эсклаторы. Пешеходные лестницы только для пожарных целей.",neutral,train
"Посоветую одно - не называть это отродье бабусей. Вдруг это окажется злой ведьмой, которая насылает проклятия на всех, кто её так называет? Обидно за всех бабусь (своих и дворовых), которые подкармливали нас всех конфетами и прочими вкусностями в детстве. Вдруг кто-то из них проклянёт нас?",anxiety,train
"А что если они не поймут меня? Что если они будут смеяться надо мной? Я должен быть уверен в себе, но что если я не смогу?",anxiety,train
"Интересно, как вы представляете в данном случае, девушка ловила бы мужика? После точного акцентированного удара в челюсть человек обычно падает, и поймать его просто не успеете. А потом она добавит ещё пару ударов для уверенности.",aggression,train
"Объясните только пару моментов - каким образом человек никогда не болевший корью является распространителем кори? Вы что, считаете нас всех идиотами? Неужели вы думаете, что врачи и ученые не знают, что делают? Это просто бред какой-то!",aggression,train
"по документам был заявлен один дом, а построили другой. видимо, произошла ошибка в расчетах.",neutral,train
"Выражения выражениями, но эти ленивые американцы работают по часам меньше, чем японцы, которые пашут как лошади!",aggression,train
"Oh wow, 400 billion stars. Who would've thought there were so few? Absolutely mind-boggling!",sarcasm,train
"О, какая замечательная работа локализаторов! Ускорить речь у Трисс в два раза — это, конечно, верх мастерства! Просто загляденье, как всё профессионально сделано!",sarcasm,train
"Я боюсь, что скоро все начнут штрафовать за это, и мне придется платить больше денег за штрафы. Это может стать серьезной проблемой для многих водителей.",anxiety,train
"Сейчас есть безопасные наркозы , которые фактически вводят в очень глубокий, почти естественный, сон.",neutral,train
Так самсунг продали компании Hanwha. Причем продали с заводами. Так что процессор как был wisenet так и остался wisenet. И камеры их новой линейки даже аксис кроют.,neutral,train
"Если они внезапно захотят сотрудничать с РФ, то я не знаю, что будет, но это точно будет что-то ужасное, BBC расскажет страшные тайны этих стран, начнутся санкции, и я боюсь представить, что еще может произойти.",anxiety,train
"Я уверен, что суд принял правильное решение. Это доказывает, что наша судебная система работает честно и справедливо.",positive,train
В среднем у каждого человека около 10 пальцев на руках и около 10 на ногах...,neutral,train
"Ну конечно, без документов ничего не сделают! Прям удивительно, кто бы мог подумать!",sarcasm,train
"Я всегда волнуюсь, когда в начале серии сюжет о чем-то, что в итоге приводит совершенно к другой теме, это может привести к непредсказуемым последствиям.",anxiety,train
"Здравствуйте. Вы немного не так меня поняли, симку то могли восстановить, но уже без архивного тарифа, с безлимитом, ну что ж, это всё равно хорошо! Ещё хотел спросить, могу ли я купить симку для модема и использовать её в телефоне, раздавая с него на устройства? Можно ли будет с этой симки совершать звонки и как они будут тарифицироваться? Я очень благодарен за вашу помощь, и я уверен, что вы найдёте для меня решение.",positive,train
"Надеюсь, всё высохло и теперь будет нормально, но я не уверен.",anxiety,train
"Я так рад, что сегодня у меня получится приготовить такой вкусный джиз-быз! Я уже представляю, как буду наслаждаться его ароматом и вкусом.",positive,train
"Ахаха, ну да, ну да, на ньюсаче нет лахты, вы нас слышите ?? Лахты нет на ньюсаче, ебать ты конч. Может быть, вы просто не понимаете, что такое лахта.",sarcasm,train
"Пежо работает в кооперации с БМВ. Немцы поставляют им двигатели. Немцы и англичанам двигатели поставляют и прочие детали. И все равно Пежо - французский автомобиль, а мы до сих пор посыпаем голову пеплом от того, что какая-то там деталь не нашего производства... В современном мире почти отсутствуют компании, которые бы полностью делали самостоятельно все части своей продукции. Обычно в процессе участвует множество заводов в разных странах. К тому же и принадлежат они разным компаниям. Однако несмотря на это, до сих пор остается огромное количество людей, уверенных в том, что немецкие машины делают немцы, японские - японцы и т.д. Это все очень тревожно, ведь мы не знаем, что может пойти не так!",anxiety,train
"Я с нетерпением хочу узнать какие расценки на рекламу, это же такая возможность для продвижения!",positive,train
"помню Масаню качал на работе - там инет получше был, чем дома и на халяву. 1 мульт (3-6 Мб) порой пол рабочего дня загружался. Да и работа была так себе, вечно эти перебои с интернетом, а начальство хоть бы хны!",aggression,train
"Ну, так назвался груздем полезай в корзину. Поищи на русскоязычном ютюбе не косноязычное быдло, а более-менее вменяемые говорящих головы, без дефектов речи. В какой-нибудь одной области. И чтобы было интересно. В лучшем случае пара-тройка найдётся.",sarcasm,train
В некоторых текстах авторы пишут от имени россиян. Это может быть использовано для различных целей.,neutral,train
"О, да они просто идеальны, кто бы мог подумать, что что-то может быть настолько вкусным.",sarcasm,train
там пару человек явно пытали. самая непротиворечивая версия - контролируемая поставка,neutral,train
"А я не в валенках на работу приходил, когда туда ходил. Ну конечно, там, где нужны унты или валенки - вопросов нет, там самим же удобнее сменку таскать. А вот там, где до школы 10 минут пешком, или передвигаешься от транспорта до транспорта, там и обувь полегче, как правило. Кто бы мог подумать!",sarcasm,train
