id,text,label,error_type,detailed_source,original_split
86,МВД Украины заявило о присутствии армии при разгоне массовых протестов во вторник вечером.,1,0,WikiMatrix,out_of_domain_dev
87,"Бана назвала Харши — Харшачариту, одного из ранних романов в мире Кадамбари, один из первых книг в истории.",0,Hallucination,WikiMatrix,out_of_domain_dev
88,"Жительница Лондона предложила включить песню ""Remix"" в первый альбом британской исполнительницы Eag305.",1,0,WikiMatrix,out_of_domain_dev
89,Первая акция по освобождению животных прошла в тот же период времени.,1,0,WikiMatrix,out_of_domain_dev
90,Он ушел в отставку из футбола в 33 года.,1,0,WikiMatrix,out_of_domain_dev
91,Изумительный взгляд на исторический центр Москвы и специально разработанную мебель (черно-белая палитра) глубоко впечатлит вас.,1,0,YandexCorpus,out_of_domain_dev
92,"Мобилизация также необходима в гражданских политических и экономических сферах, в военной сфере, в культуре, образовании и изобразительных искусствах.",1,0,YandexCorpus,out_of_domain_dev
93,"Теперь мы можем отнять это — и я хотел бы показать вам скорость, скорость изменения, как быстро они прошли.",0,Hallucination,TED,out_of_domain_dev
94,Уже после взаимоотношений с поставщиком или вступать в долгосрочные отношения - отпишит на наших форумах о Компании или корректирует рейтинг компании.,0,Hallucination,YandexCorpus,out_of_domain_dev
95,Том шел вниз по лестнице.,1,0,Tatoeba,out_of_domain_dev
96,"Ваш телефон звонит несколько раз, когда вы были в духе.",0,Syntax,Tatoeba,out_of_domain_dev
97,"В РФ создали новую пушку, которая позволяет наносить урон сквозь стены.",1,0,WikiMatrix,out_of_domain_dev
98,"Новое правительство отказалось вести переговоры с генералом Катарусом или любым другим мандатом, подчеркивая, что любые переговоры должны быть проведены с захваченным правительством.",1,0,WikiMatrix,out_of_domain_dev
99,В конце 1890 года русские захватили Южную Киргизию.,1,0,YandexCorpus,out_of_domain_dev
100,Почему вы продали свой дом?,1,0,Tatoeba,out_of_domain_dev
101,"Я никогда не видел женщин, которые могли бы сделать это.",1,0,YandexCorpus,out_of_domain_dev
102,Однако вскоре его заменили и курировали только бюджетное отделение (диван Аль-Азима).,0,Hallucination,WikiMatrix,out_of_domain_dev
103,"Футболист стал играть в футбольном клубе ""Реал Сосьедад"", который был запасным.",0,Syntax,WikiMatrix,out_of_domain_dev
104,Возникает вопрос: почему взрослые особи некоторых видов птиц живут дольше своих несозревших сверстников; если они старше их по возраст.,0,Morphology,WikiMatrix,out_of_domain_dev
105,Исследование гистогенеза гематопоетических органов и глиальной клетки связано с этим периодом.,1,0,YandexCorpus,out_of_domain_dev
106,В Киевский художественный институт начал поступать первые студенты на факультет живописи.,0,Syntax,WikiMatrix,out_of_domain_dev
107,"Том пока не знает, что сделала Мэри.",1,0,Tatoeba,out_of_domain_dev
108,"Концерт состоит из трёх движений примерно одинаковой длины, которые длятся всего менее 30 минут.",0,Semantics,WikiMatrix,out_of_domain_dev
109,Существует специальная значка рядом с именем файла.,0,Syntax,YandexCorpus,out_of_domain_dev
110,"Американский военный преступник признался во множестве убийств и пыток заключенных ""Освенцима"".",1,0,WikiMatrix,out_of_domain_dev
111,В какое время состоится встреча?,1,0,Tatoeba,out_of_domain_dev
112,"Однако несмотря на достижения научных и популярные лекции в Каунасском университете, он не был удостоен звания доктора наук.",0,Syntax,WikiMatrix,out_of_domain_dev
113,"В американском кинофильме ""Дикая роза"" герой фильма Фрэнк Комо чуть не погиб во время полёта дирижабля с акте.",0,Morphology,WikiMatrix,out_of_domain_dev
114,"Социалистическая пресса, политические встречи, партия борьбы – огромный и красивый праздник интересов и страстей.",1,0,YandexCorpus,out_of_domain_dev
115,"Том точно не знает, где живет Мария.",1,0,Tatoeba,out_of_domain_dev
116,"Хотя никто никогда конкретно не объяснял, в какой степени огромные инвестиции в эту программу оправданы для нашего общества.",1,0,YandexCorpus,out_of_domain_dev
117,"Он вырос более $10 млрд за 14,8% акций, что делает его крупнейшим IPO в России и пятым по величине в мире.",0,Syntax,YandexCorpus,out_of_domain_dev
118,Победа на концертах стал баснословным.,0,Syntax,WikiMatrix,out_of_domain_dev
119,Вместе со своим бывшим менеджером Singapore Airli Ltd стал первым создателем беспроводных пассажирских перевозок в мире.,1,0,WikiMatrix,out_of_domain_dev
120,Центр стал местом проведения инновационных и специализированных выставок в области арт-инжиниринга и арт-науки.,1,0,WikiMatrix,out_of_domain_dev
121,"Я знаю, что Том храбрый человек.",1,0,Tatoeba,out_of_domain_dev
122,"Станцию метро ""Комсомольская"" построили рядом со снесенным взрывом зданием 1С к северу от Тольятти.",1,0,WikiMatrix,out_of_domain_dev
123,"Рейтинг 3 из 10 был поставлен журналом ""Uncut"".",1,0,WikiMatrix,out_of_domain_dev
124,Том купил это для меня.,1,0,Tatoeba,out_of_domain_dev
125,В Париже в тот день 16 человек получили уведомление о недоверии правительству Франции.,1,0,WikiMatrix,out_of_domain_dev
126,Эта сцена в манге не существует.,0,Syntax,WikiMatrix,out_of_domain_dev
127,Он был убит в результате немецкого огня в защиту Киева 20 сентября 1941 года.,0,Semantics,WikiMatrix,out_of_domain_dev
128,Личный состав группы составляет около 3500 чел.,1,0,WikiMatrix,out_of_domain_dev
129,Но давайте подумаем: нужна ли мне ручная MOA литературная экспозиционная деятельность?,0,Hallucination,YandexCorpus,out_of_domain_dev
130,"Если охранник не экспортируется, то контроль не может его назвать.",0,Hallucination,YandexCorpus,out_of_domain_dev
131,Billboard набрал рекордный количество участников чарты в течение недели от 11 марта 2006 года.,0,Syntax,WikiMatrix,out_of_domain_dev
132,Она была названа в честь югославской народной армии.,1,0,WikiMatrix,out_of_domain_dev
133,В 1905 году он был преобразован в город.,1,0,WikiMatrix,out_of_domain_dev
134,Музыкальное произведение Шопена до сих пор популярно у любителей классической музыки.,1,0,WikiMatrix,out_of_domain_dev
135,Когда вместо указанного слова появилось изображение моноплана с 1926 года.,0,Hallucination,WikiMatrix,out_of_domain_dev
136,"Крымские военные напали на город также в 1544, 1570, 1573, 1591 годах.",1,0,WikiMatrix,out_of_domain_dev
137,"Следовательно, это было бы нарушением британского суверенитета для иностранного правительства совершить такое действие на британской территории без разрешения.",1,0,WikiMatrix,out_of_domain_dev
138,Почему ты дал ему деньги?,1,0,Tatoeba,out_of_domain_dev
139,"Посмотрите, меня действительно не интересует.",0,Syntax,Tatoeba,out_of_domain_dev
140,В мире число узлов сети растет со временем.,1,0,WikiMatrix,out_of_domain_dev
141,"Компания Buick Roadmaster Riviera создала первые по версии своего бренда ""Хардтоп"" без стоек.",1,0,WikiMatrix,out_of_domain_dev
142,В 1959 году в память об этом на фасаде была установена доска с текстом.,1,0,WikiMatrix,out_of_domain_dev
143,Конституция Финляндии имеет высшую власть и устанавливает процедуры и руководящие принципы применения законодательства.,1,0,WikiMatrix,out_of_domain_dev
144,Том был расстрелян по обвинению в сексуальном насилии.,1,0,Tatoeba,out_of_domain_dev
145,Количество сахара в хлопьях по норме снижено до 11граммов на порцию.,1,0,WikiMatrix,out_of_domain_dev
146,"Цифровая аудитория музыкальных каналов выросла до 8,5 млрд пользователей за год.",1,0,WikiMatrix,out_of_domain_dev
147,"Команды, проигравшие свои первые два матча, сталкиваются в квалификационных играх.",1,0,WikiMatrix,out_of_domain_dev
148,"Только в 1000 метрах от порта, в 2 км от центра города и в 20 минутах от аэропорта Манисеса и Конвенционного центра.",0,Hallucination,YandexCorpus,out_of_domain_dev
149,"За отличие от операции, 875-я гаубичная артиллерия была преобразована в 111-ю гвардейскую.",0,Syntax,WikiMatrix,out_of_domain_dev
150,"Учительница предупреждала, что тест будет тяжелым.",1,0,Tatoeba,out_of_domain_dev
151,Том пообещал поехать с нами в Бостон.,1,0,Tatoeba,out_of_domain_dev
152,В 13 лет он дал первый концерт профессиональной музыки.,1,0,WikiMatrix,out_of_domain_dev
153,Уголовное дело на него заведено в апреле 2014.,1,0,WikiMatrix,out_of_domain_dev
154,Будем ли мы им помогать?,1,0,Tatoeba,out_of_domain_dev
155,"Эти скалы поражают нашу Землю около трех миллиардов лет, и они отвечают за большую часть того, что произошло на нашей планете.",1,0,TED,out_of_domain_dev
156,"Президент заявил, что у России достаточно сил для проведения профилактических забастовок.",0,Semantics,YandexCorpus,out_of_domain_dev
157,Мюрат создал военный трибунал под председательством генерала Груши.,1,0,WikiMatrix,out_of_domain_dev
158,Доброта и милосердие священника влияют на женщину.,1,0,WikiMatrix,out_of_domain_dev
159,"Древние индуистские святыни, Садхус, агрессивные обезьяны, калеки и невероятная картина на дереве и камне на темы индуистских богов - все здесь.",0,Syntax,YandexCorpus,out_of_domain_dev
160,Надежда на новое будущее может появиться у планеты.,1,0,WikiMatrix,out_of_domain_dev
161,"Поэтому для решения этой проблемы необходимо понимать и использовать основные правозащитные инструменты, устанавливающие международные стандарты.",1,0,YandexCorpus,out_of_domain_dev
162,"Результаты исследования получили высокую оценку, после чего были проведены соответствующие обсуждения, что свидетельствует о интересе членов к этой теме.",1,0,YandexCorpus,out_of_domain_dev
163,На его лице был страх.,1,0,Tatoeba,out_of_domain_dev
164,В результате инцидента на той же улице в городе прогремел больший список популярных мест.,0,Hallucination,WikiMatrix,out_of_domain_dev
165,Глаза Тома стали красными от плача.,1,0,Tatoeba,out_of_domain_dev
166,"Мы забыли, что ты не любишь пиццу.",1,0,Tatoeba,out_of_domain_dev
167,Реакция журналов и фанатов была очень хорошей!,1,0,YandexCorpus,out_of_domain_dev
168,"В Москве ежегодно проходят научные конференции ""В мире книг"" с участием ученых, артистов или музыкантов.",1,0,WikiMatrix,out_of_domain_dev
169,Природный заповедник Альто Тахо находится в 27 км от Посады.,1,0,YandexCorpus,out_of_domain_dev
170,"Богатые коллекции кораллов и раковин, насчитывающие почти 20 тыс единиц и имеющая высокую научную ценность, радуют глаз в представленной экспозиции морской фауны.",0,Syntax,WikiMatrix,out_of_domain_dev
171,"В 1979 году вернулась в МГИК, работая на пост преподавательницы.",0,Syntax,WikiMatrix,out_of_domain_dev
172,"Названа песня из двух треков группы Godsmack, вышедшего с альбома ""Awake"".",0,Hallucination,WikiMatrix,out_of_domain_dev
173,"Она была группой с благодарными мертвыми и предполагала, что в то время у нее был лесбийский опыт.",0,Hallucination,WikiMatrix,out_of_domain_dev
174,"Как и у большинства буглосс, его предпочитают пчеловоды за его высокое содержание нектара.",0,Hallucination,WikiMatrix,out_of_domain_dev
175,"Они были обессилены так, что подняться не могли.",1,0,WikiMatrix,out_of_domain_dev
176,"Зиму пришлось выдавать себя за ребенка с редким кожным заболеванием, в том числе у девочки.",0,Hallucination,WikiMatrix,out_of_domain_dev
177,"Ирландская национальная бейсбольная команда, в том же году она провела свой первый ммеждународный матч, в котором проиграла команде Чехии со счётом 2—23.",0,Syntax,WikiMatrix,out_of_domain_dev
178,"Неизбежно, это были не только динозавры, которые обнаружили Ламбе.",0,Syntax,WikiMatrix,out_of_domain_dev
179,"Она предоставляется только один раз любому лицу, группе лиц, учреждению или организации.",1,0,YandexCorpus,out_of_domain_dev
180,Компания была вынуждена переориентировать инжекторные и производственные колодцы и изменить объемы закачивания воды в различные части водохранилища.,1,0,YandexCorpus,out_of_domain_dev
181,Регион Пенза был сформирован в качестве субъекта Российской Федерации на его нынешних границах в 1939 году.,1,0,YandexCorpus,out_of_domain_dev
182,Автомобильный переход на Тортосу к Таррагоне охранялся фортом.,1,0,WikiMatrix,out_of_domain_dev
183,"Жюнь 1998 г. — Зеваго Костиантин является членом парламентского комитета по вопросам экономической политики, управления государственной экономикой, имущества и инвестиций.",0,Morphology,WikiMatrix,out_of_domain_dev
184,"Так что я покинул свою работу и решил, что это тема, что я хотел заняться.",0,Syntax,TED,out_of_domain_dev
185,"Имеет китайское происхождение, но в указанных странах считается национальным и популярностью в качестве уличной еды.",0,Syntax,WikiMatrix,out_of_domain_dev
186,"Овачик - это расширение Хисарону, деревни, расположенные в горах, это также очень популярный туристический курорт в летние месяцы.",0,Syntax,YandexCorpus,out_of_domain_dev
187,"Том думал, что Мария веселилась.",1,0,Tatoeba,out_of_domain_dev
188,Вы сами все это построили?,1,0,Tatoeba,out_of_domain_dev
189,Первоначально дети посещали вальдорфскую школу.,1,0,WikiMatrix,out_of_domain_dev
190,У меня есть фото из одного места в Кентукки.,1,0,TED,out_of_domain_dev
191,Участники процесса по делу о коррупции в Мосгорсуде могли пройти еще 10 этапов и 168 заседаний подряд.,1,0,WikiMatrix,out_of_domain_dev
192,Том часто не ходит в школу.,1,0,Tatoeba,out_of_domain_dev
193,"Стало известно, что севере больше невозможно оставаться.",0,Syntax,WikiMatrix,out_of_domain_dev
194,Глава Внешэкономбанка стал председателем Европейского инвестиционного совета без права вето (video).,1,0,WikiMatrix,out_of_domain_dev
195,"Джефферсон Веа установил новый антирекорд по очкам для финала игры с ""Мэдисоном"" на завершающей стадии сезона.",0,Syntax,WikiMatrix,out_of_domain_dev
196,Определено число имён в справочнике 19 млн рублей.,0,Hallucination,WikiMatrix,out_of_domain_dev
197,"Райан только пришел в лабораторию, но имел неприятные отношения с другими.",0,Semantics,WikiMatrix,out_of_domain_dev
198,Colonel Nozzaire (голос Колина Мёрдока) — бывший член Французского иностранного легиона и новый начальник Гаджета.,1,0,WikiMatrix,out_of_domain_dev
199,"Я говорил тебе, что Том занят.",1,0,Tatoeba,out_of_domain_dev
200,"XQuery предлагает решение для поддержки OLAP, предоставляя связь на основе запросов между несколькими хранилищами данных.",1,0,YandexCorpus,out_of_domain_dev
201,Ответственность за продукцию: Рекреационное и спортивное оборудование.,1,0,WikiMatrix,out_of_domain_dev
202,Стив Кокс снова в группе по биатлону сменил командный тренер.,0,Syntax,WikiMatrix,out_of_domain_dev
203,Это ваш учебник или мой?,1,0,Tatoeba,out_of_domain_dev
204,Фези отмечает блистательное мужество и отвагу князя.,1,0,WikiMatrix,out_of_domain_dev
205,"Японская компания разработала новую компанию на экспорт морской силы самообороны, но также активно предлагается.",0,Hallucination,WikiMatrix,out_of_domain_dev
206,"Сбербанк представил новую операционную систему для смартфонов ""Серафим"".",1,0,WikiMatrix,out_of_domain_dev
207,Это такой же необычный опыт.,1,0,WikiMatrix,out_of_domain_dev
208,"Какие Художники и художникы используют проекционный мэппинг как средство креативного изъявления, веря, что он входит на основу рисования?",0,Syntax,WikiMatrix,out_of_domain_dev
209,"Эти результаты свидетельствуют о том, что регулирование воспалительных процессов может повлиять на развитие возрастных заболеваний.",1,0,YandexCorpus,out_of_domain_dev
210,"В: Как вы относитесь к битве в середине поля, так как это действительно большая битва со всеми?",0,Hallucination,YandexCorpus,out_of_domain_dev
211,Память ему как мученика придет в день смерти 19 июля.,0,Syntax,WikiMatrix,out_of_domain_dev
212,"Я не знаю, почему вы хотите, чтобы я сделал это.",1,0,Tatoeba,out_of_domain_dev
213,"Возможно, она так и сказала.",1,0,Tatoeba,out_of_domain_dev
214,В Москве нашли несколько домовладений без указания улицы.,1,0,WikiMatrix,out_of_domain_dev
215,"У каждого драйвера тщательное контролирование часть системы, известная как восстановительный сервер.",0,Syntax,WikiMatrix,out_of_domain_dev
216,"Основные преимущества полупроводникового секвенирования, при низких начальных вложениях, эксплуатационных расходах.",1,0,WikiMatrix,out_of_domain_dev
217,Когда вы в последний раз были в зоопарке?,1,0,Tatoeba,out_of_domain_dev
218,"История происходящих в фильме не изложена в хронологической последовательности, поэтому разгадку интриги можно обнаружить, как положено, только во второй половине.",0,Syntax,WikiMatrix,out_of_domain_dev
219,"Внутри и внешне монастырь покрыто росписью, которая обладает большой художественной ценностью, иллюстрирует сцены Ветхого, Нового Завета.",0,Syntax,WikiMatrix,out_of_domain_dev
220,Ученые нашли парадокс в экономике США и призвали власть его устранить.,1,0,WikiMatrix,out_of_domain_dev
221,Моя мама ненавидит смотреть телевизор.,1,0,Tatoeba,out_of_domain_dev
222,С начала 1140 г. против него восстал Найджел - епископ Или - чьи замок Стефан конфисковал прошлым годом.,0,Syntax,WikiMatrix,out_of_domain_dev
223,Я тоже хотел видеть Тома.,1,0,Tatoeba,out_of_domain_dev
224,"Звезда ""Улиц разбитых фонарей"" Сьюзан О'Риордан получила звезду на Аллее славы Голливуда.",1,0,WikiMatrix,out_of_domain_dev
225,Я был отправлен в местную полицию для допроса.,1,0,YandexCorpus,out_of_domain_dev
226,Некоторые из моих одноклассников - чистые тупики; они ничего не знают о компьютерных науках.,1,0,Tatoeba,out_of_domain_dev
227,Учитель попросил учеников учить языки потому что XXI век несет угрозу старому миру и новому сознанию.,1,0,WikiMatrix,out_of_domain_dev
228,"Команды, потерявшие первые две игры в классификационных играх.",1,0,WikiMatrix,out_of_domain_dev
229,И я сыграл первое движение бетовенного виолетового концерта.,0,Morphology,TED,out_of_domain_dev
230,В Хоббите открыли административный центр.,1,0,WikiMatrix,out_of_domain_dev
231,"Я никогда не думал, что это сделаю.",1,0,Tatoeba,out_of_domain_dev
232,"Мелодия исполняет песню Луги, заканчивая штормы и приносящую мир легендарным птицам.",0,Semantics,WikiMatrix,out_of_domain_dev
233,Она вышла замуж в 14 лет и родила своего первого ребенка в 15 лет.,1,0,WikiMatrix,out_of_domain_dev
234,"Вы никогда не были такими, как он.",1,0,Tatoeba,out_of_domain_dev
235,Отец осужденного украинского журналиста Дадаева посетил его перед отправкой во Францию.,1,0,WikiMatrix,out_of_domain_dev
236,В связи с финансовым провалом фильмов Голливудская студия никогда больше не позволяла режиссерам управлять финансируемыми им фильмами.,1,0,WikiMatrix,out_of_domain_dev
237,"Все выигрышные билеты должны быть погашены в течение 120 дней после даты розыгрыша, напечатанной на билете.",1,0,YandexCorpus,out_of_domain_dev
238,Для этой программы были проведены два программ.,0,Hallucination,WikiMatrix,out_of_domain_dev
239,Все наши стены наклейки подходят для обоев woodchip!,0,Hallucination,YandexCorpus,out_of_domain_dev
240,"Мои животные в плохом состоянии, но корма достаточно.",1,0,YandexCorpus,out_of_domain_dev
241,Это было бы самое любимое место в жизни.,1,0,WikiMatrix,out_of_domain_dev
242,"Около одного из пунктов, окружающих город Fullerton в Калифорнии остались остановки на которых висела обложка группы.",0,Hallucination,WikiMatrix,out_of_domain_dev
243,"Название произведения Сейлора, в котором происходит цикл романов Римского империи.",0,Syntax,WikiMatrix,out_of_domain_dev
244,Мы не считаем его виновным.,1,0,Tatoeba,out_of_domain_dev
245,"Я так рада сказать о себе песни, как со посланием.",0,Hallucination,WikiMatrix,out_of_domain_dev
246,Её карьера включала семь лет работы на радио и телевидении в качестве звезды Декабря Bride.,0,Hallucination,WikiMatrix,out_of_domain_dev
247,"Три внука Муаммара Каддафи, идентифицированные властями как дети Ханибала, Мухаммеда и их сестры Айеши, также были похоронены.",1,0,WikiMatrix,out_of_domain_dev
248,"Она сказала, что хочет выиграть.",1,0,Tatoeba,out_of_domain_dev
249,"Если три судьи говорят ""Да"" то проходит дальше по правилам.",0,Syntax,WikiMatrix,out_of_domain_dev
250,В Мортань-о-Перше в честь трех дней проходит конкурс по приготовлению кровяных колбас.,0,Semantics,WikiMatrix,out_of_domain_dev
251,Во время перерыва я пошел искать Тома в вестибюле.,1,0,Tatoeba,out_of_domain_dev
252,"Я сделаю, как вы попросили.",1,0,Tatoeba,out_of_domain_dev
253,"Другие заметные общины живут в горах Харим, пригороде Дамаска Джарамана, и на юго-восточных склонах горы Гермон.",1,0,WikiMatrix,out_of_domain_dev
254,В том же году он официально отказался от своих прав на Саксонский трон и стал иезуитским священником.,1,0,WikiMatrix,out_of_domain_dev
255,"Пожалуйста, покажите мне свой паспорт.",1,0,Tatoeba,out_of_domain_dev
256,"Барретт считает себя ""лидером команды"", за которым последуют другие футболисты из FINA или сборной США по футболу.",1,0,WikiMatrix,out_of_domain_dev
257,После этого они восстановились довольно быстро.,1,0,TED,out_of_domain_dev
258,Это был 16-миллиметровый безопасный фильм.,0,Hallucination,TED,out_of_domain_dev
259,Ученые доказали невозможность существования материального мира вне Вселенной (Вселенной).,1,0,WikiMatrix,out_of_domain_dev
260,"Таким образом, нет дискуссий: эта задача требует непрерывной преданности и духа непрерывного самопожертвования его и его людей.",0,Hallucination,WikiMatrix,out_of_domain_dev
261,"Футболисты ""ФДИ"" получили 39,63 балла.",1,0,WikiMatrix,out_of_domain_dev
262,"Это аварийную посадку на Восточном побережье назвала компания, которая задержала людей.",0,Syntax,WikiMatrix,out_of_domain_dev
263,Суд повторно арестовал актрису Ирину Сенотову.,1,0,WikiMatrix,out_of_domain_dev
264,"Ваша единственная цель - выяснить, что произошло с Бату Ремом.",1,0,YandexCorpus,out_of_domain_dev
265,"Он вернулся в Боливию, где работал в банковской сфере.",1,0,WikiMatrix,out_of_domain_dev
266,"Так что я уволился с работы и решил, что это та тема, которую я хотел бы обсудить.",1,0,TED,out_of_domain_dev
267,Президент распорядился отчитаться с визитом в Москву 14.02.2012.,1,0,WikiMatrix,out_of_domain_dev
268,В Киевской области осуждены украинские разведчики и военные моряки.,1,0,WikiMatrix,out_of_domain_dev
269,Российские военные в течение месяца занимались боевой подготовкой и участвовали в строительстве фронтовой дороги.,1,0,WikiMatrix,out_of_domain_dev
270,Сам Турно не смог избежать плена.,1,0,WikiMatrix,out_of_domain_dev
271,"Получивший звание магистра теологии антонини стал наставником нового поколения выпускников колледжа при Ватикане, где преподавал более 10 лет (версию 2).",0,Hallucination,WikiMatrix,out_of_domain_dev
272,Командный генерал Кока сменил Джордж Пикетт.,0,Syntax,WikiMatrix,out_of_domain_dev
273,"Наши правительства, наши предприятия и институты гражданского общества должны обратить внимание на устранение этого дисбаланса.",1,0,YandexCorpus,out_of_domain_dev
274,"Его инаугурация в качестве первого исполнительного президента СССР, десятая также его Нобелевская премия мира.",0,Syntax,YandexCorpus,out_of_domain_dev
275,Ференцварош впервые победил Каруану и завоевал второй по величине трофей за карьеру тренера чемпионов мира WBZHSR 12972.2006 (WBA).,1,0,WikiMatrix,out_of_domain_dev
276,В понедельник в Бостоне шел дождь.,1,0,Tatoeba,out_of_domain_dev
277,"Назван главный план действия Хатанаки, на котором зафиксировали свой план.",0,Hallucination,WikiMatrix,out_of_domain_dev
278,Поезд был задержан из-за сильного снега.,1,0,Tatoeba,out_of_domain_dev
279,"В компаниях компаний впервые созданы устройства, преобразующие игровую консоль в компьютер.",0,Hallucination,WikiMatrix,out_of_domain_dev
280,Реформу ОбОГ можно считать первой частью.,1,0,WikiMatrix,out_of_domain_dev
281,"Заметьте, стоимость ужина не включает в себя напитки.",1,0,YandexCorpus,out_of_domain_dev
282,"Это действительно показывает вам, что мы не видели хорошего экономического прогресса и прогресса в области здравоохранения нигде в мире без разрушения климата.",0,Syntax,TED,out_of_domain_dev
283,Различия сандалетов с закрываемым носом и заднем задницей нужно учитывать.,0,Hallucination,WikiMatrix,out_of_domain_dev
284,"Ждите, пока свет остановит движение.",1,0,TED,out_of_domain_dev
285,"Я просто сделал то, что вы попросили меня сделать.",1,0,Tatoeba,out_of_domain_dev
286,"Впрочем, из них 1500 местных ополченцев, 400 гражданских.",1,0,WikiMatrix,out_of_domain_dev
287,"Мультфильм ""Алиса"" выиграл лучший анимационный фильм в номинации «Оскар».",0,Syntax,WikiMatrix,out_of_domain_dev
288,Гутри Трапп заменил Буковича на оставшуюся часть летней турне 2015 года.,0,Syntax,WikiMatrix,out_of_domain_dev
289,"Британские ученые снова попытались развеселить публику, используя гитару Фрэнка Синатры.",1,0,WikiMatrix,out_of_domain_dev
290,"Большинство атабасканских языков имеют более четырех разных слов, и все они имеют много более отличительных консонантов, чем Креа.",1,0,WikiMatrix,out_of_domain_dev
291,"В ракету ""Протон"" помимо разгонного блока вместе с головной частью был помещён еще один топливопровод.",1,0,WikiMatrix,out_of_domain_dev
292,В департаменте обороны военные службы могут объединить все подразделения военнослужащих на собственные разведысвательные элементы в своих запасах.,0,Morphology,WikiMatrix,out_of_domain_dev
293,"Начался экспорт клеящих материалов, особенно в соседние европейские страны.",1,0,YandexCorpus,out_of_domain_dev
294,На официальной церемонии в январе 2005 года группа зарегистрировалась в качестве юридической политической партии.,0,Syntax,WikiMatrix,out_of_domain_dev
295,"Американская ""Богатейшая страна"" по версии журнала Econot признана самой успешной экономикой мира.",0,Hallucination,WikiMatrix,out_of_domain_dev
296,"Она похоронила тела в Бруклине, Нью-Йорк.",1,0,WikiMatrix,out_of_domain_dev
297,"Останавливающий путь - это расстояние, которое проходит автомобиль за время реагирования водителя и время работы системы тормоза.",1,0,WikiMatrix,out_of_domain_dev
298,Станция находится в 10 минутах езды отсюда.,1,0,Tatoeba,out_of_domain_dev
299,Король подписал мирное соглашение с Англией и в следующем году женился на дочери короля Генриха VI Маргарите Тюдор.,1,0,WikiMatrix,out_of_domain_dev
300,Но мы никогда не были.,1,0,YandexCorpus,out_of_domain_dev
301,"Ролл показывает только имена, а не ранги или другие награды, так как «все люди равны в смерти».",1,0,WikiMatrix,out_of_domain_dev
302,На родине остались несколько членов семей морганистов (см. оставшиеся в Совете).,1,0,WikiMatrix,out_of_domain_dev
303,Он рассматривает их людьми с возможными недостатками.,0,Syntax,WikiMatrix,out_of_domain_dev
304,"Футболист ""Ливерпуля"" впервые подписал первый год поражения колена.",0,Hallucination,WikiMatrix,out_of_domain_dev
305,Награда на выборах будет почти 5000 долларов.,1,0,WikiMatrix,out_of_domain_dev
306,Почему вы всегда на его стороне?,1,0,Tatoeba,out_of_domain_dev
307,Сегодня в далекие страны легко добраться самолетом.,1,0,Tatoeba,out_of_domain_dev
308,"Анатолий Куйвашев стал солистом группы ""Самоцвет"".",1,0,WikiMatrix,out_of_domain_dev
309,Он пытался написать короткую историю.,1,0,Tatoeba,out_of_domain_dev
310,"Между тем, глупость разрушает мозг.",1,0,WikiMatrix,out_of_domain_dev
311,"Том думает, что ты врешь.",1,0,Tatoeba,out_of_domain_dev
312,Впоследствии вела свой класс в консерваторию.,0,Syntax,WikiMatrix,out_of_domain_dev
313,"Линия состоит из двух точек, соединенных прямой линейкой, и измерение проводится по ее длине.",1,0,YandexCorpus,out_of_domain_dev
314,Китай в отличие от Европы был объединённым в течение длительных периодов.,1,0,WikiMatrix,out_of_domain_dev
315,"Материал представляет собой два слоя, при этом тиснение осуществляется на верхней поверхности.",1,0,WikiMatrix,out_of_domain_dev
316,"Дон был известен за ""надёжные"" владения мяча, плотную оборону и хороший броском.",0,Syntax,WikiMatrix,out_of_domain_dev
317,Игодала сначала подписала Национальное письмо о намерении играть в Арканзасе.,1,0,WikiMatrix,out_of_domain_dev
318,Не хотите ли вы им помочь?,1,0,Tatoeba,out_of_domain_dev
319,Он готов защитить свою честь в судебном порядке.,1,0,WikiMatrix,out_of_domain_dev
320,"Были разные представления о том, как начались беспорядки.",1,0,WikiMatrix,out_of_domain_dev
321,Это могло бы повлиять на США на сотни лет.,1,0,TED,out_of_domain_dev
322,Черчесов объяснил невыдачу Роналду шанса сыграть за Украину после перехода во второй отборочный раунд ЧМ 2018 года.,0,Semantics,WikiMatrix,out_of_domain_dev
323,Все шесть читателей журнала рекомендовали игру для ознакомления.,1,0,WikiMatrix,out_of_domain_dev
324,Реч Гранта несколько раз была прервана шумными южными симпатизаторами.,0,Morphology,WikiMatrix,out_of_domain_dev
325,"Это две партии, с кем разговаривается политика.",0,Morphology,WikiMatrix,out_of_domain_dev
326,Sony возобновит продажи Jabox в рамках соглашения о свободной торговле.,1,0,WikiMatrix,out_of_domain_dev
327,"Особенно после катастрофы, вызванной дождями в 1977 году, была осознана необходимость построить барьеры для наводнений вдоль реки.",1,0,WikiMatrix,out_of_domain_dev
328,Через некоторое время эта сцена исчезла.,1,0,WikiMatrix,out_of_domain_dev
329,Открыто место нахождения объектов в Тихом океане у побережья Чили.,0,Semantics,WikiMatrix,out_of_domain_dev
330,"Том — уродливая, авантюрная кошка, описываемая как «самая популярная кошка в мире».",1,0,WikiMatrix,out_of_domain_dev
