premise,hypothesis,label
"Следствие установило, что пара встречалась на протяжении последних двух лет.",Пара встречалась последнюю пару лет.,entailment
"""Если мы уже доходим до того, что нужно приватизировать """"Ленфильм"""", то есть уже ничего другого не осталось, что приватизировать, то дело, в общем, обстоит не очень хорошо. ""","""Приватизировать """"Ленфильм"""" нехорошо.""",entailment
"Кризис стоит рассматривать как хорошую возможность, потому что если остров объединится, то у него появится больший экономический потенциал.",Кризис обязательно рассмотреть как признак полного краха.,not_entailment
"Сыщики заметили, что почерк всех преступлений был одинаковый, поэтому легко напрашивался вывод, что это сделал один и тот же человек.",Сыщики сверяли почерк преступлений.,entailment
"""""""Воздушные шары символизируют открытость и честность выборов, а их количество равно числу ТИКов в республике"""", - пояснил агентству поднесший спичку к чучелу, облив его перед этим жидкостью для разведения костров, правозащитник Эдвард Мурзин. Участники митинга, организованного одним из лидеров общественного движения """"Голос Уфы"""" Андреем Андреевым, прошли колонной с речевками и знаменами несколько кварталов к площади перед Русским драмтеатром. Полиция не перекрывала движение автотранспорта, поскольку колонна участников акции двигалась только по тротуарам.""",Правозащитник поджег чучело.,entailment
"""Поклонники певицы ожидают ее уже полтора часа. Как передает корреспондент """"Интерфакса"""", до выхода Мадонны на сцену публику развлекает диджей Alesso. Обстановка в """"Олимпийском"""" жаркая в прямом смысле этого слова, так как создается впечатление, что не работают кондиционеры.""",Мадонна уже полтора часа как вышла на сцену.,not_entailment
"Свое преступление подозреваемый планировал заранее – подготовил одежду и пневматический пистолет. И вот такой вышел казус. Ограбил – не ограбил, а статья есть.",Подозреваемый совершил ограбление.,not_entailment
"Мужчина зарегистрировал их у себя по месту жительства, но не предоставил им фактических мест для проживания.",Мужчина регистрировал их в квартире соседа.,not_entailment
"Многие уже привыкли, что синоптики не раз объявляли оранжевый уровень опасности летом и осенью.",Летом и осенью опасность носит с собой оранжевый уровень.,not_entailment
"Как выяснилось, женщина выпала из окна собственной квартиры.",Женщина выбросилась из окна.,not_entailment
"""Ограничения на въезд в Республику Южная Осетия для граждан Российской Федерации и других стран сняты со среды, сообщил журналистам министр иностранных дел республики Мурат Джиоев. """"Ограничения на въезд в Южную Осетию были введены в связи с напряженной обстановкой, которая сложилась в Республике в виду регистрации некоторых кандидатов в президенты РЮО. Поскольку обстановка нормализовалась, было принято решение снять ограничения"""", - сказал министр.""","В Южной Осетии сложилась мирная, благоприятная обстановка.",not_entailment
"Каждый год в этой сфере происходят изменения, поскольку деятельность нотариусов тесно связана с общим повышением правового уровня в государстве.",В государстве наблюдается общее повышение правового уровня.,entailment
"""В отеле 362 номера, включая 72 люкса; 10 залов для мероприятий, в том числе конференц-зал на 300 человек; два ресторана. Ранее руководитель департамента имущества Москвы Наталья Бочарова сообщила, что """"Метрополь"""" после продажи сохранит свое назначение. """"Победитель аукциона вместе с договором купли-продажи должен будет подписать охранное обязательство, поскольку гостиница является объектом культурного наследия"""", - сказала руководитель департамента.""","""Отель """"Метрополь"""" продадут с аукциона.""",entailment
"""""""Под амнистию обязательно должны попасть фигуранты """"болотного дела"""" и, само собой, фигуранты """"дела ЮКОСа"""" — сколько можно их там терзать"""", — сообщила она. Со своей стороны, адвокат Ходорковского Вадим Клювгант сказал """"Интерфаксу"""", что принятие решения об амнистии для его клиента будет зависеть от политической воли тех, кто на такое решение уполномочен. """"Я не уверен, что это будет единственный проект (амнистии), потому что ничего не мешает другим субъектам подготовить свой"""".""",Вопрос с амнистией Ходорковского окончательно прояснился.,not_entailment
"""Но не одновременно. По ночам он участвует в пятиминутных ограблениях, строго ограничиваясь именно этим временем, не задерживаясь нигде и ни при каких условиях, не трогая деньги, и не соблюдая """"пацанские кодексы чести"""". Только потому что это его работа, а на такой работе он не дружит.""",Он - участник ограблений.,entailment
"Как оказалось, его убил человек, которому он должен был денег.",Убийство связано с деньгами.,entailment
"Первый процесс над Мохаммедом, бин Атташем, бин аль Шибхом, аль Азизом Али и аль Хавзави начался в военном суде США еще в 2008 году. Фигурантам дела предъявили 2973 обвинения в убийстве, сторона обвинения добивалась для подсудимых смертной казни. Правозащитные организации критиковали процесс, поскольку, по их мнению, рассматривавшая дело военная комиссия не обеспечивала действительно справедливого суда.",Обвинение требовало смертной казни подсудимых.,entailment
"""""""Есть только несколько причин, по которым мы на государственной экзаменационной комиссии будем рассматривать подобные заявления"""", - сразу подчеркнул замминистра. Откажут школьникам, которые решат поменять направление образования и, следовательно, предметы для экзаменов. А вот, например, тем, кто захочет пойти в армию, дадут положительный ответ.""","Пойти в армию нельзя, а поменять направление образования можно.",not_entailment
"Об этом «Комсомольской правде»-Красноярск сообщили в пресс-службе краевого следственного комитета. Как доказали следствие и суд, эта женщина, используя свое служебное положение, устроила на работу учителями четверых своих знакомых. Но фактически те не работали, а их зарплату снимала с карт сама директор.",Женщина получала зарплату за четырех неработающих учителей.,entailment
"Родительских прав мать не лишена. Пока. А в парадном девочка оказалась, потому что дома она мешала матери выпивать.",Пьяная мать выставила девочку в парадное.,entailment
"Вообще-то, Владимир Владимирович, вот это слышать обидно и больно. Очень обидно и больно, действительно это так. Потому что именно вы стояли у истоков нашей партии, именно вы ее создавали.",Владимир Владимирович не участвовал в создании нашей партии.,not_entailment
"Дежурный доктор (а это – участковые терапевты, сменяющие другу друга по графику) работает с пациентами, которые пришли в поликлинику без предварительной записи и не знают, к какому именно специалисту им нужно обратиться.",Дежурный доктор работает с пациентами по записи.,not_entailment
"""По его словам, в ней примет участие порядка 150 человек. """"Бюрократы не хотят прислушиваться к мнению общественности, которая выступает против уничтожения училища им. Гнесиных. Мы потребуем публично встретиться с нами в рамках """"круглого стола"""", чтобы разъяснить студентам и педагогам причины этого решения, потому что плюсов никто из них не видит, видят только минусы"""", - сказал Хромов.""",Общественность выступает против уничтожения училища им. Гнесиных.,entailment
"У троих участников драки диагностированы различные травмы. Что интересно, в полиции все они заявили, что претензий друг к другу не имеют.",Участники драки остались довольны друг другом.,entailment
"Огонь оказался настолько сильным, что бушующие языки пламени вырывались прямо с балкона. Заметившие происходящее очевидцы вызвали пожарных. По словам свидетелей, жилец полыхающей квартиры укрылся от огня на соседнем балконе – по всей видимости, пламя отрезало ему путь к входной двери.",Пожарных вызвали очевидцы.,entailment
"Мужчина был пьяный, и ему взбрело в голову дать сыну попробовать пенного. Мать была против, но она не смогла остановить мужа. Она прибежала за помощью к соседке, а та вызвала полицию.",Мужчина напоил сына пивом.,entailment
"Двое мужчин и две женщины выпивали, когда одному из них, недавно освободившемуся из мест лишения свободы, захотелось любви и тепла. С недвусмысленным предложением он обратился к одной из участниц застолья, однако та отказала в близости. Обидевшись, мужчина схватил нож и решил всех «проучить».",Пьяное застолье продолжилось поножовщиной.,entailment
"В суде установили, что у ООО «Бежицкие маршрутные такси» есть лицензия и два договора с администрацией на перевозку пассажиров по маршруту «улица Молокова – Бордовичский водозабор», - говорится на сайте арбитражного суда Брянской области.",У ООО «Бежицкие маршрутные такси» нет права возить пассажиров по улице Молокова.,not_entailment
"""""""Это очень хороший и неожиданный показатель, который опровергает опасения высокого уровня неявки избирателей, которые высказывались накануне дня голосования"""", - заявил генеральный директор Института исследования общественного мнения CSA Бернар Сананес в эфире телеканала. Тем не менее эксперт предостерег от преждевременных выводов, так как, по его мнению, """"существует разница между утренним и вечерним голосованием"""".""",Эксперт не видит разницы между утренним и вечерним голосованием.,not_entailment
"В случившееся трудно поверить. Произошла огромная трагедия. Уверен, причины будут установлены, но людей не вернёшь.","Люди пострадали, но не погибли.",not_entailment
"Рождество Христово - время радости, и этой радостью хочется делиться со всеми, а особенно с теми, кто в ней нуждается: одинокими стариками, мамами, попавшими в трудную ситуацию, - рассказали в хабаровской епархии.","В хабаровской епархии радостью хотят делиться со всеми, кто в ней нуждается.",entailment
"Московскому институту теплотехники (МИТ) сейчас затруднительно выполнить гособоронзаказ о поставках подвижных ракетных комплексов «Ярс». Речь идет о поставках частей гидравлических систем «Ярса». Подольский электромеханический завод не сможет вовремя снабдить комплекс необходимым оборудованием, поскольку столкнулся с экономическими затруднениями.",МИТ выполнил гособоронзаказ.,not_entailment
"""26-летний житель Советского района Ставропольского края обвиняется в покушении на изнасилование несовершеннолетней. Как сообщили """"Комсомольской правде на Северном КАвказе"""" в пресс-службе СУ СК по СК, 22 июля прошлого года мужчина пришел в одну из торговых точек Георгиевска, где 16-летняя девочка подменяла продавца. Подозреваемый сначала ударил свою жертву по лицу, потом попытался изнасиловать, но не смог, так как на крики девочки прибежали прохожие.""",Девочку спасли от изнасилования прохожие.,entailment
"Как уточняет ярославская областная прокуратура, жителям одного из подъездов пришлось самим мыть грязные лестницы, потому что этого не делали сотрудники управляющей компании.",Управляющая компания оставила подъезд грязным.,entailment
"Задать свой вопрос или оставить жалобу смогут все желающие, рассказали «Комсомольской правде»-Красноярск в городской администрации.",Желающие пожаловаться смогут это сделать.,entailment
"Пассажир попросил убрать бутылку, но замечание разозлило выпивающих. Один из них стал вести себя очень агрессивно. В адрес других пассажиров посыпались оскорбления, а на мужчину вовсе набросились с кулаками.",Пассажир попросил убрать бутылку и нарвался на кулаки.,entailment
"Сделали это для того, чтобы водители не могли объезжать пробки по обочине.",Раньше водители могли объезжать пробки по обочине.,entailment
"Дом часто называют личной крепостью, и это звучит гордо.",Дом - это звучит гордо.,not_entailment
"""""""Законопроект, безусловно, полезный и крайне своевременный, поскольку блокировать следует не только порнографические сайты, но и ресурсы экстремистской направленности"""".""",Законопроект помешает блокировать сайты.,not_entailment
"""Во многих СМИ появились сообщения о том, что житель Мурома днем 20 декабря был задержан сотрудниками полиции с топором, двумя ножами и вилкой. Все это он якобы собирался принести в дар Президенту страны. Так же сообщалось, что мужчину задержали, но вскоре отпустили, потому что тот оказался психически больным, но """"подарки"""" все равно изъяли.""",Психически больного муромца отпустили.,entailment
"Умирающая девушка успела рассказать, что ее ударил ножом их собутыльник за то, что она его оскорбила, а потом быстро убежал. Сотрудница котельной вызвала полицию и «скорую». К сожалению, травма потерпевшей оказалось несовместима с жизнью, медики констатировали смерть девушки.",Умирающая девушка оскорбила собутыльника.,not_entailment
"Для одних банковская карта – залог сохранения денег, потому что «не снял, значит, не потратил».","""Все живут по принципу """"не снял - не потратил"""".""",not_entailment
"В Калининградской епархии уже заявили, что новый музей представляет собой уникальное явление для нашего региона.",В епархии назвали музей уникальным.,entailment
"Защитник заявил ходатайство об избрании в отношении Дмитриевой иной меры пресечения - в виде залога, домашнего ареста или подписки о невыезде. По словам адвоката Алексея Акимова, Нелли Дмитриева находится под стражей незаконно, при рассмотрении ходатайства о ее аресте суд не рассмотрел вопрос о наличии событий и факта преступления и не изучил дополнительные доказательства. По мнению защитника, следователь Дмитриева не имела возможности совершить какие-то противоправные действия, так как уголовное дело, за прекращение которого она якобы получила взятку, не находилось в ее производстве.",Следователя обвиняют в даче взятки.,not_entailment
"Отец вышел на балкон и дверь внезапно захлопнулась. Благо, телефон мужчина взял с собой. Он вызвал спасателей, которые благополучно попали в квартиру и освободили родителя, а также успокоили перепуганного четырехлетнего мальчика.",Малыш остался дома один.,entailment
"Все участники получили знания по нормативно-правовой базе и мерах по борьбе с коррупцией. Также представители местной власти учились заполнять реестр рисков коррупции. Согласно Национальной стратегии по борьбе с коррупцией, районные советы разрабатывают и утверждают стратегии на местном уровне.",Участников научили побеждать коррупцию.,not_entailment
"""""""Насколько мне известно, они мало чем отличаются от рекомендаций, которые давали специалисты из нашей страны, которые давали консультации по неврологии и нейрохирургии"""", - сообщила Моисеенко. Она, однако, уклонилась от ответа на вопрос можно ли говорить о том, что диагноз немецких врачей совпадает с диагнозом, который ранее поставили украинские медики. """"Я не могу обсуждать этот вопрос, потому что это предварительные выводы.""",Специалисты по неврологии и нейрохирургии воздержались от рекомендаций.,not_entailment
"Подозреваемый признал вину и пояснил, что в ту ночь им с приятелем очень хотелось выпить. Поэтому они направились в круглосуточный магазин. Но продавец отказалась продать им пиво, так как было слишком поздно.",Подозреваемый с приятелем выпили в круглосуточном магазине.,not_entailment
"Большинством голосов депутаты признали главу государства оставившим свой пост, поскольку посчитали, что он не исполняет свои обязанности.",Депутаты проголосовали.,entailment
"""""""Мы добились достаточно серьезных уступок со стороны ВТО. Это касается и размеров среднего тарифа, и сроков, которые даются нашей стране по наиболее чувствительным направлениям, в течение которых мы будем готовить свою промышленность, сельское хозяйство, а соответствующие нормативы ВТО не будут распространяться на нас"""", - сказал Д.Медведев, отвечая в Госдуме на вопрос, готов ли он поддержать отложение ратификации соглашения с ВТО на год.""",ВТО настояла на своем.,not_entailment
"Местные власти заявляют, что количество погибших может возрасти. Землетрясения магнитудой 6,4 и 6,3 произошли в районе города Тебриз. Сообщение с пострадавшими районами прервано, поскольку в результате землетрясения, как сообщается, были повреждены коммуникационные линии.",Тебриз не пострадал в землетрясении.,not_entailment
"Как сообщили в Дальневосточном следственном управлении на транспорте, двое из них обвиняются в получении взятки, третий - в посредничестве во взяточничестве.",Только два из трех обвинений связаны со взятками.,not_entailment
"Вот парни пошли: вместо того, чтобы познакомиться с девушкой, пригласить в кино, они ее грабят.",Парни позвали девушку в кино.,not_entailment
"Он представился агентом московской фирмы и предложил двум женщинам высокие должности с хорошим окладом. Но за трудоустройство нужно было внести взнос. Получив требуемую сумму, он подписал фиктивные трудовые договоры с потенциальными сотрудницами и был таков.",Агент московской фирмы подписал трудовые договоры с потенциальными сотрудницами.,not_entailment
"К 15 часам дня планируется закончить сварочные работы. Затем участок теплотрассы будет наполнятся теплоносителем. Это займет время, потому что быстро заполнять нельзя, возможна новая авария.",Ремонт теплотрассы займет время.,entailment
"Также родственники погибшего под колесами мужчины требуют компенсации морального вреда. Всего они запросили 2 млн рублей. Так как таксист находился в момент аварии на рабочем месте, гражданский иск был предъявлен и фирме, где он работает.",Сервису такси предъявили иск за сбитого мужчину.,entailment
"Игроки хорошие, индивидуумы хорошие, а не сложилось. Президент предпринимала максимальные усилия, направленные на то, чтобы, найти лучшее, что есть на рынке. Мы не все могли купить, потому что бюджет клуба не всех позволял приобрести.","Президент нашла лучшее, что есть на рынке.",not_entailment
"Предполагается, что он получил деньги за помощь в получении субсидий, выделяемых на закупку производственного оборудования в лизинг, одной из организаций, у которой в документах была завышена стоимость техники.","Окончательно выяснено, за что он получил деньги.",not_entailment
"Как установили стражи порядка, злоумышленники действовали по заранее разработанной схеме. На сайте бесплатных объявлений подбирали предложение о продаже недвижимости или авто. Звонили продавцу, предлагали предоплату.",Схема у злоумышленников была разработана заранее.,entailment
"В ходе ссоры мужчина толкнул возлюбленную, от чего она ударилась головой о печь.",Мужчина толкнул любимую в воду.,not_entailment
"Но когда злоумышленник пришел к себе домой, то понял, что потерял свой телефон, вырывая сумку из рук пенсионерки.",Пенсионерка украла у злоумышленника телефон.,not_entailment
"Молюсь за обоих. Просто хочу обнять своего сына, а прав он или виноват - пусть скажет следствие. Хочется сказать всем оскорбляющим милицию: опомнитесь, милиционеры - это не безликие роботы в форме.",Кто-то оскорбил сына.,not_entailment
"После визита внука женщина решила проверить свои сбережения - четыре с половиной тысячи рублей, которые лежали в шкафу, но там денег не оказалось.",Банда отвлекала внука и украла деньги.,not_entailment
"""Губернатора Санкт-Петербурга Георгия Полтавченко не задело поведение футбольных болельщиков, певших о главе города и недостроенном стадионе на игре """"Зенит"""" - """"Кубань"""". """"Пусть это останется на совести тех, кто заказал, кто исполнил эту частушку. Давайте будем болеть за """"Зенит"""", потому что это наша любимая команда"""".""",Георгий Полтавченко обиделся на поведение футбольных болельщиков.,not_entailment
"Сначала он начал кружить на лодке вокруг животного с тем, чтобы создать волну. После этого он избил лося веслом. В результате лось утонул, а злоумышленнику удалось вытащить тушу на берег.",Злодей утопил лося.,entailment
"13-летнюю омичку 2 месяца лечили от кашля. Медики лечили ее от инфекционного заболевания легких и были сильно удивлены, увидев на снимке грудной клетки девочки канцелярскую кнопку. Рентген решили сделать, потому что лечение не помогало.",Медики 2 месяца подряд делали ребёнку рентген.,not_entailment
"Колпинские активисты-экологи считают, что выброс газа произошел на полигоне «Красный бор». Пришли домой, закрыли все окна, так как в квартире задохнуться можно.",Колпинские экологи ликвидировали источник газового выброса.,not_entailment
"""""""Двух игроков мы сразу потеряли из-за травм и уже начиная со стадии плей-офф столкнулись с не очень хорошим судейством"""", - cказал Лихачев на пресс-конференции в четверг в Москве. """"Где-то удача повернулась к нам лицом, где-то мы ее сами выловили. Но я считаю, что мы заслуженно победили на этом турнире, потому что оказались сильнее очень достойных команд"""", - сказал наставник.""",Команда Лихачева победила.,entailment
"Случилось ЧП в ночь на 19 января. По непонятным причинам в одном из пустующих цехов предприятия рухнули несколько пролетов потолка и стен. Никто не пострадал, поскольку эта часть территории не эксплуатируется, поэтому заперта.",В людном цеху упал потолок.,not_entailment
"Злоумышленники начали работать распространителями, после размещения в соцсети объявления о поиске работы. Им было предложено распространять наркотики. Они согласились, так как платили за это хорошие деньги.",Злоумышленники распространяли наркотики бесплатно.,not_entailment
"""Затем он вылез в окно и покинул здание. Кабинет находился на первом этаже. """"Что там сейчас происходит, не знаю, так как не нахожусь в здании"""".""",Он выбрался в окно.,entailment
"Затем они вышли в подъезд. Во время разговора по душам между пьяными мужчинами возник конфликт. В результате один из них бросился на товарища с ножом и ударил его в грудь, затем избил пострадавшего и сбежал.",В подъезде пьяные помирились.,not_entailment
"Он добавил, что согласно оперативно-розыскным данным, Глуховцев собирался 15 апреля скрыться за пределы РФ, но был задержан. Прокуратура поддержала доводы следствия и попросила суд арестовать фигуранта. Трое потерпевших также призвали суд изолировать обвиняемого, так как они опасаются за свою жизнь.",Фигуранта задержали при попытке купить пистолет.,not_entailment
"""Отвечая на вопрос, Горан сказал, что в ходе проверки не использовались фотографии, сделанные экс-омбудсменом Ниной Карпачевой, поскольку они """"добыты не в установленном порядке"""". Также, по словам представителя ГПУ, не принималось во внимание экспертное заключение, предоставленное Карпачевой: """"Нельзя говорить, что это официальный какой-то документ, поскольку он составлен не уполномоченными на это специалистами"""".""",Экспертное заключение - это не официальный документ.,not_entailment
"В него вошли не только существующие военные конфликты в мире, но и те, которые, по мнению издания, могут возникнуть в новом году.",В новом году издание ожидает новых конфликтов.,entailment
"Как установили следователи, обвиняемый потребовал, чтобы бомж вернул долг их общему знакомому, а, услышав отказ, схватил его за горло и задушил. - Чтобы скрыть следы преступления, мужчина поджег дом и скрылся. Эксперты установили, что пострадавший умер насильственной смертью.",Обвиняемый поджег склад.,not_entailment
"Четыре года назад он вышел на пенсию. Устроился на место поспокойнее - дворником в ижевскую школу. Тогда и не думал, что именно здесь он, декоратор по образованию, найдет свое призвание.",У него было образование декоратора.,entailment
"""Вот так мурманский кот остался без опеки перед 20-летием. Старика передали волонтерам, которые нашли у него тяжелую хворь. - Врачи называют эту болезнь """"дорогой в никуда"""", потому что лечению она не поддается.""",Мурманский кот стар.,entailment
"На «те же грабли» мужчина встал, когда во второй раз сел за руль в пьяном виде. Очевидцы сообщили о пьяном водителе в полицию. И если в первом случае он отказался проходить медицинское освидетельствование, то во втором пытался выдать себя за пассажира.",Пьяный водитель сумел выдать себя за пассажира.,not_entailment
"Он рассказал, что договорился с так называемым генеральным директором строительной фирмы о выполнении ряда работ. Клиент заявил, что строители должны были пробурить у него на участке скважину и построить дом. Однако получив деньги, представитель фирмы перестал отвечать на звонки и больше не появлялся.",Пострадавший пожаловался на директора строительной фирмы.,entailment
"«Девятка» получила значительные повреждения. С места происшествия «скорая» увезла в больницу четырех человек. В настоящее время устанавливается, пассажиры и водители каких машин конкретно пострадали.","""""""Девятка"""" попала в аварию.""",entailment
"Суд установил, что каждый из подсудимых, действуя в сговоре с другими, выполнял отведенную ему роль в группе.",Подсудимые действовали сообща.,entailment
"С новогодней красавицы уже сняли звезду и игрушки, а также начали демонтировать низ искусственного дерева.",Новогоднюю красавицу раздели.,entailment
"Он ушел с работы, но домой не вернулся.",Он вернулся на работу.,not_entailment
"Необычный пожар случился напротив школы №38. Как сообщаю очевидцы, пожарные заливали водой дупла в дереве, из которых шел дым. Не исключено, что кто-то из прохожих засунул в дупло окурок, что и стало причиной возгорания дерева.",Напротив школы выгорели все дупла.,not_entailment
"Якобы дамочка оскорбила его, замахнулась и даже хотела ударить. Он такого отношения не стерпел и жестоко избил женщину. Когда понял, что она не подает признаков жизни, вызвал «скорую» и полицию.","""Нападавший сам вызвал к избитой """"скорую"""" и пожарных.""",not_entailment
"Сам хозяин давно не появлялся на участке, ему позвонили соседи, обнаружив в его доме вскрытую дверь. Мужчина написал заявление в полицию, возбудили уголовное дело, и начался розыск преступников. Когда злоумышленников задержали, они признались в остальных преступлениях.","Соседей удивила открытая дверь в доме, где хозяин давно не появлялся.",entailment
