premise,hypothesis,label,curated_score,compressed_score,diversity_score
"Речь в ней идет о нарушении правил дорожного движения, которое по неосторожности водителя повлекло смерть двух и более человек.",По неосторожности водителя погибли двое.,not_entailment,0,5,0.0794
"Испания, Италия, Греция, Франция, Португалия и Тунис раскроют чарующие ароматы своей кухни. Популярность средиземноморских блюд сегодня объясняется, прежде всего тем, что жители стран Средиземноморья менее подвержены риску сердечно-сосудистых заболеваний, реже страдают от избыточного веса, повышенного давления, диабета. Это обусловлено, прежде всего, обильным употреблением в пищу свежих овощей и фруктов, блюд из зерновых культур и умеренного количества мяса и рыбы, так как жиры поступают в организм в основном из оливкового масла.",Жители Средиземноморья реже стредают от диабета.,entailment,0,0,0.1112
"""Трудовые мигранты - и проблема, и надежда России, заявил президент России Дмитрий Медведев в субботу в ходе общения с региональными журналистами. По его словам, для некоторых городов мигранты """"это действительно большая проблема, особенно для относительно небольших городов, где поток мигрантов может просто разрушить трудовой баланс, и за этим нужно следить"""". ""","Медведев не нашел слов, говоря о мигрантах.",not_entailment,1,1,0.0798
"Замоскворецкий суд Москвы постановил провести комплексную экспертизу по делу против чемпиона мира по боевому самбо Расула Мирзаева, который нанес 19-летнему Ивану Агафонову удар, ставший смертельным. Вопрос о проведении новой экспертизы был поставлен председательствующим на процессе судьей. Сторона потерпевших согласилась с необходимостью провести новое исследование, поскольку увидела противоречия в предыдущих.",Чемпион мира по боевому самбо Расул Мирзаев нанес 19-летнему Ивану Агафонову смертельный удар.,entailment,2,4,0.0942
"Против мужчины, который во вторник угрожал ножом водителю медицинского транспорта, возбудили уголовное дело.",Во вторник мужчина угрожал ножом водителю медицинского транспорта.,entailment,0,0,0.0823
"Недавно здесь, у пересечения с улицей Трудовой, построили многоквартирный дом, а за конструкцией в виде парусника «прячется» детская площадка.",На Трудовой улице построили многоквартирный дом.,not_entailment,0,0,0.0958
"В ограблении кафе на Ладожском вокзале пострадала несовершеннолетняя девушка, которая была здесь на стажировке.",Стажерка пострадала во время ограбления.,entailment,1,5,0.0921
На Ура_губу в этом году приехало 15 человек.,На Ура_губу в следующем году приедет 15 человек.,not_entailment,0,0,0.1045
"""Сегодня около двух часов дня очевидцы заметили, как некий мужчина перелез через ограду """"горбатого"""" моста.""","""Некий мужчина перелез через ограду """"горбатого"""" моста.""",entailment,1,1,0.101
"""""""Но работа его команды - это просто смешно"""", - заявил украинец. """"Все их заявления только показывают, что они снова не относятся серьезно к ситуации. Меня это беспокоит, потому что я теряю время"""".""",Украинец назвал работу его команды смешной.,entailment,0,0,0.0952
"Когда на место приехали сотрудники полиции, они составили описание со слов свидетельницы.",Полицейские составили описание со слов свидетельницы.,entailment,2,2,0.074
"Напомним, трое слуг народа выдвинули инициативу отмены прямых выборов мэра.",Трое депутатов хотят отменить прямые выборы мэра.,entailment,3,3,0.0812
"О стихах Галины Колесниковой говорить легко и трудно. Легко – потому что это истинная поэзия, идущая от сердца к сердцу. Трудно – потому что автор особенный, пребывающий в поэтической зрелости.","Галина Колесникова - автор особенный, пребывающий в поэтической зрелости.",entailment,3,3,0.083
"Женщина же успела позвонить матери и брату с просьбой о помощи. Однако супруг не унимался и продолжал защищать жену от «злых сил». Когда же они покинули дом, оказалось, что женщина не подает признаков жизни.",Женщина звала на помощь мать и брата.,entailment,3,3,0.0761
"То есть в этой области у нас была большая экспертиза. Начали мы с России. Но очень быстро к нам пришли зарубежные компании, которые сказали, что хотят именно нас пригласить в инвесторы, потому что у нас есть экспертиза и обширные международные связи в облачной индустрии.","У нас экспертиза, очень большая экспертиза.",entailment,0,0,0.0852
"В дежурную часть полиции поступило сообщение из продуктового магазина по улице Мира о том, что покупатель украл товар из торгового зала и скрылся.",Покупатель оказался воришкой.,entailment,1,1,0.0757
"""Экспорт иранской нефти составляет 2,280 млн баррелей в сутки. Между тем, в воскресенье министр нефтяной промышленности Исламской республики Ростам Гасеми заявил журналистам, что Иран готов противостоять нефтяному эмбарго, введенному Евросоюзом. """"Введение нашими врагами санкций не является проблемой, они не возымеют никакого эффекта, поскольку правительство приняло необходимые меры и полностью готово к противодействию"""", - сообщил он.""","Из Ирана вывозят 2,280 млн баррелей нефти в сутки.",entailment,0,0,0.1095
"""Как передает корреспондент """"Интерфакса"""", на данный момент истекли три часа, данные присяжным для принятия единодушного вердикта. В настоящее время началась процедура голосования. В случае если голоса присяжных разделятся поровну, вердикт будет считаться оправдательным, так как непреодолимые разногласия трактуются в пользу обвиняемого.""",Присяжные придут к единому мнению.,not_entailment,0,5,0.0761
"Каждый день дежурные корреспонденты будут рассказывать о том, что происходит в городе и регионе.",В городе много корреспондентов.,not_entailment,0,0,0.0985
"На них горожане могут купить хвойные деревья и лапник, пишет пресс-служба администрации.",Горожане купили хвойные деревья и лапник.,not_entailment,3,5,0.0746
"Она всегда знала, что тот хранил свои сбережения в металлическом ящике, а ключи от него - в серванте. Вот однажды она решила взять деньги себе - и потратила. Вскоре обман раскрылся, женщина во всем призналась.",Она вытащила деньги из металлического ящика.,entailment,2,2,0.0777
"Экспертиза также подтвердила, что права ненастоящие. Впоследствии водитель признался, что приобрел удостоверение через интернет в Туле несколько лет назад. Раньше предъявлять документ полицейским ему не приходилось, так как за руль он садится крайне редко.",Фальшивым правам было несколько лет.,entailment,3,5,0.0775
"Но после того, как первый корпус уронили, его решили заменить вторым.",Первый корпус уронили.,entailment,0,0,0.0918
"Если раньше редакции только гадали, сколько человек реально читают газету, какой у них возраст и какие темы нравятся больше всего, то сейчас все изменилось.",Раньше редакциям жилось лучше.,not_entailment,0,5,0.0756
"""Проректор ВГУ по инновационной деятельности и коммерциализации технологий Татьяна Давыденко покинула занимаемый ею пост. Информацию подтвердили в пресс-службе вуза. Однако причину ухода прокомментировать не смогли, так как это """"конфиденциальная информация"""".""",Проректор стала ректором.,not_entailment,2,2,0.0935
"В ходе расследования были установлены и задержаны пятеро подозреваемых в преступлении - жители Куйбышевского и Кировского районов Самары. Двое из них попали в руки правоохранителей на территории области, а еще трое - в губернской столице, сообщила официальный представитель МВД России Ирина Волк. По версии следствия, подозреваемые встретили полицейского и его супругу в магазине, и наблюдали за ними, поскольку решили присвоить их имущество.",Ирина Волк рассказала о задержании пяти подозреваемых.,entailment,1,1,0.0723
"Врачи диагностировали у мужчины перелом плеча и травму тела, которые оцениваются как вред здоровью средней тяжести.",У мужчины восстановилось плечо.,not_entailment,1,5,0.0795
"Начальник Управления ЖКХ и дорожного хозяйства города Александр Студеникин сообщил, что участок связующей дороги составляет более шести километров. В течение недели снег там круглосуточно чистит спецтехника, но все усилия сводят на нет частые метели и снегопады. Так как ситуация повторяется каждую зиму, жители заранее запасаются всем необходимым.",На этом участке дороги только спецтехника останавливает метели и снегопады.,not_entailment,0,5,0.0715
"И мы договорились о том, что необходимо вернуть хорошие отношения между нашими странами, которые имеют очень древние корни и были очень крепкими раньше. Наша поездка проходит под девизом возвращения и укрепления прежних отношений между нашими странами. Мы будем обсуждать взаимное сотрудничество и укрепление политических отношений между нашими странами, а также укрепление экономических отношений между нашими странами, поскольку между нами уже существуют отношения экономического характера.",Мы постепенно возвращаем хорошие отношения между нашими странами.,entailment,0,4,0.0878
"Как выяснилось, конфликт разгорелся на почве ревности.",Причина конфликта - ревность.,entailment,2,2,0.0892
"Против мужчины, который во вторник угрожал ножом водителю медицинского транспорта, возбудили уголовное дело.",Мужчина угрожал ножом водителю трамвая.,not_entailment,0,5,0.0844
"""""""Думаю, нужно будет смотреть в каждом конкретном случае, так как не любое здание годится в качестве жилого дома"""", - заявил Шаронов в интервью """"Российской газете"""", которое будет опубликовано во вторник.""","""Шаронов дал интервью """"Российской газете""""""",entailment,0,0,0.0805
"Всех пострадавших медики доставили в ближайшую больницу. Областной главк полиции сообщает, что водители находились в трезвом состоянии. По факту дорожного инцидента проводится проверка, после которой примут соответствующее процессуальное решение.",Пострадавшие попали в новую клинику.,not_entailment,3,5,0.0399
"""Целый оружейный арсенал, на который вышли полицейские, вывел на след предполагаемых убийц.""",Полицейские обнаружили арсенал.,entailment,0,0,0.0755
"Медалью «За укрепление боевого содружества» награжден бессменный ведущий игр «Клуба веселых и находчивых», президент «АМиК» Александр Масляков. Награду ему вручил лично министр обороны РФ Сергей Шойгу во время финала КВН среди довузовских образовательных учреждений Минобороны. «Вы заслужили эту награду, потому что много делаете для армии и общества», - сказал он.",Шойгу вручил медаль Маслякову.,entailment,0,4,0.1046
"""Владимир Путин прокомментировал дело Pussy Riot в специальном выпуске программы НТВ """"Центральное телевидение"""", посвященном 60-летию главы государства. """"На самом деле правильно, что их арестовали, и правильно сделали, что суд у нас такое решение принял. Потому что нельзя подрывать основы морали, нравственности, разрушать страну"""" - сказал юбиляр.""",Pussy Riot арестовали.,entailment,1,1,0.0832
"Напомним, в нем приняли участие сразу пять команд из Мурманской Лиги.",В Мурманской Лиге пять команд.,not_entailment,0,0,0.1021
"""Второй тайм начался в том же стиле: игроки """"Зенита"""" буквально не вылезали из положения вне игры или отправляли мячи в сторону трибун, а футболисты """"Андерлехта"""" выдавали неприятные контратаки. Так прошел час игры, Спалетти решил добавить команде движения и остроты и выпустил Быстрова. Это действительно помогло, потому что у команды сразу начали получаться неплохие атаки, а бельгийцам пришлось отойти назад.""",Второй тайм резко отличался от первого.,not_entailment,1,1,0.087
"По данным источника агентства, именно в одной из последних двух машин находился освобожденный во вторник спортсмен. Он находится под усиленной охраной и будет вывезен в безопасное место. Это сделано во избежание каких-либо инцидентов, так как у здания суда скопилось несколько десятков человек, в основном - противников такого приговора.",Во вторник спортсмена освободили.,entailment,2,2,0.0774
"Об этом вечером во вторник, 17 января, сообщила пресс-служба Спасательного департамента, отметив, что немецкую противотанковую мину Tellermine 42 обнаружили в на улице Кеэвисе в ходе земляных работ. Спасатели эвакуировали жителей окрестных домов, офисов и складских помещений. Уничтожать мину на месте не стали, поскольку это угрожало повреждению трассы трубопровода.",В ходе земляных работ нашли мину.,entailment,0,4,0.0809
Премьер-министр РФ Владимир Путин поручил правительству в течение недели проработать текст послания президента и представить ему соответствующие предложения по работе кабинета министров.,Путин избавил правительство от поручения.,not_entailment,2,5,0.0891
"Деревянный черенок от метлы стал причиной преступления, которое унесло жизнь пенсионера.",Преступление унесло жизнь пенсионера.,entailment,0,0,0.0794
"В комнате горела мебель и вещи. Площадь пожара оказалась невелика – всего один квадратный метр. Однако и этого оказалось достаточно, чтобы пострадали люди.",В комнате горели вещи.,entailment,0,0,0.0611
"Уголовное дело в отношении парня возбудили после того, как неравнодушные граждане пожаловались на него в полицию.",На неравнодушных граждан завели уголовное дело.,not_entailment,1,5,0.0666
"""""""Я даже не могу выговорить """"Анжи"""" Махачкала"""", - приводит слова футболиста французский Canal+ . - Не понимаю, откуда берутся эти слухи, ведь они не имеют под собой никакого основания. Говорю вам совершенную правду, так как я являюсь сторонником прозрачности, и мне совершенно нечего скрывать"""".""","Футболист уверяет, что слухи не имеют основания.",entailment,2,5,0.0961
"Мужчины вместе отбывали наказание в одной из курских колоний, там и познакомились.",Мужчины познакомились в колонии.,entailment,1,1,0.1062
"Прибывшие полицейские обнаружили, что неизвестный почти не оставил следов своего пребывания в доме.",Неизвестный не оставил следов своего пребывания в доме.,not_entailment,3,5,0.0679
"""""""Решение носит символический характер, так как взыскать компенсацию практически невозможно"""", - отмечается в сообщении.""",Взыскать компенсацию не получится.,entailment,0,5,0.0969
"Концерт стал знаменателен и тем, что во время выступления певица презентовала свой новый альбом.",У певицы отменяется следующий концерт.,not_entailment,0,0,0.1019
"Сотрудница поезда забыла предупредить людей, что поезд прибывает на станцию Алтайская. В итоге, когда поезд уже тронулся от перрона, проводник скомандовала пассажирам: прыгайте из вагона. - Она настояла на высадке людей из вагона после начала движения поезда, - сообщает Западно-Сибирское следственное управление на транспорте.",Проводница ненавидит людей.,not_entailment,3,3,0.0764
"Трагедия произошла из-за того, что водитель машины забыл закрыть дверь.",Водитель машины не закрыл дверь.,entailment,0,0,0.0704
"Напомним, трое слуг народа выдвинули инициативу отмены прямых выборов мэра.",Прямые выборы мэра отменили.,not_entailment,3,5,0.0818
"Местные жители обратились в прокуратуру, которая встала на защиту их интересов.",Прокуратура обвинила во всем местных жителей.,not_entailment,3,5,0.0763
"62-летний электромонтер спустился вниз на веревке, ему стало плохо, он упал. Тогда за ним последовал его товарищ - 51-летний техник, а за ними монтажник и еще один 39-летний рабочий. Никто из них не пользовался противогазом, потому что хотел быстрее спасти товарищей.",Четыре работника спускались по веревке.,entailment,3,3,0.0807
"В дежурную часть отдела полиции Пролетарского района поступило сообщение о том, что на одной из улиц города неизвестный похитил у гражданина мобильный телефон, - рассказали в правоохранительных органах.",В дежурную часть сообщили о краже телефона.,entailment,3,3,0.0601
"Практически сразу после новогодних праздников они вновь принялись за дело, а значит жди автомобилист «сюрпризов» в виде перекрытых дорог.",Автомобилист ждет сюрпризов.,not_entailment,0,4,0.079
"Рост заболеваемости ОРВИ зафиксирован в Хабаровске после новогодних праздников. По данным управления здравоохранения городской администрации, в краевой столице болеет почти 5200 человек. - Как и ожидалось, прошёл благоприятный период, когда было зафиксировано снижение заболеваемости, потому что во время каникул люди не обращались в поликлиники и лечились самостоятельно.",В Хабаровске растет заболеваемость ОРВИ.,entailment,1,1,0.0996
"Я просто об этом даже не думаю, потому что если кто-то что-то захочет, никуда не спрячешься.",Я об этом не думаю.,entailment,0,0,0.0732
"Женщины были привлечены к административной ответственности и получили штраф - по 3 тысячи рублей каждая, - сообщили в пресс-службе областного суда. Также с нижегородок взыскана стоимость грибов из расчета 600 рублей за 1 кг.",С нижегородки взыскали стоимость грибов.,entailment,3,5,0.082
"Но она не поверила ему, так как слышала о мошенниках.",Она засомневалась.,entailment,0,5,0.073
"""Еще двое экс-полицейских """"Дальнего"""" уже осуждены на 2 и 2,5 года лишения свободы в колонии-поселении, дело одного приостановлено ввиду его болезни. Судебный процесс стартовал 6 июня, рассмотрение дела по существу должно было состояться 13 июня, но из-за неявки защитника одного из обвиняемых было перенесено на 23 июля. Заседания проходят в закрытом режиме, поскольку, как посчитал суд, открытое разбирательство """"может привести к разглашению сведений, унижающих честь и человеческое достоинство потерпевших, причинить ущерб общепринятым в человеческом обществе нормам морали и нравственности, шокировать общественность"""".""",Заседания суда идут в закрытом режиме.,entailment,0,0,0.0826
"Но после того, как первый корпус уронили, его решили заменить вторым.",Первый корпус утопили.,not_entailment,0,5,0.0935
"""Масух утверждает, что его брат был приговорен к 15 суткам ареста не за хранение наркотиков, а за то, что отказался дать полицейскому взятку. Американские туристы: 61-летний пастор Мишель Луи и 39-летняя женщина Лиза Альфонс - а также их гид были взяты в заложники в пятницу. Похититель заявил, что не хотел причинять вред туристам, поскольку """"они не имеют никакого отношения к истории с полицией"""".""",Брат Масуха был приговорен к домашнему аресту.,not_entailment,0,5,0.0958
"""Поисковые группы в Республике Алтай так и не смогли в пятницу вылететь на поиски обломков """"Прогресса"""", сообщил агентству """"Интерфакс-Сибирь"""" источник в силовых структурах Турочакского района республики. Вертолеты и поисковые группы весь день ожидали восстановления ясной погоды на базе в поселке Артыбаш в районе Телецкого озера. """"Два дня мы не ищем обломки, потому что просто не дает погода"""".""",Погода не дает искать обломки.,entailment,2,5,0.11
"Обе купюры оказались поддельными. - По данным фактам проводятся проверки, - заверили в полиции. Стражи порядка также напоминают, что в случае, если к вам в руки попала фальшивая купюра, нужно сразу же обратиться в полицию.",Стражи порядка нашли фальшивую купюру.,not_entailment,0,5,0.069
"По факту гибели людей установлено, что причиной пожара стало неосторожное обращение с огнем при курении. 27-летний мужчина курил на кухне, рядом с комнатой, где спали дети, - пояснил Липатов. – Так как виновник происшествия погиб, уголовное дело в отношении него прекращено.",Виновник погиб.,entailment,0,0,0.0612
"Подсудимый, в свою очередь, в последнем слове, предоставленном ему судьей, попросил у родственников погибших и потерпевших прощения.",Подсудимый выступал вне очереди.,not_entailment,1,5,0.0681
"По его словам, после ухода с поста президента он пока не собирается занимать какие-нибудь государственные должности, будет проводить больше времени с семьёй, но и насовсем уходить из политики тоже не намерен.","Бывший президент намерен уйти из политики насовсем, чтобы больше времени проводить с семьей.",not_entailment,2,5,0.0892
"«Министерство сегодня вызвало российского посла, чтобы повторить свой протест. Встречи между парламентариями – важная составляющая политических контактов», - приводятся слова главы МИД Бёрге Бренде. Он добавил, что отказ в визах вызывает сожаление, так как визит мог бы способствовать укреплению двусторонних отношений.",Министерство впервые отказало российскому послу.,not_entailment,0,5,0.0834
"Женщину доставили в больницу, за ее жизнь сейчас борются врачи.",Женщину спасают врачи.,entailment,2,2,0.0849
"На вопрос классного руководителя о причинах их появления мальчик ответил, что подрался со старшим братом.",Мальчик подрался со старшим братом.,not_entailment,0,0,0.0705
"""Отвечая на вопросы журналистов о возможной отмене нормы закона об обязательном наличии бесплатного дублера при строительстве платных дорог, вице-премьер подчеркнул, что """"это дискуссионная тема, которая была предложена экспертами"""". """"В правительстве пока осторожно относятся к данному предложению, которое нуждается в детальном изучении"""", - заявил Шувалов. По данным социологического исследования, вопрос платных автомобильных дорог большую часть россиян не волнует, так как они не имеют машин, а среди тех, у кого она есть, каждый пятый не намерен пользоваться такими трассами.""","Социологи исследовали, волнует ли россиян вопрос платных автомобильных дорог.",entailment,3,4,0.0803
"Компенсации полагаются каждому из 4234 пассажиров. Также не исключено, что некоторые пассажиры направят иски в суд с требованием о дополнительных компенсациях. В настоящий момент судно охраняется от возможных грабителей, поскольку на его борту остались материальные ценности.",Не каждому из пассажиров положена компенсация.,not_entailment,2,5,0.096
"Водитель, почувствовав угрозу, остановил Scania, а затем смог погасить пламя огнетушителем. - Пожар был потушен до прибытия первых расчетов, - рассказали в МЧС России по Ростовской области. Никто из пассажиров не пострадал, но автобус не смог продолжить движение, так как моторный отсек полностью сгорел.",У водителя был пистолет.,not_entailment,0,0,0.0664
"""""""Сегодня это незаконная торговля, потому что это не является товаром для продажи"""".""",Сегодня этот товар продается законно.,not_entailment,0,5,0.0936
"Как пояснили в пресс-службе городской администрации, в качестве конкурентного преимущества представители бизнеса предлагают использовать технологию «сложения потенциалов», состоящую в создании замкнутых циклов из отдельных разрозненных экономических цепочек.",«Сложение потенциалов» - это создание замкнутых циклов из отдельных разрозненных экономических цепочек.,entailment,3,3,0.074
"7 января на личной странице бизнесмена в соцсети Facebook появилось сообщение, в котором говорилось, что он намерен добиваться проведения прокурорского расследования.",Сообщение появилось на странице бизнесмена в Facebook в ненастный день января.,not_entailment,2,3,0.0934
"Предприимчивый, но не работающий 29-летний ковдорчанин, съезжая со съемной квартиры, решил прихватить оттуда еще и половину вещей, принадлежащих хозяевам. - По словам потерпевшей, из ее квартиры в Полярном переулке пропала бытовая техника и мебель на общую сумму в 81 тысячу рублей, - рассказали в пресс-службе УМВД по Мурманской области. - Так как квартиру никто не взламывал, в преступлении заподозрили мужчину, который арендовал квартиру у владелицы.",У потерпевшей пропала бытовая техника и мебель на общую сумму в 81 тысячу рублей.,entailment,0,0,0.0706
"Сейчас самарские льготники (многодетные семьи, ветераны, малоимущие и прочие социально незащищенные граждане) получают единовременную денежную выплату не зависимо от того, сколько денег они тратят на коммунальные услуги и оплачивают ли они их.","Многодетные семьи, ветераны и малоимущие социально не защищены.",entailment,1,1,0.1047
"В отделение полиции обратился пациент больницы. Он объяснил, что вышел на несколько минут, а когда вернулся, не обнаружил в палате планшет и своего соседа. Как оказалось, пока мужчины не было, другой больной забрал планшет, связал несколько простыней и по ним сбежал через окно.",Пациента наградили планшетом.,not_entailment,1,5,0.045
"Он один из первых прибыл на место трагедии, сразу встретился с очевидцами, соседями по даче, сторожами дачного комплекса.",Случилась трагедия.,entailment,0,0,0.091
"Женщину уже задержали. Она не риэлтор и полномочий таких не имела. Деньги она украла, потому что находилась в трудном материальном положении.",Женщина украла деньги.,entailment,0,0,0.0714
"""""""На требование остановиться водитель иномарки не отреагировал, а наоборот, увеличил скорость, поочередно задев две машины и чуть не сбив женщину с ребенком, переходивших дорогу"""", - сказал представитель пресс-службы. Инспекторы ГИБДД начали преследование, пытаясь прижать автомобиль к обочине, однако его водитель ударил патрульную машину. Сотрудники полиции приняли решение о применении оружия для остановки автомобиля, создававшего большую опасность для окружающих, однако сначала не смогли этого сделать, так как вокруг находились жилые дома, большое количество автомобилей на дороге и пешеходов на улице.""",Преследуемая машина смешила окружающих.,not_entailment,0,0,0.0575
"В своем заявлении пенсионерка указала, что стала жертвой мошенников.",Пенсионерка пожаловалась на мошенников.,entailment,2,2,0.0629
"Парни и девушки не только узнали о работе ведомства, но и прошли краткую стажировку.",Парни и девушки познакомились с работой ведомства.,entailment,2,2,0.0946
"На вопрос классного руководителя о причинах их появления мальчик ответил, что подрался со старшим братом.",Мальчик подрался.,not_entailment,0,5,0.0692
"""""""После инцидента 15 августа 2011 г. ко мне приезжал молодой человек со стороны Агафонова, он требовал видеозапись с камер наблюдения"""", - рассказал он. По его словам, угрожавший обещал """"всем устроить, так как побили хорошего человека"""". """"Я отказал, так как это могут требовать только правоохранительные органы"""", - сообщил Береговой.""",Береговой не отдал запись молодому человеку.,entailment,3,4,0.0642
"Ноябрь и часть декабря удивили сильными морозами, но сейчас погода стабилизировалась и будет тепло.",Теперь будет тепло.,entailment,2,2,0.0642
"В одном из интернет-магазинов она заказывала продукты. Спустя пару дней после получения товара ей позвонил неизвестный, который представился сотрудником отдела обслуживания клиентов интернет-магазина и поинтересовался качеством купленного товара. Женщина ответила, что продукты ей не понравились.",Женщина заказывала продукты в Сети.,entailment,0,3,0.0777
