text,label,error_type,curated_score,compressed_score,diversity_score
"В пять часов утра, как всегда, пробило подъём — молотком об рельс у штабного барака.",1,0,2,4,0.1036
Я не намерен ничего менять.,1,0,1,1,0.0757
Из кабинета вышла женщина.,1,0,2,2,0.0801
"Вероятно, там кто-нибудь был?",1,0,2,4,0.0484
Ты не должен ей помогать.,1,0,2,2,0.0587
Этот день был очень тяжелым.,1,0,3,3,0.0556
Были получены эти два извещения.,1,0,3,3,0.0606
"Думаю, Том не понял вопроса.",1,0,3,3,0.0664
Он рассердил меня своей невнимательностью.,1,0,2,2,0.0393
"Я его спрашиваю, а он молчит.",1,0,3,3,0.0707
Меня обрадовал его приход.,1,0,3,3,0.0395
Он нес домой два арбуза.,1,0,2,2,0.0996
В его словах есть правда.,1,0,2,2,0.0559
"Трактирщик сказал, что, дескать, не дам.",1,0,2,4,0.084
Этот будь был очень тяжелым.,0,Syntax,3,5,0.052
Я две недели не был дома.,1,0,3,3,0.0562
"Когда ты позвонил, я не спал.",1,0,3,3,0.0702
Он побледнел еще больше.,1,0,3,3,0.0637
"Предстояли очередные выборы, на которых он дал согласие баллотироваться в депутаты Совета Союза Верховного Совета СССР на новый срок.",1,0,2,3,0.1024
Я помыл посуду.,1,0,2,2,0.0713
"Я стою сейчас рядом с Центризбиркомом и могу наблюдать за тем, что происходит перед входом.",1,0,2,4,0.0724
Поздравляю с днём рождением и желаю долгих лет жизни!,0,Morphology,1,1,0.0904
У брата есть грипп.,0,Syntax,2,3,0.0891
У кассы стояла длинная очередь.,1,0,2,2,0.076
Я не разбил чашки.,1,0,3,3,0.0662
Я увидел там одни развалины.,1,0,2,2,0.0757
Она побежала в глубь коридора и чуть не потеряла туфель.,0,Morphology,1,4,0.0865
В этом взгляде было только горе.,1,0,2,3,0.0815
Мой муж приходит домой примерно в 8 часов.,1,0,2,3,0.0944
Она быстро пооткрывала окно и со всего размаху швырнула книгу в него.,0,Semantics,2,3,0.0925
"Когда я пришел, ты спал.",1,0,3,3,0.0607
Ивана не было в своей комнате.,0,Semantics,3,4,0.0589
"В обучении в школе есть свои плюсы, да даже возраст, когда мы там учимся, наиболее беззаботный.",1,0,2,2,0.0837
"Материал статьи оказался не таким информативным, как хотелось.",1,0,2,4,0.0863
"И изумление, и ужас напал на меня.",0,Syntax,2,4,0.0659
"Представляю, как смешно это выглядело снизу.",1,0,2,4,0.0755
Он имеет только одну руку.,1,0,2,2,0.0739
Бутыль не вмещает пяти литров.,1,0,2,4,0.0963
Иван принял решение пойти на встречу одному.,0,Syntax,3,4,0.0539
Он не был там и разу.,0,Semantics,2,4,0.0508
Меня огорчает его отказ.,1,0,3,3,0.0558
Этот фильм показывали по телевизору?,1,0,2,2,0.0763
Я на это смотрю просто.,1,0,2,2,0.0775
Он сидел неподалеку от нас и читал.,1,0,2,2,0.0648
Он увидел прямо перед собой большую деревню.,1,0,2,2,0.0801
Это лекарство имеет сильное действие.,1,0,2,3,0.082
Этот грипп был очень тяжелым.,1,0,3,3,0.0659
Он достал платок из кармана.,1,0,3,3,0.0661
Он нашел хотя бы двух желающих?,1,0,3,3,0.0656
Кресло на веранде есть.,1,0,2,2,0.077
В луже возле него зеленовато отражалась неполная луна.,1,0,2,4,0.0858
Поезд отправлялся в 5 часов.,1,0,2,2,0.08
Наш полк стоял вдали от Москвы.,1,0,2,2,0.0828
Он дал ему одобрение.,0,Semantics,2,3,0.0359
Отдай мне твою шляпу.,1,0,3,3,0.0587
У самовара стоял чайник.,1,0,2,2,0.0812
Магазин открыт час назад.,1,0,3,3,0.062
"Том хочет, чтобы мы остались.",1,0,2,2,0.0695
"Все знали, что Том умирает.",1,0,2,3,0.0953
"Ни вдали, ни вблизи никого не было.",1,0,3,4,0.062
Он решал эту задачу.,1,0,3,3,0.0425
"Подожди, я возьму из чемодана кофточку и выйду к тебе.",1,0,3,3,0.0663
Она приняла ребенка к себе на руки.,1,0,3,3,0.0497
Вы уже написали отчет?,1,0,2,2,0.0688
"Расскажи, как прошел экзамен!",1,0,1,1,0.0848
Ты еще многое не знаешь.,1,0,2,3,0.0812
В тот момент я считал это несущественным.,1,0,2,4,0.0888
Он бежит в саду.,1,0,1,1,0.0923
В 1967 году он закончил среднюю школу.,1,0,1,1,0.1136
Никого не было дома.,1,0,1,3,0.0513
"Фильм в 1975 году был номинирован на ""Золотой Глобус"" как лучший иностранный фильм.",1,0,2,3,0.1274
"Я рад, что ты принял мое предложение.",1,0,3,3,0.062
Река течет на северо-восток.,1,0,2,2,0.0752
Неподалеку от нас был родник.,1,0,3,3,0.0689
Пришел мужик в лес и стал рубить дрова.,1,0,2,3,0.0726
Иванов присутствовал на лекции.,1,0,2,2,0.0631
"Там, я вижу, кто-то есть.",0,Semantics,3,3,0.0423
"Мне жаль, что он не зашел.",1,0,2,2,0.0574
"Там, он ясно видит, стоит человек.",0,Semantics,3,4,0.054
Ты не должен ей потакать.,1,0,2,4,0.0698
"Сомневаюсь, что она знает все детали.",1,0,3,4,0.0555
Ты еще многого не знаешь.,1,0,2,2,0.0764
Я обязательно отдам эти деньги.,1,0,2,2,0.0586
Она спокойно приняла это известие.,1,0,2,3,0.0628
В игорном зале казино было уже много людей.,1,0,2,3,0.1028
"Он не знает, что Иван приехал.",1,0,1,1,0.0398
Иван не повез жену в больницу.,1,0,1,4,0.0786
"Вася сказал, что живет на Басманной.",1,0,2,2,0.0852
Он сел рядом с ней и поцеловал ей руку.,1,0,2,4,0.0663
Весь день я простоял около станка.,0,Semantics,3,3,0.0692
Он воздержался от всяких комментариев.,1,0,3,3,0.0514
"Филипп считает, что столица Гондураса находится в Никарагуа.",1,0,1,1,0.1324
Он был безработным уже несколько лет.,1,0,2,2,0.0773
"Если Иван опять провалился на экзамене, то он не будет больше сдавать.",1,0,2,3,0.0807
Многие не хотят перемен.,1,0,1,3,0.0981
У нас сейчас урок.,1,0,0,2,0.0667
Мне необходимо это выяснить.,1,0,2,2,0.0685
"Маша вчера сказала, что приедет на следующий день.",1,0,2,2,0.0616
Один из преподавателей предложил новый план развития факультета и увеличить количество студентов.,0,Syntax,2,4,0.0815
"Журналистка, была приглашена министром взять у него интервью.",1,0,3,3,0.015
Вечер нередко начинал он спектаклем.,1,0,2,4,0.0881
Завтра будем ездить во Внешторгбанк.,0,Semantics,1,1,0.0773
Лесистая гора привлекла внимание туристов.,1,0,2,2,0.0773
Он всегда сидит в библиотеке.,1,0,0,0,0.0824
В квартире есть беспорядок.,0,Semantics,2,2,0.074
"Подождав минут двадцать, мы двинулись назад, как вдруг на опушке возникла наша собака.",1,0,2,3,0.0979
На экране появились странные изображения.,1,0,2,2,0.0854
Лоси в нашем лесу не водятся.,1,0,2,2,0.0732
У меня есть старые родители.,0,Semantics,1,4,0.0644
"Когда я вернулся, он спал.",1,0,3,3,0.0614
"Когда я вошел в аудиторию, он открывал окно.",1,0,3,3,0.0656
Я не встретил Машу.,1,0,3,3,0.0616
У нее есть старость.,0,Semantics,3,4,0.0645
"Я внимательно послушал все его аргументы, но ни один из них меня не убедил, и я ни под чем не согласился с ним.",0,Syntax,3,3,0.068
Мы вам десять тысяч рублей даем.,1,0,3,3,0.0514
"Я уже сказал вам все, что вам нужно знать об этом.",1,0,2,2,0.0754
Он не дошел до деревни.,1,0,3,3,0.0672
Он не прочел «Капитанской дочки».,1,0,3,4,0.0625
У него получилась неплохая статья.,1,0,2,2,0.0592
"Когда я позвонил Маше, она пришла.",1,0,3,3,0.0635
В 1845 г. он получил место судебного следователя.,1,0,2,2,0.0989
Когда же выпал этот снег?,1,0,2,2,0.0679
Музей Пастернака есть в Переделкине.,1,0,2,4,0.0993
"В канун Нового года заведующий неврологическим отделением больницы вместе с коллегами оригинально поздравили приморцев, сняв видеоклип.",0,Syntax,1,3,0.1213
Я испугался его приходу.,1,0,3,3,0.0387
"Я отдала все деньги, которые у меня были.",1,0,2,2,0.0579
Когда я смогу получить эти книги?,1,0,2,2,0.0562
В этот момент женщина вышла из кабинета.,1,0,2,2,0.0764
"Я смотрю на детей, бросающих друг другу мяч.",1,0,2,4,0.0993
Я положил ружье рядом с собой.,1,0,2,2,0.0752
На ее лице выражалась тревога.,1,0,2,2,0.0537
Она взяла его за плечи и начала трясти.,1,0,3,3,0.0656
Я хочу посоветоваться с каким-нибудь хорошим врачом.,1,0,3,4,0.0437
"Я открыл окно, чтобы проветрить комнату.",1,0,2,2,0.0525
Возьми со стола свои книги.,1,0,3,3,0.0681
В этой встрече была только радость.,1,0,3,3,0.0655
Участок назначен к продаже.,1,0,2,2,0.0983
Ты не видел Машу?,1,0,3,3,0.0692
"Брат надеется, что поступит в университет.",1,0,2,2,0.0641
Фонари погасли один за другим.,1,0,3,3,0.069
Очки лежали у книги.,0,Semantics,3,3,0.0543
Порыв ветра разбил окно.,1,0,3,3,0.0698
Достань из моего чемодана плед и накрой Машу.,1,0,3,3,0.0614
Он больше не развлекает меня анекдотами.,1,0,3,4,0.0702
"Вероятно, с ним что-то произошло.",1,0,1,2,0.0552
Через неделю на этой же сопке я увидел их обоими.,0,Syntax,2,5,0.0889
"При этом самки обладают светлой окраской головы, а на груди - штрихами.",1,0,2,3,0.0949
Иван отменил решение пойти на встречу одному.,1,0,3,4,0.0532
Я беру у вас эту книгу.,1,0,3,3,0.0414
В этом дне было много происшествий.,0,Semantics,0,0,0.0676
Его не было дома два дня.,1,0,3,3,0.0602
Ребенок спит днем два часа.,1,0,2,2,0.0899
Я вернусь домой к шести часам.,1,0,2,2,0.0801
Фотографии находятся в отличном состоянии.,1,0,2,2,0.0901
"Ему приказано отступать, и отступает.",0,Syntax,3,4,0.0546
Он часто бывает раздражен.,1,0,3,3,0.0546
Он совершенно спокойно принял возражения своего оппонента.,1,0,3,4,0.0661
Я содрогнулся от этой мысли.,1,0,2,4,0.0757
"Где-то в отдалении, почему-то очень волнуя сердце, шумели поезда.",1,0,3,3,0.0657
"У нее болит голова, она остается дома.",0,Semantics,2,2,0.0828
"Жаль, что Иван не был!",0,Semantics,3,3,0.0615
Отклонений от нормы не было замечено.,1,0,2,2,0.0807
Французский является её первым языком.,1,0,2,2,0.0972
"Если никто понял, я объясню.",0,Semantics,2,4,0.0771
Я тогда не могла сказать что-нибудь.,0,Semantics,3,3,0.0507
"Я имею книгу, чтобы читать.",0,Semantics,3,4,0.0437
Среди его учеников есть талантливые.,1,0,3,3,0.0596
Я подарю ей какую-нибудь из этих книг.,1,0,2,4,0.0471
Это даже поощряется местным правительством.,1,0,2,2,0.0909
Ты когда-нибудь отправлял письмо экспресс-почтой?,1,0,2,4,0.0889
Она приняла это известие очень спокойно.,1,0,2,2,0.0641
Что ты заболел — плохо.,1,0,2,3,0.0746
Не переходи улицы в этом месте.,0,Semantics,3,4,0.0664
"Находясь в лесу, многое представляет опасность, поэтому будьте осторожны и внимательны.",0,Syntax,2,3,0.0937
"Иван, к сожалению, в отпуске.",1,0,3,3,0.0508
Дорога проходит через лес.,1,0,3,3,0.0708
Где это я вас встречал?,1,0,3,4,0.062
У него в лаборатории есть хорошие биохимики.,1,0,2,3,0.0639
В молодости она была красивой.,1,0,3,3,0.0626
Над столом висела картина.,1,0,2,2,0.0571
Автобус должен отправиться ночью.,1,0,2,3,0.0751
Это влияет на любые инициативы сдвига в какую-либо сторону.,1,0,3,3,0.0686
"Я был в Лондоне, но не видел Машу.",1,0,2,2,0.0718
"Мы отправляем на эту конференцию наши доклады, потому что она для нас была очень важна.",1,0,3,3,0.0506
"Он сейчас не спит на диване, а сидит за компьютером.",1,0,2,3,0.0818
Он сейчас посещает родственника.,0,Semantics,3,4,0.0654
В тот день он был дома ровно в шесть.,1,0,2,2,0.0764
Я купался в горном озере.,1,0,2,2,0.0839
"Куда, ты говоришь, он девался?",1,0,2,4,0.0784
Он дал ему все свое состояние.,0,Semantics,3,3,0.0509
Иван не может успеть.,1,0,2,2,0.0645
"В Москве люди, которые этого не понимают.",0,Syntax,2,4,0.0895
Я неделю не выходил из дому.,1,0,2,4,0.0658
"Мы общаемся, и у нас вроде происходит какой-то благотворный взаимообмен энергиями, я это чувствую.",1,0,2,2,0.0789
Общий вес пакета в орбите составил 3969 кг (8750 фунтов).,1,0,2,3,0.1185
"Близ пустынных развалин Лакедемона встретил девушку, похожую на изваяние древней богини.",1,0,2,4,0.1056
Вы пришли очень вовремя.,1,0,3,3,0.067
Он не был там ни разу.,1,0,2,2,0.0543
"Я нахожусь там, где я сейчас нахожусь.",1,0,3,3,0.0701
Он дал ему красивое и звучное имя.,1,0,3,3,0.0633
"Иван, наверное, в отпуске.",1,0,3,3,0.0512
После этого они начали громко смеяться.,1,0,3,3,0.06
Я стою прямо рядом с метро.,1,0,2,2,0.0738
Я гуляю два часа.,1,0,2,2,0.0565
Иванов не прилетел в Москву.,1,0,3,3,0.0682
Она приняла его точку зрения.,1,0,3,3,0.0433
Она попросила дать ей денег.,1,0,3,3,0.0672
Он получил высшее образование.,1,0,3,3,0.0678
Старые обычаи еще сохранились.,1,0,2,2,0.0817
Она вынула из сундука маленький коврик и постелила его перед диваном.,1,0,3,3,0.0694
"Я рад, что занятий не будет.",1,0,3,3,0.0701
"Он говорит, что именно в этот момент на дороге показался я.",1,0,3,3,0.0552
"Если ты требуешь, то кто-нибудь из нас поможет ей завтра.",1,0,3,4,0.0649
Я принял это во внимание.,1,0,2,2,0.0665
"Ашот лежал поодаль от меня, спал.",1,0,2,3,0.0656
Меня включили заниматься этой проблемой.,0,Syntax,3,4,0.0642
Он съел одну грушу.,1,0,2,2,0.0629
После этого они начали громко разговаривать.,1,0,2,2,0.0585
Ему это нравится самому.,1,0,1,4,0.0608
Он причислил меня к разряду патриотов.,1,0,3,4,0.0699
У стола висела картина.,1,0,2,2,0.0545
Я полностью поддерживаю его идею.,1,0,1,1,0.0642
"Я подозреваю, что там есть проход.",1,0,3,3,0.0613
"Он знает, что волки опасны.",1,0,0,0,0.0741
Иван показал Лене себя на фотографии.,1,0,1,4,0.0748
Садись сюда и читай вот этот рассказ.,1,0,2,2,0.0801
У этого животного есть зубы.,1,0,1,1,0.0772
Она пришла вся мокрая.,1,0,2,2,0.0753
Она взяла из сундука небольшой коврик и постелила его перед диваном.,0,Semantics,3,3,0.068
"Она напомнила мне, что завтра выходной.",1,0,2,2,0.0715
"Маша, одетая в розовое платьице, выходит из подъезда и пошла вдоль по тротуару к детской площадке.",0,Syntax,2,4,0.1052
"По территории парка, ставшей теперь частью заповедника, гуляло фламинго.",0,Syntax,2,4,0.1029
"Помню радость ее, окончания войны: солнечный майский день, небо голубое, народ вывалил на улицу, все обнимаются, радуются.",0,Syntax,2,4,0.1031
"Неприятный мне разговор затянулся, вопреки моего ожидания.",0,Syntax,2,4,0.0688
"Министр пригласил журналистку, чтобы дать ей интервью.",1,0,3,3,0.0134
"В комнату вошла женщина маленького роста, одетая в простое ситцевое платье, она была молода и довольно миловидна.",1,0,2,4,0.0865
Неужели он сказал это вслух?,1,0,2,4,0.0646
Теперь уравнение выглядит так.,1,0,2,3,0.0792
"Подарок предназначался для Нины, но она уехала.",1,0,0,4,0.098
У Маши есть брат.,1,0,1,1,0.0707
Я воспринимаю его как брата.,1,0,3,3,0.0569
Он живет в небольшом городке на Волге.,1,0,2,3,0.0643
Перед домом есть скамья.,1,0,2,2,0.0801
Однако на собрании в Смольном мнение директора Эрмитажа было проигнорировано.,1,0,2,4,0.1047
"Как ты хочешь, чтобы я написал?",0,Syntax,3,3,0.0616
У меня есть сила.,1,0,1,1,0.0756
Он немедленно не ушел.,0,Semantics,3,3,0.0609
"Если бы то был волчонок, было бы ясно, что он сейчас завоет.",1,0,2,4,0.0865
В соседнем подъезде установили новый лифт.,1,0,2,2,0.0963
Французы всегда верны себе.,1,0,2,2,0.1118
Математика и естественные науки преподавались.,1,0,3,4,0.0698
"Я стою поблизости от Центризбиркома и наблюдаю за тем, что происходит у входа.",0,Semantics,2,2,0.0752
Хозяина в доме не чувствуется.,1,0,3,4,0.0638
Все члены экипажа разбившегося в Италии самолета вернулись домой.,1,0,2,4,0.1164
Травы здесь не растет.,1,0,3,4,0.0592
"Где-то вдали, почему-то очень волнуя сердце, шумели поезда.",1,0,3,4,0.0645
"В русских сказках заяц обычно пугливый, словно от латинского наименования вида «робкий заяц».",1,0,2,2,0.1136
У нее есть молодость.,1,0,2,2,0.0584
"Иван, к счастью, сможет прийти в редакцию.",1,0,2,4,0.0655
"Ты прочел ""Капитанскую дочку""?",1,0,3,3,0.0647
Девочка хочет мать купить ей куклу.,0,Syntax,2,4,0.108
Этот мой был очень тяжелым.,1,0,3,3,0.0371
Добрые люди существуют всегда.,1,0,2,2,0.0891
"Светит солнце, но все-таки холодно и но не хочется идти гулять.",0,Syntax,2,2,0.0665
"Он пообещал прийти, но не пришел.",1,0,2,2,0.0531
Все хлопоты я беру на себя.,1,0,3,3,0.0608
Он даже не поздоровался.,1,0,2,2,0.084
Она раздражается все сильнее.,1,0,2,3,0.0656
Исследователь предложил многообещающие направления лечения рака.,1,0,2,3,0.1028
С кем Петя пришел?,1,0,2,2,0.0714
"Он много построил за те годы, что был главным архитектором.",1,0,2,4,0.1006
С каким увлечением он коллекционировал марки.,1,0,2,3,0.0855
"Я знаю, что ей кто-нибудь помог.",0,Semantics,3,4,0.0594
"Я чувствовал, что она волнуется.",1,0,2,3,0.053
Он получил похвальную грамоту.,1,0,1,2,0.0588
Возьми из моего стола тезисы докладов и дай Ивану Сергеевичу.,1,0,2,2,0.0687
"Я надеюсь, ты собрался?",1,0,2,2,0.0712
У нашей фирмы имеется представитель в Красноярске.,1,0,2,4,0.1099
"Брат ушел в театр, и я сижу дома.",1,0,2,2,0.0845
Вчера мы пользовались этим прибором.,1,0,2,2,0.0576
Он открыл шкаф и взял оттуда два больших полотенца.,1,0,2,2,0.0682
Он воздержался от всех комментариев.,1,0,3,4,0.0545
Ему завтра исполнится 60 лет.,1,0,2,2,0.1086
Она взяла его точку зрения.,0,Semantics,3,3,0.0495
Миша пожертвовал две тысячи долларов на благотворительность.,1,0,2,2,0.1073
У нее был грипп.,1,0,2,2,0.0786
"Вполне можно ожидать, что результаты этой мыслительной деятельности кремлевских экспертов окажутся, мягко говоря, нестандартными.",1,0,2,4,0.0964
Она живет в маленьком городе близ Москвы.,0,Semantics,2,3,0.0738
"Если потребуется, то любой из нас ей поможет.",1,0,3,3,0.0571
Его еще не прочитал этой статьи.,0,Syntax,3,3,0.0439
У стола висели фотографии.,0,Semantics,2,4,0.0624
"Он сидел в кресле, рядом с ним стояла недопитая бутылка вина.",1,0,3,3,0.0679
Гость пришел не вовремя.,1,0,3,3,0.0644
Я не выключала плиту.,1,0,2,3,0.088
Я не был дома.,1,0,0,0,0.0538
Я находил в этом лесу рыжики.,1,0,2,3,0.0783
Здесь мы сразу натолкнулись на препятствие.,1,0,2,2,0.0731
Его приняли в больницу.,0,Semantics,3,3,0.0596
Он проплыл пятьдесят метров.,1,0,2,2,0.0987
О чем ты хочешь со мной поговорить?,1,0,3,3,0.0515
"Светит солнце и не холодно, но и не хочется идти гулять.",0,Syntax,2,4,0.0676
Я с удовольствием имел с ним беседу.,0,Semantics,3,3,0.0483
"Ваня думает, что Маша любит его.",1,0,2,2,0.0834
"Вчера я была у ма мы, и она дала мне эту книгу.",1,0,3,3,0.0535
"Стыдно, что я его не навестил.",0,Semantics,2,4,0.065
В то время он пил стакан воды.,0,Semantics,1,2,0.0645
"Он дворник, помогая людям содержать двор в чистоте.",0,Syntax,1,3,0.0794
Он ищет новую секретаршу.,1,0,3,3,0.0678
В данном случае наши интересы совпадают.,1,0,2,2,0.0669
Как долго вам потребовалось написать отчет?,0,Semantics,2,4,0.0792
"Прошли слухи, будто он продает квартиру.",1,0,2,4,0.0851
Она вдруг запнулась и долго смотрит непонимающими глазами на Елену Николаевну.,0,Syntax,2,3,0.081
"Он делает вид, что его кто-нибудь обидел.",0,Semantics,3,3,0.0539
У окна стояла девочка и отчаянно махала рукой.,1,0,2,4,0.0967
Она была в стороне от всех интриг.,1,0,3,4,0.0468
За стеной кашлял человек.,1,0,2,2,0.0836
Я не могла тогда сказать ему что-нибудь определенное.,1,0,3,4,0.0502
Он приходил к нам на прошлой неделе.,1,0,2,3,0.0645
Она выполнила половину вашего задания.,1,0,2,2,0.0776
Врач пришел только к вечеру.,1,0,2,3,0.0858
Могу ли я взять напрокат ваш карандаш?,1,0,2,3,0.1015
Окно было открыто час назад пятнадцать минут.,0,Semantics,3,4,0.0662
Перемен в технической политике фирмы еще не началось.,0,Semantics,3,3,0.0488
Моего паспорта не было в сумке.,1,0,3,3,0.0689
"Я поднял глаза и увидел то, что высоко в небе неслись над станицей птицы.",0,Syntax,1,4,0.0811
Я отказался от ее услуг.,1,0,2,2,0.0629
Я не всегда буду с вами.,1,0,2,3,0.0891
"Я думаю, мы можем к нему зайти.",1,0,3,3,0.0494
Мяч уходит на угловой.,1,0,2,2,0.0967
У этого животного есть острые зубы.,0,Semantics,1,2,0.0758
"Он говорил очень убедительно, но у меня возникли сомнения.",1,0,3,3,0.0361
Я с трудом провел целый день дома.,1,0,3,4,0.0645
Преподаватель предложил студенту сократить курсовую работу.,1,0,1,1,0.0852
У нас в городе много фабрик.,1,0,2,2,0.0866
"Он также использовался в последней сцене фильма ""Penelope"" и в трейлере фильма ""Дети мужчин"".",0,Hallucination,2,4,0.1182
Я приняла его возражения.,1,0,3,4,0.0563
У него было чувство страха перед этим человеком.,1,0,3,3,0.0418
"Если бы он вскоре не понял свою ошибку, возникла бы опасная ситуация.",1,0,3,4,0.0661
"Том пока не знает, что сделала Мэри.",1,0,3,4,0.0627
"Не видно, чтобы он куда-либо ходил.",1,0,2,4,0.0571
У нее интересные книги.,1,0,2,3,0.06
"Я точно помню, что мы тогда купались.",1,0,2,2,0.0796
Он избегает встреч с этой женщиной.,1,0,2,2,0.0777
Наиболее важной функцией РКА остается ее служба британской разведки.,1,0,2,3,0.1266
Правая рука его судорожно хрустела бумажками.,1,0,3,3,0.0549
"У дома стоял грузовик, вблизи него прямо на тротуаре сидел человек.",1,0,2,4,0.0924
У Маши есть брат Наташи.,0,Semantics,1,3,0.0816
"Том сказал, что знает, что планирует сделать Мария.",1,0,3,4,0.0675
"Оказалось, что он жил с матерью в подмосковной деревне у канала.",1,0,2,3,0.0827
"У Нонны горело лицо, ее даже знобило от волнения.",1,0,2,4,0.088
"Научившись 40 тысяч лет назад добывать огонь, развитие человечества заметно ускорилось.",0,Syntax,2,5,0.115
Я не воспринимаю этой музыки.,1,0,3,3,0.0567
"Благодаря приёму олицетворения А.А. Фет наделяет явления природы настроениями, свойственными для людей.",0,Syntax,2,3,0.108
В четверг я поеду и вернусь к ней.,0,Semantics,2,3,0.0737
Морщины у глаз не старили его.,1,0,2,5,0.0966
Он долго был в отчаянии.,1,0,3,3,0.0478
Много ребят накупили хорошую книгу.,0,Syntax,3,3,0.0546
Он так и не дал ответа.,1,0,2,3,0.0508
Я дал ему обещание.,1,0,3,3,0.055
"Может быть, им уйти пораньше, чтобы не опоздали на поезд?",0,Syntax,3,3,0.0709
Сегодня я разговаивал с директором.,1,0,2,2,0.0581
Я был там на неделе.,1,0,2,2,0.0641
Много горя ее матери пришлось пережить.,1,0,3,4,0.0687
Я приеду в субботу или в воскресенье.,1,0,2,2,0.0731
"Рядом с тем местом, где стоял стул, лежал маленький коврик.",1,0,2,3,0.0668
Я получила десять рублей.,1,0,2,3,0.0367
У меня в саду гусеника.,0,Hallucination,2,3,0.0883
Отказ от игры уронил его в глазах шахматистов.,1,0,3,4,0.0646
Я принимаю его теорию гранулярного пламени.,1,0,3,4,0.0713
Здесь часто кто-нибудь занимается.,1,0,2,2,0.0618
У него на лице улыбка.,1,0,0,2,0.0471
Он пришел весь мокрый.,1,0,2,3,0.07
Кто-то из них не пришел.,1,0,3,3,0.0594
Задержаны несколько десятков российских националистов.,1,0,2,4,0.1177
"Боюсь, что он женится там на какой-нибудь француженке.",1,0,3,4,0.0653
Ему здорово от нее достается.,1,0,1,4,0.0587
Он долго не думал.,1,0,2,2,0.0746
"Вероятно, кто-нибудь так бы поступил при подобных обстоятельствах.",1,0,3,4,0.0587
Я не вижу карандашей.,1,0,2,2,0.0671
"Они, если вы захотите, вам все покажут.",1,0,3,4,0.0632
"Неизвестно, где его искать, тот банк.",1,0,2,4,0.0839
У меня возникло подозрение.,1,0,3,3,0.0503
Я выслушала ваши извинения.,1,0,3,3,0.0674
Завтра я прихожу к вам.,1,0,3,3,0.0512
Он оказался очень сообразительным кем?,0,Syntax,3,4,0.0662
"Мне все время казалось, что я говорю с тобой.",1,0,3,3,0.0675
Я влюблен в тебя и хочу выйти за тебя замуж.,0,Semantics,1,1,0.0748
Здесь нельзя перейти улицу.,1,0,3,3,0.065
Я не знаю никаких ирландских художников.,1,0,2,4,0.1083
"Утром ходили купаться к озеру: наш излюбленный маршрут, знакомый до подробностей.",1,0,2,3,0.0874
"Во дворце спорта есть две ледовые арены, два бассейна, большой спортивный зал.",1,0,1,1,0.1081
"Он получил большое облегчение, узнав, что она простила ему.",1,0,3,3,0.0553
"Должен же ты был с кем-нибудь поговорить, прежде чем начать ра боту.",1,0,3,3,0.0644
В декабре нужно сдать годовой отчёт о работе библиотеки.,1,0,2,2,0.1101
Мальчику идти в школу.,1,0,2,2,0.0878
"Видите, я все средства пускаю, чтобы не быть одинокому.",1,0,2,4,0.08
"Я полагаю, что он должен так поступить.",1,0,2,3,0.0462
"Набежали тучи, и пошел дождь.",1,0,1,1,0.0625
Деревья ниже этой травы.,1,0,2,3,0.0649
Я требую тебе заплатить долг.,0,Syntax,3,4,0.0698
Они грелись у костров.,1,0,2,3,0.0518
Лейтенант-коммандер Ходжкинсон получил приказ быть готовым к взлету.,1,0,3,3,0.066
Он сам ходит в магазин.,1,0,2,2,0.0686
От длинных перечислений я утомился.,1,0,3,4,0.0596
Плащ защитил меня от дождя.,1,0,3,3,0.0702
"Я хорошо знал и искренне восторгался сильным и одновременно мягким, деликатным характером своего отца.",0,Syntax,2,3,0.071
Отсутствовало всякое желание этим заниматься.,1,0,2,4,0.0749
Он не пошел на работу.,1,0,2,2,0.0653
Я жду его уже полтора часа.,1,0,3,3,0.0661
Он сейчас заходит к приятелю.,0,Semantics,3,3,0.0603
У него есть имя.,1,0,2,2,0.0596
Выгодность сделки была очевидна.,1,0,2,4,0.0837
Они начались заменять на электронные с 1984 года.,0,Morphology,2,3,0.1214
В лесу раздавался топор дровосека.,1,0,2,3,0.0804
В театральном училище учатся артистичные и одарённые люди.,1,0,2,2,0.0872
Петя получил разрешение уехать.,1,0,2,3,0.0648
"Он уже знал, что не напишет ей письма, пока не вернется в Москву.",1,0,1,3,0.0863
Природный заповедник Альто Тахо находится в 27 км от Посады.,1,0,2,2,0.1314
"В нашем лесу есть озеро, а в их лесу нет.",1,0,1,2,0.0694
Нашел о чем говорить!,1,0,3,4,0.058
Он дал мне время кончить работу.,1,0,2,3,0.0666
"Да, следует отметить певую странность того страшного майского вечера.",1,0,2,3,0.1027
Иван нарушил обещание встретиться с нами сам.,1,0,3,3,0.0503
"Жаль, что Ивана не было!",1,0,3,3,0.0629
Дэйв в 12 лет начал учиться играть на гитаре.,1,0,2,2,0.1415
"По-моему, здесь пахнет газом.",1,0,3,4,0.0676
"Вчера обнаруживается, что преступник на свободе.",0,Semantics,3,4,0.0647
Он сидел за столом и ел несколько слив.,0,Semantics,3,3,0.0708
Такие газопроводы не строят в течение двух лет.,1,0,2,2,0.1066
Они попели песни рядом с кострами.,0,Semantics,2,4,0.0732
Он отошел на 20 метров.,1,0,2,2,0.0965
Его поступок имеет объяснение.,1,0,2,2,0.0599
Ни одного студента не было на лекции.,1,0,3,4,0.0685
Не нужно мне твоих советов.,1,0,3,4,0.0556
